# speeds.data
# nni   U_s(m/s) U_g(m/s)
  50    3797.9   3185.093
 100    3705.1   3185.384
 200    3667.9   3187.166
 400    3638.3   3189.836
 800    3623.2   3191.668
1600    3614.7   3192.640
3200    3610.2   3193.191
