---------------------------------------------------------------------------------------------------------------------------
 Mult. |          Configurations           |     Terms    |       Ei           Ek       | gi   gk |    Aki    | Acc. |Type|
  No.  |                                   |              |     (cm-1)       (cm-1)     |         |    s^-1   |      |    |
       |                                   |              |                             |         |           |      |    |
---------------------------------------------------------------------------------------------------------------------------
    89 |                                   |   4P  - 4P*  |                             |         |           |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  88107.260   -  107037.069  |  6 - 6  | 2.45e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
    90 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).4s |   2S* - 4P   |  93581.55    -  103652.28   |  2 - 12 | 5.8e+03   |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  93581.550   -  103667.16   |  2 - 4  | 1.3e+04   | D    |    |
       |                                   |              |  93581.550   -  103622.51   |  2 - 2  | 9.1e+03   | D    |    |
       |                                   |              |                             |         |           |      |    |
    91 |                                   |   2S* - 2P   |  93581.55    -  104196.027  |  2 - 6  | 1.3e+05   |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  93581.550   -  104144.820  |  2 - 2  | 3.50e+05  | C    |    |
       |                                   |              |  93581.550   -  104221.630  |  2 - 4  | 1.8e+04   | D    |    |
       |                                   |              |                             |         |           |      |    |
    92 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).3d |   2S* - 2P   |  93581.55    -  104628.323  |  2 - 6  | 3.21e+07  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  93581.550   -  104654.030  |  2 - 2  | 3.20e+07  | C    |    |
       |                                   |              |  93581.550   -  104615.470  |  2 - 4  | 3.21e+07  | C    |    |
       |                                   |              |                             |         |           |      |    |
    93 |                                   |   2S* - 4F   |  93581.55    -  104664.13   |  2 - 28 | 5.26e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  93581.550   -  104664.130  |  2 - 4  | 3.68e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
    94 |                                   |   2S* - 4P   |  93581.55    -  104868.52   |  2 - 12 | 4.5e+04   |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  93581.550   -  104859.73   |  2 - 4  | 9.8e+04   | C    |    |
       |                                   |              |  93581.550   -  104886.10   |  2 - 2  | 7.5e+04   | C    |    |
       |                                   |              |                             |         |           |      |    |
    95 |                                   |   2S* - 4D   |  93581.55    -  104992.3    |  2 - 20 | 1.74e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  93581.550   -  104996.27   |  2 - 4  | 2.62e+04  | C    |    |
       |                                   |              |  93581.550   -  104984.37   |  2 - 2  | 1.22e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
    96 |                                   |   2S* - 2D   |  93581.55    -  105119.88   |  2 - 10 | 6.52e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  93581.550   -  105119.880  |  2 - 4  | 1.63e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
    97 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).4d |   2S* - 2P   |  93581.55    -  110228.466  |  2 - 6  | 3.60e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  93581.550   -  110220.107  |  2 - 4  | 3.58e+06  | C+   |    |
       |                                   |              |  93581.550   -  110245.183  |  2 - 2  | 3.64e+06  | C+   |    |
       |                                   |              |                             |         |           |      |    |
    98 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).5d |   2S* - 2P   |  93581.55    -  112803.21   |  2 - 6  | 1.87e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  93581.550   -  112807.567  |  2 - 2  | 1.87e+06  | D+   |    |
       |                                   |              |  93581.550   -  112801.031  |  2 - 4  | 1.87e+06  | D+   |    |
       |                                   |              |                             |         |           |      |    |
    99 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).4s |   4D* - 4P   |  94837.781   -  103693.88   | 20 - 12 | 1.50e+07  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94770.880   -  103667.16   |  2 - 4  | 6.64e+05  | C+   |    |
       |                                   |              |  94793.490   -  103735.48   |  4 - 6  | 2.21e+05  | C+   |    |
       |                                   |              |  94770.880   -  103622.51   |  2 - 2  | 7.69e+06  | C+   |    |
       |                                   |              |  94793.490   -  103667.16   |  4 - 4  | 4.58e+06  | C+   |    |
       |                                   |              |  94830.890   -  103735.48   |  6 - 6  | 2.30e+06  | C+   |    |
       |                                   |              |  94793.490   -  103622.51   |  4 - 2  | 8.19e+06  | C+   |    |
       |                                   |              |  94830.890   -  103667.16   |  6 - 4  | 1.00e+07  | C+   |    |
       |                                   |              |  94881.820   -  103735.48   |  8 - 6  | 1.20e+07  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   100 |                                   |   4D* - 2P   |  94808.422   -  104196.027  | 20 - 6  | 1.9e+04   |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94830.890   -  104221.630  |  6 - 4  | 1.7e+04   | D    |    |
       |                                   |              |  94793.490   -  104144.820  |  4 - 2  | 1.3e+04   | D    |    |
       |                                   |              |  94793.490   -  104221.630  |  4 - 4  | 2.9e+03   | D    |    |
       |                                   |              |  94770.880   -  104144.820  |  2 - 2  | 3.5e+03   | D    |    |
       |                                   |              |  94770.880   -  104221.630  |  2 - 4  | 3.6e+02   | D    |    |
       |                                   |              |                             |         |           |      |    |
   101 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).3d |   4D* - 2P   |  94808.422   -  104628.323  | 20 - 6  | 3.4e+05   |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94830.890   -  104615.470  |  6 - 4  | 4.34e+03  | C    |    |
       |                                   |              |  94793.490   -  104654.030  |  4 - 2  | 2.08e+04  | C    |    |
       |                                   |              |  94793.490   -  104615.470  |  4 - 4  | 1.63e+04  | C    |    |
       |                                   |              |  94770.880   -  104654.030  |  2 - 2  | 7.6e+04   | C    |    |
       |                                   |              |  94770.880   -  104615.470  |  2 - 4  | 4.35e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
   102 |                                   |   4D* - 4F   |  94837.781   -  104719.58   | 20 - 28 | 3.84e+07  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94830.890   -  104664.130  |  6 - 4  | 5.64e+05  | B    |    |
       |                                   |              |  94881.820   -  104683.060  |  8 - 6  | 2.39e+05  | B    |    |
       |                                   |              |  94793.490   -  104664.130  |  4 - 4  | 9.84e+06  | B    |    |
       |                                   |              |  94830.890   -  104683.060  |  6 - 6  | 7.32e+06  | B    |    |
       |                                   |              |  94881.820   -  104716.950  |  8 - 8  | 3.83e+06  | B    |    |
       |                                   |              |  94881.820   -  104765.77   |  8 - 10 | 3.90e+07  | B    |    |
       |                                   |              |  94830.890   -  104716.950  |  6 - 8  | 3.41e+07  | B    |    |
       |                                   |              |  94793.490   -  104683.060  |  4 - 6  | 3.02e+07  | B    |    |
       |                                   |              |  94770.880   -  104664.130  |  2 - 4  | 2.81e+07  | B    |    |
       |                                   |              |                             |         |           |      |    |
   103 |                                   |   4D* - 2F   |  94845.214   -  104850.926  | 20 - 14 | 1.3e+06   |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94793.490   -  104810.360  |  4 - 6  | 4.86e+05  | C    |    |
       |                                   |              |  94830.890   -  104881.350  |  6 - 8  | 6.1e+05   | C    |    |
       |                                   |              |  94830.890   -  104810.360  |  6 - 6  | 1.07e+06  | C    |    |
       |                                   |              |  94881.820   -  104881.350  |  8 - 8  | 4.85e+05  | C    |    |
       |                                   |              |  94881.820   -  104810.360  |  8 - 6  | 2.78e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   104 |                                   |   4D* - 4P   |  94837.781   -  104846.82   | 20 - 12 | 2.50e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94770.880   -  104859.73   |  2 - 4  | 4.07e+05  | B    |    |
       |                                   |              |  94793.490   -  104825.110  |  4 - 6  | 3.48e+05  | B    |    |
       |                                   |              |  94770.880   -  104886.10   |  2 - 2  | 1.83e+06  | B    |    |
       |                                   |              |  94793.490   -  104859.73   |  4 - 4  | 2.02e+06  | B    |    |
       |                                   |              |  94830.890   -  104825.110  |  6 - 6  | 1.39e+06  | B    |    |
       |                                   |              |  94793.490   -  104886.10   |  4 - 2  | 1.83e+05  | C    |    |
       |                                   |              |  94830.890   -  104859.73   |  6 - 4  | 2.23e+05  | C    |    |
       |                                   |              |  94881.820   -  104825.110  |  8 - 6  | 8.22e+05  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   105 |                                   |   4D* - 4D   |  94837.781   -  105007.3    | 20 - 20 | 1.01e+07  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94770.880   -  104996.27   |  2 - 4  | 1.40e+06  | B    |    |
       |                                   |              |  94793.490   -  105008.55   |  4 - 6  | 1.18e+06  | B    |    |
       |                                   |              |  94830.890   -  105017.600  |  6 - 8  | 7.00e+05  | B    |    |
       |                                   |              |  94793.490   -  104984.37   |  4 - 2  | 5.42e+06  | B    |    |
       |                                   |              |  94830.890   -  104996.27   |  6 - 4  | 4.50e+06  | B    |    |
       |                                   |              |  94881.820   -  105008.55   |  8 - 6  | 2.97e+06  | B    |    |
       |                                   |              |  94770.880   -  104984.37   |  2 - 2  | 3.83e+06  | B    |    |
       |                                   |              |  94793.490   -  104996.27   |  4 - 4  | 3.33e+06  | B    |    |
       |                                   |              |  94830.890   -  105008.55   |  6 - 6  | 5.74e+06  | B    |    |
       |                                   |              |  94881.820   -  105017.600  |  8 - 8  | 1.03e+07  | B    |    |
       |                                   |              |                             |         |           |      |    |
   106 |                                   |   4D* - 2D   |  94837.781   -  105134.178  | 20 - 10 | 9.1e+04   |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94881.820   -  105143.710  |  8 - 6  | 4.91e+01  | C    |    |
       |                                   |              |  94830.890   -  105119.880  |  6 - 4  | 1.34e+04  | C    |    |
       |                                   |              |  94830.890   -  105143.710  |  6 - 6  | 6.3e+04   | C    |    |
       |                                   |              |  94793.490   -  105119.880  |  4 - 4  | 8.1e+04   | C    |    |
       |                                   |              |  94793.490   -  105143.710  |  4 - 6  | 8.7e+03   | C    |    |
       |                                   |              |  94770.880   -  105119.880  |  2 - 4  | 2.49e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   107 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).5s |   4D* - 4P   |  94837.781   -  109884.209  | 20 - 12 | 4.36e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94770.880   -  109856.520  |  2 - 4  | 2.20e+05  | D+   |    |
       |                                   |              |  94793.490   -  109926.661  |  4 - 6  | 8.87e+04  | D+   |    |
       |                                   |              |  94793.490   -  109812.233  |  4 - 2  | 2.17e+06  | D+   |    |
       |                                   |              |  94830.890   -  109856.520  |  6 - 4  | 2.74e+06  | D+   |    |
       |                                   |              |  94770.880   -  109812.233  |  2 - 2  | 2.18e+06  | D+   |    |
       |                                   |              |  94881.820   -  109926.661  |  8 - 6  | 3.49e+06  | D+   |    |
       |                                   |              |  94793.490   -  109856.520  |  4 - 4  | 1.40e+06  | D+   |    |
       |                                   |              |  94830.890   -  109926.661  |  6 - 6  | 7.93e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   108 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).4d |   4D* - 4F   |  94837.781   -  110252.272  | 20 - 28 | 4.90e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94830.890   -  110194.654  |  6 - 4  | 9.70e+04  | C    |    |
       |                                   |              |  94881.820   -  110212.396  |  8 - 6  | 4.66e+04  | C    |    |
       |                                   |              |  94881.820   -  110247.288  |  8 - 8  | 6.91e+05  | C    |    |
       |                                   |              |  94830.890   -  110212.396  |  6 - 6  | 1.18e+06  | C    |    |
       |                                   |              |  94793.490   -  110194.654  |  4 - 4  | 1.37e+06  | C    |    |
       |                                   |              |  94830.890   -  110247.288  |  6 - 8  | 4.20e+06  | C    |    |
       |                                   |              |  94770.880   -  110194.654  |  2 - 4  | 3.43e+06  | C    |    |
       |                                   |              |  94793.490   -  110212.396  |  4 - 6  | 3.67e+06  | C    |    |
       |                                   |              |  94881.820   -  110303.233  |  8 - 10 | 4.90e+06  | C    |    |
       |                                   |              |                             |         |           |      |    |
   109 |                                   |   4D* - 4D   |  94837.781   -  110399.367  | 20 - 20 | 1.56e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94770.880   -  110395.463  |  2 - 4  | 3.95e+05  | C    |    |
       |                                   |              |  94793.490   -  110401.356  |  4 - 6  | 3.68e+05  | C    |    |
       |                                   |              |  94830.890   -  110403.220  |  6 - 8  | 2.23e+05  | C    |    |
       |                                   |              |  94881.820   -  110401.356  |  8 - 6  | 2.94e+05  | C    |    |
       |                                   |              |  94770.880   -  110385.795  |  2 - 2  | 7.89e+05  | C    |    |
       |                                   |              |  94793.490   -  110395.463  |  4 - 4  | 6.30e+05  | C    |    |
       |                                   |              |  94881.820   -  110403.220  |  8 - 8  | 1.33e+06  | C    |    |
       |                                   |              |  94830.890   -  110395.463  |  6 - 4  | 5.47e+05  | C    |    |
       |                                   |              |  94830.890   -  110401.356  |  6 - 6  | 8.97e+05  | C    |    |
       |                                   |              |  94793.490   -  110385.795  |  4 - 2  | 7.86e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
   110 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).5d |   4D* - 4F   |  94837.781   -  112807.039  | 20 - 28 | 1.42e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94830.890   -  112759.966  |  6 - 4  | 2.81e+04  | D+   |    |
       |                                   |              |  94881.820   -  112760.325  |  8 - 6  | 1.35e+04  | D+   |    |
       |                                   |              |  94793.490   -  112759.966  |  4 - 4  | 3.96e+05  | C    |    |
       |                                   |              |  94830.890   -  112760.325  |  6 - 6  | 3.42e+05  | C    |    |
       |                                   |              |  94881.820   -  112797.725  |  8 - 8  | 2.00e+05  | C    |    |
       |                                   |              |  94770.880   -  112759.966  |  2 - 4  | 9.94e+05  | C    |    |
       |                                   |              |  94793.490   -  112760.325  |  4 - 6  | 1.06e+06  | C    |    |
       |                                   |              |  94830.890   -  112797.725  |  6 - 8  | 1.21e+06  | C    |    |
       |                                   |              |  94881.820   -  112861.348  |  8 - 10 | 1.42e+06  | C    |    |
       |                                   |              |                             |         |           |      |    |
   111 |                                   |   4D* - 4D   |  94837.781   -  112909.9    | 20 - 20 | 5.08e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  94770.880   -  112909.076  |  2 - 4  | 1.29e+05  | C    |    |
       |                                   |              |  94793.490   -  112910.630  |  4 - 6  | 1.20e+05  | C    |    |
       |                                   |              |  94830.890   -  112911.079  |  6 - 8  | 7.26e+04  | C    |    |
       |                                   |              |  94793.490   -  112904.5    |  4 - 2  | 2.56e+05  | C    |    |
       |                                   |              |  94830.890   -  112909.076  |  6 - 4  | 1.78e+05  | C    |    |
       |                                   |              |  94881.820   -  112910.630  |  8 - 6  | 9.59e+04  | C    |    |
       |                                   |              |  94770.880   -  112904.5    |  2 - 2  | 2.57e+05  | C    |    |
       |                                   |              |  94793.490   -  112909.076  |  4 - 4  | 2.05e+05  | C    |    |
       |                                   |              |  94830.890   -  112910.630  |  6 - 6  | 2.92e+05  | C    |    |
       |                                   |              |  94881.820   -  112911.079  |  8 - 8  | 4.33e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
   112 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).4s |   4P* - 4P   |  95509.857   -  103693.88   | 12 - 12 | 1.00e+07  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  95475.310   -  103667.16   |  2 - 4  | 4.23e+06  | B+   |    |
       |                                   |              |  95493.690   -  103735.48   |  4 - 6  | 3.06e+06  | B+   |    |
       |                                   |              |  95493.690   -  103622.51   |  4 - 2  | 7.69e+06  | B+   |    |
       |                                   |              |  95532.150   -  103667.16   |  6 - 4  | 3.90e+06  | B+   |    |
       |                                   |              |  95475.310   -  103622.51   |  2 - 2  | 1.48e+06  | B+   |    |
       |                                   |              |  95493.690   -  103667.16   |  4 - 4  | 1.58e+06  | B+   |    |
       |                                   |              |  95532.150   -  103735.48   |  6 - 6  | 7.40e+06  | B+   |    |
       |                                   |              |                             |         |           |      |    |
   113 |                                   |   4P* - 2P   |  95509.857   -  104196.027  | 12 - 6  | 3.1e+04   |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  95532.150   -  104221.630  |  6 - 4  | 5.7e+03   | C    |    |
       |                                   |              |  95493.690   -  104144.820  |  4 - 2  | 6.0e+03   | C    |    |
       |                                   |              |  95493.690   -  104221.630  |  4 - 4  | 6.0e+02   | D    |    |
       |                                   |              |  95475.310   -  104144.820  |  2 - 2  | 1.56e+04  | C    |    |
       |                                   |              |  95475.310   -  104221.630  |  2 - 4  | 2.93e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   114 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).3d |   4P* - 2P   |  95509.857   -  104628.323  | 12 - 6  | 1.0e+05   |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  95532.150   -  104615.470  |  6 - 4  | 2.99e+03  | C    |    |
       |                                   |              |  95493.690   -  104654.030  |  4 - 2  | 5.6e+03   | C    |    |
       |                                   |              |  95493.690   -  104615.470  |  4 - 4  | 4.19e+04  | C    |    |
       |                                   |              |  95475.310   -  104654.030  |  2 - 2  | 1.31e+05  | C    |    |
       |                                   |              |  95475.310   -  104615.470  |  2 - 4  | 3.61e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   115 |                                   |   4P* - 4F   |  95509.857   -  104693.916  | 12 - 28 | 7.89e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  95532.150   -  104716.950  |  6 - 8  | 1.44e+05  | B+   |    |
       |                                   |              |  95493.690   -  104683.060  |  4 - 6  | 1.42e+05  | B+   |    |
       |                                   |              |  95475.310   -  104664.130  |  2 - 4  | 1.92e+04  | B+   |    |
       |                                   |              |  95532.150   -  104683.060  |  6 - 6  | 1.06e+04  | B+   |    |
       |                                   |              |  95493.690   -  104664.130  |  4 - 4  | 1.55e+04  | B+   |    |
       |                                   |              |  95532.150   -  104664.130  |  6 - 4  | 9.86e+02  | B+   |    |
       |                                   |              |                             |         |           |      |    |
   116 |                                   |   4P* - 2F   |  95516.766   -  104850.926  | 12 - 14 | 9.23e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  95493.690   -  104810.360  |  4 - 6  | 1.29e+06  | B    |    |
       |                                   |              |  95532.150   -  104881.350  |  6 - 8  | 4.10e+05  | B    |    |
       |                                   |              |  95532.150   -  104810.360  |  6 - 6  | 3.17e+05  | B    |    |
       |                                   |              |                             |         |           |      |    |
   117 |                                   |   4P* - 4P   |  95509.857   -  104846.82   | 12 - 12 | 1.2e+07   |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  95475.310   -  104859.73   |  2 - 4  | 9.03e+06  | B+   |    |
       |                                   |              |  95493.690   -  104825.110  |  4 - 6  | 7.16e+06  | B+   |    |
       |                                   |              |  95493.690   -  104886.10   |  4 - 2  | 6.75e+06  | B+   |    |
       |                                   |              |  95532.150   -  104859.73   |  6 - 4  | 3.75e+06  | B+   |    |
       |                                   |              |  95475.310   -  104886.10   |  2 - 2  | 5.40e+06  | B+   |    |
       |                                   |              |  95493.690   -  104859.73   |  4 - 4  | 2.2e+03   | D    |    |
       |                                   |              |  95532.150   -  104825.110  |  6 - 6  | 3.92e+06  | B+   |    |
       |                                   |              |                             |         |           |      |    |
   118 |                                   |   4P* - 4D   |  95509.857   -  105007.3    | 12 - 20 | 2.56e+07  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  95493.690   -  104984.37   |  4 - 2  | 7.55e+06  | B+   |    |
       |                                   |              |  95532.150   -  104996.27   |  6 - 4  | 3.33e+06  | B+   |    |
       |                                   |              |  95475.310   -  104984.37   |  2 - 2  | 1.91e+07  | B+   |    |
       |                                   |              |  95493.690   -  104996.27   |  4 - 4  | 1.59e+07  | B+   |    |
       |                                   |              |  95532.150   -  105008.55   |  6 - 6  | 1.23e+07  | B+   |    |
       |                                   |              |  95475.310   -  104996.27   |  2 - 4  | 6.54e+06  | B+   |    |
       |                                   |              |  95493.690   -  105008.55   |  4 - 6  | 1.32e+07  | B+   |    |
       |                                   |              |  95532.150   -  105017.600  |  6 - 8  | 2.54e+07  | B+   |    |
       |                                   |              |                             |         |           |      |    |
   119 |                                   |   4P* - 2D   |  95509.857   -  105134.178  | 12 - 10 | 9.5e+04   |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  95532.150   -  105143.710  |  6 - 6  | 6.5e+01   | C    |    |
       |                                   |              |  95493.690   -  105119.880  |  4 - 4  | 3.66e+04  | B    |    |
       |                                   |              |  95532.150   -  105119.880  |  6 - 4  | 1.80e+02  | B    |    |
       |                                   |              |  95493.690   -  105143.710  |  4 - 6  | 9.26e+04  | B    |    |
       |                                   |              |  95475.310   -  105119.880  |  2 - 4  | 6.05e+04  | B    |    |
       |                                   |              |                             |         |           |      |    |
   120 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).5s |   4P* - 4P   |  95509.857   -  109884.209  | 12 - 12 | 2.53e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  95493.690   -  109856.520  |  4 - 4  | 4.67e+05  | B    |    |
       |                                   |              |  95532.150   -  109926.661  |  6 - 6  | 1.83e+06  | B    |    |
       |                                   |              |  95475.310   -  109856.520  |  2 - 4  | 1.03e+06  | B    |    |
       |                                   |              |  95493.690   -  109926.661  |  4 - 6  | 7.75e+05  | B    |    |
       |                                   |              |  95493.690   -  109812.233  |  4 - 2  | 2.04e+06  | B    |    |
       |                                   |              |  95532.150   -  109856.520  |  6 - 4  | 9.83e+05  | B    |    |
       |                                   |              |  95475.310   -  109812.233  |  2 - 2  | 3.83e+05  | B    |    |
       |                                   |              |                             |         |           |      |    |
   121 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).4d |   4P* - 4P   |  95509.857   -  110315.896  | 12 - 12 | 1.16e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  95475.310   -  110322.721  |  2 - 4  | 4.85e+05  | D+   |    |
       |                                   |              |  95493.690   -  110299.974  |  4 - 6  | 3.47e+05  | D+   |    |
       |                                   |              |  95493.690   -  110350.014  |  4 - 2  | 9.73e+05  | D+   |    |
       |                                   |              |  95532.150   -  110322.721  |  6 - 4  | 5.18e+05  | D+   |    |
       |                                   |              |  95475.310   -  110350.014  |  2 - 2  | 1.95e+05  | D+   |    |
       |                                   |              |  95493.690   -  110322.721  |  4 - 4  | 1.55e+05  | D+   |    |
       |                                   |              |  95532.150   -  110299.974  |  6 - 6  | 8.02e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   122 |                                   |   4P* - 4D   |  95509.857   -  110399.367  | 12 - 20 | 3.57e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  95493.690   -  110385.795  |  4 - 2  | 5.96e+05  | C    |    |
       |                                   |              |  95532.150   -  110395.463  |  6 - 4  | 1.78e+05  | C    |    |
       |                                   |              |  95475.310   -  110385.795  |  2 - 2  | 2.99e+06  | C    |    |
       |                                   |              |  95493.690   -  110395.463  |  4 - 4  | 1.91e+06  | C    |    |
       |                                   |              |  95532.150   -  110401.356  |  6 - 6  | 1.07e+06  | C    |    |
       |                                   |              |  95475.310   -  110395.463  |  2 - 4  | 1.50e+06  | C    |    |
       |                                   |              |  95493.690   -  110401.356  |  4 - 6  | 2.51e+06  | C    |    |
       |                                   |              |  95532.150   -  110403.220  |  6 - 8  | 3.56e+06  | C    |    |
       |                                   |              |                             |         |           |      |    |
   123 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).5d |   4P* - 4D   |  95509.857   -  112909.9    | 12 - 20 | 1.07e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  95493.690   -  112904.5    |  4 - 2  | 1.78e+05  | C    |    |
       |                                   |              |  95532.150   -  112909.076  |  6 - 4  | 5.31e+04  | C    |    |
       |                                   |              |  95475.310   -  112904.5    |  2 - 2  | 8.94e+05  | C    |    |
       |                                   |              |  95493.690   -  112909.076  |  4 - 4  | 5.71e+05  | C    |    |
       |                                   |              |  95532.150   -  112910.630  |  6 - 6  | 3.19e+05  | C    |    |
       |                                   |              |  95475.310   -  112909.076  |  2 - 4  | 4.47e+05  | C    |    |
       |                                   |              |  95493.690   -  112910.630  |  4 - 6  | 7.49e+05  | C    |    |
       |                                   |              |  95532.150   -  112911.079  |  6 - 8  | 1.06e+06  | C    |    |
       |                                   |              |                             |         |           |      |    |
   124 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).4s |   4S* - 4P   |  96750.84    -  103693.88   |  4 - 12 | 1.13e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  96750.840   -  103622.51   |  4 - 2  | 1.01e+06  | C+   |    |
       |                                   |              |  96750.840   -  103667.16   |  4 - 4  | 1.08e+06  | C+   |    |
       |                                   |              |  96750.840   -  103735.48   |  4 - 6  | 1.20e+06  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   125 |                                   |   4S* - 2P   |  96750.84    -  104196.027  |  4 - 6  | 4.0e+03   |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  96750.840   -  104221.630  |  4 - 4  | 5.2e+02   | C    |    |
       |                                   |              |  96750.840   -  104144.820  |  4 - 2  | 1.11e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   126 | 2s2.2p2.(3P).3p - 2s2.2p2.(3P).3d |   4S* - 2P   |  96750.84    -  104628.323  |  4 - 6  | 4.92e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  96750.840   -  104615.470  |  4 - 4  | 6.70e+04  | C+   |    |
       |                                   |              |  96750.840   -  104654.030  |  4 - 2  | 1.37e+04  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   127 |                                   |   4S* - 4F   |  96750.84    -  104675.488  |  4 - 28 | 5.81e+03  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  96750.840   -  104683.060  |  4 - 6  | 2.69e+04  | C+   |    |
       |                                   |              |  96750.840   -  104664.130  |  4 - 4  | 3.22e+02  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   128 |                                   |   4S* - 2F   |  96750.84    -  104810.36   |  4 - 14 | 7.37e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  96750.840   -  104810.360  |  4 - 6  | 1.72e+06  | B    |    |
       |                                   |              |                             |         |           |      |    |
   129 |                                   |   4S* - 4P   |  96750.84    -  104846.82   |  4 - 12 | 1.21e+07  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  96750.840   -  104825.110  |  4 - 6  | 1.09e+07  | B    |    |
       |                                   |              |  96750.840   -  104859.73   |  4 - 4  | 1.30e+07  | B    |    |
       |                                   |              |  96750.840   -  104886.10   |  4 - 2  | 1.41e+07  | B    |    |
       |                                   |              |                             |         |           |      |    |
   130 |                                   |   4S* - 4D   |  96750.84    -  105000.43   |  4 - 20 | 6.41e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              |  96750.840   -  105008.55   |  4 - 6  | 1.04e+06  | B    |    |
