---------------------------------------------------------------------------------------------------------------------------
 Mult. |          Configurations           |     Terms    |       Ei           Ek       | gi   gk |    Aki    | Acc. |Type|
  No.  |                                   |              |     (cm-1)       (cm-1)     |         |    s^-1   |      |    |
       |                                   |              |                             |         |           |      |    |
---------------------------------------------------------------------------------------------------------------------------
       |                                   |              | 103667.16    -  106778.337  |  4 - 4  | 1.60e+06  | D+   |    |
       |                                   |              | 103735.48    -  106814.459  |  6 - 6  | 8.74e+05  | D+   |    |
       |                                   |              | 103622.51    -  106778.337  |  2 - 4  | 1.31e+06  | D+   |    |
       |                                   |              | 103667.16    -  106814.459  |  4 - 6  | 2.18e+06  | D+   |    |
       |                                   |              | 103735.48    -  106868.635  |  6 - 8  | 3.07e+06  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   184 |                                   |   4P  - 4P*  | 103693.88    -  107013.959  | 12 - 12 | 3.94e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 103622.51    -  106996.032  |  2 - 4  | 1.72e+06  | D+   |    |
       |                                   |              | 103667.16    -  107037.069  |  4 - 6  | 1.24e+06  | D+   |    |
       |                                   |              | 103667.16    -  106980.480  |  4 - 2  | 3.26e+06  | D+   |    |
       |                                   |              | 103735.48    -  106996.032  |  6 - 4  | 1.68e+06  | D+   |    |
       |                                   |              | 103622.51    -  106980.480  |  2 - 2  | 6.79e+05  | D+   |    |
       |                                   |              | 103667.16    -  106996.032  |  4 - 4  | 5.29e+05  | D+   |    |
       |                                   |              | 103735.48    -  107037.069  |  6 - 6  | 2.71e+06  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   185 |                                   |   4P  - 4S*  | 103693.88    -  107445.622  | 12 - 4  | 4.14e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 103622.51    -  107445.622  |  2 - 4  | 7.29e+05  | D+   |    |
       |                                   |              | 103667.16    -  107445.622  |  4 - 4  | 1.41e+06  | D+   |    |
       |                                   |              | 103735.48    -  107445.622  |  6 - 4  | 2.00e+06  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   186 | 2s2.2p2.(3P).4s - 2s2.2p2.(3P).5p |   4P  - 4D*  | 103693.88    -  111212.942  | 12 - 20 | 6.03e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 103667.16    -  111143.567  |  4 - 2  | 9.88e+03  | D+   |    |
       |                                   |              | 103735.48    -  111165.158  |  6 - 4  | 2.91e+03  | D+   |    |
       |                                   |              | 103622.51    -  111143.567  |  2 - 2  | 5.03e+04  | D+   |    |
       |                                   |              | 103667.16    -  111165.158  |  4 - 4  | 3.19e+04  | D+   |    |
       |                                   |              | 103735.48    -  111204.016  |  6 - 6  | 1.77e+04  | D+   |    |
       |                                   |              | 103622.51    -  111165.158  |  2 - 4  | 2.54e+04  | D+   |    |
       |                                   |              | 103667.16    -  111204.016  |  4 - 6  | 4.25e+04  | D+   |    |
       |                                   |              | 103735.48    -  111260.873  |  6 - 8  | 6.05e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   187 |                                   |   4P  - 4P*  | 103693.88    -  111303.88   | 12 - 12 | 2.16e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 103622.51    -  111285.644  |  2 - 4  | 9.17e+04  | D+   |    |
       |                                   |              | 103667.16    -  111326.798  |  4 - 6  | 6.59e+04  | D+   |    |
       |                                   |              | 103667.16    -  111271.596  |  4 - 2  | 1.79e+05  | D+   |    |
       |                                   |              | 103735.48    -  111285.644  |  6 - 4  | 9.47e+04  | D+   |    |
       |                                   |              | 103622.51    -  111271.596  |  2 - 2  | 3.65e+04  | D+   |    |
       |                                   |              | 103667.16    -  111285.644  |  4 - 4  | 2.88e+04  | D+   |    |
       |                                   |              | 103735.48    -  111326.798  |  6 - 6  | 1.50e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   188 |                                   |   4P  - 4S*  | 103693.88    -  111501.368  | 12 - 4  | 4.84e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 103622.51    -  111501.368  |  2 - 4  | 8.28e+04  | D+   |    |
       |                                   |              | 103667.16    -  111501.368  |  4 - 4  | 1.63e+05  | D+   |    |
       |                                   |              | 103735.48    -  111501.368  |  6 - 4  | 2.38e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   189 | 2s2.2p2.(3P).4s - 2s2.2p2.(3P).4p |   2P  - 2S*  | 104196.027   -  106477.8    |  6 - 2  | 7.53e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104144.820   -  106477.800  |  2 - 2  | 2.68e+05  | D+   |    |
       |                                   |              | 104221.630   -  106477.800  |  4 - 2  | 4.85e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   190 |                                   |   2P  - 2D*  | 104196.027   -  107224.979  |  6 - 10 | 2.52e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104221.630   -  107182.788  |  4 - 4  | 3.93e+05  | D+   |    |
       |                                   |              | 104144.820   -  107182.788  |  2 - 4  | 2.12e+06  | D+   |    |
       |                                   |              | 104221.630   -  107253.106  |  4 - 6  | 2.53e+06  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   191 |                                   |   2P  - 2P*  | 104196.027   -  107615.012  |  6 - 6  | 4.37e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104144.820   -  107628.283  |  2 - 4  | 7.69e+05  | D+   |    |
       |                                   |              | 104221.630   -  107588.469  |  4 - 2  | 1.39e+06  | D+   |    |
       |                                   |              | 104144.820   -  107588.469  |  2 - 2  | 2.97e+06  | D+   |    |
       |                                   |              | 104221.630   -  107628.283  |  4 - 4  | 3.60e+06  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   192 | 2s2.2p2.(3P).4s - 2s2.2p2.(1D).3p |   2P  - 2D*  | 104196.027   -  110535.33   |  6 - 10 | 9.49e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104221.630   -  110521.050  |  4 - 4  | 1.32e+04  | C    |    |
       |                                   |              | 104144.820   -  110521.050  |  2 - 4  | 8.66e+04  | C    |    |
       |                                   |              | 104221.630   -  110544.850  |  4 - 6  | 9.17e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   193 | 2s2.2p2.(3P).4s - 2s2.2p2.(3P).5p |   2P  - 2S*  | 104196.027   -  111060.905  |  6 - 2  | 1.91e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104144.820   -  111060.905  |  2 - 2  | 6.50e+04  | D+   |    |
       |                                   |              | 104221.630   -  111060.905  |  4 - 2  | 1.26e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   194 |                                   |   2P  - 2P*  | 104196.027   -  111208.463  |  6 - 6  | 8.98e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104144.820   -  111213.271  |  2 - 4  | 1.53e+04  | D+   |    |
       |                                   |              | 104221.630   -  111198.848  |  4 - 2  | 2.95e+04  | D+   |    |
       |                                   |              | 104144.820   -  111198.848  |  2 - 2  | 6.10e+04  | D+   |    |
       |                                   |              | 104221.630   -  111213.271  |  4 - 4  | 7.42e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   195 |                                   |   2P  - 2D*  | 104196.027   -  111884.59   |  6 - 10 | 1.02e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104221.630   -  111853.061  |  4 - 4  | 1.66e+05  | D+   |    |
       |                                   |              | 104144.820   -  111853.061  |  2 - 4  | 8.54e+05  | D+   |    |
       |                                   |              | 104221.630   -  111905.609  |  4 - 6  | 1.02e+06  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   196 | 2s2.2p2.(3P).4s - 2s2.2p2.(1D).3p |   2P  - 2P*  | 104196.027   -  112311.206  |  6 - 6  | 3.46e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104144.820   -  112319.805  |  2 - 4  | 5.54e+04  | C    |    |
       |                                   |              | 104221.630   -  112294.007  |  4 - 2  | 1.27e+05  | C    |    |
       |                                   |              | 104144.820   -  112294.007  |  2 - 2  | 2.19e+05  | C    |    |
       |                                   |              | 104221.630   -  112319.805  |  4 - 4  | 2.90e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
   197 | 2s2.2p2.(3P).3d - 2s2.2p2.(3P).4p |   2P  - 2S*  | 104628.323   -  106477.8    |  6 - 2  | 1.01e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104654.030   -  106477.800  |  2 - 2  | 3.23e+05  | D+   |    |
       |                                   |              | 104615.470   -  106477.800  |  4 - 2  | 6.88e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   198 |                                   |   2P  - 2D*  | 104628.323   -  107224.979  |  6 - 10 | 2.46e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104615.470   -  107182.788  |  4 - 4  | 3.95e+04  | D+   |    |
       |                                   |              | 104654.030   -  107182.788  |  2 - 4  | 1.89e+05  | D+   |    |
       |                                   |              | 104615.470   -  107253.106  |  4 - 6  | 2.57e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   199 |                                   |   2P  - 2P*  | 104628.323   -  107615.012  |  6 - 6  | 2.36e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104654.030   -  107628.283  |  2 - 4  | 3.88e+03  | D+   |    |
       |                                   |              | 104615.470   -  107588.469  |  4 - 2  | 7.75e+03  | D+   |    |
       |                                   |              | 104654.030   -  107588.469  |  2 - 2  | 1.49e+04  | D+   |    |
       |                                   |              | 104615.470   -  107628.283  |  4 - 4  | 2.02e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   200 | 2s2.2p2.(3P).3d - 2s2.2p2.(1D).3p |   2P  - 2D*  | 104628.323   -  110535.33   |  6 - 10 | 4.12e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104615.470   -  110521.050  |  4 - 4  | 1.13e+04  | B    |    |
       |                                   |              | 104654.030   -  110521.050  |  2 - 4  | 2.93e+04  | B    |    |
       |                                   |              | 104615.470   -  110544.850  |  4 - 6  | 4.16e+04  | B    |    |
       |                                   |              |                             |         |           |      |    |
   201 | 2s2.2p2.(3P).3d - 2s2.2p2.(3P).5p |   2P  - 2P*  | 104628.323   -  111208.463  |  6 - 6  | 4.97e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104654.030   -  111213.271  |  2 - 4  | 8.21e+03  | D+   |    |
       |                                   |              | 104615.470   -  111198.848  |  4 - 2  | 1.66e+04  | D+   |    |
       |                                   |              | 104654.030   -  111198.848  |  2 - 2  | 3.26e+04  | D+   |    |
       |                                   |              | 104615.470   -  111213.271  |  4 - 4  | 4.18e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   202 |                                   |   2P  - 2D*  | 104628.323   -  111884.59   |  6 - 10 | 9.70e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104615.470   -  111853.061  |  4 - 4  | 1.60e+04  | D+   |    |
       |                                   |              | 104654.030   -  111853.061  |  2 - 4  | 7.90e+04  | D+   |    |
       |                                   |              | 104615.470   -  111905.609  |  4 - 6  | 9.84e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   203 | 2s2.2p2.(3P).3d - 2s2.2p2.(1D).3p |   2P  - 2P*  | 104628.323   -  112311.206  |  6 - 6  | 6.07e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104654.030   -  112319.805  |  2 - 4  | 1.41e+04  | C    |    |
       |                                   |              | 104615.470   -  112294.007  |  4 - 2  | 3.53e+04  | C    |    |
       |                                   |              | 104654.030   -  112294.007  |  2 - 2  | 4.71e+04  | C    |    |
       |                                   |              | 104615.470   -  112319.805  |  4 - 4  | 3.57e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   204 | 2s2.2p2.(3P).3d - 2s2.2p2.(3P).4p |   4F  - 4D*  | 104719.58    -  106823.332  | 28 - 20 | 7.26e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104664.130   -  106814.459  |  4 - 6  | 7.37e+03  | C    |    |
       |                                   |              | 104683.060   -  106868.635  |  6 - 8  | 4.21e+03  | C    |    |
       |                                   |              | 104664.130   -  106778.337  |  4 - 4  | 1.47e+05  | C    |    |
       |                                   |              | 104683.060   -  106814.459  |  6 - 6  | 1.31e+05  | C    |    |
       |                                   |              | 104716.950   -  106868.635  |  8 - 8  | 7.90e+04  | C    |    |
       |                                   |              | 104664.130   -  106758.731  |  4 - 2  | 7.16e+05  | C    |    |
       |                                   |              | 104683.060   -  106778.337  |  6 - 4  | 5.76e+05  | C    |    |
       |                                   |              | 104716.950   -  106814.459  |  8 - 6  | 5.87e+05  | C    |    |
       |                                   |              | 104765.77    -  106868.635  | 10 - 8  | 6.47e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
   205 | 2s2.2p2.(3P).3d - 2s2.2p2.(3P).5p |   4F  - 4D*  | 104719.58    -  111212.942  | 28 - 20 | 1.16e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104664.130   -  111204.016  |  4 - 6  | 1.13e+03  | C    |    |
       |                                   |              | 104683.060   -  111260.873  |  6 - 8  | 6.23e+02  | D+   |    |
       |                                   |              | 104664.130   -  111165.158  |  4 - 4  | 2.32e+04  | C    |    |
       |                                   |              | 104683.060   -  111204.016  |  6 - 6  | 2.04e+04  | C    |    |
       |                                   |              | 104716.950   -  111260.873  |  8 - 8  | 1.21e+04  | C    |    |
       |                                   |              | 104664.130   -  111143.567  |  4 - 2  | 1.15e+05  | C    |    |
       |                                   |              | 104683.060   -  111165.158  |  6 - 4  | 9.25e+04  | C    |    |
       |                                   |              | 104716.950   -  111204.016  |  8 - 6  | 9.42e+04  | C    |    |
       |                                   |              | 104765.77    -  111260.873  | 10 - 8  | 1.03e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
   206 | 2s2.2p2.(3P).3d - 2s2.2p2.(3P).4p |   2F  - 2D*  | 104850.926   -  107224.979  | 14 - 10 | 9.04e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104810.360   -  107253.106  |  6 - 6  | 4.69e+04  | C    |    |
       |                                   |              | 104810.360   -  107182.788  |  6 - 4  | 9.02e+05  | C    |    |
       |                                   |              | 104881.350   -  107253.106  |  8 - 6  | 8.58e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
   207 | 2s2.2p2.(3P).3d - 2s2.2p2.(3P).5p |   2F  - 2D*  | 104850.926   -  111884.59   | 14 - 10 | 4.14e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104881.350   -  111905.609  |  8 - 6  | 3.93e+05  | C    |    |
       |                                   |              | 104810.360   -  111853.061  |  6 - 4  | 4.16e+05  | C    |    |
       |                                   |              | 104810.360   -  111905.609  |  6 - 6  | 2.02e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   208 | 2s2.2p2.(3P).3d - 2s2.2p2.(3P).4p |   4P  - 4D*  | 104846.82    -  106823.332  | 12 - 20 | 4.43e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104825.110   -  106868.635  |  6 - 8  | 4.88e+04  | D+   |    |
       |                                   |              | 104859.73    -  106814.459  |  4 - 6  | 2.99e+04  | D+   |    |
       |                                   |              | 104886.10    -  106778.337  |  2 - 4  | 1.62e+04  | D+   |    |
       |                                   |              | 104825.110   -  106814.459  |  6 - 6  | 1.35e+04  | D+   |    |
       |                                   |              | 104859.73    -  106778.337  |  4 - 4  | 2.16e+04  | D+   |    |
       |                                   |              | 104886.10    -  106758.731  |  2 - 2  | 3.13e+04  | D+   |    |
       |                                   |              | 104825.110   -  106778.337  |  6 - 4  | 2.13e+03  | D+   |    |
       |                                   |              | 104859.73    -  106758.731  |  4 - 2  | 6.53e+03  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   209 |                                   |   4P  - 4P*  | 104846.82    -  107013.959  | 12 - 12 | 1.19e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104825.110   -  107037.069  |  6 - 6  | 8.85e+04  | D+   |    |
       |                                   |              | 104859.73    -  106996.032  |  4 - 4  | 1.52e+04  | D+   |    |
       |                                   |              | 104886.10    -  106980.480  |  2 - 2  | 1.79e+04  | D+   |    |
       |                                   |              | 104825.110   -  106996.032  |  6 - 4  | 5.38e+04  | D+   |    |
       |                                   |              | 104859.73    -  106980.480  |  4 - 2  | 9.28e+04  | D+   |    |
       |                                   |              | 104859.73    -  107037.069  |  4 - 6  | 3.62e+04  | D+   |    |
       |                                   |              | 104886.10    -  106996.032  |  2 - 4  | 4.57e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   210 |                                   |   4P  - 4S*  | 104846.82    -  107445.622  | 12 - 4  | 1.85e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104825.110   -  107445.622  |  6 - 4  | 9.49e+05  | D+   |    |
       |                                   |              | 104859.73    -  107445.622  |  4 - 4  | 6.08e+05  | D+   |    |
       |                                   |              | 104886.10    -  107445.622  |  2 - 4  | 2.95e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   211 | 2s2.2p2.(3P).3d - 2s2.2p2.(3P).5p |   4P  - 4P*  | 104846.82    -  111303.88   | 12 - 12 | 6.02e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104825.110   -  111326.798  |  6 - 6  | 4.30e+04  | D+   |    |
       |                                   |              | 104859.73    -  111285.644  |  4 - 4  | 7.91e+03  | D+   |    |
       |                                   |              | 104886.10    -  111271.596  |  2 - 2  | 9.70e+03  | D+   |    |
       |                                   |              | 104825.110   -  111285.644  |  6 - 4  | 2.71e+04  | D+   |    |
       |                                   |              | 104859.73    -  111271.596  |  4 - 2  | 4.91e+04  | D+   |    |
       |                                   |              | 104859.73    -  111326.798  |  4 - 6  | 1.81e+04  | D+   |    |
       |                                   |              | 104886.10    -  111285.644  |  2 - 4  | 2.44e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   212 |                                   |   4P  - 4S*  | 104846.82    -  111501.368  | 12 - 4  | 3.60e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 104825.110   -  111501.368  |  6 - 4  | 1.82e+05  | D+   |    |
       |                                   |              | 104859.73    -  111501.368  |  4 - 4  | 1.19e+05  | D+   |    |
       |                                   |              | 104886.10    -  111501.368  |  2 - 4  | 5.90e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   213 | 2s2.2p2.(3P).3d - 2s2.2p2.(3P).4p |   4D  - 4D*  | 105007.3     -  106823.332  | 20 - 20 | 9.28e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 105017.600   -  106868.635  |  8 - 8  | 8.43e+04  | C    |    |
       |                                   |              | 105008.55    -  106814.459  |  6 - 6  | 5.23e+04  | C    |    |
       |                                   |              | 104996.27    -  106778.337  |  4 - 4  | 3.51e+04  | C    |    |
       |                                   |              | 104984.37    -  106758.731  |  2 - 2  | 4.33e+04  | C    |    |
       |                                   |              | 105017.600   -  106814.459  |  8 - 6  | 1.71e+04  | C    |    |
       |                                   |              | 105008.55    -  106778.337  |  6 - 4  | 3.01e+04  | C    |    |
       |                                   |              | 104996.27    -  106758.731  |  4 - 2  | 4.24e+04  | C    |    |
       |                                   |              | 105008.55    -  106868.635  |  6 - 8  | 1.42e+04  | C    |    |
       |                                   |              | 104996.27    -  106814.459  |  4 - 6  | 2.17e+04  | C    |    |
       |                                   |              | 104984.37    -  106778.337  |  2 - 4  | 2.24e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   214 |                                   |   4D  - 4P*  | 105007.3     -  107013.959  | 20 - 12 | 5.95e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 105017.600   -  107037.069  |  8 - 6  | 4.85e+05  | C    |    |
       |                                   |              | 105008.55    -  106996.032  |  6 - 4  | 3.64e+05  | C    |    |
       |                                   |              | 104996.27    -  106980.480  |  4 - 2  | 2.87e+05  | C    |    |
       |                                   |              | 105008.55    -  107037.069  |  6 - 6  | 1.11e+05  | C    |    |
       |                                   |              | 104996.27    -  106996.032  |  4 - 4  | 1.88e+05  | C    |    |
       |                                   |              | 104984.37    -  106980.480  |  2 - 2  | 2.93e+05  | C    |    |
       |                                   |              | 104996.27    -  107037.069  |  4 - 6  | 1.25e+04  | C    |    |
       |                                   |              | 104984.37    -  106996.032  |  2 - 4  | 2.99e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   215 | 2s2.2p2.(3P).3d - 2s2.2p2.(3P).5p |   4D  - 4P*  | 105007.3     -  111303.88   | 20 - 12 | 9.54e+04  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 105017.600   -  111326.798  |  8 - 6  | 7.68e+04  | C    |    |
       |                                   |              | 105008.55    -  111285.644  |  6 - 4  | 5.95e+04  | C    |    |
       |                                   |              | 104996.27    -  111271.596  |  4 - 2  | 4.72e+04  | C    |    |
       |                                   |              | 105008.55    -  111326.798  |  6 - 6  | 1.73e+04  | C    |    |
       |                                   |              | 104996.27    -  111285.644  |  4 - 4  | 3.04e+04  | C    |    |
       |                                   |              | 104984.37    -  111271.596  |  2 - 2  | 4.75e+04  | C    |    |
       |                                   |              | 104996.27    -  111326.798  |  4 - 6  | 1.94e+03  | C    |    |
       |                                   |              | 104984.37    -  111285.644  |  2 - 4  | 4.78e+03  | C    |    |
       |                                   |              |                             |         |           |      |    |
   216 | 2s2.2p2.(3P).3d - 2s2.2p2.(3P).4p |   2D  - 2D*  | 105134.178   -  107224.979  | 10 - 10 | 1.30e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 105143.710   -  107253.106  |  6 - 6  | 1.25e+05  | C    |    |
       |                                   |              | 105119.880   -  107182.788  |  4 - 4  | 1.12e+05  | C    |    |
       |                                   |              | 105143.710   -  107182.788  |  6 - 4  | 1.21e+04  | C    |    |
       |                                   |              | 105119.880   -  107253.106  |  4 - 6  | 9.20e+03  | C    |    |
       |                                   |              |                             |         |           |      |    |
   217 |                                   |   2D  - 2P*  | 105134.178   -  107615.012  | 10 - 6  | 9.43e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 105143.710   -  107628.283  |  6 - 4  | 8.52e+05  | C    |    |
       |                                   |              | 105119.880   -  107588.469  |  4 - 2  | 9.29e+05  | C    |    |
       |                                   |              | 105119.880   -  107628.283  |  4 - 4  | 9.74e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   218 | 2s2.2p2.(3P).3d - 2s2.2p2.(1D).3p |   2D  - 2D*  |                             |         |           |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 105143.710   -  110544.850  |  6 - 6  | 6.92e+04  | C+   |    |
       |                                   |              | 105119.880   -  110521.050  |  4 - 4  | 5.94e+04  | C+   |    |
       |                                   |              | 105119.880   -  110544.850  |  4 - 6  | 6.22e+03  | C+   |    |
       |                                   |              |                             |         |           |      |    |
   219 | 2s2.2p2.(3P).3d - 2s2.2p2.(3P).5p |   2D  - 2P*  | 105134.178   -  111208.463  | 10 - 6  | 1.08e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 105143.710   -  111213.271  |  6 - 4  | 9.72e+04  | C    |    |
       |                                   |              | 105119.880   -  111198.848  |  4 - 2  | 1.09e+05  | C    |    |
       |                                   |              | 105119.880   -  111213.271  |  4 - 4  | 1.09e+04  | C    |    |
       |                                   |              |                             |         |           |      |    |
   220 | 2s2.2p2.(3P).4p - 2s2.2p2.(3P).4d |   2S* - 2P   | 106477.8     -  110228.466  |  2 - 6  | 4.07e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 106477.800   -  110220.107  |  2 - 4  | 4.04e+06  | D+   |    |
       |                                   |              | 106477.800   -  110245.183  |  2 - 2  | 4.12e+06  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   221 | 2s2.2p2.(3P).4p - 2s2.2p2.(3P).5d |   2S* - 2P   | 106477.8     -  112803.21   |  2 - 6  | 1.28e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 106477.800   -  112801.031  |  2 - 4  | 1.28e+06  | D+   |    |
       |                                   |              | 106477.800   -  112807.567  |  2 - 2  | 1.29e+06  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   222 | 2s2.2p2.(3P).4p - 2s2.2p2.(3P).5s |   4D* - 4P   | 106823.332   -  109884.209  | 20 - 12 | 2.71e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 106868.635   -  109926.661  |  8 - 6  | 2.16e+06  | D+   |    |
       |                                   |              | 106814.459   -  109856.520  |  6 - 4  | 1.67e+06  | D+   |    |
       |                                   |              | 106778.337   -  109812.233  |  4 - 2  | 1.32e+06  | D+   |    |
       |                                   |              | 106814.459   -  109926.661  |  6 - 6  | 5.12e+05  | D+   |    |
       |                                   |              | 106778.337   -  109856.520  |  4 - 4  | 8.81e+05  | D+   |    |
       |                                   |              | 106758.731   -  109812.233  |  2 - 2  | 1.34e+06  | D+   |    |
       |                                   |              | 106778.337   -  109926.661  |  4 - 6  | 5.89e+04  | D+   |    |
       |                                   |              | 106758.731   -  109856.520  |  2 - 4  | 1.40e+05  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   223 | 2s2.2p2.(3P).4p - 2s2.2p2.(3P).4d |   4D* - 4F   | 106823.332   -  110252.272  | 20 - 28 | 5.67e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 106868.635   -  110303.233  |  8 - 10 | 5.70e+06  | C    |    |
       |                                   |              | 106814.459   -  110247.288  |  6 - 8  | 4.88e+06  | C    |    |
       |                                   |              | 106778.337   -  110212.396  |  4 - 6  | 4.27e+06  | C    |    |
       |                                   |              | 106758.731   -  110194.654  |  2 - 4  | 3.99e+06  | C    |    |
       |                                   |              | 106868.635   -  110247.288  |  8 - 8  | 7.73e+05  | C    |    |
       |                                   |              | 106814.459   -  110212.396  |  6 - 6  | 1.34e+06  | C    |    |
       |                                   |              | 106778.337   -  110194.654  |  4 - 4  | 1.57e+06  | C    |    |
       |                                   |              | 106868.635   -  110212.396  |  8 - 6  | 5.08e+04  | C    |    |
       |                                   |              | 106814.459   -  110194.654  |  6 - 4  | 1.09e+05  | C    |    |
       |                                   |              |                             |         |           |      |    |
   224 |                                   |   4D* - 4P   | 106823.332   -  110315.896  | 20 - 12 | 4.31e+05  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 106868.635   -  110299.974  |  8 - 6  | 3.27e+05  | D+   |    |
       |                                   |              | 106814.459   -  110322.721  |  6 - 4  | 2.75e+05  | D+   |    |
       |                                   |              | 106778.337   -  110350.014  |  4 - 2  | 2.30e+05  | D+   |    |
       |                                   |              | 106814.459   -  110299.974  |  6 - 6  | 7.71e+04  | D+   |    |
       |                                   |              | 106778.337   -  110322.721  |  4 - 4  | 1.44e+05  | D+   |    |
       |                                   |              | 106758.731   -  110350.014  |  2 - 2  | 2.34e+05  | D+   |    |
       |                                   |              | 106778.337   -  110299.974  |  4 - 6  | 8.84e+03  | D+   |    |
       |                                   |              | 106758.731   -  110322.721  |  2 - 4  | 2.29e+04  | D+   |    |
       |                                   |              |                             |         |           |      |    |
   225 |                                   |   4D* - 4D   | 106823.332   -  110399.367  | 20 - 20 | 1.50e+06  |      |    |
       |                                   |              |                             |         |           |      |    |
       |                                   |              | 106868.635   -  110403.220  |  8 - 8  | 1.24e+06  | C    |    |
