0.0000	0.0000e00
0.0016	3.6660e14
0.0040	7.7121e19
0.0058	1.5424e20
0.0076	2.3136e20
0.0093	2.3136e20
0.0114	3.0848e20
0.0137	6.9409e20
0.0150	1.3111e21
0.0159	2.0823e21
0.0166	3.0848e21
0.0174	4.0874e21
0.0188	4.3959e21
0.0202	4.4730e21
0.0218	4.4730e21
0.0240	4.4730e21
0.0258	4.4730e21
0.0277	4.4730e21
0.0293	4.4730e21
0.0310	4.4730e21
0.0327	4.4730e21
0.0343	4.4730e21
0.0360	4.4730e21
0.0377	4.4730e21
0.0392	4.4730e21
0.0410	4.4730e21
0.0427	4.4730e21
0.0443	4.4730e21
0.0461	4.4730e21
0.0478	4.4730e21
0.0491  4.4730e21
