-----------------------------------------------------------------------------------------------------------------------
 Mult. |         Configurations          |     Terms    |      Ei           Ek      | gi   gk |    Aki    | Acc. |Type|
  No.  |                                 |              |    (cm-1)       (cm-1)    |         |    s^-1   |      |    |
       |                                 |              |                           |         |           |      |    |
-----------------------------------------------------------------------------------------------------------------------
    70 |                                 |   3D* - 3S   |  92250.9    -  203537.66  | 15 - 3  | 1.55e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |  92250.3    -  203537.66  |  5 - 3  | 1.16e+07  | D    |    |
       |                                 |              |  92251.8    -  203537.66  |  3 - 3  | 3.91e+06  | D    |    |
       |                                 |              |                           |         |           |      |    |
    71 |         2s.2p3 - 2s.2p2.(4P).3s |   3D* - 3P   |  92244.5    -  211802.89  | 15 - 9  | 1.46e+09  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |  92237.2    -  211827.67  |  7 - 5  | 1.23e+09  | D+   |    |
       |                                 |              |  92250.3    -  211779.45  |  5 - 3  | 1.09e+09  | D+   |    |
       |                                 |              |  92251.8    -  211749.35  |  3 - 1  | 1.45e+09  | D+   |    |
       |                                 |              |  92250.3    -  211827.67  |  5 - 5  | 2.17e+08  | D+   |    |
       |                                 |              |  92251.8    -  211779.45  |  3 - 3  | 3.61e+08  | D+   |    |
       |                                 |              |  92251.8    -  211827.67  |  3 - 5  | 1.44e+07  | D    |    |
       |                                 |              |                           |         |           |      |    |
    72 |         2s.2p3 - 2s.2p3         |   3P* - 1D*  |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 109217.6    -  144187.94  |  5 - 5  | 6.06e-03  | C    | M1 |
       |                                 |              | 109216.6    -  144187.94  |  3 - 5  | 2.02e-03  | C    | M1 |
       |                                 |              |                           |         |           |      |    |
    73 |                                 |   3P* - 3S*  |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 109217.6    -  155126.73  |  5 - 3  | 2.89e-03  | C    | M1 |
       |                                 |              | 109216.6    -  155126.73  |  3 - 3  | 1.72e-03  | C    | M1 |
       |                                 |              | 109223.5    -  155126.73  |  1 - 3  | 2.31e-03  | C    | M1 |
       |                                 |              |                           |         |           |      |    |
    74 |         2s.2p3 - 2s2.2p.3p      |   3P* - 1P   | 109217.9    -  164610.76  |  9 - 3  | 3.19e+04  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 109217.6    -  164610.76  |  5 - 3  | 3.05e+03  | C    |    |
       |                                 |              | 109216.6    -  164610.76  |  3 - 3  | 2.48e+04  | C    |    |
       |                                 |              | 109223.5    -  164610.76  |  1 - 3  | 4.06e+03  | C    |    |
       |                                 |              |                           |         |           |      |    |
    75 |                                 |   3P* - 3D   | 109217.9    -  166615.19  |  9 - 15 | 2.21e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 109217.6    -  166678.64  |  5 - 7  | 2.21e+07  | B    |    |
       |                                 |              | 109216.6    -  166582.45  |  3 - 5  | 1.67e+07  | B    |    |
       |                                 |              | 109223.5    -  166521.69  |  1 - 3  | 1.23e+07  | B    |    |
       |                                 |              | 109217.6    -  166582.45  |  5 - 5  | 5.40e+06  | B    |    |
       |                                 |              | 109216.6    -  166521.69  |  3 - 3  | 9.07e+06  | B    |    |
       |                                 |              | 109217.6    -  166521.69  |  5 - 3  | 5.97e+05  | B    |    |
       |                                 |              |                           |         |           |      |    |
    76 |                                 |   3P* - 3S   | 109217.9    -  168892.21  |  9 - 3  | 8.00e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 109217.6    -  168892.21  |  5 - 3  | 4.39e+07  | B    |    |
       |                                 |              | 109216.6    -  168892.21  |  3 - 3  | 2.70e+07  | B    |    |
       |                                 |              | 109223.5    -  168892.21  |  1 - 3  | 9.09e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    77 |                                 |   3P* - 3P   | 109217.9    -  170636.38  |  9 - 9  | 3.17e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 109217.6    -  170666.23  |  5 - 5  | 2.39e+06  | D    |    |
       |                                 |              | 109216.6    -  170607.89  |  3 - 3  | 5.17e+05  | D    |    |
       |                                 |              | 109217.6    -  170607.89  |  5 - 3  | 1.98e+06  | D    |    |
       |                                 |              | 109216.6    -  170572.61  |  3 - 1  | 3.21e+06  | D    |    |
       |                                 |              | 109216.6    -  170666.23  |  3 - 5  | 7.03e+05  | D    |    |
       |                                 |              | 109223.5    -  170607.89  |  1 - 3  | 7.93e+05  | D    |    |
       |                                 |              |                           |         |           |      |    |
    78 |                                 |   3P* - 1D   |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 109216.6    -  174212.03  |  3 - 5  | 1.59e+03  | C    |    |
       |                                 |              |                           |         |           |      |    |
    79 |         2s.2p3 - 2s2.2p.4p      |   3P* - 3D   | 109217.9    -  202799.88  |  9 - 15 | 7.53e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 109217.6    -  202861.36  |  5 - 7  | 7.46e+06  | C    |    |
       |                                 |              | 109216.6    -  202765.26  |  3 - 5  | 4.28e+06  | C    |    |
       |                                 |              | 109223.5    -  202714.12  |  1 - 3  | 3.14e+06  | C    |    |
       |                                 |              | 109217.6    -  202765.26  |  5 - 5  | 3.38e+06  | C    |    |
       |                                 |              | 109216.6    -  202714.12  |  3 - 3  | 3.69e+06  | C    |    |
       |                                 |              | 109217.6    -  202714.12  |  5 - 3  | 6.53e+05  | D+   |    |
       |                                 |              |                           |         |           |      |    |
    80 |                                 |   3P* - 3P   | 109217.9    -  203224.94  |  9 - 9  | 4.46e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 109217.6    -  203258.98  |  5 - 5  | 3.24e+07  | D+   |    |
       |                                 |              | 109216.6    -  203189.03  |  3 - 3  | 5.64e+06  | D+   |    |
       |                                 |              | 109217.6    -  203189.03  |  5 - 3  | 2.74e+07  | D+   |    |
       |                                 |              | 109216.6    -  203162.48  |  3 - 1  | 4.40e+07  | D+   |    |
       |                                 |              | 109216.6    -  203258.98  |  3 - 5  | 1.22e+07  | D+   |    |
       |                                 |              | 109223.5    -  203189.03  |  1 - 3  | 1.17e+07  | D+   |    |
       |                                 |              |                           |         |           |      |    |
    81 |                                 |   3P* - 3S   | 109217.9    -  203537.66  |  9 - 3  | 9.34e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 109217.6    -  203537.66  |  5 - 3  | 3.95e+07  | C    |    |
       |                                 |              | 109216.6    -  203537.66  |  3 - 3  | 3.82e+07  | C    |    |
       |                                 |              | 109223.5    -  203537.66  |  1 - 3  | 1.57e+07  | C    |    |
       |                                 |              |                           |         |           |      |    |
    82 |         2s.2p3 - 2s.2p2.(4P).3s |   3P* - 3P   | 109217.9    -  211802.89  |  9 - 9  | 1.77e+08  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 109217.6    -  211827.67  |  5 - 5  | 1.33e+08  | C    |    |
       |                                 |              | 109216.6    -  211779.45  |  3 - 3  | 4.50e+07  | C    |    |
       |                                 |              | 109217.6    -  211779.45  |  5 - 3  | 7.27e+07  | C    |    |
       |                                 |              | 109216.6    -  211749.35  |  3 - 1  | 1.77e+08  | C    |    |
       |                                 |              | 109216.6    -  211827.67  |  3 - 5  | 4.41e+07  | C    |    |
       |                                 |              | 109223.5    -  211779.45  |  1 - 3  | 5.92e+07  | C    |    |
       |                                 |              |                           |         |           |      |    |
    83 |         2s.2p3 - 2s2.2p.3p      |   1D* - 1P   | 144187.94   -  164610.76  |  5 - 3  | 3.04e+06  | D    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
    84 |                                 |   1D* - 3D   | 144187.94   -  166615.19  |  5 - 15 | 7.38e+02  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 144187.94   -  166678.64  |  5 - 7  | 1.20e+02  | B    |    |
       |                                 |              | 144187.94   -  166582.45  |  5 - 5  | 5.85e+00  | E    |    |
       |                                 |              | 144187.94   -  166521.69  |  5 - 3  | 3.40e+03  | D    |    |
       |                                 |              |                           |         |           |      |    |
    85 |         2s.2p3 - 2s.2p3         |   1D* - 1P*  | 144187.94   -  166765.66  |  5 - 3  | 4.09e+00  | C    | E2 |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
    86 |         2s.2p3 - 2s2.2p.3p      |   1D* - 3S   | 144187.94   -  168892.21  |  5 - 3  | 1.44e+03  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 144187.94   -  168892.21  |  5 - 3  | 1.44e+03  | C    |    |
       |                                 |              |                           |         |           |      |    |
    87 |                                 |   1D* - 3P   |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 144187.94   -  170666.23  |  5 - 5  | 6.61e+02  | D    |    |
       |                                 |              |                           |         |           |      |    |
    88 |                                 |   1D* - 1D   | 144187.94   -  174212.03  |  5 - 5  | 2.01e+06  | D    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
    89 |         2s.2p3 - 2s2.2p.4p      |   1D* - 1P   | 144187.94   -  202170.63  |  5 - 3  | 2.88e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
    90 |                                 |   1D* - 3D   |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 144187.94   -  202714.12  |  5 - 3  | 2.24e+05  | D    |    |
       |                                 |              |                           |         |           |      |    |
    91 |                                 |   1D* - 1D   | 144187.94   -  205350.18  |  5 - 5  | 1.57e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
    92 |      2s2.2p.3s - 2s2.2p.3p      |   3P* - 1P   | 149012.41   -  164610.76  |  9 - 3  | 3.53e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 148940.17   -  164610.76  |  3 - 3  | 3.52e+06  | B    |    |
       |                                 |              | 149076.52   -  164610.76  |  5 - 3  | 9.62e+00  | E    |    |
       |                                 |              | 148908.59   -  164610.76  |  1 - 3  | 8.14e+03  | B    |    |
       |                                 |              |                           |         |           |      |    |
    93 |                                 |   3P* - 3D   | 149012.41   -  166615.19  |  9 - 15 | 4.80e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 148940.17   -  166582.45  |  3 - 5  | 3.45e+07  | A    |    |
       |                                 |              | 148908.59   -  166521.69  |  1 - 3  | 2.80e+07  | A    |    |
       |                                 |              | 149076.52   -  166678.64  |  5 - 7  | 4.96e+07  | A    |    |
       |                                 |              | 148940.17   -  166521.69  |  3 - 3  | 1.78e+07  | A    |    |
       |                                 |              | 149076.52   -  166582.45  |  5 - 5  | 1.17e+07  | A    |    |
       |                                 |              | 149076.52   -  166521.69  |  5 - 3  | 1.26e+06  | A    |    |
       |                                 |              |                           |         |           |      |    |
    94 |                                 |   3P* - 3S   | 149012.41   -  168892.21  |  9 - 3  | 6.30e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 148908.59   -  168892.21  |  1 - 3  | 8.33e+06  | B    |    |
       |                                 |              | 148940.17   -  168892.21  |  3 - 3  | 2.10e+07  | B    |    |
       |                                 |              | 149076.52   -  168892.21  |  5 - 3  | 3.37e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    95 |                                 |   3P* - 3P   | 149012.41   -  170636.38  |  9 - 9  | 9.61e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 148940.17   -  170666.23  |  3 - 5  | 2.22e+07  | B+   |    |
       |                                 |              | 148908.59   -  170607.89  |  1 - 3  | 3.15e+07  | B+   |    |
       |                                 |              | 148940.17   -  170607.89  |  3 - 3  | 2.12e+07  | B+   |    |
       |                                 |              | 148940.17   -  170572.61  |  3 - 1  | 9.04e+07  | B+   |    |
       |                                 |              | 149076.52   -  170666.23  |  5 - 5  | 7.48e+07  | B+   |    |
       |                                 |              | 149076.52   -  170607.89  |  5 - 3  | 4.39e+07  | B+   |    |
       |                                 |              |                           |         |           |      |    |
    96 |                                 |   3P* - 1D   | 149025.39   -  174212.03  |  9 - 5  | 1.21e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 148940.17   -  174212.03  |  3 - 5  | 1.21e+07  | B+   |    |
       |                                 |              | 149076.52   -  174212.03  |  5 - 5  | 7.79e+03  | B+   |    |
       |                                 |              |                           |         |           |      |    |
    97 |                                 |   3P* - 1S   | 148940.17   -  178273.38  |  9 - 1  | 1.91e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 148940.17   -  178273.38  |  3 - 1  | 1.91e+07  | B+   |    |
       |                                 |              |                           |         |           |      |    |
    98 |      2s2.2p.3s - 2s2.2p.4p      |   3P* - 1P   |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 148940.17   -  202170.63  |  3 - 3  | 2.37e+06  | D    |    |
       |                                 |              | 148908.59   -  202170.63  |  1 - 3  | 4.77e+04  | D    |    |
       |                                 |              |                           |         |           |      |    |
    99 |                                 |   3P* - 3D   | 149012.41   -  202799.88  |  9 - 15 | 2.32e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 149076.52   -  202861.36  |  5 - 7  | 2.38e+07  | C+   |    |
       |                                 |              | 148940.17   -  202765.26  |  3 - 5  | 1.76e+07  | C+   |    |
       |                                 |              | 148908.59   -  202714.12  |  1 - 3  | 1.39e+07  | C+   |    |
       |                                 |              | 149076.52   -  202765.26  |  5 - 5  | 5.13e+06  | C+   |    |
       |                                 |              | 148940.17   -  202714.12  |  3 - 3  | 8.11e+06  | C+   |    |
       |                                 |              | 149076.52   -  202714.12  |  5 - 3  | 5.45e+05  | C+   |    |
       |                                 |              |                           |         |           |      |    |
   100 |                                 |   3P* - 3P   | 149012.41   -  203224.94  |  9 - 9  | 8.60e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 149076.52   -  203258.98  |  5 - 5  | 7.56e+06  | D    |    |
       |                                 |              | 148940.17   -  203189.03  |  3 - 3  | 4.28e+06  | D    |    |
       |                                 |              | 149076.52   -  203189.03  |  5 - 3  | 1.55e+06  | D    |    |
       |                                 |              | 148940.17   -  203162.48  |  3 - 1  | 7.98e+06  | D    |    |
       |                                 |              | 148940.17   -  203258.98  |  3 - 5  | 1.09e+06  | D    |    |
       |                                 |              | 148908.59   -  203189.03  |  1 - 3  | 2.90e+06  | D    |    |
       |                                 |              |                           |         |           |      |    |
   101 |                                 |   3P* - 3S   | 149012.41   -  203537.66  |  9 - 3  | 1.64e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 149076.52   -  203537.66  |  5 - 3  | 1.08e+07  | C    |    |
       |                                 |              | 148940.17   -  203537.66  |  3 - 3  | 4.24e+06  | C    |    |
       |                                 |              | 148908.59   -  203537.66  |  1 - 3  | 1.31e+06  | C    |    |
       |                                 |              |                           |         |           |      |    |
   102 |                                 |   3P* - 1D   |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 148940.17   -  205350.18  |  3 - 5  | 3.22e+05  | D    |    |
       |                                 |              |                           |         |           |      |    |
   103 |                                 |   3P* - 1S   | 148940.17   -  206910.24  |  9 - 1  | 2.11e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 148940.17   -  206910.24  |  3 - 1  | 2.11e+06  | D    |    |
       |                                 |              |                           |         |           |      |    |
   104 |      2s2.2p.3s - 2s.2p2.(4P).3s |   3P* - 3P   | 149012.41   -  211802.89  |  9 - 9  | 1.57e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 149076.52   -  211827.67  |  5 - 5  | 1.19e+07  | B    |    |
       |                                 |              | 148940.17   -  211779.45  |  3 - 3  | 3.78e+06  | B    |    |
       |                                 |              | 149076.52   -  211779.45  |  5 - 3  | 6.52e+06  | B    |    |
       |                                 |              | 148940.17   -  211749.35  |  3 - 1  | 1.49e+07  | B    |    |
       |                                 |              | 148940.17   -  211827.67  |  3 - 5  | 3.89e+06  | B    |    |
       |                                 |              | 148908.59   -  211779.45  |  1 - 3  | 5.39e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   105 |      2s2.2p.3s - 2s2.2p.3p      |   1P* - 1P   | 149187.8    -  164610.76  |  3 - 3  | 2.58e+07  | B+   |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   106 |                                 |   1P* - 3D   | 149187.8    -  166559.67  |  3 - 15 | 1.57e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 149187.80   -  166582.45  |  3 - 5  | 3.27e+06  | B+   |    |
       |                                 |              | 149187.80   -  166521.69  |  3 - 3  | 2.39e+06  | B+   |    |
       |                                 |              |                           |         |           |      |    |
   107 |                                 |   1P* - 3S   | 149187.8    -  168892.21  |  3 - 3  | 2.43e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 149187.80   -  168892.21  |  3 - 3  | 2.43e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   108 |                                 |   1P* - 3P   | 149187.8    -  170636.38  |  3 - 9  | 2.79e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 149187.80   -  170666.23  |  3 - 5  | 1.92e+06  | B    |    |
       |                                 |              | 149187.80   -  170607.89  |  3 - 3  | 2.31e+06  | B    |    |
       |                                 |              | 149187.80   -  170572.61  |  3 - 1  | 8.54e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   109 |                                 |   1P* - 1D   | 149187.8    -  174212.03  |  3 - 5  | 1.22e+08  | A    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   110 |                                 |   1P* - 1S   | 149187.8    -  178273.38  |  3 - 1  | 1.91e+08  | B+   |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   111 |      2s2.2p.3s - 2s2.2p.4p      |   1P* - 1P   | 149187.8    -  202170.63  |  3 - 3  | 3.63e+07  | D    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   112 |                                 |   1P* - 3D   | 149187.8    -  202746.08  |  3 - 15 | 5.16e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 149187.80   -  202765.26  |  3 - 5  | 8.64e+05  | D    |    |
       |                                 |              | 149187.80   -  202714.12  |  3 - 3  | 1.14e+06  | D    |    |
       |                                 |              |                           |         |           |      |    |
   113 |                                 |   1P* - 3P   |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 149187.80   -  203189.03  |  3 - 3  | 3.81e+05  | D    |    |
       |                                 |              | 149187.80   -  203162.48  |  3 - 1  | 4.34e+05  | D    |    |
       |                                 |              |                           |         |           |      |    |
   114 |                                 |   1P* - 3S   | 149187.8    -  203537.66  |  3 - 3  | 3.97e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 149187.80   -  203537.66  |  3 - 3  | 3.97e+05  | D    |    |
       |                                 |              |                           |         |           |      |    |
   115 |                                 |   1P* - 1D   | 149187.8    -  205350.18  |  3 - 5  | 4.03e+06  | C    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   116 |                                 |   1P* - 1S   | 149187.8    -  206910.24  |  3 - 1  | 3.91e+07  | C    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   117 |      2s2.2p.3s - 2s.2p2.(4P).3s |   1P* - 3P   | 149187.8    -  211802.89  |  3 - 9  | 2.87e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 149187.80   -  211827.67  |  3 - 5  | 1.78e+05  | D    |    |
       |                                 |              | 149187.80   -  211779.45  |  3 - 3  | 2.25e+05  | D    |    |
       |                                 |              | 149187.80   -  211749.35  |  3 - 1  | 1.02e+06  | D    |    |
       |                                 |              |                           |         |           |      |    |
   118 |         2s.2p3 - 2s2.2p.3p      |   3S* - 1P   | 155126.73   -  164610.76  |  3 - 3  | 4.17e+02  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 155126.73   -  164610.76  |  3 - 3  | 4.17e+02  | B    |    |
       |                                 |              |                           |         |           |      |    |
   119 |                                 |   3S* - 3S   | 155126.73   -  168892.21  |  3 - 3  | 1.42e+01  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 155126.73   -  168892.21  |  3 - 3  | 1.42e+01  | D    |    |
       |                                 |              |                           |         |           |      |    |
   120 |                                 |   3S* - 3P   | 155126.73   -  170636.38  |  3 - 9  | 1.19e+04  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 155126.73   -  170666.23  |  3 - 5  | 1.22e+04  | D    |    |
       |                                 |              | 155126.73   -  170607.89  |  3 - 3  | 1.17e+04  | D    |    |
       |                                 |              | 155126.73   -  170572.61  |  3 - 1  | 1.13e+04  | D    |    |
       |                                 |              |                           |         |           |      |    |
   121 |                                 |   3S* - 1D   | 155126.73   -  174212.03  |  3 - 5  | 3.16e+03  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 155126.73   -  174212.03  |  3 - 5  | 3.16e+03  | B    |    |
       |                                 |              |                           |         |           |      |    |
   122 |                                 |   3S* - 1S   | 155126.73   -  178273.38  |  3 - 1  | 5.59e+03  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 155126.73   -  178273.38  |  3 - 1  | 5.59e+03  | B    |    |
       |                                 |              |                           |         |           |      |    |
   123 |         2s.2p3 - 2s2.2p.4p      |   3S* - 3P   | 155126.73   -  203224.94  |  3 - 9  | 5.23e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 155126.73   -  203258.98  |  3 - 5  | 5.31e+06  | C+   |    |
       |                                 |              | 155126.73   -  203189.03  |  3 - 3  | 5.09e+06  | C+   |    |
       |                                 |              | 155126.73   -  203162.48  |  3 - 1  | 5.27e+06  | C+   |    |
       |                                 |              |                           |         |           |      |    |
   124 |                                 |   3S* - 3S   | 155126.73   -  203537.66  |  3 - 3  | 1.79e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 155126.73   -  203537.66  |  3 - 3  | 1.79e+05  | D    |    |
       |                                 |              |                           |         |           |      |    |
   125 |         2s.2p3 - 2s.2p2.(4P).3s |   3S* - 3P   | 155126.73   -  211802.89  |  3 - 9  | 5.25e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 155126.73   -  211827.67  |  3 - 5  | 5.29e+07  | C+   |    |
       |                                 |              | 155126.73   -  211779.45  |  3 - 3  | 5.22e+07  | C+   |    |
       |                                 |              | 155126.73   -  211749.35  |  3 - 1  | 5.18e+07  | C+   |    |
       |                                 |              |                           |         |           |      |    |
   126 |      2s2.2p.3p - 2s.2p3         |   1P  - 1P*  | 164610.76   -  166765.66  |  3 - 3  | 2.09e+04  | D    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   127 |      2s2.2p.3p - 2s2.2p.3d      |   1P  - 3F*  | 164610.76   -  186511.58  |  3 - 21 | 3.93e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 164610.76   -  186511.58  |  3 - 5  | 1.65e+06  | B+   |    |
       |                                 |              |                           |         |           |      |    |
   128 |                                 |   1P  - 1D*  | 164610.76   -  187091.37  |  3 - 5  | 1.12e+08  | B+   |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   129 |                                 |   1P  - 3D*  | 164610.76   -  187452.56  |  3 - 15 | 2.46e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 164610.76   -  187461.56  |  3 - 5  | 6.31e+05  | B+   |    |
       |                                 |              | 164610.76   -  187437.56  |  3 - 3  | 1.76e+05  | B+   |    |
       |                                 |              |                           |         |           |      |    |
   130 |                                 |   1P  - 3P*  | 164610.76   -  188883.51  |  3 - 9  | 7.93e+04  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 164610.76   -  188857.37  |  3 - 5  | 4.37e+04  | B+   |    |
       |                                 |              | 164610.76   -  188909.17  |  3 - 3  | 1.65e+05  | B+   |    |
       |                                 |              | 164610.76   -  188937.24  |  3 - 1  | 1.24e+02  | D    |    |
       |                                 |              |                           |         |           |      |    |
   131 |                                 |   1P  - 1P*  | 164610.76   -  190120.24  |  3 - 3  | 7.56e+07  | B+   |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   132 |      2s2.2p.3p - 2s2.2p.4s      |   1P  - 3P*  |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 164610.76   -  196592.07  |  3 - 3  | 6.11e+05  | D    |    |
       |                                 |              |                           |         |           |      |    |
   133 |                                 |   1P  - 1P*  | 164610.76   -  197858.69  |  3 - 3  | 9.19e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   134 |      2s2.2p.3p - 2s2.2p.4d      |   1P  - 1D*  | 164610.76   -  209925.76  |  3 - 5  | 7.04e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   135 |      2s2.2p.3p - 2s2.2p.5s      |   1P  - 1P*  | 164610.76   -  214829.18  |  3 - 3  | 3.69e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   136 |      2s2.2p.3p - 2s2.2p.5d      |   1P  - 1D*  | 164610.76   -  220495.36  |  3 - 5  | 1.26e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   137 |      2s2.2p.3p - 2s2.2p.6s      |   1P  - 1P*  | 164610.76   -  223101.82  |  3 - 3  | 1.86e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
   138 |      2s2.2p.3p - 2s2.2p.3d      |   3D  - 3F*  | 166615.19   -  186591.77  | 15 - 21 | 1.14e+08  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 166582.45   -  186570.98  |  5 - 7  | 1.04e+08  | A    |    |
       |                                 |              | 166678.64   -  186652.49  |  7 - 9  | 1.14e+08  | A    |    |
       |                                 |              | 166582.45   -  186511.58  |  5 - 5  | 1.59e+07  | A    |    |
       |                                 |              | 166678.64   -  186570.98  |  7 - 7  | 1.04e+07  | A    |    |
       |                                 |              | 166521.69   -  186511.58  |  3 - 5  | 9.65e+07  | A    |    |
       |                                 |              | 166678.64   -  186511.58  |  7 - 5  | 3.65e+05  | A    |    |
       |                                 |              |                           |         |           |      |    |
   139 |                                 |   3D  - 1D*  | 166615.19   -  187091.37  | 15 - 5  | 1.87e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 166521.69   -  187091.37  |  3 - 5  | 1.87e+06  | B+   |    |
       |                                 |              | 166678.64   -  187091.37  |  7 - 5  | 5.61e+02  | D    |    |
       |                                 |              | 166582.45   -  187091.37  |  5 - 5  | 2.17e+03  | B+   |    |
       |                                 |              |                           |         |           |      |    |
   140 |                                 |   3D  - 3D*  | 166615.19   -  187470.92  | 15 - 15 | 3.32e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 166582.45   -  187461.56  |  5 - 5  | 2.50e+07  | B    |    |
       |                                 |              | 166678.64   -  187491.90  |  7 - 7  | 3.17e+07  | B    |    |
