----------------------------------------------------------------------------------------------------------------------------------
 Mult. |           Configurations                 |     Terms    |       Ei           Ek       | gi   gk |    Aki    | Acc. |Type|
  No.  |                                          |              |     (cm-1)       (cm-1)     |         |    s^-1   |      |    |
       |                                          |              |                             |         |           |      |    |
----------------------------------------------------------------------------------------------------------------------------------
       |                                          |              |  73768.200   -   86627.778  |  5 - 5  | 3.69e+07  | A    |    |
       |                                          |              |  73768.200   -   86625.757  |  5 - 3  | 3.69e+07  | A    |    |
       |                                          |              |                             |         |           |      |    |
    60 |                                          |   5S* - 3P   |  73768.2     -   88630.936  |  5 - 9  | 8.70e+02  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  73768.200   -   88631.146  |  5 - 5  | 1.18e+03  | C    |    |
       |                                          |              |  73768.200   -   88630.587  |  5 - 3  | 6.44e+02  | C    |    |
       |                                          |              |                             |         |           |      |    |
    61 | 2s2.2p3.(4S*).3s - 2s2.2p3.(4S*).4p      |   5S* - 5P   |  73768.2     -   99094.065  |  5 - 15 | 4.89e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  73768.200   -   99094.837  |  5 - 7  | 4.91e+05  | B    |    |
       |                                          |              |  73768.200   -   99093.641  |  5 - 5  | 4.88e+05  | B    |    |
       |                                          |              |  73768.200   -   99092.968  |  5 - 3  | 4.87e+05  | B    |    |
       |                                          |              |                             |         |           |      |    |
    62 | 2s2.2p3.(4S*).3s - 2s2.2p3.(4S*).3p      |   3S* - 5P   |  76794.978   -   86627.02   |  3 - 15 | 1.60e+02  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  76794.978   -   86627.778  |  3 - 5  | 3.61e+02  | C    |    |
       |                                          |              |  76794.978   -   86625.757  |  3 - 3  | 1.97e+02  | C    |    |
       |                                          |              |                             |         |           |      |    |
    63 |                                          |   3S* - 3P   |  76794.978   -   88630.977  |  3 - 9  | 3.22e+07  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  76794.978   -   88631.303  |  3 - 1  | 3.22e+07  | B    |    |
       |                                          |              |  76794.978   -   88631.146  |  3 - 5  | 3.22e+07  | B    |    |
       |                                          |              |  76794.978   -   88630.587  |  3 - 3  | 3.22e+07  | B    |    |
       |                                          |              |                             |         |           |      |    |
    64 | 2s2.2p3.(4S*).3s - 2s2.2p3.(4S*).4p      |   3S* - 3P   |  76794.978   -   99681.051  |  3 - 9  | 7.58e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  76794.978   -   99680.968  |  3 - 3  | 7.58e+05  | B    |    |
       |                                          |              |  76794.978   -   99681.049  |  3 - 5  | 7.59e+05  | B    |    |
       |                                          |              |  76794.978   -   99681.309  |  3 - 1  | 7.56e+05  | B    |    |
       |                                          |              |                             |         |           |      |    |
    65 | 2s2.2p3.(4S*).3s - 2s2.2p3.(4S*).5p      |   3S* - 3P   |  76794.978   -  103870.02   |  3 - 9  | 9.30e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  76794.978   -  103869.968  |  3 - 5  | 9.30e+04  | C    |    |
       |                                          |              |  76794.978   -  103870.028  |  3 - 3  | 9.30e+04  | C    |    |
       |                                          |              |  76794.978   -  103870.252  |  3 - 1  | 9.30e+04  | D    |    |
       |                                          |              |                             |         |           |      |    |
    66 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).4s      |   5P  - 5S*  |  86629.089   -   95476.728  | 15 - 5  | 2.67e+07  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86625.757   -   95476.728  |  3 - 5  | 5.34e+06  | A    |    |
       |                                          |              |  86627.778   -   95476.728  |  5 - 5  | 8.90e+06  | A    |    |
       |                                          |              |  86631.454   -   95476.728  |  7 - 5  | 1.25e+07  | A    |    |
       |                                          |              |                             |         |           |      |    |
    67 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).3d      |   5P  - 5D*  |  86629.089   -   97420.748  | 15 - 25 | 4.45e+07  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86625.757   -   97420.991  |  3 - 1  | 4.46e+07  | A    |    |
       |                                          |              |  86625.757   -   97420.942  |  3 - 3  | 3.34e+07  | A    |    |
       |                                          |              |  86625.757   -   97420.839  |  3 - 5  | 1.56e+07  | A    |    |
       |                                          |              |  86627.778   -   97420.942  |  5 - 3  | 1.11e+07  | A    |    |
       |                                          |              |  86627.778   -   97420.839  |  5 - 5  | 2.60e+07  | A    |    |
       |                                          |              |  86627.778   -   97420.716  |  5 - 7  | 2.97e+07  | A    |    |
       |                                          |              |  86631.454   -   97420.716  |  7 - 7  | 1.48e+07  | A    |    |
       |                                          |              |  86631.454   -   97420.630  |  7 - 9  | 4.45e+07  | A    |    |
       |                                          |              |  86631.454   -   97420.839  |  7 - 5  | 2.97e+06  | A    |    |
       |                                          |              |                             |         |           |      |    |
    68 |                                          |   5P  - 3D*  |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86627.778   -   97488.538  |  5 - 7  | 1.66e+03  | C    |    |
       |                                          |              |                             |         |           |      |    |
    69 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).5s      |   5P  - 5S*  |  86629.089   -  102116.698  | 15 - 5  | 8.25e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86625.757   -  102116.698  |  3 - 5  | 1.65e+06  | C+   |    |
       |                                          |              |  86627.778   -  102116.698  |  5 - 5  | 2.75e+06  | C+   |    |
       |                                          |              |  86631.454   -  102116.698  |  7 - 5  | 3.85e+06  | C+   |    |
       |                                          |              |                             |         |           |      |    |
    70 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).4d      |   5P  - 5D*  |  86629.089   -  102865.562  | 15 - 25 | 7.62e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86625.757   -  102865.655  |  3 - 3  | 5.72e+06  | B+   |    |
       |                                          |              |  86627.778   -  102865.547  |  5 - 7  | 5.08e+06  | B+   |    |
       |                                          |              |  86631.454   -  102865.506  |  7 - 9  | 7.62e+06  | B+   |    |
       |                                          |              |  86625.757   -  102865.606  |  3 - 5  | 2.67e+06  | B+   |    |
       |                                          |              |  86631.454   -  102865.547  |  7 - 7  | 2.54e+06  | B+   |    |
       |                                          |              |  86627.778   -  102865.606  |  5 - 5  | 4.45e+06  | B+   |    |
       |                                          |              |  86631.454   -  102865.606  |  7 - 5  | 5.07e+05  | B+   |    |
       |                                          |              |  86627.778   -  102865.655  |  5 - 3  | 1.91e+06  | B+   |    |
       |                                          |              |  86625.757   -  102865.679  |  3 - 1  | 7.62e+06  | B+   |    |
       |                                          |              |                             |         |           |      |    |
    71 |                                          |   5P  - 3D*  |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86627.778   -  102908.374  |  5 - 7  | 9.62e+02  | C    |    |
       |                                          |              |                             |         |           |      |    |
    72 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).6s      |   5P  - 5S*  |  86629.089   -  105019.307  | 15 - 5  | 3.86e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86625.757   -  105019.307  |  3 - 5  | 7.74e+05  | C+   |    |
       |                                          |              |  86627.778   -  105019.307  |  5 - 5  | 1.29e+06  | C+   |    |
       |                                          |              |  86631.454   -  105019.307  |  7 - 5  | 1.80e+06  | C+   |    |
       |                                          |              |                             |         |           |      |    |
    73 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).5d      |   5P  - 5D*  |  86629.089   -  105385.385  | 15 - 25 | 2.71e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86625.757   -  105385.449  |  3 - 1  | 2.71e+06  | C+   |    |
       |                                          |              |  86625.757   -  105385.436  |  3 - 3  | 2.03e+06  | C+   |    |
       |                                          |              |  86627.778   -  105385.409  |  5 - 5  | 1.58e+06  | C+   |    |
       |                                          |              |  86631.454   -  105385.354  |  7 - 9  | 2.71e+06  | C+   |    |
       |                                          |              |  86627.778   -  105385.377  |  5 - 7  | 1.81e+06  | C+   |    |
       |                                          |              |  86625.757   -  105385.409  |  3 - 5  | 9.48e+05  | C+   |    |
       |                                          |              |  86631.454   -  105385.377  |  7 - 7  | 9.02e+05  | C+   |    |
       |                                          |              |  86631.454   -  105385.409  |  7 - 5  | 1.80e+05  | C+   |    |
       |                                          |              |  86627.778   -  105385.436  |  5 - 3  | 6.77e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
    74 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).7s      |   5P  - 5S*  |  86629.089   -  106545.354  | 15 - 5  | 2.14e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86631.454   -  106545.354  |  7 - 5  | 9.98e+05  | C+   |    |
       |                                          |              |  86627.778   -  106545.354  |  5 - 5  | 7.13e+05  | C+   |    |
       |                                          |              |  86625.757   -  106545.354  |  3 - 5  | 4.28e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
    75 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).6d      |   5P  - 5D*  |  86629.089   -  106751.462  | 15 - 25 | 1.27e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86631.454   -  106751.447  |  7 - 9  | 1.27e+06  | C+   |    |
       |                                          |              |  86627.778   -  106751.458  |  5 - 7  | 8.44e+05  | C+   |    |
       |                                          |              |  86625.757   -  106751.474  |  3 - 5  | 4.43e+05  | C+   |    |
       |                                          |              |  86631.454   -  106751.458  |  7 - 7  | 4.22e+05  | C+   |    |
       |                                          |              |  86627.778   -  106751.474  |  5 - 5  | 7.38e+05  | C+   |    |
       |                                          |              |  86625.757   -  106751.487  |  3 - 3  | 9.50e+05  | C+   |    |
       |                                          |              |  86631.454   -  106751.474  |  7 - 5  | 8.43e+04  | C    |    |
       |                                          |              |  86627.778   -  106751.487  |  5 - 3  | 3.16e+05  | C+   |    |
       |                                          |              |  86625.757   -  106751.494  |  3 - 1  | 1.27e+06  | C+   |    |
       |                                          |              |                             |         |           |      |    |
    76 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).8s      |   5P  - 5S*  |  86629.089   -  107446.036  | 15 - 5  | 1.31e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86631.454   -  107446.036  |  7 - 5  | 6.11e+05  | C+   |    |
       |                                          |              |  86627.778   -  107446.036  |  5 - 5  | 4.37e+05  | C+   |    |
       |                                          |              |  86625.757   -  107446.036  |  3 - 5  | 2.62e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
    77 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).7d      |   5P  - 5D*  |  86629.089   -  107573.487  | 15 - 25 | 7.00e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86631.454   -  107573.476  |  7 - 9  | 7.00e+05  | C+   |    |
       |                                          |              |  86627.778   -  107573.484  |  5 - 7  | 4.67e+05  | C+   |    |
       |                                          |              |  86625.757   -  107573.495  |  3 - 5  | 2.45e+05  | C+   |    |
       |                                          |              |  86631.454   -  107573.484  |  7 - 7  | 2.33e+05  | C+   |    |
       |                                          |              |  86627.778   -  107573.495  |  5 - 5  | 4.08e+05  | C+   |    |
       |                                          |              |  86625.757   -  107573.504  |  3 - 3  | 5.25e+05  | C+   |    |
       |                                          |              |  86631.454   -  107573.495  |  7 - 5  | 4.66e+04  | C    |    |
       |                                          |              |  86627.778   -  107573.504  |  5 - 3  | 1.75e+05  | C+   |    |
       |                                          |              |  86625.757   -  107573.508  |  3 - 1  | 7.00e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
    78 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).8d      |   5P  - 5D*  |  86629.089   -  108106.079  | 15 - 25 | 4.30e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  86631.454   -  108106.072  |  7 - 9  | 4.30e+05  | C+   |    |
       |                                          |              |  86627.778   -  108106.077  |  5 - 7  | 2.87e+05  | C+   |    |
       |                                          |              |  86625.757   -  108106.085  |  3 - 5  | 1.51e+05  | C+   |    |
       |                                          |              |  86631.454   -  108106.077  |  7 - 7  | 1.43e+05  | C+   |    |
       |                                          |              |  86627.778   -  108106.085  |  5 - 5  | 2.51e+05  | C+   |    |
       |                                          |              |  86625.757   -  108106.091  |  3 - 3  | 3.23e+05  | C+   |    |
       |                                          |              |  86631.454   -  108106.085  |  7 - 5  | 2.87e+04  | C    |    |
       |                                          |              |  86627.778   -  108106.091  |  5 - 3  | 1.08e+05  | C    |    |
       |                                          |              |  86625.757   -  108106.094  |  3 - 1  | 4.30e+05  | C    |    |
       |                                          |              |                             |         |           |      |    |
    79 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).4s      |   3P  - 3S*  |  88630.977   -   96225.049  |  9 - 3  | 2.14e+07  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88630.587   -   96225.049  |  3 - 3  | 7.14e+06  | B+   |    |
       |                                          |              |  88631.146   -   96225.049  |  5 - 3  | 1.19e+07  | B+   |    |
       |                                          |              |  88631.303   -   96225.049  |  1 - 3  | 2.38e+06  | B+   |    |
       |                                          |              |                             |         |           |      |    |
    80 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).3d      |   3P  - 5D*  |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -   97420.716  |  5 - 7  | 1.01e+03  | C    |    |
       |                                          |              |  88631.303   -   97420.942  |  1 - 3  | 3.98e+02  | C    |    |
       |                                          |              |                             |         |           |      |    |
    81 |                                          |   3P  - 3D*  |  88630.977   -   97488.476  |  9 - 15 | 3.09e+07  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88630.587   -   97488.448  |  3 - 5  | 2.32e+07  | A    |    |
       |                                          |              |  88631.146   -   97488.538  |  5 - 7  | 3.09e+07  | A    |    |
       |                                          |              |  88631.146   -   97488.448  |  5 - 5  | 7.74e+06  | A    |    |
       |                                          |              |  88631.303   -   97488.378  |  1 - 3  | 1.72e+07  | A    |    |
       |                                          |              |  88630.587   -   97488.378  |  3 - 3  | 1.29e+07  | A    |    |
       |                                          |              |  88631.146   -   97488.378  |  5 - 3  | 8.60e+05  | A    |    |
       |                                          |              |                             |         |           |      |    |
    82 | 2s2.2p3.(4S*).3p - 2s2.2p3.(2D*).3s      |   3P  - 3D*  |  88630.977   -  101143.45   |  9 - 15 | 5.61e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88630.587   -  101155.422  |  3 - 3  | 2.33e+04  | C    |    |
       |                                          |              |  88631.303   -  101155.422  |  1 - 3  | 3.09e+04  | C    |    |
       |                                          |              |  88630.587   -  101147.526  |  3 - 5  | 4.19e+04  | C    |    |
       |                                          |              |  88631.146   -  101147.526  |  5 - 5  | 1.41e+04  | C    |    |
       |                                          |              |  88631.146   -  101135.407  |  5 - 7  | 5.63e+04  | C    |    |
       |                                          |              |  88631.146   -  101155.422  |  5 - 3  | 1.80e+03  | C    |    |
       |                                          |              |                             |         |           |      |    |
    83 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).5s      |   3P  - 3S*  |  88630.977   -  102411.995  |  9 - 3  | 6.72e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88630.587   -  102411.995  |  3 - 3  | 2.24e+06  | C+   |    |
       |                                          |              |  88631.146   -  102411.995  |  5 - 3  | 3.73e+06  | C+   |    |
       |                                          |              |  88631.303   -  102411.995  |  1 - 3  | 7.45e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
    84 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).4d      |   3P  - 3D*  |  88630.977   -  102908.42   |  9 - 15 | 3.53e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88630.587   -  102908.443  |  3 - 5  | 2.65e+06  | B    |    |
       |                                          |              |  88631.146   -  102908.374  |  5 - 7  | 3.53e+06  | B    |    |
       |                                          |              |  88631.303   -  102908.489  |  1 - 3  | 1.96e+06  | B    |    |
       |                                          |              |  88631.146   -  102908.443  |  5 - 5  | 8.83e+05  | B    |    |
       |                                          |              |  88630.587   -  102908.489  |  3 - 3  | 1.47e+06  | B    |    |
       |                                          |              |  88631.146   -  102908.489  |  5 - 3  | 9.83e+04  | B    |    |
       |                                          |              |                             |         |           |      |    |
    85 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).6s      |   3P  - 3S*  |  88630.977   -  105165.232  |  9 - 3  | 3.15e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88630.587   -  105165.232  |  3 - 3  | 1.05e+06  | C+   |    |
       |                                          |              |  88631.146   -  105165.232  |  5 - 3  | 1.75e+06  | C+   |    |
       |                                          |              |  88631.303   -  105165.232  |  1 - 3  | 3.50e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
    86 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).5d      |   3P  - 3D*  |  88630.977   -  105409.008  |  9 - 15 | 9.07e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88630.587   -  105409.008  |  3 - 3  | 3.78e+05  | C+   |    |
       |                                          |              |  88630.587   -  105409.008  |  3 - 5  | 6.80e+05  | C+   |    |
       |                                          |              |  88631.146   -  105409.008  |  5 - 5  | 2.27e+05  | C+   |    |
       |                                          |              |  88631.146   -  105409.008  |  5 - 3  | 2.52e+04  | C    |    |
       |                                          |              |  88631.146   -  105409.008  |  5 - 7  | 9.06e+05  | C+   |    |
       |                                          |              |  88631.303   -  105409.008  |  1 - 3  | 5.04e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
    87 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).7s      |   3P  - 3S*  |  88630.977   -  106627.934  |  9 - 3  | 1.75e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  106627.934  |  5 - 3  | 9.71e+05  | C+   |    |
       |                                          |              |  88630.587   -  106627.934  |  3 - 3  | 5.83e+05  | C+   |    |
       |                                          |              |  88631.303   -  106627.934  |  1 - 3  | 1.94e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
    88 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).6d      |   3P  - 3D*  |  88630.977   -  106765.803  |  9 - 15 | 3.58e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  106765.803  |  5 - 7  | 3.58e+05  | C+   |    |
       |                                          |              |  88630.587   -  106765.803  |  3 - 5  | 2.69e+05  | C+   |    |
       |                                          |              |  88631.303   -  106765.803  |  1 - 3  | 1.99e+05  | C+   |    |
       |                                          |              |  88631.146   -  106765.803  |  5 - 5  | 8.95e+04  | C+   |    |
       |                                          |              |  88630.587   -  106765.803  |  3 - 3  | 1.49e+05  | C+   |    |
       |                                          |              |  88631.146   -  106765.803  |  5 - 3  | 9.95e+03  | D    |    |
       |                                          |              |                             |         |           |      |    |
    89 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).8s      |   3P  - 3S*  |  88630.977   -  107497.224  |  9 - 3  | 1.07e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  107497.224  |  5 - 3  | 5.96e+05  | C+   |    |
       |                                          |              |  88630.587   -  107497.224  |  3 - 3  | 3.58e+05  | C+   |    |
       |                                          |              |  88631.303   -  107497.224  |  1 - 3  | 1.19e+05  | C    |    |
       |                                          |              |                             |         |           |      |    |
    90 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).7d      |   3P  - 3D*  |  88630.977   -  107582.777  |  9 - 15 | 1.76e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  107582.777  |  5 - 7  | 1.76e+05  | C+   |    |
       |                                          |              |  88630.587   -  107582.777  |  3 - 5  | 1.32e+05  | C+   |    |
       |                                          |              |  88631.303   -  107582.777  |  1 - 3  | 9.78e+04  | C    |    |
       |                                          |              |  88631.146   -  107582.777  |  5 - 5  | 4.40e+04  | C    |    |
       |                                          |              |  88630.587   -  107582.777  |  3 - 3  | 7.34e+04  | C    |    |
       |                                          |              |  88631.146   -  107582.777  |  5 - 3  | 4.89e+03  | D    |    |
       |                                          |              |                             |         |           |      |    |
    91 | 2s2.2p3.(4S*).3p - 2s2.2p3.(4S*).8d      |   3P  - 3D*  |  88630.977   -  108114      |  9 - 15 | 9.98e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  108114.0    |  5 - 7  | 9.98e+04  | C+   |    |
       |                                          |              |  88630.587   -  108114.0    |  3 - 5  | 7.48e+04  | C    |    |
       |                                          |              |  88631.303   -  108114.0    |  1 - 3  | 5.54e+04  | C    |    |
       |                                          |              |  88631.146   -  108114.0    |  5 - 5  | 2.49e+04  | C    |    |
       |                                          |              |  88630.587   -  108114.0    |  3 - 3  | 4.16e+04  | C    |    |
       |                                          |              |  88631.146   -  108114.0    |  5 - 3  | 2.77e+03  | D    |    |
       |                                          |              |                             |         |           |      |    |
    92 | 2s2.2p3.(4S*).3p - 2s2.2p3.(2P*).3s      |   3P  - 3P*  |  88630.977   -  113916.277  |  9 - 9  | 3.09e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  113910.957  |  5 - 5  | 2.32e+05  | C+   |    |
       |                                          |              |  88630.587   -  113921.391  |  3 - 3  | 7.74e+04  | C    |    |
       |                                          |              |  88631.146   -  113921.391  |  5 - 3  | 1.29e+05  | C    |    |
       |                                          |              |  88630.587   -  113927.534  |  3 - 1  | 3.10e+05  | C    |    |
       |                                          |              |  88630.587   -  113910.957  |  3 - 5  | 7.73e+04  | C    |    |
       |                                          |              |  88631.303   -  113921.391  |  1 - 3  | 1.03e+05  | C    |    |
       |                                          |              |                             |         |           |      |    |
    93 | 2s2.2p3.(4S*).3p - 2s2.2p3.(2D*<3/2>).3d |   3P  - 3P*  |  88630.977   -  123326.418  |  9 - 9  | 1.47e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  123296.777  |  5 - 5  | 1.10e+06  | C+   |    |
       |                                          |              |  88630.587   -  123355.512  |  3 - 3  | 3.68e+05  | C    |    |
       |                                          |              |  88631.146   -  123355.512  |  5 - 3  | 6.13e+05  | C    |    |
       |                                          |              |  88630.587   -  123387.339  |  3 - 1  | 1.47e+06  | C    |    |
       |                                          |              |  88630.587   -  123296.777  |  3 - 5  | 3.66e+05  | C    |    |
       |                                          |              |  88631.303   -  123355.512  |  1 - 3  | 4.90e+05  | C    |    |
       |                                          |              |                             |         |           |      |    |
    94 | 2s2.2p3.(4S*).3p - 2s2.2p3.(2D*<5/2>).3d |   3P  - 3D*  |  88630.977   -  124254      |  9 - 15 | 4.31e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  124247.1    |  5 - 7  | 4.35e+05  | C    |    |
       |                                          |              |  88630.587   -  124257.7    |  3 - 5  | 3.22e+05  | C    |    |
       |                                          |              |  88631.303   -  124264.0    |  1 - 3  | 2.36e+05  | C    |    |
       |                                          |              |  88631.146   -  124257.7    |  5 - 5  | 1.07e+05  | C    |    |
       |                                          |              |  88630.587   -  124264.0    |  3 - 3  | 1.77e+05  | C    |    |
       |                                          |              |  88631.146   -  124264.0    |  5 - 3  | 1.18e+04  | D    |    |
       |                                          |              |                             |         |           |      |    |
    95 | 2s2.2p3.(4S*).3p - 2s2.2p3.(2D*<3/2>).3d |   3P  - 3S*  |  88630.977   -  124336.3    |  9 - 3  | 1.45e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  124336.3    |  5 - 3  | 8.08e+05  | C+   |    |
       |                                          |              |  88630.587   -  124336.3    |  3 - 3  | 4.85e+05  | C+   |    |
       |                                          |              |  88631.303   -  124336.3    |  1 - 3  | 1.61e+05  | C    |    |
       |                                          |              |                             |         |           |      |    |
    96 | 2s2.2p3.(4S*).3p - 2s2.2p3.(2D*<5/2>).4d |   3P  - 3D*  |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  129692.3    |  5 - 7  | 3.13e+05  | C    |    |
       |                                          |              |  88630.587   -  129697.5    |  3 - 5  | 2.32e+05  | C    |    |
       |                                          |              |  88631.303   -  129703.0    |  1 - 3  | 1.70e+05  | C    |    |
       |                                          |              |  88631.146   -  129697.5    |  5 - 5  | 7.70e+04  | D    |    |
       |                                          |              |  88630.587   -  129703.0    |  3 - 3  | 1.28e+05  | D    |    |
       |                                          |              |                             |         |           |      |    |
    97 | 2s2.2p3.(4S*).3p - 2s2.2p3.(2D*<3/2>).4d |   3P  - 3S*  |  88630.977   -  129736.6    |  9 - 3  | 1.11e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  129736.6    |  5 - 3  | 6.19e+05  | C    |    |
       |                                          |              |  88630.587   -  129736.6    |  3 - 3  | 3.71e+05  | C    |    |
       |                                          |              |  88631.303   -  129736.6    |  1 - 3  | 1.23e+05  | D    |    |
       |                                          |              |                             |         |           |      |    |
    98 |                                          |   3P  - 3P*  |  88630.977   -  129974.745  |  9 - 9  | 2.98e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  129970.000  |  5 - 5  | 2.23e+05  | C    |    |
       |                                          |              |  88630.587   -  129979.384  |  3 - 3  | 7.45e+04  | D    |    |
       |                                          |              |  88631.146   -  129979.384  |  5 - 3  | 1.24e+05  | D    |    |
       |                                          |              |  88630.587   -  129984.553  |  3 - 1  | 2.98e+05  | D    |    |
       |                                          |              |  88630.587   -  129970.000  |  3 - 5  | 7.44e+04  | D    |    |
       |                                          |              |  88631.303   -  129979.384  |  1 - 3  | 9.93e+04  | D    |    |
       |                                          |              |                             |         |           |      |    |
    99 | 2s2.2p3.(4S*).3p - 2s2.2p3.(2P*).3d      |   3P  - 3D*  |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  137962.5    |  5 - 7  | 3.70e+05  | C    |    |
       |                                          |              |  88630.587   -  137962.5    |  3 - 5  | 2.82e+05  | C    |    |
       |                                          |              |  88631.303   -  137962.5    |  1 - 3  | 1.92e+05  | D    |    |
       |                                          |              |  88631.146   -  137962.5    |  5 - 5  | 4.85e+04  | D    |    |
       |                                          |              |  88630.587   -  137962.5    |  3 - 3  | 1.05e+05  | D    |    |
       |                                          |              |                             |         |           |      |    |
   100 | 2s2.2p3.(4S*).3p - 2s2.2p3.(2P*).4d      |   3P  - 3D*  |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  88631.146   -  143363.4    |  5 - 7  | 1.96e+05  | D    |    |
       |                                          |              |  88630.587   -  143363.4    |  3 - 5  | 1.52e+05  | D    |    |
       |                                          |              |  88631.303   -  143363.4    |  1 - 3  | 1.12e+05  | D    |    |
       |                                          |              |  88631.146   -  143363.4    |  5 - 5  | 4.32e+04  | D    |    |
       |                                          |              |  88630.587   -  143363.4    |  3 - 3  | 7.79e+04  | D    |    |
       |                                          |              |                             |         |           |      |    |
   101 | 2s2.2p3.(4S*).4s - 2s2.2p3.(4S*).4p      |   5S* - 5P   |  95476.728   -   99094.065  |  5 - 15 | 4.29e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  95476.728   -   99094.837  |  5 - 7  | 4.30e+06  | A    |    |
       |                                          |              |  95476.728   -   99093.641  |  5 - 5  | 4.29e+06  | A    |    |
