----------------------------------------------------------------------------------------------------------------------------------
 Mult. |           Configurations                 |     Terms    |       Ei           Ek       | gi   gk |    Aki    | Acc. |Type|
  No.  |                                          |              |     (cm-1)       (cm-1)     |         |    s^-1   |      |    |
       |                                          |              |                             |         |           |      |    |
----------------------------------------------------------------------------------------------------------------------------------
       |                                          |              |  95476.728   -   99092.968  |  5 - 3  | 4.29e+06  | A    |    |
       |                                          |              |                             |         |           |      |    |
   102 | 2s2.2p3.(4S*).4s - 2s2.2p3.(4S*).5p      |   5S* - 5P   |  95476.728   -  103626.273  |  5 - 15 | 2.35e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  95476.728   -  103626.611  |  5 - 7  | 2.35e+05  | C+   |    |
       |                                          |              |  95476.728   -  103626.111  |  5 - 5  | 2.35e+05  | C+   |    |
       |                                          |              |  95476.728   -  103625.754  |  5 - 3  | 2.35e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   103 | 2s2.2p3.(4S*).4s - 2s2.2p3.(4S*).6p      |   5S* - 5P   |  95476.728   -  105788.684  |  5 - 15 | 4.54e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  95476.728   -  105788.856  |  5 - 7  | 4.54e+04  | C+   |    |
       |                                          |              |  95476.728   -  105788.595  |  5 - 5  | 4.54e+04  | C+   |    |
       |                                          |              |  95476.728   -  105788.431  |  5 - 3  | 4.54e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   104 | 2s2.2p3.(4S*).4s - 2s2.2p3.(4S*).4p      |   3S* - 5P   |  96225.049   -   99093.389  |  3 - 15 | 3.01e+01  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  96225.049   -   99093.641  |  3 - 5  | 6.20e+01  | D    |    |
       |                                          |              |  96225.049   -   99092.968  |  3 - 3  | 4.72e+01  | D    |    |
       |                                          |              |                             |         |           |      |    |
   105 |                                          |   3S* - 3P   |  96225.049   -   99681.051  |  3 - 9  | 4.10e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  96225.049   -   99681.049  |  3 - 5  | 4.10e+06  | A    |    |
       |                                          |              |  96225.049   -   99680.968  |  3 - 3  | 4.10e+06  | A    |    |
       |                                          |              |  96225.049   -   99681.309  |  3 - 1  | 4.10e+06  | A    |    |
       |                                          |              |                             |         |           |      |    |
   106 | 2s2.2p3.(4S*).4s - 2s2.2p3.(4S*).5p      |   3S* - 3P   |  96225.049   -  103870.02   |  3 - 9  | 2.86e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  96225.049   -  103870.028  |  3 - 3  | 2.86e+05  | C+   |    |
       |                                          |              |  96225.049   -  103869.968  |  3 - 5  | 2.86e+05  | C+   |    |
       |                                          |              |  96225.049   -  103870.252  |  3 - 1  | 2.86e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   107 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).4p      |   5D* - 5P   |  97420.748   -   99094.065  | 25 - 15 | 4.97e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97420.630   -   99094.837  |  9 - 7  | 3.84e+05  | A    |    |
       |                                          |              |  97420.716   -   99093.641  |  7 - 5  | 2.78e+05  | A    |    |
       |                                          |              |  97420.839   -   99092.968  |  5 - 3  | 1.74e+05  | A    |    |
       |                                          |              |  97420.716   -   99094.837  |  7 - 7  | 9.95e+04  | A    |    |
       |                                          |              |  97420.839   -   99093.641  |  5 - 5  | 1.74e+05  | A    |    |
       |                                          |              |  97420.942   -   99092.968  |  3 - 3  | 2.23e+05  | A    |    |
       |                                          |              |  97420.839   -   99094.837  |  5 - 7  | 1.42e+04  | A    |    |
       |                                          |              |  97420.942   -   99093.641  |  3 - 5  | 4.47e+04  | A    |    |
       |                                          |              |  97420.991   -   99092.968  |  1 - 3  | 9.92e+04  | A    |    |
       |                                          |              |                             |         |           |      |    |
   108 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).4f      |   5D* - 5F   |  97420.748   -  102968.249  | 25 - 35 | 1.48e+07  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97420.716   -  102968.249  |  7 - 7  | 4.43e+06  | C+   |    |
       |                                          |              |  97420.716   -  102968.249  |  7 - 5  | 5.91e+05  | C+   |    |
       |                                          |              |  97420.716   -  102968.249  |  7 - 9  | 1.23e+07  | C+   |    |
       |                                          |              |  97420.630   -  102968.249  |  9 - 11 | 1.48e+07  | C+   |    |
       |                                          |              |  97420.839   -  102968.249  |  5 - 7  | 1.01e+07  | C+   |    |
       |                                          |              |  97420.942   -  102968.249  |  3 - 5  | 8.27e+06  | C+   |    |
       |                                          |              |  97420.991   -  102968.249  |  1 - 3  | 6.90e+06  | C+   |    |
       |                                          |              |  97420.630   -  102968.249  |  9 - 9  | 2.46e+06  | C+   |    |
       |                                          |              |  97420.839   -  102968.249  |  5 - 5  | 5.91e+06  | C+   |    |
       |                                          |              |  97420.942   -  102968.249  |  3 - 3  | 6.90e+06  | C+   |    |
       |                                          |              |  97420.630   -  102968.249  |  9 - 7  | 2.11e+05  | C+   |    |
       |                                          |              |  97420.839   -  102968.249  |  5 - 3  | 9.85e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   109 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).5p      |   5D* - 5P   |  97420.748   -  103626.273  | 25 - 15 | 4.04e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97420.630   -  103626.611  |  9 - 7  | 3.12e+04  | C+   |    |
       |                                          |              |  97420.716   -  103626.111  |  7 - 5  | 2.26e+04  | C+   |    |
       |                                          |              |  97420.839   -  103625.754  |  5 - 3  | 1.41e+04  | C+   |    |
       |                                          |              |  97420.716   -  103626.611  |  7 - 7  | 8.08e+03  | C+   |    |
       |                                          |              |  97420.839   -  103626.111  |  5 - 5  | 1.41e+04  | C+   |    |
       |                                          |              |  97420.942   -  103625.754  |  3 - 3  | 1.82e+04  | C+   |    |
       |                                          |              |  97420.839   -  103626.611  |  5 - 7  | 1.15e+03  | C    |    |
       |                                          |              |  97420.942   -  103626.111  |  3 - 5  | 3.63e+03  | C+   |    |
       |                                          |              |  97420.991   -  103625.754  |  1 - 3  | 8.07e+03  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   110 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).5f      |   5D* - 5F   |  97420.748   -  105441.645  | 25 - 35 | 4.96e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97420.716   -  105441.645  |  7 - 7  | 1.49e+06  | C+   |    |
       |                                          |              |  97420.716   -  105441.645  |  7 - 5  | 1.98e+05  | C+   |    |
       |                                          |              |  97420.716   -  105441.645  |  7 - 9  | 4.14e+06  | C+   |    |
       |                                          |              |  97420.630   -  105441.645  |  9 - 11 | 4.96e+06  | C+   |    |
       |                                          |              |  97420.839   -  105441.645  |  5 - 7  | 3.41e+06  | C+   |    |
       |                                          |              |  97420.942   -  105441.645  |  3 - 5  | 2.78e+06  | C+   |    |
       |                                          |              |  97420.991   -  105441.645  |  1 - 3  | 2.32e+06  | C+   |    |
       |                                          |              |  97420.630   -  105441.645  |  9 - 9  | 8.27e+05  | C+   |    |
       |                                          |              |  97420.839   -  105441.645  |  5 - 5  | 1.98e+06  | C+   |    |
       |                                          |              |  97420.942   -  105441.645  |  3 - 3  | 2.32e+06  | C+   |    |
       |                                          |              |  97420.630   -  105441.645  |  9 - 7  | 7.09e+04  | C+   |    |
       |                                          |              |  97420.839   -  105441.645  |  5 - 3  | 3.31e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   111 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).6p      |   5D* - 5P   |  97420.748   -  105788.684  | 25 - 15 | 2.09e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97420.630   -  105788.856  |  9 - 7  | 1.61e+04  | C+   |    |
       |                                          |              |  97420.716   -  105788.595  |  7 - 5  | 1.17e+04  | C+   |    |
       |                                          |              |  97420.839   -  105788.431  |  5 - 3  | 7.29e+03  | C    |    |
       |                                          |              |  97420.716   -  105788.856  |  7 - 7  | 4.17e+03  | C    |    |
       |                                          |              |  97420.839   -  105788.595  |  5 - 5  | 7.29e+03  | C+   |    |
       |                                          |              |  97420.942   -  105788.431  |  3 - 3  | 9.38e+03  | C    |    |
       |                                          |              |  97420.839   -  105788.856  |  5 - 7  | 5.95e+02  | C    |    |
       |                                          |              |  97420.942   -  105788.595  |  3 - 5  | 1.88e+03  | C    |    |
       |                                          |              |  97420.991   -  105788.431  |  1 - 3  | 4.17e+03  | C    |    |
       |                                          |              |                             |         |           |      |    |
   112 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).6f      |   5D* - 5F   |  97420.748   -  106785.16   | 25 - 35 | 2.37e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97420.630   -  106785.160  |  9 - 11 | 2.37e+06  | C+   |    |
       |                                          |              |  97420.716   -  106785.160  |  7 - 9  | 1.98e+06  | C+   |    |
       |                                          |              |  97420.839   -  106785.160  |  5 - 7  | 1.63e+06  | C+   |    |
       |                                          |              |  97420.942   -  106785.160  |  3 - 5  | 1.33e+06  | C+   |    |
       |                                          |              |  97420.991   -  106785.160  |  1 - 3  | 1.11e+06  | C+   |    |
       |                                          |              |  97420.630   -  106785.160  |  9 - 9  | 3.95e+05  | C+   |    |
       |                                          |              |  97420.716   -  106785.160  |  7 - 7  | 7.12e+05  | C+   |    |
       |                                          |              |  97420.839   -  106785.160  |  5 - 5  | 9.49e+05  | C+   |    |
       |                                          |              |  97420.942   -  106785.160  |  3 - 3  | 1.11e+06  | C+   |    |
       |                                          |              |  97420.630   -  106785.160  |  9 - 7  | 3.39e+04  | C+   |    |
       |                                          |              |  97420.716   -  106785.160  |  7 - 5  | 9.49e+04  | C+   |    |
       |                                          |              |  97420.839   -  106785.160  |  5 - 3  | 1.58e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   113 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).7f      |   5D* - 5F   |  97420.748   -  107595.14   | 25 - 35 | 1.34e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97420.630   -  107595.140  |  9 - 11 | 1.34e+06  | C+   |    |
       |                                          |              |  97420.716   -  107595.140  |  7 - 9  | 1.12e+06  | C+   |    |
       |                                          |              |  97420.839   -  107595.140  |  5 - 7  | 9.21e+05  | C+   |    |
       |                                          |              |  97420.942   -  107595.140  |  3 - 5  | 7.52e+05  | C+   |    |
       |                                          |              |  97420.991   -  107595.140  |  1 - 3  | 6.27e+05  | C+   |    |
       |                                          |              |  97420.630   -  107595.140  |  9 - 9  | 2.24e+05  | C+   |    |
       |                                          |              |  97420.716   -  107595.140  |  7 - 7  | 4.03e+05  | C+   |    |
       |                                          |              |  97420.839   -  107595.140  |  5 - 5  | 5.37e+05  | C+   |    |
       |                                          |              |  97420.942   -  107595.140  |  3 - 3  | 6.27e+05  | C+   |    |
       |                                          |              |  97420.630   -  107595.140  |  9 - 7  | 1.92e+04  | C+   |    |
       |                                          |              |  97420.716   -  107595.140  |  7 - 5  | 5.37e+04  | C+   |    |
       |                                          |              |  97420.839   -  107595.140  |  5 - 3  | 8.95e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   114 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).4p      |   3D* - 5P   |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97488.538   -   99093.641  |  7 - 5  | 1.71e+01  | C    |    |
       |                                          |              |                             |         |           |      |    |
   115 |                                          |   3D* - 3P   |  97488.476   -   99681.051  | 15 - 9  | 9.86e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97488.538   -   99681.049  |  7 - 5  | 8.28e+05  | A    |    |
       |                                          |              |  97488.448   -   99680.968  |  5 - 3  | 7.39e+05  | A    |    |
       |                                          |              |  97488.378   -   99681.309  |  3 - 1  | 9.86e+05  | A    |    |
       |                                          |              |  97488.448   -   99681.049  |  5 - 5  | 1.48e+05  | A    |    |
       |                                          |              |  97488.378   -   99680.968  |  3 - 3  | 2.46e+05  | A    |    |
       |                                          |              |  97488.378   -   99681.049  |  3 - 5  | 9.86e+03  | A    |    |
       |                                          |              |                             |         |           |      |    |
   116 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).4f      |   3D* - 3F   |  97488.476   -  102968.343  | 15 - 21 | 1.47e+07  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97488.448   -  102968.343  |  5 - 5  | 2.30e+06  | C+   |    |
       |                                          |              |  97488.448   -  102968.343  |  5 - 7  | 1.31e+07  | C+   |    |
       |                                          |              |  97488.538   -  102968.343  |  7 - 9  | 1.47e+07  | C+   |    |
       |                                          |              |  97488.378   -  102968.343  |  3 - 5  | 1.24e+07  | C+   |    |
       |                                          |              |  97488.538   -  102968.343  |  7 - 7  | 1.64e+06  | C+   |    |
       |                                          |              |  97488.538   -  102968.343  |  7 - 5  | 6.48e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   117 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).5p      |   3D* - 3P   |  97488.476   -  103870.02   | 15 - 9  | 1.83e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97488.538   -  103869.968  |  7 - 5  | 1.54e+05  | C+   |    |
       |                                          |              |  97488.448   -  103870.028  |  5 - 3  | 1.37e+05  | C+   |    |
       |                                          |              |  97488.378   -  103870.252  |  3 - 1  | 1.83e+05  | C+   |    |
       |                                          |              |  97488.448   -  103869.968  |  5 - 5  | 2.74e+04  | C+   |    |
       |                                          |              |  97488.378   -  103870.028  |  3 - 3  | 4.57e+04  | C+   |    |
       |                                          |              |  97488.378   -  103869.968  |  3 - 5  | 1.83e+03  | C    |    |
       |                                          |              |                             |         |           |      |    |
   118 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).5f      |   3D* - 3F   |  97488.476   -  105441.724  | 15 - 21 | 4.82e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97488.448   -  105441.724  |  5 - 5  | 7.52e+05  | C+   |    |
       |                                          |              |  97488.448   -  105441.724  |  5 - 7  | 4.28e+06  | C+   |    |
       |                                          |              |  97488.538   -  105441.724  |  7 - 9  | 4.82e+06  | C+   |    |
       |                                          |              |  97488.378   -  105441.724  |  3 - 5  | 4.05e+06  | C+   |    |
       |                                          |              |  97488.538   -  105441.724  |  7 - 7  | 5.37e+05  | C+   |    |
       |                                          |              |  97488.538   -  105441.724  |  7 - 5  | 2.12e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   119 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).6p      |   3D* - 3P   |  97488.476   -  105912.031  | 15 - 9  | 8.52e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97488.538   -  105912.031  |  7 - 5  | 7.15e+04  | C+   |    |
       |                                          |              |  97488.448   -  105912.031  |  5 - 3  | 6.39e+04  | C+   |    |
       |                                          |              |  97488.378   -  105912.031  |  3 - 1  | 8.52e+04  | C+   |    |
       |                                          |              |  97488.448   -  105912.031  |  5 - 5  | 1.28e+04  | C+   |    |
       |                                          |              |  97488.378   -  105912.031  |  3 - 3  | 2.13e+04  | C+   |    |
       |                                          |              |  97488.378   -  105912.031  |  3 - 5  | 8.52e+02  | C    |    |
       |                                          |              |                             |         |           |      |    |
   120 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).6f      |   3D* - 3F   |  97488.476   -  106785.201  | 15 - 21 | 2.28e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97488.538   -  106785.201  |  7 - 9  | 2.28e+06  | C+   |    |
       |                                          |              |  97488.448   -  106785.201  |  5 - 7  | 2.02e+06  | C+   |    |
       |                                          |              |  97488.378   -  106785.201  |  3 - 5  | 1.91e+06  | C+   |    |
       |                                          |              |  97488.538   -  106785.201  |  7 - 7  | 2.54e+05  | C+   |    |
       |                                          |              |  97488.448   -  106785.201  |  5 - 5  | 3.55e+05  | C+   |    |
       |                                          |              |  97488.538   -  106785.201  |  7 - 5  | 1.00e+04  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   121 | 2s2.2p3.(4S*).3d - 2s2.2p3.(4S*).7f      |   3D* - 3F   |  97488.476   -  107595.147  | 15 - 21 | 1.28e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97488.538   -  107595.147  |  7 - 9  | 1.28e+06  | C+   |    |
       |                                          |              |  97488.448   -  107595.147  |  5 - 7  | 1.14e+06  | C+   |    |
       |                                          |              |  97488.378   -  107595.147  |  3 - 5  | 1.08e+06  | C+   |    |
       |                                          |              |  97488.538   -  107595.147  |  7 - 7  | 1.43e+05  | C+   |    |
       |                                          |              |  97488.448   -  107595.147  |  5 - 5  | 2.00e+05  | C+   |    |
       |                                          |              |  97488.538   -  107595.147  |  7 - 5  | 5.63e+03  | C    |    |
       |                                          |              |                             |         |           |      |    |
   122 | 2s2.2p3.(4S*).3d - 2s2.2p3.(2D*).3p      |   3D* - 3D   |  97488.476   -  113295.529  | 15 - 15 | 2.41e+04  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  97488.538   -  113294.816  |  7 - 7  | 2.14e+04  | C    |    |
       |                                          |              |  97488.448   -  113294.854  |  5 - 5  | 1.68e+04  | C    |    |
       |                                          |              |  97488.378   -  113298.320  |  3 - 3  | 1.81e+04  | C    |    |
       |                                          |              |  97488.538   -  113294.854  |  7 - 5  | 3.76e+03  | D    |    |
       |                                          |              |  97488.448   -  113298.320  |  5 - 3  | 6.02e+03  | D    |    |
       |                                          |              |  97488.448   -  113294.816  |  5 - 7  | 2.68e+03  | D    |    |
       |                                          |              |  97488.378   -  113294.854  |  3 - 5  | 3.61e+03  | D    |    |
       |                                          |              |                             |         |           |      |    |
   123 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).5s      |   5P  - 5S*  |  99094.065   -  102116.698  | 15 - 5  | 5.51e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99094.837   -  102116.698  |  7 - 5  | 2.57e+06  | C+   |    |
       |                                          |              |  99093.641   -  102116.698  |  5 - 5  | 1.84e+06  | C+   |    |
       |                                          |              |  99092.968   -  102116.698  |  3 - 5  | 1.10e+06  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   124 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).4d      |   5P  - 5D*  |  99094.065   -  102865.562  | 15 - 25 | 6.45e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99094.837   -  102865.506  |  7 - 9  | 6.44e+06  | A    |    |
       |                                          |              |  99093.641   -  102865.547  |  5 - 7  | 4.30e+06  | A    |    |
       |                                          |              |  99092.968   -  102865.606  |  3 - 5  | 2.26e+06  | A    |    |
       |                                          |              |  99094.837   -  102865.547  |  7 - 7  | 2.15e+06  | A    |    |
       |                                          |              |  99093.641   -  102865.606  |  5 - 5  | 3.76e+06  | A    |    |
       |                                          |              |  99092.968   -  102865.655  |  3 - 3  | 4.84e+06  | A    |    |
       |                                          |              |  99094.837   -  102865.606  |  7 - 5  | 4.29e+05  | A    |    |
       |                                          |              |  99093.641   -  102865.655  |  5 - 3  | 1.61e+06  | A    |    |
       |                                          |              |  99092.968   -  102865.679  |  3 - 1  | 6.45e+06  | A    |    |
       |                                          |              |                             |         |           |      |    |
   125 |                                          |   5P  - 3D*  |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99093.641   -  102908.374  |  5 - 7  | 8.47e+02  | C    |    |
       |                                          |              |  99092.968   -  102908.443  |  3 - 5  | 9.23e+01  | C    |    |
       |                                          |              |                             |         |           |      |    |
   126 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).6s      |   5P  - 5S*  |  99094.065   -  105019.307  | 15 - 5  | 1.99e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99094.837   -  105019.307  |  7 - 5  | 9.30e+05  | C+   |    |
       |                                          |              |  99093.641   -  105019.307  |  5 - 5  | 6.64e+05  | C+   |    |
       |                                          |              |  99092.968   -  105019.307  |  3 - 5  | 3.99e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   127 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).5d      |   5P  - 5D*  |  99094.065   -  105385.385  | 15 - 25 | 1.93e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99094.837   -  105385.354  |  7 - 9  | 1.93e+06  | C+   |    |
       |                                          |              |  99093.641   -  105385.377  |  5 - 7  | 1.29e+06  | C+   |    |
       |                                          |              |  99092.968   -  105385.409  |  3 - 5  | 6.75e+05  | C+   |    |
       |                                          |              |  99094.837   -  105385.377  |  7 - 7  | 6.43e+05  | C+   |    |
       |                                          |              |  99093.641   -  105385.409  |  5 - 5  | 1.13e+06  | C+   |    |
       |                                          |              |  99092.968   -  105385.436  |  3 - 3  | 1.45e+06  | C+   |    |
       |                                          |              |  99094.837   -  105385.409  |  7 - 5  | 1.29e+05  | C+   |    |
       |                                          |              |  99093.641   -  105385.436  |  5 - 3  | 4.82e+05  | C+   |    |
       |                                          |              |  99092.968   -  105385.449  |  3 - 1  | 1.93e+06  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   128 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).7s      |   5P  - 5S*  |  99094.065   -  106545.354  | 15 - 5  | 1.04e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99094.837   -  106545.354  |  7 - 5  | 4.84e+05  | C+   |    |
       |                                          |              |  99093.641   -  106545.354  |  5 - 5  | 3.46e+05  | C+   |    |
       |                                          |              |  99092.968   -  106545.354  |  3 - 5  | 2.08e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   129 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).6d      |   5P  - 5D*  |  99094.065   -  106751.462  | 15 - 25 | 8.65e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99094.837   -  106751.447  |  7 - 9  | 8.65e+05  | C+   |    |
       |                                          |              |  99093.641   -  106751.458  |  5 - 7  | 5.77e+05  | C+   |    |
       |                                          |              |  99092.968   -  106751.474  |  3 - 5  | 3.03e+05  | C+   |    |
       |                                          |              |  99094.837   -  106751.458  |  7 - 7  | 2.88e+05  | C+   |    |
       |                                          |              |  99093.641   -  106751.474  |  5 - 5  | 5.05e+05  | C+   |    |
       |                                          |              |  99092.968   -  106751.487  |  3 - 3  | 6.49e+05  | C+   |    |
       |                                          |              |  99094.837   -  106751.474  |  7 - 5  | 5.77e+04  | C+   |    |
       |                                          |              |  99093.641   -  106751.487  |  5 - 3  | 2.16e+05  | C+   |    |
       |                                          |              |  99092.968   -  106751.494  |  3 - 1  | 8.65e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   130 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).8s      |   5P  - 5S*  |  99094.065   -  107446.036  | 15 - 5  | 6.19e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99094.837   -  107446.036  |  7 - 5  | 2.89e+05  | C+   |    |
       |                                          |              |  99093.641   -  107446.036  |  5 - 5  | 2.06e+05  | C+   |    |
       |                                          |              |  99092.968   -  107446.036  |  3 - 5  | 1.24e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   131 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).7d      |   5P  - 5D*  |  99094.065   -  107573.487  | 15 - 25 | 4.70e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99094.837   -  107573.476  |  7 - 9  | 4.70e+05  | C+   |    |
       |                                          |              |  99093.641   -  107573.484  |  5 - 7  | 3.13e+05  | C+   |    |
       |                                          |              |  99092.968   -  107573.495  |  3 - 5  | 1.65e+05  | C+   |    |
       |                                          |              |  99094.837   -  107573.484  |  7 - 7  | 1.57e+05  | C+   |    |
       |                                          |              |  99093.641   -  107573.495  |  5 - 5  | 2.74e+05  | C+   |    |
       |                                          |              |  99092.968   -  107573.504  |  3 - 3  | 3.53e+05  | C+   |    |
       |                                          |              |  99094.837   -  107573.495  |  7 - 5  | 3.13e+04  | C+   |    |
       |                                          |              |  99093.641   -  107573.504  |  5 - 3  | 1.18e+05  | C+   |    |
       |                                          |              |  99092.968   -  107573.508  |  3 - 1  | 4.70e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   132 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).8d      |   5P  - 5D*  |  99094.065   -  108106.079  | 15 - 25 | 2.87e+05  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99094.837   -  108106.072  |  7 - 9  | 2.87e+05  | C+   |    |
       |                                          |              |  99093.641   -  108106.077  |  5 - 7  | 1.91e+05  | C+   |    |
       |                                          |              |  99092.968   -  108106.085  |  3 - 5  | 1.00e+05  | C+   |    |
       |                                          |              |  99094.837   -  108106.077  |  7 - 7  | 9.55e+04  | C+   |    |
       |                                          |              |  99093.641   -  108106.085  |  5 - 5  | 1.67e+05  | C+   |    |
       |                                          |              |  99092.968   -  108106.091  |  3 - 3  | 2.15e+05  | C+   |    |
       |                                          |              |  99094.837   -  108106.085  |  7 - 5  | 1.91e+04  | C+   |    |
       |                                          |              |  99093.641   -  108106.091  |  5 - 3  | 7.17e+04  | C+   |    |
       |                                          |              |  99092.968   -  108106.094  |  3 - 1  | 2.87e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   133 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).5s      |   3P  - 3S*  |  99681.051   -  102411.995  |  9 - 3  | 4.82e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  102411.995  |  5 - 3  | 2.68e+06  | C+   |    |
       |                                          |              |  99680.968   -  102411.995  |  3 - 3  | 1.61e+06  | C+   |    |
       |                                          |              |  99681.309   -  102411.995  |  1 - 3  | 5.35e+05  | C+   |    |
       |                                          |              |                             |         |           |      |    |
   134 | 2s2.2p3.(4S*).4p - 2s2.2p3.(4S*).4d      |   3P  - 5D*  |                             |         |           |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  102865.547  |  5 - 7  | 6.97e+02  | C    |    |
       |                                          |              |  99680.968   -  102865.606  |  3 - 5  | 3.25e+01  | C    |    |
       |                                          |              |  99681.309   -  102865.655  |  1 - 3  | 6.27e+01  | C    |    |
       |                                          |              |  99681.049   -  102865.606  |  5 - 5  | 7.24e+01  | C    |    |
       |                                          |              |                             |         |           |      |    |
   135 |                                          |   3P  - 3D*  |  99681.051   -  102908.42   |  9 - 15 | 5.04e+06  |      |    |
       |                                          |              |                             |         |           |      |    |
       |                                          |              |  99681.049   -  102908.374  |  5 - 7  | 5.04e+06  | B+   |    |
       |                                          |              |  99680.968   -  102908.443  |  3 - 5  | 3.78e+06  | B+   |    |
       |                                          |              |  99681.309   -  102908.489  |  1 - 3  | 2.80e+06  | B+   |    |
       |                                          |              |  99681.049   -  102908.443  |  5 - 5  | 1.26e+06  | B+   |    |
       |                                          |              |  99680.968   -  102908.489  |  3 - 3  | 2.10e+06  | B+   |    |
       |                                          |              |  99681.049   -  102908.489  |  5 - 3  | 1.40e+05  | B+   |    |
       |                                          |              |                             |         |           |      |    |
