------------------------------------------------------------------------------------------------------------------------------------------------
 Mult. |                Configurations                  |        Terms       |        Ei           Ek        | gi   gk |    Aki    | Acc. |Type|
  No.  |                                                |                    |      (cm-1)       (cm-1)      |         |    s^-1   |      |    |
       |                                                |                    |                               |         |           |      |    |
------------------------------------------------------------------------------------------------------------------------------------------------
       |                                                |                    | 107054.2720   -  125135.831   |  1 - 3  | 1.2e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
    61 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).9d  |  2[1/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 104102.0990   -  125613.07    |  3 - 3  | 1.2e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
    62 |                                                |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 104102.0990   -  125637.87    |  3 - 5  | 9.6e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
    63 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).10d |  2[1/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 104102.0990   -  125895.74    |  3 - 1  | 4.9e+05   | E    |    |
       |                                                |                    | 104102.0990   -  125898.58    |  3 - 3  | 2.3e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
    64 |                                                |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 104102.0990   -  125906.45    |  3 - 5  | 1.6e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
    65 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).7d  |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 104102.0990   -  126053.10    |  3 - 5  | 3.8e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
    66 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).11d |  2[1/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 104102.0990   -  126099.36    |  3 - 3  | 8.3e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
    67 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).3d  |  2[5/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  111818.028   |  5 - 3  | 3.9e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    68 |                                                |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  114147.732   |  5 - 3  | 9.52e+05  | C    |    |
       |                                                |                    | 105617.2700   -  112138.924   |  5 - 5  | 1.2e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
    69 |                                                |  2[5/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  113020.355   |  5 - 7  | 1.1e+07   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    70 |                                                |  2[5/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  113716.555   |  7 - 7  | 3.1e+06   | D    |    |
       |                                                |                    | 105617.2700   -  113716.555   |  5 - 7  | 2.0e+06   | D    |    |
       |                                                |                    | 105617.2700   -  113425.964   |  5 - 5  | 5.7e+06   | D    |    |
       |                                                |                    | 105462.7596   -  113425.964   |  7 - 5  | 1.2e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    71 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).5s  |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  113643.260   |  5 - 3  | 8.9e+06   | D    |    |
       |                                                |                    | 105462.7596   -  113468.473   |  7 - 5  | 1.1e+07   | D    |    |
       |                                                |                    | 105617.2700   -  113468.473   |  5 - 5  | 1.1e+06   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    72 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).3d  |  2[5/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  114640.992   |  5 - 5  | 8.3e+05   | C    |    |
       |                                                |                    |                               |         |           |      |    |
    73 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).5s  |  2[5/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  114975.019   |  5 - 3  | 2.1e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
    74 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).4d  |  2[5/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  118651.3950  |  5 - 3  | 2.8e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    75 |                                                |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  118906.6110  |  7 - 5  | 2.7e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    76 |                                                |  2[5/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  119212.87    |  7 - 7  | 1.1e+05   | D    |    |
       |                                                |                    | 105617.2700   -  119212.87    |  5 - 7  | 9.6e+05   | D+   |    |
       |                                                |                    | 105462.7596   -  119023.648   |  7 - 9  | 1.9e+06   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
    77 |                                                |  2[5/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  119444.83    |  5 - 5  | 6.6e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    78 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).6s  |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  119683.0821  |  7 - 5  | 2.67e+06  | C    |    |
       |                                                |                    | 105617.2700   -  119760.1725  |  5 - 3  | 2.0e+06   | D+   |    |
       |                                                |                    | 105617.2700   -  119683.0821  |  5 - 5  | 4.5e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
    79 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).4d  |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  120600.8905  |  7 - 5  | 2.8e+05   | D+   |    |
       |                                                |                    | 105617.2700   -  121011.9198  |  5 - 3  | 3.1e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    80 |                                                |  2[5/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  120753.4714  |  7 - 7  | 1.1e+05   | D+   |    |
       |                                                |                    | 105617.2700   -  120753.4714  |  5 - 7  | 1.3e+04   | D    |    |
       |                                                |                    | 105617.2700   -  120619.0162  |  5 - 5  | 1.5e+05   | D+   |    |
       |                                                |                    | 105462.7596   -  120619.0162  |  7 - 5  | 2.3e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    81 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).6s  |  2[5/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  121161.3135  |  5 - 3  | 5.1e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    82 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).5d  |  2[5/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  121932.8477  |  5 - 3  | 1.1e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
    83 |                                                |  2[5/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  122160.1502  |  7 - 7  | 1.2e+05   | D    |    |
       |                                                |                    | 105462.7596   -  122036.0704  |  7 - 9  | 2.46e+06  | C    |    |
       |                                                |                    | 105617.2700   -  122160.1502  |  5 - 7  | 1.47e+06  | C    |    |
       |                                                |                    |                               |         |           |      |    |
    84 |                                                |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  122086.9164  |  7 - 5  | 1.4e+05   | D+   |    |
       |                                                |                    | 105617.2700   -  122514.192   |  5 - 3  | 5.9e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    85 |                                                |  2[5/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  122282.104   |  5 - 5  | 1.4e+05   | D    |    |
       |                                                |                    | 105462.7596   -  122282.104   |  7 - 5  | 3.6e+04   | D    |    |
       |                                                |                    | 105462.7596   -  122329.672   |  7 - 7  | 3.7e+04   | D+   |    |
       |                                                |                    | 105617.2700   -  122329.672   |  5 - 7  | 1.2e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    86 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).7s  |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  122440.0672  |  7 - 5  | 1.29e+06  | C    |    |
       |                                                |                    | 105617.2700   -  122479.3820  |  5 - 3  | 1.1e+06   | D+   |    |
       |                                                |                    | 105617.2700   -  122440.0672  |  5 - 5  | 1.8e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    87 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).5d  |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  123372.9253  |  7 - 5  | 5.6e+04   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
    88 |                                                |  2[5/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  123557.4227  |  5 - 7  | 6.6e+05   | C    |    |
       |                                                |                    | 105462.7596   -  123505.4896  |  7 - 5  | 4.1e+04   | D    |    |
       |                                                |                    | 105462.7596   -  123557.4227  |  7 - 7  | 1.7e+05   | D+   |    |
       |                                                |                    | 105617.2700   -  123505.4896  |  5 - 5  | 1.5e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
    89 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).6d  |  2[5/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  123653.177   |  7 - 9  | 1.69e+06  | C    |    |
       |                                                |                    | 105617.2700   -  123773.8614  |  5 - 7  | 3.6e+05   | D+   |    |
       |                                                |                    | 105462.7596   -  123773.8614  |  7 - 7  | 3.8e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    90 |                                                |  2[5/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  123832.419   |  7 - 7  | 9.3e+04   | D    |    |
       |                                                |                    | 105617.2700   -  123826.750   |  5 - 5  | 8.5e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    91 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).7s  |  2[5/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  123882.203   |  5 - 3  | 2.0e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    92 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).8s  |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  123903.220   |  7 - 5  | 6.0e+05   | D    |    |
       |                                                |                    | 105617.2700   -  123903.220   |  5 - 5  | 7.6e+04   | D    |    |
       |                                                |                    | 105617.2700   -  123935.870   |  5 - 3  | 3.6e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    93 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).7d  |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105617.2700   -  124788.22    |  5 - 3  | 2.1e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    94 |                                                |  2[5/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  124609.856   |  7 - 9  | 8.8e+05   | D    |    |
       |                                                |                    | 105462.7596   -  124649.485   |  7 - 7  | 1.1e+05   | D    |    |
       |                                                |                    | 105617.2700   -  124649.485   |  5 - 7  | 5.4e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    95 |                                                |  2[5/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  124715.081   |  7 - 7  | 1.2e+04   | D    |    |
       |                                                |                    | 105617.2700   -  124691.951   |  5 - 5  | 1.3e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    96 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).9s  |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  124771.59    |  7 - 5  | 2.4e+05   | D    |    |
       |                                                |                    | 105617.2700   -  124782.61    |  5 - 3  | 1.3e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
    97 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).6d  |  2[5/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  125149.937   |  7 - 7  | 4.7e+04   | E    |    |
       |                                                |                    | 105617.2700   -  125113.376   |  5 - 5  | 3.3e+04   | D    |    |
       |                                                |                    | 105617.2700   -  125149.937   |  5 - 7  | 2.7e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
    98 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).8d  |  2[5/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  125219.788   |  7 - 9  | 3.7e+05   | E    |    |
       |                                                |                    | 105617.2700   -  125269.42    |  5 - 7  | 1.6e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
    99 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).10s |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  125329.94    |  7 - 5  | 8.2e+04   | E    |    |
       |                                                |                    | 105617.2700   -  125331.84    |  5 - 3  | 2.6e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   100 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).9d  |  2[5/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  125631.64    |  7 - 9  | 1.8e+05   | E    |    |
       |                                                |                    | 105617.2700   -  125651.99    |  5 - 7  | 1.1e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   101 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).11s |  2[5/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  125709.37    |  7 - 5  | 3.6e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   102 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).10d |  2[5/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  125922.47    |  7 - 9  | 1.2e+05   | E    |    |
       |                                                |                    | 105617.2700   -  125932.53    |  5 - 7  | 5.9e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   103 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).11d |  2[5/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  126135.36    |  7 - 9  | 9.3e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   104 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).12d |  2[5/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 105462.7596   -  126295.73    |  7 - 9  | 8.8e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   105 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).3d  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  114147.732   |  3 - 3  | 1.1e+07   | D    |    |
       |                                                |                    | 106087.2598   -  112138.924   |  3 - 5  | 2.6e+05   | D    |    |
       |                                                |                    | 106237.5518   -  112138.924   |  5 - 5  | 2.5e+06   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   106 |                                                |  2[3/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  113020.355   |  5 - 7  | 8.8e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   107 |                                                |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  113425.964   |  3 - 5  | 7.3e+06   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   108 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).5s  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  113643.260   |  3 - 3  | 4.6e+06   | D    |    |
       |                                                |                    | 106237.5518   -  113643.260   |  5 - 3  | 2.7e+06   | D    |    |
       |                                                |                    | 106237.5518   -  113468.473   |  5 - 5  | 3.3e+06   | D    |    |
       |                                                |                    | 106087.2598   -  113468.473   |  3 - 5  | 4.6e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   109 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).3d  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  114805.135   |  5 - 5  | 3.76e+06  | C    |    |
       |                                                |                    | 106087.2598   -  114805.135   |  3 - 5  | 3.69e+05  | C    |    |
       |                                                |                    | 106237.5518   -  115366.866   |  5 - 3  | 3.96e+05  | C    |    |
       |                                                |                    |                               |         |           |      |    |
   110 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).5s  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  114975.019   |  5 - 3  | 1.39e+06  | C    |    |
       |                                                |                    | 106087.2598   -  114861.635   |  3 - 1  | 2.22e+06  | C    |    |
       |                                                |                    | 106087.2598   -  114975.019   |  3 - 3  | 2.8e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   111 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).4d  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  118651.3950  |  5 - 3  | 8.6e+05   | C    |    |
       |                                                |                    | 106087.2598   -  118512.197   |  3 - 1  | 1.12e+06  | C    |    |
       |                                                |                    |                               |         |           |      |    |
   112 |                                                |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  119847.77    |  3 - 3  | 1.7e+05   | D    |    |
       |                                                |                    | 106237.5518   -  118906.6110  |  5 - 5  | 9.5e+05   | C    |    |
       |                                                |                    | 106087.2598   -  118906.6110  |  3 - 5  | 8.7e+04   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   113 |                                                |  2[3/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  119212.87    |  5 - 7  | 6.3e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   114 |                                                |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  119444.83    |  3 - 5  | 3.4e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   115 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).6s  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  119760.1725  |  3 - 3  | 1.7e+06   | D+   |    |
       |                                                |                    | 106237.5518   -  119760.1725  |  5 - 3  | 7.2e+05   | D+   |    |
       |                                                |                    | 106237.5518   -  119683.0821  |  5 - 5  | 9.0e+05   | D+   |    |
       |                                                |                    | 106087.2598   -  119683.0821  |  3 - 5  | 2.1e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   116 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).4d  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  121011.9198  |  5 - 3  | 4.0e+05   | D+   |    |
       |                                                |                    | 106087.2598   -  120600.8905  |  3 - 5  | 2.5e+05   | D+   |    |
       |                                                |                    | 106237.5518   -  120600.8905  |  5 - 5  | 2.4e+05   | D    |    |
       |                                                |                    | 106087.2598   -  121011.9198  |  3 - 3  | 2.5e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   117 |                                                |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  120619.0162  |  3 - 5  | 1.8e+05   | D+   |    |
       |                                                |                    | 106237.5518   -  120619.0162  |  5 - 5  | 2.2e+05   | D    |    |
       |                                                |                    | 106237.5518   -  120753.4714  |  5 - 7  | 1.3e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   118 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).6s  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  121096.605   |  3 - 1  | 7.8e+05   | D    |    |
       |                                                |                    | 106087.2598   -  121161.3135  |  3 - 3  | 5.3e+04   | D    |    |
       |                                                |                    | 106237.5518   -  121161.3135  |  5 - 3  | 1.6e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   119 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).5d  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  121932.8477  |  5 - 3  | 4.2e+05   | D+   |    |
       |                                                |                    | 106087.2598   -  121794.0988  |  3 - 1  | 5.6e+05   | D+   |    |
       |                                                |                    | 106087.2598   -  121932.8477  |  3 - 3  | 7.6e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   120 |                                                |  2[3/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  122160.1502  |  5 - 7  | 2.0e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   121 |                                                |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  122086.9164  |  5 - 5  | 6.0e+05   | D+   |    |
       |                                                |                    | 106087.2598   -  122086.9164  |  3 - 5  | 6.8e+04   | D    |    |
       |                                                |                    | 106087.2598   -  122514.192   |  3 - 3  | 9.0e+03   |      |    |
       |                                                |                    |                               |         |           |      |    |
   122 |                                                |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  122282.104   |  3 - 5  | 6.7e+05   | C    |    |
       |                                                |                    | 106237.5518   -  122329.672   |  5 - 7  | 3.9e+05   | D+   |    |
       |                                                |                    | 106237.5518   -  122282.104   |  5 - 5  | 1.2e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   123 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).7s  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  122479.3820  |  3 - 3  | 5.2e+05   | D+   |    |
       |                                                |                    | 106237.5518   -  122440.0672  |  5 - 5  | 5.0e+05   | C    |    |
       |                                                |                    | 106087.2598   -  122440.0672  |  3 - 5  | 4.7e+04   | D+   |    |
       |                                                |                    | 106237.5518   -  122479.3820  |  5 - 3  | 5.1e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   124 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).5d  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  123372.9253  |  5 - 5  | 5.2e+05   | C    |    |
       |                                                |                    | 106087.2598   -  123372.9253  |  3 - 5  | 8.1e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   125 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).6d  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  123467.9733  |  5 - 3  | 4.2e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   126 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).5d  |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  123505.4896  |  3 - 5  | 8.7e+05   | D    |    |
       |                                                |                    | 106237.5518   -  123505.4896  |  5 - 5  | 4.6e+04   | D    |    |
       |                                                |                    | 106237.5518   -  123557.4227  |  5 - 7  | 2.0e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   127 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).6d  |  2[3/2]  - 2[7/2]* |                               |         |           |      |    |
