------------------------------------------------------------------------------------------------------------------------------------------------
 Mult. |                Configurations                  |        Terms       |        Ei           Ek        | gi   gk |    Aki    | Acc. |Type|
  No.  |                                                |                    |      (cm-1)       (cm-1)      |         |    s^-1   |      |    |
       |                                                |                    |                               |         |           |      |    |
------------------------------------------------------------------------------------------------------------------------------------------------
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  123773.8614  |  5 - 7  | 5.9e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   128 |                                                |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  123808.513   |  3 - 5  | 8.7e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   129 |                                                |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  123826.750   |  3 - 5  | 9.6e+04   | D    |    |
       |                                                |                    | 106237.5518   -  123826.750   |  5 - 5  | 2.0e+05   | D    |    |
       |                                                |                    | 106237.5518   -  123832.419   |  5 - 7  | 2.0e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   130 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).7s  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  123873.000   |  3 - 1  | 3.6e+05   | D    |    |
       |                                                |                    | 106087.2598   -  123882.203   |  3 - 3  | 2.1e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   131 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).8s  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  123903.220   |  5 - 5  | 2.6e+05   | D    |    |
       |                                                |                    | 106237.5518   -  123935.870   |  5 - 3  | 1.2e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   132 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).7d  |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  124691.951   |  3 - 5  | 2.7e+05   | D    |    |
       |                                                |                    | 106237.5518   -  124715.081   |  5 - 7  | 2.0e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   133 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).9s  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  124771.59    |  5 - 5  | 9.6e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   134 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).6d  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  125066.432   |  5 - 5  | 1.2e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   135 |                                                |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  125113.376   |  3 - 5  | 3.6e+05   | E    |    |
       |                                                |                    | 106237.5518   -  125149.937   |  5 - 7  | 9.6e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   136 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).8d  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  125135.831   |  5 - 3  | 9.0e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   137 |                                                |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  125282.90    |  5 - 5  | 7.9e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   138 |                                                |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106237.5518   -  125293.67    |  5 - 7  | 1.2e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   139 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<1/2>).8s  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  125334.69    |  3 - 1  | 7.8e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   140 | 3s2.3p5.(2P*<3/2>).4p - 3s2.3p5.(2P*<3/2>).9d  |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 106087.2598   -  125671.48    |  3 - 5  | 8.7e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   141 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).3d  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  111667.766   |  3 - 1  | 1.2e+05   | D    |    |
       |                                                |                    | 107131.7086   -  111818.028   |  3 - 3  | 3.2e+04   | D    |    |
       |                                                |                    | 107289.7001   -  111818.028   |  5 - 3  | 1.4e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   142 |                                                |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  112138.924   |  5 - 5  | 3.9e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   143 |                                                |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  113716.555   |  5 - 7  | 9.8e+03   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   144 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).5s  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  113468.473   |  3 - 5  | 5.9e+04   | E    |    |
       |                                                |                    | 107131.7086   -  113643.260   |  3 - 3  | 4.5e+05   | E    |    |
       |                                                |                    | 107289.7001   -  113468.473   |  5 - 5  | 1.2e+05   | D    |    |
       |                                                |                    | 107289.7001   -  113643.260   |  5 - 3  | 2.9e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   145 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).3d  |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  114821.939   |  5 - 7  | 1.5e+07   | D    |    |
       |                                                |                    | 107131.7086   -  114640.992   |  3 - 5  | 1.3e+07   | D    |    |
       |                                                |                    | 107289.7001   -  114640.992   |  5 - 5  | 2.2e+06   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   146 |                                                |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  115366.866   |  3 - 3  | 4.5e+06   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   147 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).5s  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  114975.019   |  3 - 3  | 2.0e+06   | D    |    |
       |                                                |                    | 107131.7086   -  114861.635   |  3 - 1  | 1.0e+07   | D    |    |
       |                                                |                    | 107289.7001   -  114975.019   |  5 - 3  | 8.9e+06   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   148 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).4d  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  118512.197   |  3 - 1  | 2.4e+05   | D    |    |
       |                                                |                    | 107289.7001   -  118651.3950  |  5 - 3  | 4.6e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   149 |                                                |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  118906.6110  |  5 - 5  | 1.04e+06  | C    |    |
       |                                                |                    | 107131.7086   -  118906.6110  |  3 - 5  | 9.6e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   150 |                                                |  2[3/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  119212.87    |  5 - 7  | 2.4e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   151 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).6s  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  119683.0821  |  3 - 5  | 3.4e+04   | E    |    |
       |                                                |                    | 107131.7086   -  119760.1725  |  3 - 3  | 1.2e+05   | D+   |    |
       |                                                |                    | 107289.7001   -  119683.0821  |  5 - 5  | 1.4e+05   | D+   |    |
       |                                                |                    | 107289.7001   -  119760.1725  |  5 - 3  | 4.2e+03   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   152 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).4d  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  120600.8905  |  3 - 5  | 6.6e+04   | D    |    |
       |                                                |                    | 107289.7001   -  120600.8905  |  5 - 5  | 4.5e+05   | D    |    |
       |                                                |                    | 107289.7001   -  121011.9198  |  5 - 3  | 1.2e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   153 |                                                |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  120619.0162  |  3 - 5  | 3.9e+05   | D+   |    |
       |                                                |                    | 107289.7001   -  120753.4714  |  5 - 7  | 3.1e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   154 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).6s  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  121161.3135  |  3 - 3  | 6.0e+05   | D+   |    |
       |                                                |                    | 107131.7086   -  121096.605   |  3 - 1  | 2.1e+06   | D+   |    |
       |                                                |                    | 107289.7001   -  121161.3135  |  5 - 3  | 2.48e+06  | C    |    |
       |                                                |                    |                               |         |           |      |    |
   155 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).5d  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  121794.0988  |  3 - 1  | 2.0e+05   | D    |    |
       |                                                |                    | 107131.7086   -  121932.8477  |  3 - 3  | 2.1e+05   | D    |    |
       |                                                |                    | 107289.7001   -  121932.8477  |  5 - 3  | 2.4e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   156 |                                                |  2[3/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  122160.1502  |  5 - 7  | 3.2e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   157 |                                                |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  122086.9164  |  5 - 5  | 3.6e+05   | D+   |    |
       |                                                |                    | 107131.7086   -  122086.9164  |  3 - 5  | 3.9e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   158 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).7s  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  122479.3820  |  3 - 3  | 5.4e+04   | D    |    |
       |                                                |                    | 107289.7001   -  122440.0672  |  5 - 5  | 3.6e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   159 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).5d  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  123372.9253  |  5 - 5  | 5.7e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   160 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).6d  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  123467.9733  |  3 - 3  | 5.1e+04   | D+   |    |
       |                                                |                    | 107289.7001   -  123467.9733  |  5 - 3  | 6.6e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   161 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).5d  |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  123505.4896  |  3 - 5  | 1.21e+06  | C    |    |
       |                                                |                    | 107289.7001   -  123557.4227  |  5 - 7  | 7.6e+05   | C    |    |
       |                                                |                    | 107289.7001   -  123505.4896  |  5 - 5  | 9.89e+04  | C    |    |
       |                                                |                    |                               |         |           |      |    |
   162 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).6d  |  2[3/2]  - 2[7/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  123773.8614  |  5 - 7  | 5.8e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   163 |                                                |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  123808.513   |  3 - 5  | 2.6e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   164 |                                                |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  123826.750   |  3 - 5  | 6.1e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   165 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).7s  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  123882.203   |  5 - 3  | 9.0e+05   | D+   |    |
       |                                                |                    | 107131.7086   -  123873.000   |  3 - 1  | 1.1e+06   | D+   |    |
       |                                                |                    | 107131.7086   -  123882.203   |  3 - 3  | 1.8e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   166 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).8s  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  123935.870   |  3 - 3  | 1.5e+05   | D    |    |
       |                                                |                    | 107289.7001   -  123935.870   |  5 - 3  | 1.4e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   167 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).7d  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  124554.874   |  5 - 3  | 3.4e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   168 |                                                |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  124603.890   |  5 - 5  | 1.1e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   169 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).6d  |  2[3/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  125066.432   |  3 - 5  | 4.6e+04   | D    |    |
       |                                                |                    | 107289.7001   -  125066.432   |  5 - 5  | 1.4e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   170 |                                                |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  125113.376   |  3 - 5  | 2.2e+05   | D+   |    |
       |                                                |                    | 107289.7001   -  125149.937   |  5 - 7  | 4.2e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   171 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).8d  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  125135.831   |  3 - 3  | 7.9e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   172 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).8s  |  2[3/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107131.7086   -  125334.69    |  3 - 1  | 5.6e+05   | E    |    |
       |                                                |                    | 107289.7001   -  125353.23    |  5 - 3  | 2.7e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   173 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).7d  |  2[3/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107289.7001   -  126089.54    |  5 - 7  | 2.6e+05   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   174 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).3d  |  2[1/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  111818.028   |  3 - 3  | 1.7e+05   | D    |    |
       |                                                |                    | 107496.4166   -  111667.766   |  3 - 1  | 3.6e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   175 |                                                |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  112138.924   |  3 - 5  | 1.1e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   176 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).5s  |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  113468.473   |  3 - 5  | 3.1e+05   | D    |    |
       |                                                |                    | 107496.4166   -  113643.260   |  3 - 3  | 3.0e+04   | D    |    |
       |                                                |                    | 108722.6194   -  113643.260   |  1 - 3  | 1.6e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   177 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).3d  |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  115366.866   |  3 - 3  | 7.1e+06   | D    |    |
       |                                                |                    | 107496.4166   -  114805.135   |  3 - 5  | 6.2e+06   | D    |    |
       |                                                |                    | 108722.6194   -  115366.866   |  1 - 3  | 5.2e+06   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   178 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).5s  |  2[1/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  114861.635   |  3 - 1  | 5.1e+06   | D    |    |
       |                                                |                    | 108722.6194   -  114975.019   |  1 - 3  | 1.9e+06   | D    |    |
       |                                                |                    | 107496.4166   -  114975.019   |  3 - 3  | 3.4e+06   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   179 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).4d  |  2[1/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  118512.197   |  3 - 1  | 1.2e+06   | D    |    |
       |                                                |                    | 107496.4166   -  118651.3950  |  3 - 3  | 1.6e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   180 |                                                |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  118906.6110  |  3 - 5  | 9.5e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   181 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).6s  |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  119683.0821  |  3 - 5  | 1.6e+05   | E    |    |
       |                                                |                    | 107496.4166   -  119760.1725  |  3 - 3  | 3.3e+04   | E    |    |
       |                                                |                    | 108722.6194   -  119760.1725  |  1 - 3  | 9.7e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   182 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).4d  |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  120600.8905  |  3 - 5  | 2.9e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   183 |                                                |  2[1/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  120619.0162  |  3 - 5  | 2.9e+05   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   184 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).6s  |  2[1/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  121161.3135  |  3 - 3  | 9.6e+05   | D+   |    |
       |                                                |                    | 107496.4166   -  121096.605   |  3 - 1  | 1.2e+06   | D+   |    |
       |                                                |                    | 108722.6194   -  121161.3135  |  1 - 3  | 3.59e+05  | C    |    |
       |                                                |                    |                               |         |           |      |    |
   185 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).5d  |  2[1/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  121794.0988  |  3 - 1  | 7.5e+05   | D+   |    |
       |                                                |                    | 107496.4166   -  121932.8477  |  3 - 3  | 1.2e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   186 |                                                |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  122086.9164  |  3 - 5  | 6.7e+04   | D    |    |
       |                                                |                    | 107496.4166   -  122514.192   |  3 - 3  | 3.1e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   187 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).5d  |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  123372.9253  |  3 - 5  | 9.0e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   188 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).6d  |  2[1/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  123508.927   |  3 - 1  | 1.3e+05   | D    |    |
       |                                                |                    | 108722.6194   -  123467.9733  |  1 - 3  | 1.21e+05  | C    |    |
       |                                                |                    |                               |         |           |      |    |
   189 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).5d  |  2[1/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  123505.4896  |  3 - 5  | 2.0e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   190 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).6d  |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  123808.513   |  3 - 5  | 8.6e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   191 |                                                |  2[1/2]  - 2[5/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  123826.750   |  3 - 5  | 1.3e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   192 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<1/2>).7s  |  2[1/2]  - 2[1/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  123873.000   |  3 - 1  | 3.4e+05   | D    |    |
       |                                                |                    | 107496.4166   -  123882.203   |  3 - 3  | 3.3e+05   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   193 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).8s  |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  123935.870   |  3 - 3  | 7.5e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   194 | 3s2.3p5.(2P*<1/2>).4p - 3s2.3p5.(2P*<3/2>).7d  |  2[1/2]  - 2[3/2]* |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 107496.4166   -  124603.890   |  3 - 5  | 3.3e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   195 | 3s2.3p5.(2P*<3/2>).3d - 3s2.3p5.(2P*<3/2>).4f  |  2[1/2]* - 2[3/2]  |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 111667.766    -  120188.232   |  1 - 3  | 6.7e+05   | C    |    |
       |                                                |                    | 111818.028    -  120188.232   |  3 - 3  | 4.6e+06   | D+   |    |
       |                                                |                    | 111818.028    -  120188.631   |  3 - 5  | 4.6e+06   | D+   |    |
       |                                                |                    |                               |         |           |      |    |
   196 | 3s2.3p5.(2P*<3/2>).3d - 3s2.3p5.(2P*<3/2>).5p  |  2[3/2]* - 2[5/2]  |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 112138.924    -  116942.7542  |  5 - 7  | 7.6e+04   | D    |    |
       |                                                |                    |                               |         |           |      |    |
   197 | 3s2.3p5.(2P*<3/2>).3d - 3s2.3p5.(2P*<1/2>).5p  |  2[3/2]* - 2[1/2]  |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 112138.924    -  118459.5975  |  5 - 3  | 8.7e+04   | E    |    |
       |                                                |                    |                               |         |           |      |    |
   198 | 3s2.3p5.(2P*<3/2>).3d - 3s2.3p5.(2P*<3/2>).4f  |  2[3/2]* - 2[3/2]  |                               |         |           |      |    |
       |                                                |                    |                               |         |           |      |    |
       |                                                |                    | 114147.732    -  120188.232   |  3 - 3  | 1.6e+06   | D    |    |
