# eta f fd fdd g gd y p T rho u
2.434870 1.298335 0.923802 0.140221 1.240943 -0.314688 0.001672 1013.000000 372.282759 0.009478 1284.084759
2.444890 1.307599 0.925197 0.138208 1.237801 -0.312292 0.001677 1013.000000 371.340399 0.009502 1286.023694
2.454910 1.316876 0.926572 0.136212 1.234684 -0.309877 0.001683 1013.000000 370.405271 0.009526 1287.934716
2.464930 1.326167 0.927927 0.134235 1.231591 -0.307445 0.001689 1013.000000 369.477428 0.009550 1289.818069
2.474950 1.335472 0.929262 0.132274 1.228523 -0.304997 0.001695 1013.000000 368.556920 0.009574 1291.673998
2.484970 1.344789 0.930578 0.130332 1.225479 -0.302534 0.001701 1013.000000 367.643794 0.009597 1293.502747
2.494990 1.354120 0.931874 0.128407 1.222460 -0.300057 0.001707 1013.000000 366.738094 0.009621 1295.304564
2.505010 1.363464 0.933151 0.126500 1.219466 -0.297566 0.001713 1013.000000 365.839861 0.009645 1297.079696
2.515030 1.372821 0.934409 0.124611 1.216497 -0.295063 0.001718 1013.000000 364.949132 0.009668 1298.828392
2.525050 1.382190 0.935648 0.122739 1.213553 -0.292550 0.001724 1013.000000 364.065943 0.009692 1300.550899
2.535070 1.391571 0.936869 0.120886 1.210634 -0.290025 0.001730 1013.000000 363.190327 0.009715 1302.247468
2.545090 1.400965 0.938071 0.119051 1.207741 -0.287492 0.001736 1013.000000 362.322312 0.009738 1303.918348
2.555110 1.410370 0.939255 0.117233 1.204873 -0.284950 0.001741 1013.000000 361.461927 0.009761 1305.563790
2.565130 1.419787 0.940420 0.115434 1.202031 -0.282400 0.001747 1013.000000 360.609195 0.009785 1307.184044
2.575150 1.429216 0.941568 0.113652 1.199214 -0.279844 0.001753 1013.000000 359.764137 0.009808 1308.779361
2.585170 1.438656 0.942698 0.111889 1.196423 -0.277281 0.001759 1013.000000 358.926773 0.009830 1310.349992
2.595190 1.448108 0.943810 0.110144 1.193657 -0.274714 0.001764 1013.000000 358.097120 0.009853 1311.896189
2.605210 1.457570 0.944905 0.108416 1.190917 -0.272142 0.001770 1013.000000 357.275191 0.009876 1313.418203
2.615230 1.467044 0.945983 0.106707 1.188203 -0.269567 0.001776 1013.000000 356.460999 0.009898 1314.916286
2.625251 1.476528 0.947044 0.105016 1.185515 -0.266989 0.001781 1013.000000 355.654553 0.009921 1316.390689
2.635271 1.486023 0.948088 0.103343 1.182853 -0.264409 0.001787 1013.000000 354.855859 0.009943 1317.841663
2.645291 1.495528 0.949115 0.101688 1.180216 -0.261827 0.001793 1013.000000 354.064923 0.009965 1319.269460
2.655311 1.505043 0.950125 0.100051 1.177606 -0.259245 0.001798 1013.000000 353.281748 0.009987 1320.674331
2.665331 1.514568 0.951120 0.098432 1.175021 -0.256664 0.001804 1013.000000 352.506334 0.010009 1322.056526
2.675351 1.524103 0.952098 0.096830 1.172462 -0.254083 0.001809 1013.000000 351.738679 0.010031 1323.416296
2.685371 1.533648 0.953060 0.095247 1.169929 -0.251504 0.001815 1013.000000 350.978780 0.010053 1324.753891
2.695391 1.543203 0.954007 0.093682 1.167422 -0.248926 0.001820 1013.000000 350.226632 0.010075 1326.069561
2.705411 1.552767 0.954938 0.092135 1.164941 -0.246352 0.001826 1013.000000 349.482226 0.010096 1327.363554
2.715431 1.562340 0.955853 0.090605 1.162485 -0.243781 0.001832 1013.000000 348.745553 0.010117 1328.636120
2.725451 1.571922 0.956754 0.089093 1.160055 -0.241214 0.001837 1013.000000 348.016603 0.010139 1329.887506
2.735471 1.581513 0.957639 0.087599 1.157651 -0.238652 0.001843 1013.000000 347.295361 0.010160 1331.117961
2.745491 1.591113 0.958509 0.086123 1.155273 -0.236095 0.001848 1013.000000 346.581814 0.010181 1332.327729
2.755511 1.600722 0.959365 0.084664 1.152920 -0.233544 0.001854 1013.000000 345.875945 0.010201 1333.517059
2.765531 1.610339 0.960206 0.083223 1.150592 -0.230999 0.001859 1013.000000 345.177734 0.010222 1334.686194
2.775551 1.619964 0.961033 0.081799 1.148291 -0.228461 0.001865 1013.000000 344.487164 0.010242 1335.835379
2.785571 1.629598 0.961845 0.080393 1.146014 -0.225931 0.001870 1013.000000 343.804211 0.010263 1336.964858
2.795591 1.639240 0.962644 0.079005 1.143763 -0.223408 0.001876 1013.000000 343.128854 0.010283 1338.074873
2.805611 1.648889 0.963429 0.077633 1.141537 -0.220894 0.001881 1013.000000 342.461068 0.010303 1339.165666
2.815631 1.658547 0.964200 0.076279 1.139336 -0.218388 0.001886 1013.000000 341.800827 0.010323 1340.237477
2.825651 1.668212 0.964957 0.074942 1.137160 -0.215892 0.001892 1013.000000 341.148104 0.010343 1341.290547
2.835671 1.677884 0.965702 0.073622 1.135010 -0.213405 0.001897 1013.000000 340.502869 0.010362 1342.325113
2.845691 1.687564 0.966433 0.072319 1.132884 -0.210929 0.001903 1013.000000 339.865095 0.010382 1343.341412
2.855711 1.697252 0.967151 0.071033 1.130782 -0.208463 0.001908 1013.000000 339.234748 0.010401 1344.339682
2.865731 1.706946 0.967856 0.069763 1.128706 -0.206009 0.001913 1013.000000 338.611797 0.010420 1345.320158
2.875752 1.716648 0.968549 0.068511 1.126654 -0.203565 0.001919 1013.000000 337.996208 0.010439 1346.283072
2.885772 1.726356 0.969229 0.067275 1.124626 -0.201134 0.001924 1013.000000 337.387946 0.010458 1347.228658
2.895792 1.736071 0.969897 0.066056 1.122623 -0.198714 0.001929 1013.000000 336.786976 0.010477 1348.157146
2.905812 1.745793 0.970553 0.064853 1.120644 -0.196307 0.001935 1013.000000 336.193261 0.010495 1349.068768
2.915832 1.755521 0.971197 0.063667 1.118689 -0.193913 0.001940 1013.000000 335.606762 0.010513 1349.963750
2.925852 1.765256 0.971829 0.062496 1.116758 -0.191532 0.001945 1013.000000 335.027440 0.010532 1350.842322
2.935872 1.774996 0.972449 0.061342 1.114851 -0.189164 0.001951 1013.000000 334.455256 0.010550 1351.704707
2.945892 1.784743 0.973058 0.060204 1.112967 -0.186810 0.001956 1013.000000 333.890169 0.010568 1352.551131
2.955912 1.794497 0.973656 0.059082 1.111107 -0.184470 0.001961 1013.000000 333.332137 0.010585 1353.381817
2.965932 1.804256 0.974242 0.057976 1.109270 -0.182144 0.001967 1013.000000 332.781117 0.010603 1354.196985
2.975952 1.814020 0.974818 0.056886 1.107457 -0.179833 0.001972 1013.000000 332.237066 0.010620 1354.996856
2.985972 1.823791 0.975382 0.055811 1.105666 -0.177537 0.001977 1013.000000 331.699939 0.010637 1355.781648
2.995992 1.833567 0.975936 0.054751 1.103899 -0.175256 0.001982 1013.000000 331.169692 0.010654 1356.551577
3.006012 1.843349 0.976480 0.053707 1.102154 -0.172990 0.001988 1013.000000 330.646280 0.010671 1357.306859
3.016032 1.853136 0.977013 0.052679 1.100432 -0.170740 0.001993 1013.000000 330.129654 0.010688 1358.047707
3.026052 1.862928 0.977535 0.051665 1.098733 -0.168506 0.001998 1013.000000 329.619769 0.010704 1358.774333
3.036072 1.872726 0.978048 0.050667 1.097055 -0.166287 0.002003 1013.000000 329.116577 0.010721 1359.486948
3.046092 1.882528 0.978551 0.049683 1.095400 -0.164085 0.002009 1013.000000 328.620030 0.010737 1360.185759
3.056112 1.892336 0.979044 0.048714 1.093767 -0.161899 0.002014 1013.000000 328.130077 0.010753 1360.870973
3.066132 1.902148 0.979527 0.047760 1.092156 -0.159730 0.002019 1013.000000 327.646672 0.010769 1361.542797
3.076152 1.911966 0.980001 0.046820 1.090566 -0.157577 0.002024 1013.000000 327.169762 0.010785 1362.201432
3.086172 1.921788 0.980466 0.045895 1.088998 -0.155441 0.002029 1013.000000 326.699298 0.010800 1362.847080
3.096192 1.931614 0.980921 0.044984 1.087451 -0.153322 0.002035 1013.000000 326.235229 0.010815 1363.479943
3.106212 1.941445 0.981367 0.044088 1.085925 -0.151220 0.002040 1013.000000 325.777504 0.010831 1364.100216
3.116232 1.951281 0.981804 0.043205 1.084420 -0.149136 0.002045 1013.000000 325.326071 0.010846 1364.708098
3.126253 1.961121 0.982233 0.042336 1.082936 -0.147069 0.002050 1013.000000 324.880877 0.010861 1365.303782
3.136273 1.970965 0.982653 0.041481 1.081473 -0.145019 0.002055 1013.000000 324.441871 0.010875 1365.887461
3.146293 1.980813 0.983064 0.040639 1.080030 -0.142987 0.002060 1013.000000 324.009000 0.010890 1366.459326
3.156313 1.990666 0.983467 0.039812 1.078607 -0.140973 0.002066 1013.000000 323.582210 0.010904 1367.019565
3.166333 2.000522 0.983862 0.038997 1.077205 -0.138976 0.002071 1013.000000 323.161449 0.010918 1367.568367
3.176353 2.010382 0.984249 0.038196 1.075822 -0.136998 0.002076 1013.000000 322.746663 0.010932 1368.105916
3.186373 2.020246 0.984628 0.037408 1.074459 -0.135037 0.002081 1013.000000 322.337797 0.010946 1368.632397
3.196393 2.030114 0.984999 0.036632 1.073116 -0.133094 0.002086 1013.000000 321.934798 0.010960 1369.147989
3.206413 2.039986 0.985362 0.035870 1.071792 -0.131170 0.002091 1013.000000 321.537612 0.010973 1369.652874
3.216433 2.049861 0.985717 0.035120 1.070487 -0.129263 0.002096 1013.000000 321.146183 0.010987 1370.147229
3.226453 2.059740 0.986066 0.034383 1.069202 -0.127375 0.002101 1013.000000 320.760459 0.011000 1370.631231
3.236473 2.069622 0.986407 0.033658 1.067935 -0.125505 0.002107 1013.000000 320.380383 0.011013 1371.105052
3.246493 2.079507 0.986740 0.032946 1.066686 -0.123653 0.002112 1013.000000 320.005901 0.011026 1371.568866
3.256513 2.089396 0.987067 0.032246 1.065457 -0.121820 0.002117 1013.000000 319.636959 0.011039 1372.022842
3.266533 2.099288 0.987386 0.031558 1.064245 -0.120004 0.002122 1013.000000 319.273500 0.011051 1372.467150
3.276553 2.109183 0.987699 0.030881 1.063052 -0.118207 0.002127 1013.000000 318.915471 0.011064 1372.901955
3.286573 2.119082 0.988005 0.030217 1.061876 -0.116429 0.002132 1013.000000 318.562816 0.011076 1373.327422
3.296593 2.128983 0.988305 0.029564 1.060718 -0.114668 0.002137 1013.000000 318.215480 0.011088 1373.743714
3.306613 2.138887 0.988598 0.028922 1.059578 -0.112927 0.002142 1013.000000 317.873408 0.011100 1374.150992
3.316633 2.148795 0.988884 0.028292 1.058455 -0.111203 0.002147 1013.000000 317.536545 0.011112 1374.549415
3.326653 2.158705 0.989165 0.027673 1.057349 -0.109498 0.002152 1013.000000 317.204836 0.011123 1374.939139
3.336673 2.168617 0.989439 0.027065 1.056261 -0.107810 0.002157 1013.000000 316.878225 0.011135 1375.320320
3.346693 2.178533 0.989707 0.026468 1.055189 -0.106142 0.002162 1013.000000 316.556658 0.011146 1375.693111
3.356713 2.188451 0.989970 0.025882 1.054134 -0.104491 0.002167 1013.000000 316.240081 0.011157 1376.057663
3.366733 2.198372 0.990226 0.025307 1.053095 -0.102859 0.002172 1013.000000 315.928437 0.011168 1376.414125
3.376754 2.208295 0.990477 0.024742 1.052072 -0.101245 0.002177 1013.000000 315.621673 0.011179 1376.762646
3.386774 2.218221 0.990722 0.024187 1.051066 -0.099648 0.002182 1013.000000 315.319735 0.011190 1377.103371
3.396794 2.228150 0.990961 0.023643 1.050075 -0.098071 0.002187 1013.000000 315.022566 0.011200 1377.436443
3.406814 2.238080 0.991196 0.023109 1.049100 -0.096511 0.002192 1013.000000 314.730114 0.011211 1377.762005
3.416834 2.248013 0.991425 0.022584 1.048141 -0.094969 0.002197 1013.000000 314.442324 0.011221 1378.080197
3.426854 2.257948 0.991648 0.022070 1.047197 -0.093445 0.002202 1013.000000 314.159143 0.011231 1378.391156
3.436874 2.267886 0.991867 0.021565 1.046268 -0.091938 0.002207 1013.000000 313.880515 0.011241 1378.695019
3.446894 2.277826 0.992081 0.021070 1.045355 -0.090450 0.002212 1013.000000 313.606388 0.011251 1378.991922
3.456914 2.287767 0.992289 0.020585 1.044456 -0.088979 0.002217 1013.000000 313.336709 0.011261 1379.281995
3.466934 2.297711 0.992493 0.020109 1.043571 -0.087527 0.002222 1013.000000 313.071424 0.011270 1379.565370
3.476954 2.307657 0.992692 0.019642 1.042702 -0.086091 0.002227 1013.000000 312.810480 0.011280 1379.842177
3.486974 2.317605 0.992887 0.019184 1.041846 -0.084673 0.002232 1013.000000 312.553824 0.011289 1380.112542
3.496994 2.327554 0.993077 0.018735 1.041005 -0.083273 0.002237 1013.000000 312.301405 0.011298 1380.376590
3.507014 2.337506 0.993262 0.018294 1.040177 -0.081890 0.002242 1013.000000 312.053169 0.011307 1380.634446
3.517034 2.347459 0.993443 0.017863 1.039364 -0.080524 0.002247 1013.000000 311.809064 0.011316 1380.886231
3.527054 2.357415 0.993620 0.017440 1.038563 -0.079175 0.002252 1013.000000 311.569040 0.011325 1381.132065
3.537074 2.367372 0.993793 0.017025 1.037777 -0.077844 0.002257 1013.000000 311.333044 0.011333 1381.372066
3.547094 2.377330 0.993961 0.016619 1.037003 -0.076529 0.002262 1013.000000 311.101025 0.011342 1381.606352
3.557114 2.387291 0.994126 0.016221 1.036243 -0.075231 0.002267 1013.000000 310.872932 0.011350 1381.835036
3.567134 2.397253 0.994286 0.015831 1.035496 -0.073950 0.002272 1013.000000 310.648715 0.011358 1382.058231
3.577154 2.407216 0.994443 0.015449 1.034761 -0.072686 0.002277 1013.000000 310.428324 0.011366 1382.276050
3.587174 2.417181 0.994596 0.015074 1.034039 -0.071438 0.002281 1013.000000 310.211708 0.011374 1382.488601
3.597194 2.427148 0.994745 0.014708 1.033329 -0.070207 0.002286 1013.000000 309.998817 0.011382 1382.695993
3.607214 2.437116 0.994891 0.014349 1.032632 -0.068992 0.002291 1013.000000 309.789603 0.011390 1382.898332
3.617234 2.447086 0.995033 0.013997 1.031947 -0.067794 0.002296 1013.000000 309.584017 0.011397 1383.095722
3.627255 2.457057 0.995171 0.013653 1.031273 -0.066611 0.002301 1013.000000 309.382009 0.011405 1383.288266
3.637275 2.467029 0.995307 0.013316 1.030612 -0.065445 0.002306 1013.000000 309.183531 0.011412 1383.476066
3.647295 2.477003 0.995438 0.012986 1.029962 -0.064295 0.002311 1013.000000 308.988536 0.011419 1383.659222
3.657315 2.486978 0.995567 0.012663 1.029323 -0.063160 0.002316 1013.000000 308.796975 0.011426 1383.837830
3.667335 2.496954 0.995692 0.012347 1.028696 -0.062041 0.002321 1013.000000 308.608802 0.011433 1384.011988
3.677355 2.506931 0.995814 0.012037 1.028080 -0.060937 0.002326 1013.000000 308.423969 0.011440 1384.181791
3.687375 2.516910 0.995933 0.011735 1.027475 -0.059849 0.002331 1013.000000 308.242430 0.011447 1384.347332
3.697395 2.526890 0.996049 0.011439 1.026880 -0.058777 0.002335 1013.000000 308.064138 0.011453 1384.508702
3.707415 2.536871 0.996163 0.011149 1.026297 -0.057719 0.002340 1013.000000 307.889048 0.011460 1384.665992
3.717435 2.546853 0.996273 0.010865 1.025724 -0.056677 0.002345 1013.000000 307.717115 0.011466 1384.819290
3.727455 2.556836 0.996380 0.010588 1.025161 -0.055649 0.002350 1013.000000 307.548292 0.011473 1384.968683
3.737475 2.566821 0.996485 0.010317 1.024608 -0.054636 0.002355 1013.000000 307.382536 0.011479 1385.114258
3.747495 2.576806 0.996587 0.010052 1.024066 -0.053638 0.002360 1013.000000 307.219802 0.011485 1385.256098
3.757515 2.586792 0.996687 0.009793 1.023533 -0.052655 0.002365 1013.000000 307.060047 0.011491 1385.394286
3.767535 2.596780 0.996783 0.009539 1.023011 -0.051686 0.002370 1013.000000 306.903226 0.011497 1385.528903
3.777555 2.606768 0.996878 0.009291 1.022498 -0.050731 0.002374 1013.000000 306.749296 0.011503 1385.660028
3.787575 2.616757 0.996970 0.009049 1.021994 -0.049790 0.002379 1013.000000 306.598215 0.011508 1385.787741
3.797595 2.626747 0.997059 0.008812 1.021500 -0.048864 0.002384 1013.000000 306.449940 0.011514 1385.912119
3.807615 2.636738 0.997146 0.008581 1.021015 -0.047951 0.002389 1013.000000 306.304430 0.011519 1386.033236
3.817635 2.646730 0.997231 0.008355 1.020539 -0.047052 0.002394 1013.000000 306.161642 0.011525 1386.151167
3.827655 2.656723 0.997314 0.008134 1.020072 -0.046167 0.002399 1013.000000 306.021536 0.011530 1386.265984
3.837675 2.666716 0.997394 0.007918 1.019614 -0.045295 0.002404 1013.000000 305.884071 0.011535 1386.377760
3.847695 2.676711 0.997472 0.007707 1.019164 -0.044437 0.002409 1013.000000 305.749206 0.011540 1386.486565
3.857715 2.686706 0.997549 0.007501 1.018723 -0.043592 0.002413 1013.000000 305.616901 0.011545 1386.592466
3.867735 2.696702 0.997623 0.007300 1.018290 -0.042760 0.002418 1013.000000 305.487118 0.011550 1386.695533
3.877756 2.706698 0.997695 0.007103 1.017866 -0.041941 0.002423 1013.000000 305.359816 0.011555 1386.795831
3.887776 2.716696 0.997765 0.006912 1.017450 -0.041134 0.002428 1013.000000 305.234957 0.011560 1386.893424
3.897796 2.726694 0.997833 0.006724 1.017042 -0.040341 0.002433 1013.000000 305.112502 0.011564 1386.988378
3.907816 2.736692 0.997900 0.006541 1.016641 -0.039560 0.002438 1013.000000 304.992414 0.011569 1387.080754
3.917836 2.746692 0.997964 0.006363 1.016249 -0.038791 0.002442 1013.000000 304.874655 0.011573 1387.170614
3.927856 2.756692 0.998027 0.006189 1.015864 -0.038035 0.002447 1013.000000 304.759188 0.011578 1387.258018
3.937876 2.766692 0.998089 0.006019 1.015487 -0.037291 0.002452 1013.000000 304.645977 0.011582 1387.343024
3.947896 2.776693 0.998148 0.005853 1.015117 -0.036559 0.002457 1013.000000 304.534984 0.011586 1387.425691
3.957916 2.786695 0.998206 0.005691 1.014754 -0.035838 0.002462 1013.000000 304.426174 0.011590 1387.506075
3.967936 2.796697 0.998262 0.005533 1.014398 -0.035130 0.002467 1013.000000 304.319512 0.011594 1387.584232
3.977956 2.806700 0.998317 0.005379 1.014050 -0.034433 0.002471 1013.000000 304.214962 0.011598 1387.660216
3.987976 2.816704 0.998370 0.005229 1.013708 -0.033747 0.002476 1013.000000 304.112489 0.011602 1387.734080
3.997996 2.826708 0.998421 0.005082 1.013374 -0.033073 0.002481 1013.000000 304.012061 0.011606 1387.805877
4.008016 2.836712 0.998472 0.004939 1.013045 -0.032410 0.002486 1013.000000 303.913641 0.011610 1387.875657
4.018036 2.846717 0.998520 0.004800 1.012724 -0.031759 0.002491 1013.000000 303.817198 0.011614 1387.943471
4.028056 2.856723 0.998568 0.004664 1.012409 -0.031118 0.002496 1013.000000 303.722697 0.011617 1388.009368
4.038076 2.866729 0.998614 0.004531 1.012100 -0.030488 0.002500 1013.000000 303.630107 0.011621 1388.073395
4.048096 2.876735 0.998659 0.004402 1.011798 -0.029868 0.002505 1013.000000 303.539394 0.011624 1388.135601
4.058116 2.886742 0.998702 0.004276 1.011502 -0.029259 0.002510 1013.000000 303.450528 0.011628 1388.196029
4.068136 2.896749 0.998744 0.004153 1.011212 -0.028661 0.002515 1013.000000 303.363476 0.011631 1388.254727
4.078156 2.906757 0.998785 0.004034 1.010927 -0.028073 0.002520 1013.000000 303.278208 0.011634 1388.311737
4.088176 2.916765 0.998825 0.003917 1.010649 -0.027495 0.002524 1013.000000 303.194692 0.011637 1388.367103
4.098196 2.926773 0.998864 0.003804 1.010376 -0.026927 0.002529 1013.000000 303.112898 0.011641 1388.420867
4.108216 2.936782 0.998901 0.003693 1.010109 -0.026369 0.002534 1013.000000 303.032797 0.011644 1388.473071
4.118236 2.946791 0.998938 0.003585 1.009848 -0.025820 0.002539 1013.000000 302.954359 0.011647 1388.523754
4.128257 2.956801 0.998973 0.003480 1.009592 -0.025282 0.002544 1013.000000 302.877555 0.011650 1388.572956
4.138277 2.966811 0.999008 0.003378 1.009341 -0.024753 0.002549 1013.000000 302.802355 0.011652 1388.620716
4.148297 2.976821 0.999041 0.003279 1.009096 -0.024233 0.002553 1013.000000 302.728733 0.011655 1388.667072
4.158317 2.986832 0.999073 0.003182 1.008856 -0.023722 0.002558 1013.000000 302.656658 0.011658 1388.712060
4.168337 2.996843 0.999105 0.003088 1.008620 -0.023221 0.002563 1013.000000 302.586105 0.011661 1388.755716
4.178357 3.006854 0.999135 0.002996 1.008390 -0.022728 0.002568 1013.000000 302.517045 0.011663 1388.798077
4.188377 3.016865 0.999165 0.002906 1.008165 -0.022245 0.002573 1013.000000 302.449451 0.011666 1388.839175
4.198397 3.026877 0.999194 0.002819 1.007944 -0.021770 0.002577 1013.000000 302.383298 0.011669 1388.879046
4.208417 3.036889 0.999221 0.002735 1.007729 -0.021304 0.002582 1013.000000 302.318559 0.011671 1388.917721
4.218437 3.046902 0.999248 0.002652 1.007517 -0.020847 0.002587 1013.000000 302.255208 0.011674 1388.955233
4.228457 3.056914 0.999275 0.002572 1.007311 -0.020397 0.002592 1013.000000 302.193220 0.011676 1388.991614
4.238477 3.066927 0.999300 0.002494 1.007109 -0.019957 0.002597 1013.000000 302.132570 0.011678 1389.026894
4.248497 3.076940 0.999325 0.002418 1.006911 -0.019524 0.002601 1013.000000 302.073233 0.011681 1389.061103
4.258517 3.086954 0.999348 0.002345 1.006717 -0.019099 0.002606 1013.000000 302.015184 0.011683 1389.094270
4.268537 3.096967 0.999372 0.002273 1.006528 -0.018683 0.002611 1013.000000 301.958400 0.011685 1389.126424
4.278557 3.106981 0.999394 0.002203 1.006343 -0.018274 0.002616 1013.000000 301.902856 0.011687 1389.157592
4.288577 3.116995 0.999416 0.002135 1.006162 -0.017872 0.002621 1013.000000 301.848531 0.011689 1389.187803
4.298597 3.127010 0.999437 0.002069 1.005985 -0.017479 0.002625 1013.000000 301.795400 0.011691 1389.217082
4.308617 3.137024 0.999457 0.002005 1.005811 -0.017093 0.002630 1013.000000 301.743441 0.011693 1389.245456
4.318637 3.147039 0.999477 0.001943 1.005642 -0.016714 0.002635 1013.000000 301.692631 0.011695 1389.272950
4.328657 3.157054 0.999496 0.001882 1.005476 -0.016342 0.002640 1013.000000 301.642950 0.011697 1389.299587
4.338677 3.167069 0.999515 0.001824 1.005315 -0.015978 0.002644 1013.000000 301.594374 0.011699 1389.325394
4.348697 3.177084 0.999533 0.001766 1.005156 -0.015620 0.002649 1013.000000 301.546884 0.011701 1389.350392
4.358717 3.187099 0.999550 0.001711 1.005002 -0.015270 0.002654 1013.000000 301.500457 0.011703 1389.374606
4.368737 3.197115 0.999567 0.001657 1.004850 -0.014926 0.002659 1013.000000 301.455073 0.011705 1389.398057
4.378758 3.207131 0.999583 0.001604 1.004702 -0.014589 0.002664 1013.000000 301.410713 0.011706 1389.420766
4.388778 3.217147 0.999599 0.001554 1.004558 -0.014259 0.002668 1013.000000 301.367355 0.011708 1389.442757
4.398798 3.227163 0.999614 0.001504 1.004417 -0.013935 0.002673 1013.000000 301.324980 0.011710 1389.464048
4.408818 3.237179 0.999629 0.001456 1.004279 -0.013618 0.002678 1013.000000 301.283569 0.011711 1389.484660
4.418838 3.247195 0.999644 0.001409 1.004144 -0.013307 0.002683 1013.000000 301.243103 0.011713 1389.504613
4.428858 3.257212 0.999658 0.001364 1.004012 -0.013002 0.002688 1013.000000 301.203563 0.011714 1389.523926
4.438878 3.267229 0.999671 0.001320 1.003883 -0.012703 0.002692 1013.000000 301.164930 0.011716 1389.542618
4.448898 3.277246 0.999684 0.001278 1.003757 -0.012410 0.002697 1013.000000 301.127186 0.011717 1389.560707
4.458918 3.287262 0.999697 0.001236 1.003634 -0.012123 0.002702 1013.000000 301.090314 0.011719 1389.578211
4.468938 3.297280 0.999709 0.001196 1.003514 -0.011842 0.002707 1013.000000 301.054295 0.011720 1389.595146
4.478958 3.307297 0.999721 0.001157 1.003397 -0.011567 0.002711 1013.000000 301.019113 0.011721 1389.611531
4.488978 3.317314 0.999732 0.001119 1.003283 -0.011297 0.002716 1013.000000 300.984751 0.011723 1389.627380
4.498998 3.327331 0.999743 0.001082 1.003171 -0.011032 0.002721 1013.000000 300.951191 0.011724 1389.642710
4.509018 3.337349 0.999754 0.001047 1.003061 -0.010774 0.002726 1013.000000 300.918418 0.011725 1389.657537
4.519038 3.347367 0.999764 0.001012 1.002955 -0.010520 0.002731 1013.000000 300.886415 0.011727 1389.671876
4.529058 3.357384 0.999774 0.000979 1.002851 -0.010272 0.002735 1013.000000 300.855166 0.011728 1389.685741
4.539078 3.367402 0.999784 0.000946 1.002749 -0.010029 0.002740 1013.000000 300.824655 0.011729 1389.699147
4.549098 3.377420 0.999793 0.000915 1.002650 -0.009791 0.002745 1013.000000 300.794868 0.011730 1389.712107
4.559118 3.387438 0.999802 0.000884 1.002553 -0.009557 0.002750 1013.000000 300.765789 0.011731 1389.724636
4.569138 3.397456 0.999811 0.000855 1.002458 -0.009329 0.002754 1013.000000 300.737403 0.011732 1389.736746
4.579158 3.407474 0.999819 0.000826 1.002366 -0.009106 0.002759 1013.000000 300.709696 0.011734 1389.748450
4.589178 3.417493 0.999827 0.000798 1.002276 -0.008887 0.002764 1013.000000 300.682654 0.011735 1389.759761
4.599198 3.427511 0.999835 0.000771 1.002188 -0.008673 0.002769 1013.000000 300.656262 0.011736 1389.770690
4.609218 3.437529 0.999843 0.000745 1.002102 -0.008464 0.002774 1013.000000 300.630506 0.011737 1389.781251
4.619238 3.447548 0.999850 0.000720 1.002018 -0.008259 0.002778 1013.000000 300.605373 0.011738 1389.791453
4.629259 3.457566 0.999857 0.000695 1.001936 -0.008058 0.002783 1013.000000 300.580850 0.011739 1389.801309
4.639279 3.467585 0.999864 0.000672 1.001856 -0.007862 0.002788 1013.000000 300.556923 0.011739 1389.810828
4.649299 3.477604 0.999871 0.000649 1.001779 -0.007670 0.002793 1013.000000 300.533580 0.011740 1389.820023
4.659319 3.487623 0.999877 0.000626 1.001703 -0.007482 0.002797 1013.000000 300.510808 0.011741 1389.828902
4.669339 3.497641 0.999883 0.000605 1.001629 -0.007298 0.002802 1013.000000 300.488595 0.011742 1389.837476
4.679359 3.507660 0.999889 0.000584 1.001556 -0.007118 0.002807 1013.000000 300.466928 0.011743 1389.845754
4.689379 3.517679 0.999895 0.000564 1.001486 -0.006942 0.002812 1013.000000 300.445795 0.011744 1389.853747
4.699399 3.527698 0.999900 0.000544 1.001417 -0.006771 0.002816 1013.000000 300.425186 0.011745 1389.861462
4.709419 3.537717 0.999906 0.000525 1.001350 -0.006602 0.002821 1013.000000 300.405087 0.011745 1389.868909
4.719439 3.547736 0.999911 0.000507 1.001285 -0.006438 0.002826 1013.000000 300.385489 0.011746 1389.876097
4.729459 3.557756 0.999916 0.000489 1.001221 -0.006277 0.002831 1013.000000 300.366379 0.011747 1389.883033
4.739479 3.567775 0.999921 0.000472 1.001159 -0.006120 0.002836 1013.000000 300.347747 0.011748 1389.889726
4.749499 3.577794 0.999925 0.000455 1.001099 -0.005966 0.002840 1013.000000 300.329583 0.011748 1389.896185
4.759519 3.587813 0.999930 0.000439 1.001040 -0.005816 0.002845 1013.000000 300.311875 0.011749 1389.902415
4.769539 3.597833 0.999934 0.000424 1.000982 -0.005669 0.002850 1013.000000 300.294614 0.011750 1389.908426
4.779559 3.607852 0.999938 0.000409 1.000926 -0.005525 0.002855 1013.000000 300.277789 0.011750 1389.914223
4.789579 3.617872 0.999942 0.000394 1.000871 -0.005385 0.002859 1013.000000 300.261391 0.011751 1389.919815
4.799599 3.627891 0.999946 0.000380 1.000818 -0.005248 0.002864 1013.000000 300.245410 0.011752 1389.925207
4.809619 3.637911 0.999950 0.000367 1.000766 -0.005114 0.002869 1013.000000 300.229837 0.011752 1389.930407
4.819639 3.647930 0.999954 0.000353 1.000716 -0.004983 0.002874 1013.000000 300.214661 0.011753 1389.935420
4.829659 3.657950 0.999957 0.000341 1.000666 -0.004855 0.002878 1013.000000 300.199875 0.011753 1389.940254
4.839679 3.667969 0.999960 0.000328 1.000618 -0.004730 0.002883 1013.000000 300.185468 0.011754 1389.944913
