-------------------------------------------------------------------------------------------------------------------------------------
 Mult. |             Configurations              |      Terms     |        Ei           Ek        | gi   gk |    Aki    | Acc. |Type|
  No.  |                                         |                |      (cm-1)       (cm-1)      |         |    s^-1   |      |    |
       |                                         |                |                               |         |           |      |    |
-------------------------------------------------------------------------------------------------------------------------------------
       |                                         |                | 157673.4134   -  200032.2867  |  6 - 4  |           |      |    |
       |                                         |                | 158428.1087   -  200623.7672  |  2 - 2  |           |      |    |
       |                                         |                | 158167.7999   -  200032.2867  |  4 - 4  |           |      |    |
       |                                         |                | 158428.1087   -  200032.2867  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   314 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).4d    |    4D* - 2F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 157673.4134   -  200138.9307  |  6 - 8  |           |      |    |
       |                                         |                | 158167.7999   -  200234.9579  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   315 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).5d    |    4D* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 157234.0196   -  200393.1067  |  8 - 10 |           |      |    |
       |                                         |                | 158167.7999   -  201351.6169  |  4 - 6  |           |      |    |
       |                                         |                | 157673.4134   -  200880.5857  |  6 - 8  |           |      |    |
       |                                         |                | 158428.1087   -  201720.7331  |  2 - 4  |           |      |    |
       |                                         |                | 158167.7999   -  201720.7331  |  4 - 4  |           |      |    |
       |                                         |                | 157234.0196   -  200880.5857  |  8 - 8  |           |      |    |
       |                                         |                | 157673.4134   -  201351.6169  |  6 - 6  |           |      |    |
       |                                         |                | 157673.4134   -  201720.7331  |  6 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   316 |                                         |    4D* - 4P    | 157672.0027   -  201511.0883  | 20 - 12 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158428.1087   -  201030.3698  |  2 - 2  |           |      |    |
       |                                         |                | 158167.7999   -  201030.3698  |  4 - 2  |           |      |    |
       |                                         |                | 158428.1087   -  201345.2925  |  2 - 4  |           |      |    |
       |                                         |                | 158167.7999   -  201345.2925  |  4 - 4  |           |      |    |
       |                                         |                | 158167.7999   -  201781.8583  |  4 - 6  |           |      |    |
       |                                         |                | 157673.4134   -  201345.2925  |  6 - 4  |           |      |    |
       |                                         |                | 157673.4134   -  201781.8583  |  6 - 6  |           |      |    |
       |                                         |                | 157234.0196   -  201781.8583  |  8 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   317 |                                         |    4D* - 2F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 157673.4134   -  201608.9017  |  6 - 8  |           |      |    |
       |                                         |                | 158167.7999   -  202155.9425  |  4 - 6  |           |      |    |
       |                                         |                | 157234.0196   -  201608.9017  |  8 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   318 |                                         |    4D* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158428.1087   -  204417.2985  |  2 - 4  |           |      |    |
       |                                         |                | 157673.4134   -  204585.664   |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   319 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).7s    |    4D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158167.7999   -  207277.3869  |  4 - 4  |           |      |    |
       |                                         |                | 157673.4134   -  207095.2846  |  6 - 6  |           |      |    |
       |                                         |                | 157673.4134   -  207277.3869  |  6 - 4  |           |      |    |
       |                                         |                | 157234.0196   -  207095.2846  |  8 - 6  |           |      |    |
       |                                         |                | 158428.1087   -  208329.1101  |  2 - 2  |           |      |    |
       |                                         |                | 158167.7999   -  208329.1101  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   320 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).6d    |    4D* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 157234.0196   -  207694.4965  |  8 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   321 |                                         |    4D* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 157234.0196   -  207936.9137  |  8 - 10 |           |      |    |
       |                                         |                | 158428.1087   -  209268.3541  |  2 - 4  |           |      |    |
       |                                         |                | 157673.4134   -  208143.0731  |  6 - 8  |           |      |    |
       |                                         |                | 158167.7999   -  208673.3904  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   322 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).7s    |    4D* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 157673.4134   -  208249.7978  |  6 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   323 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).6d    |    4D* - 2F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 157673.4134   -  209377.2099  |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   324 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).3d    |    2D* - 2F    | 158995.5337   -  163417.8331  | 10 - 14 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  163506.5368  |  6 - 8  |           |      |    |
       |                                         |                | 158730.2995   -  163299.5616  |  6 - 6  |           |      |    |
       |                                         |                | 159393.3850   -  163299.5616  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   325 |                                         |    2D* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  172829.6539  |  6 - 4  |           |      |    |
       |                                         |                | 158730.2995   -  172335.5985  |  6 - 6  |           |      |    |
       |                                         |                | 159393.3850   -  172829.6539  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   326 |                                         |    2D* - 2P    | 158995.5337   -  174546.931   | 10 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  174409.8916  |  6 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  174821.0098  |  4 - 2  |           |      |    |
       |                                         |                | 159393.3850   -  174409.8916  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   327 |    3s2.3p4.(3P).4p - 3s2.3p4.(1S).3d    |    2D* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  179592.2248  |  6 - 6  |           |      |    |
       |                                         |                | 159393.3850   -  179931.8393  |  4 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  179592.2248  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   328 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).5s    |    2D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  182222.1209  |  6 - 4  | 2.1e+06   | D    |    |
       |                                         |                | 158730.2995   -  181594.1404  |  6 - 6  |           |      |    |
       |                                         |                | 159393.3850   -  182222.1209  |  4 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  181594.1404  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   329 |                                         |    2D* - 2P    | 158995.5337   -  183365.4765  | 10 - 6  | 1.4e+08   |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  183914.6440  |  4 - 2  | 9.9e+07   | D    |    |
       |                                         |                | 158730.2995   -  183090.8927  |  6 - 4  | 1.3e+08   | D    |    |
       |                                         |                | 159393.3850   -  183090.8927  |  4 - 4  | 3.6e+07   | D    |    |
       |                                         |                |                               |         |           |      |    |
   330 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).4d    |    2D* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  183986.0137  |  6 - 4  | 3.8e+06   | B    |    |
       |                                         |                | 158730.2995   -  183797.4473  |  6 - 6  | 4.1e+06   | B    |    |
       |                                         |                | 158730.2995   -  183675.6614  |  6 - 8  |           |      |    |
       |                                         |                | 159393.3850   -  184191.7917  |  4 - 2  | 7.5e+06   | B    |    |
       |                                         |                | 159393.3850   -  183986.0137  |  4 - 4  | 1.1e+06   | C    |    |
       |                                         |                |                               |         |           |      |    |
   331 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).3d    |    2D* - 2S    | 159393.385    -  184093.1337  | 10 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  184093.1337  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   332 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).4d    |    2D* - 4F    | 158995.5337   -  185933.7498  | 10 - 28 | 4.2e+06   |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  186340.5616  |  6 - 4  |           |      |    |
       |                                         |                | 158730.2995   -  186074.4375  |  6 - 6  | 7.6e+06   | B    |    |
       |                                         |                | 159393.3850   -  186340.5616  |  4 - 4  | 4.7e+06   | B    |    |
       |                                         |                | 158730.2995   -  185624.8282  |  6 - 8  | 5.2e+06   | B    |    |
       |                                         |                | 159393.3850   -  186074.4375  |  4 - 6  | 2.1e+06   | B    |    |
       |                                         |                |                               |         |           |      |    |
   333 |                                         |    2D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  186891.0393  |  6 - 6  | 2.6e+06   | C    |    |
       |                                         |                | 159393.3850   -  186891.0393  |  4 - 6  |           |      |    |
       |                                         |                | 159393.3850   -  186470.3603  |  4 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  186171.3330  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   334 |                                         |    2D* - 2F    | 158995.5337   -  187147.459   | 10 - 14 | 3.3e+08   |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  187589.3383  |  6 - 6  | 3.7e+07   | D    |    |
       |                                         |                | 159393.3850   -  187589.3383  |  4 - 6  | 3.4e+08   | D    |    |
       |                                         |                | 158730.2995   -  186816.0496  |  6 - 8  | 2.88e+08  | B    |    |
       |                                         |                |                               |         |           |      |    |
   335 |                                         |    2D* - 2P    | 158995.5337   -  190373.0311  | 10 - 6  | 3.9e+07   |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  190592.2306  |  6 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  190592.2306  |  4 - 4  | 4.e+07    | D    |    |
       |                                         |                | 159393.3850   -  189934.6322  |  4 - 2  | 3.7e+07   | D    |    |
       |                                         |                |                               |         |           |      |    |
   336 |                                         |    2D* - 2D    | 158995.5337   -  192618.974   | 10 - 10 | 6.e+07    |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  192712.058   |  6 - 4  |           |      |    |
       |                                         |                | 158730.2995   -  192556.9179  |  6 - 6  |           |      |    |
       |                                         |                | 159393.3850   -  192712.058   |  4 - 4  | 1.5e+08   | D    |    |
       |                                         |                | 159393.3850   -  192556.9179  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   337 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).5s    |    2D* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  195864.7296  |  6 - 6  |           |      |    |
       |                                         |                | 159393.3850   -  195866.8503  |  4 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  195864.7296  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   338 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).6s    |    2D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  200110.4236  |  4 - 2  |           |      |    |
       |                                         |                | 158730.2995   -  199138.5106  |  6 - 4  |           |      |    |
       |                                         |                | 158730.2995   -  198812.6100  |  6 - 6  |           |      |    |
       |                                         |                | 159393.3850   -  199138.5106  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   339 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).4d    |    2D* - 2P    | 158995.5337   -  199499.04    | 10 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  199525.2465  |  6 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  199525.2465  |  4 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  199446.6269  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   340 |                                         |    2D* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  199679.8440  |  6 - 6  |           |      |    |
       |                                         |                | 159393.3850   -  199982.0244  |  4 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  199679.8440  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   341 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).5d    |    2D* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  200151.7014  |  6 - 4  |           |      |    |
       |                                         |                | 158730.2995   -  199959.6798  |  6 - 6  |           |      |    |
       |                                         |                | 158730.2995   -  199879.3828  |  6 - 8  |           |      |    |
       |                                         |                | 159393.3850   -  200406.4358  |  4 - 2  |           |      |    |
       |                                         |                | 159393.3850   -  200151.7014  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   342 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).6s    |    2D* - 2P    | 158995.5337   -  200229.4469  | 10 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  200032.2867  |  6 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  200623.7672  |  4 - 2  |           |      |    |
       |                                         |                | 159393.3850   -  200032.2867  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   343 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).4d    |    2D* - 2F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 158730.2995   -  200138.9307  |  6 - 8  |           |      |    |
       |                                         |                | 159393.3850   -  200234.9579  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   344 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).5d    |    2D* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  201720.7331  |  4 - 4  |           |      |    |
       |                                         |                | 158730.2995   -  201351.6169  |  6 - 6  |           |      |    |
       |                                         |                | 158730.2995   -  200880.5857  |  6 - 8  |           |      |    |
       |                                         |                | 159393.3850   -  201351.6169  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   345 |                                         |    2D* - 4P    | 158995.5337   -  201511.0883  | 10 - 12 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  201781.8583  |  4 - 6  |           |      |    |
       |                                         |                | 158730.2995   -  201345.2925  |  6 - 4  |           |      |    |
       |                                         |                | 158730.2995   -  201781.8583  |  6 - 6  |           |      |    |
       |                                         |                | 159393.3850   -  201345.2925  |  4 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  201030.3698  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   346 |                                         |    2D* - 2F    | 158995.5337   -  201843.3478  | 10 - 14 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  202155.9425  |  4 - 6  |           |      |    |
       |                                         |                | 158730.2995   -  201608.9017  |  6 - 8  |           |      |    |
       |                                         |                | 158730.2995   -  202155.9425  |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   347 |                                         |    2D* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  204417.2985  |  4 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  204585.664   |  4 - 6  |           |      |    |
       |                                         |                | 158730.2995   -  204585.664   |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   348 |                                         |    2D* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  205221.512   |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   349 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).7s    |    2D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  207277.3869  |  4 - 4  |           |      |    |
       |                                         |                | 158730.2995   -  207277.3869  |  6 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   350 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).6d    |    2D* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  208673.3904  |  4 - 6  |           |      |    |
       |                                         |                | 158730.2995   -  208143.0731  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   351 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).7s    |    2D* - 2P    | 158995.5337   -  208421.8108  | 10 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  208249.7978  |  4 - 4  |           |      |    |
       |                                         |                | 159393.3850   -  208765.8367  |  4 - 2  |           |      |    |
       |                                         |                | 158730.2995   -  208249.7978  |  6 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   352 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).6d    |    2D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  209198.6869  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   353 |                                         |    2D* - 2F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159393.3850   -  209377.2099  |  4 - 6  |           |      |    |
       |                                         |                | 158730.2995   -  209015.7090  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   354 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).3d    |    2P* - 2F    | 160239.428    -  163299.5616  |  6 - 14 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 160239.4280   -  163299.5616  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   355 |                                         |    2P* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159706.5337   -  172829.6539  |  2 - 4  |           |      |    |
       |                                         |                | 160239.4280   -  172829.6539  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   356 |                                         |    2P* - 2P    | 160061.7966   -  174546.931   |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159706.5337   -  174821.0098  |  2 - 2  |           |      |    |
       |                                         |                | 159706.5337   -  174409.8916  |  2 - 4  |           |      |    |
       |                                         |                | 160239.4280   -  174821.0098  |  4 - 2  |           |      |    |
       |                                         |                | 160239.4280   -  174409.8916  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   357 |    3s2.3p4.(3P).4p - 3s2.3p4.(1S).3d    |    2P* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159706.5337   -  179931.8393  |  2 - 4  |           |      |    |
       |                                         |                | 160239.4280   -  179592.2248  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   358 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).5s    |    2P* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 160239.4280   -  182951.2609  |  4 - 2  |           |      |    |
       |                                         |                | 159706.5337   -  182222.1209  |  2 - 4  |           |      |    |
       |                                         |                | 160239.4280   -  182222.1209  |  4 - 4  | 7.7e+06   | D    |    |
       |                                         |                | 160239.4280   -  181594.1404  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   359 |                                         |    2P* - 2P    | 160061.7966   -  183365.4765  |  6 - 6  | 4.e+07    |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159706.5337   -  183914.6440  |  2 - 2  |           |      |    |
       |                                         |                | 160239.4280   -  183914.6440  |  4 - 2  | 6.9e+07   | D    |    |
       |                                         |                | 159706.5337   -  183090.8927  |  2 - 4  | 2.6e+07   | D    |    |
       |                                         |                | 160239.4280   -  183090.8927  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   360 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).4d    |    2P* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 160239.4280   -  183986.0137  |  4 - 4  | 1.8e+05   | D    |    |
       |                                         |                | 160239.4280   -  183797.4473  |  4 - 6  | 2.e+05    | C    |    |
       |                                         |                |                               |         |           |      |    |
   361 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).3d    |    2P* - 2S    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159706.5337   -  184093.1337  |  2 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   362 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).4d    |    2P* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 160239.4280   -  186340.5616  |  4 - 4  |           |      |    |
       |                                         |                | 160239.4280   -  186074.4375  |  4 - 6  | 6.e+05    | C    |    |
       |                                         |                |                               |         |           |      |    |
   363 |                                         |    2P* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 160239.4280   -  186891.0393  |  4 - 6  |           |      |    |
       |                                         |                | 159706.5337   -  186171.3330  |  2 - 2  | 1.1e+06   | D    |    |
       |                                         |                | 160239.4280   -  186470.3603  |  4 - 4  |           |      |    |
       |                                         |                | 160239.4280   -  186171.3330  |  4 - 2  | 1.5e+06   | D    |    |
       |                                         |                |                               |         |           |      |    |
   364 |                                         |    2P* - 2F    | 160239.428    -  187589.3383  |  6 - 14 | 9.9e+06   |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 160239.4280   -  187589.3383  |  4 - 6  | 2.3e+07   | D    |    |
       |                                         |                |                               |         |           |      |    |
   365 |                                         |    2P* - 2P    | 160061.7966   -  190373.0311  |  6 - 6  | 2.8e+08   |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159706.5337   -  190592.2306  |  2 - 4  | 5.2e+07   | D    |    |
       |                                         |                | 160239.4280   -  190592.2306  |  4 - 4  | 1.7e+08   | D    |    |
       |                                         |                | 159706.5337   -  189934.6322  |  2 - 2  | 3.4e+08   | D    |    |
       |                                         |                | 160239.4280   -  189934.6322  |  4 - 2  | 4.1e+07   | D    |    |
       |                                         |                |                               |         |           |      |    |
   366 |                                         |    2P* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159706.5337   -  192712.058   |  2 - 4  | 2.3e+08   | D    |    |
       |                                         |                | 160239.4280   -  192556.9179  |  4 - 6  | 4.4e+08   | D    |    |
       |                                         |                |                               |         |           |      |    |
   367 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).5s    |    2P* - 2D    | 160061.7966   -  195865.5779  |  6 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159706.5337   -  195866.8503  |  2 - 4  |           |      |    |
       |                                         |                | 160239.4280   -  195866.8503  |  4 - 4  |           |      |    |
       |                                         |                | 160239.4280   -  195864.7296  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   368 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).6s    |    2P* - 4P    | 160061.7966   -  199137.5458  |  6 - 12 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 159706.5337   -  200110.4236  |  2 - 2  |           |      |    |
       |                                         |                | 160239.4280   -  200110.4236  |  4 - 2  |           |      |    |
