-------------------------------------------------------------------------------------------------------------------------------------
 Mult. |             Configurations              |      Terms     |        Ei           Ek        | gi   gk |    Aki    | Acc. |Type|
  No.  |                                         |                |      (cm-1)       (cm-1)      |         |    s^-1   |      |    |
       |                                         |                |                               |         |           |      |    |
-------------------------------------------------------------------------------------------------------------------------------------
       |                                         |                | 189415.0280   -  199879.3828  |  8 - 8  |           |      |    |
       |                                         |                | 189654.8487   -  199959.6798  |  6 - 6  |           |      |    |
       |                                         |                | 190106.3000   -  199959.6798  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   799 |    3s2.3p4.(3P).5p - 3s2.3p4.(1D).4d    |    4D* - 2F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189654.8487   -  200138.9307  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   800 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).5d    |    4D* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189654.8487   -  201351.6169  |  6 - 6  |           |      |    |
       |                                         |                | 190106.3000   -  201720.7331  |  4 - 4  |           |      |    |
       |                                         |                | 189415.0280   -  200880.5857  |  8 - 8  |           |      |    |
       |                                         |                | 190106.3000   -  201351.6169  |  4 - 6  |           |      |    |
       |                                         |                | 189654.8487   -  200880.5857  |  6 - 8  |           |      |    |
       |                                         |                | 190733.0156   -  201720.7331  |  2 - 4  |           |      |    |
       |                                         |                | 189415.0280   -  200393.1067  |  8 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
   801 |                                         |    4D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190106.3000   -  201781.8583  |  4 - 6  |           |      |    |
       |                                         |                | 190106.3000   -  201345.2925  |  4 - 4  |           |      |    |
       |                                         |                | 190106.3000   -  201030.3698  |  4 - 2  |           |      |    |
       |                                         |                | 190733.0156   -  201030.3698  |  2 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   802 |                                         |    4D* - 2F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190106.3000   -  202155.9425  |  4 - 6  |           |      |    |
       |                                         |                | 189654.8487   -  201608.9017  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   803 |                                         |    4D* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189654.8487   -  204585.664   |  6 - 6  |           |      |    |
       |                                         |                | 190106.3000   -  204585.664   |  4 - 6  |           |      |    |
       |                                         |                | 190106.3000   -  204417.2985  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   804 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).7s    |    4D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190106.3000   -  208329.1101  |  4 - 2  |           |      |    |
       |                                         |                | 189415.0280   -  207095.2846  |  8 - 6  |           |      |    |
       |                                         |                | 189654.8487   -  207277.3869  |  6 - 4  |           |      |    |
       |                                         |                | 190733.0156   -  208329.1101  |  2 - 2  |           |      |    |
       |                                         |                | 189654.8487   -  207095.2846  |  6 - 6  |           |      |    |
       |                                         |                | 190106.3000   -  207277.3869  |  4 - 4  |           |      |    |
       |                                         |                | 190106.3000   -  207095.2846  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   805 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).6d    |    4D* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189415.0280   -  207746.4757  |  8 - 6  |           |      |    |
       |                                         |                | 189415.0280   -  207694.4965  |  8 - 8  |           |      |    |
       |                                         |                | 189654.8487   -  207746.4757  |  6 - 6  |           |      |    |
       |                                         |                | 190106.3000   -  207746.4757  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   806 |                                         |    4D* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189654.8487   -  208673.3904  |  6 - 6  |           |      |    |
       |                                         |                | 189415.0280   -  208143.0731  |  8 - 8  |           |      |    |
       |                                         |                | 190106.3000   -  208673.3904  |  4 - 6  |           |      |    |
       |                                         |                | 190733.0156   -  209268.3541  |  2 - 4  |           |      |    |
       |                                         |                | 189415.0280   -  207936.9137  |  8 - 10 |           |      |    |
       |                                         |                | 189654.8487   -  208143.0731  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   807 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).7s    |    4D* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190733.0156   -  208765.8367  |  2 - 2  |           |      |    |
       |                                         |                | 190733.0156   -  208249.7978  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   808 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).6d    |    4D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190106.3000   -  209198.6869  |  4 - 6  |           |      |    |
       |                                         |                | 189654.8487   -  208695.1309  |  6 - 4  |           |      |    |
       |                                         |                | 190106.3000   -  208695.1309  |  4 - 4  |           |      |    |
       |                                         |                | 190106.3000   -  208481.7065  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   809 |                                         |    4D* - 2F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189415.0280   -  209015.7090  |  8 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   810 |                                         |    4D* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190106.3000   -  210125.7255  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   811 |                                         |    4D* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190106.3000   -  209597.4982  |  4 - 4  |           |      |    |
       |                                         |                | 190733.0156   -  209597.4982  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   812 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).7d    |    4D* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189415.0280   -  212089.487   |  8 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   813 |                                         |    4D* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189415.0280   -  212224.389   |  8 - 10 |           |      |    |
       |                                         |                | 189654.8487   -  212342.380   |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   814 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).8d    |    4D* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189415.0280   -  214894.90    |  8 - 10 |           |      |    |
       |                                         |                |                               |         |           |      |    |
   815 |    3s2.3p4.(3P).5p - 3s2.3p4.(1S).5s    |    4D* - 2S    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190106.3000   -  215065.7716  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   816 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<2>).4f |    2P  - 2[3]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190592.2306   -  194861.3529  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   817 |                                         |    2P  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190592.2306   -  195031.2028  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   818 |                                         |    2P  - 2[1]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189934.6322   -  195297.6798  |  2 - 4  |           |      |    |
       |                                         |                | 190592.2306   -  195297.6798  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   819 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<1>).4f |    2P  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189934.6322   -  196076.4715  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   820 |                                         |    2P  - 2[3]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190592.2306   -  196315.5916  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   821 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P).6p    |    2P  - 2D*   |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190592.2306   -  203345.0332  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   822 |    3s2.3p4.(3P).4d - 3s2.3p4.(1D).5p    |    2P  - 2D*   |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189934.6322   -  204113.7598  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   823 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<2>).5f |    2P  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189934.6322   -  205056.3109  |  2 - 4  |           |      |    |
       |                                         |                | 190592.2306   -  205079.1331  |  4 - 6  |           |      |    |
       |                                         |                | 190592.2306   -  205056.3109  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   824 |                                         |    2P  - 2[1]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189934.6322   -  205194.0978  |  2 - 4  |           |      |    |
       |                                         |                | 190592.2306   -  205194.0978  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   825 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<1>).5f |    2P  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189934.6322   -  206103.4749  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   826 |                                         |    2P  - 2[3]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190592.2306   -  206255.2684  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   827 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<0>).5f |    2P  - 2[3]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190592.2306   -  206631.7185  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   828 |    3s2.3p4.(3P).4d - 3s2.3p4.(1D<2>).4f |    2P  - 2[1]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189934.6322   -  208591.8039  |  2 - 2  |           |      |    |
       |                                         |                | 190592.2306   -  208592.2016  |  4 - 4  |           |      |    |
       |                                         |                | 190592.2306   -  208591.8039  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   829 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<2>).7p |    2P  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190592.2306   -  208914.333   |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   830 |    3s2.3p4.(3P).4d - 3s2.3p4.(1D<2>).4f |    2P  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189934.6322   -  208923.4846  |  2 - 4  |           |      |    |
       |                                         |                | 190592.2306   -  208923.4846  |  4 - 4  |           |      |    |
       |                                         |                | 190592.2306   -  208921.2645  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   831 |                                         |    2P  - 2[3]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190592.2306   -  209251.5031  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   832 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P).7p    |    2P  - 1*    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190592.2306   -  209397.84    |  4 - 4  |           |      |    |
       |                                         |                | 190592.2306   -  209397.76    |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   833 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<2>).6f |    2P  - 2[3]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190592.2306   -  210464.709   |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   834 |                                         |    2P  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190592.2306   -  210527.119   |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   835 |                                         |    2P  - 2[1]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189934.6322   -  210584.91    |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   836 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<1>).6f |    2P  - 2[3]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190592.2306   -  211669.17    |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   837 |    3s2.3p4.(3P).4d - 3s2.3p4.(1D<2>).5f |    2P  - 2[2]* |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 189934.6322   -  219003.76    |  2 - 4  |           |      |    |
       |                                         |                | 190592.2306   -  219001.90    |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   838 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).4d    |    2P* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190196.2066   -  192712.058   |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   839 |    3s2.3p4.(3P).5p - 3s2.3p4.(1D).5s    |    2P* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190196.2066   -  195866.8503  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   840 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).6s    |    2P* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190196.2066   -  200110.4236  |  2 - 2  |           |      |    |
       |                                         |                | 190507.4128   -  200110.4236  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   841 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).5d    |    2P* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190507.4128   -  200406.4358  |  4 - 2  |           |      |    |
       |                                         |                | 190507.4128   -  200151.7014  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   842 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).6s    |    2P* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190196.2066   -  200032.2867  |  2 - 4  |           |      |    |
       |                                         |                | 190507.4128   -  200032.2867  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   843 |    3s2.3p4.(3P).5p - 3s2.3p4.(1D).4d    |    2P* - 2F    | 190507.4128   -  200234.9579  |  6 - 14 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190507.4128   -  200234.9579  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   844 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).5d    |    2P* - 4F    | 190403.6774   -  201499.2634  |  6 - 28 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190196.2066   -  201720.7331  |  2 - 4  |           |      |    |
       |                                         |                | 190507.4128   -  201720.7331  |  4 - 4  |           |      |    |
       |                                         |                | 190507.4128   -  201351.6169  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   845 |                                         |    2P* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190507.4128   -  201781.8583  |  4 - 6  |           |      |    |
       |                                         |                | 190196.2066   -  201345.2925  |  2 - 4  |           |      |    |
       |                                         |                | 190507.4128   -  201030.3698  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   846 |                                         |    2P* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190507.4128   -  204585.664   |  4 - 6  |           |      |    |
       |                                         |                | 190507.4128   -  204417.2985  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   847 |                                         |    2P* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190196.2066   -  205221.512   |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   848 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).7s    |    2P* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190196.2066   -  208329.1101  |  2 - 2  |           |      |    |
       |                                         |                | 190507.4128   -  208329.1101  |  4 - 2  |           |      |    |
       |                                         |                | 190196.2066   -  207277.3869  |  2 - 4  |           |      |    |
       |                                         |                | 190507.4128   -  207277.3869  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   849 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).6d    |    2P* - 4F    | 190403.6774   -  208911.3759  |  6 - 28 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190196.2066   -  209268.3541  |  2 - 4  |           |      |    |
       |                                         |                | 190507.4128   -  209268.3541  |  4 - 4  |           |      |    |
       |                                         |                | 190507.4128   -  208673.3904  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   850 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).7s    |    2P* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190507.4128   -  208249.7978  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   851 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).6d    |    2P* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190507.4128   -  209198.6869  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   852 |                                         |    2P* - 2F    | 190507.4128   -  209377.2099  |  6 - 14 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190507.4128   -  209377.2099  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   853 |                                         |    2P* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190507.4128   -  210125.7255  |  4 - 6  |           |      |    |
       |                                         |                | 190196.2066   -  209413.5184  |  2 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   854 |                                         |    2P* - 2P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190196.2066   -  209597.4982  |  2 - 4  |           |      |    |
       |                                         |                | 190507.4128   -  209597.4982  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   855 |    3s2.3p4.(3P).5p - 3s2.3p4.(1S).5s    |    2P* - 2S    | 190403.6774   -  215065.7716  |  6 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190196.2066   -  215065.7716  |  2 - 2  |           |      |    |
       |                                         |                | 190507.4128   -  215065.7716  |  4 - 2  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   856 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).6s    |    2D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190511.2674   -  198812.6100  |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   857 |    3s2.3p4.(3P).5p - 3s2.3p4.(1D).4d    |    2D* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190511.2674   -  199982.0244  |  6 - 4  |           |      |    |
       |                                         |                | 191012.4246   -  199982.0244  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   858 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).5d    |    2D* - 4D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190511.2674   -  200151.7014  |  6 - 4  |           |      |    |
       |                                         |                | 190511.2674   -  199959.6798  |  6 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   859 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).6s    |    2D* - 2P    | 190711.7303   -  200229.4469  | 10 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 191012.4246   -  200623.7672  |  4 - 2  |           |      |    |
       |                                         |                | 190511.2674   -  200032.2867  |  6 - 4  |           |      |    |
       |                                         |                | 191012.4246   -  200032.2867  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   860 |    3s2.3p4.(3P).5p - 3s2.3p4.(1D).4d    |    2D* - 2F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190511.2674   -  200138.9307  |  6 - 8  |           |      |    |
       |                                         |                | 191012.4246   -  200234.9579  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   861 |    3s2.3p4.(3P).5p - 3s2.3p4.(3P).5d    |    2D* - 4F    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190511.2674   -  201351.6169  |  6 - 6  |           |      |    |
       |                                         |                | 191012.4246   -  201720.7331  |  4 - 4  |           |      |    |
       |                                         |                | 190511.2674   -  200880.5857  |  6 - 8  |           |      |    |
       |                                         |                | 191012.4246   -  201351.6169  |  4 - 6  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   862 |                                         |    2D* - 4P    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190511.2674   -  201781.8583  |  6 - 6  |           |      |    |
       |                                         |                | 191012.4246   -  201345.2925  |  4 - 4  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   863 |                                         |    2D* - 2F    | 190711.7303   -  201843.3478  | 10 - 14 |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190511.2674   -  202155.9425  |  6 - 6  |           |      |    |
       |                                         |                | 191012.4246   -  202155.9425  |  4 - 6  |           |      |    |
       |                                         |                | 190511.2674   -  201608.9017  |  6 - 8  |           |      |    |
       |                                         |                |                               |         |           |      |    |
   864 |                                         |    2D* - 2D    |                               |         |           |      |    |
       |                                         |                |                               |         |           |      |    |
       |                                         |                | 190511.2674   -  204585.664   |  6 - 6  |           |      |    |
