0.707107 0.707107 0.0
0.706297 0.706482 0.0
0.705488 0.705857 0.0
0.704679 0.705232 0.0
0.703870 0.704606 0.0
0.703062 0.703980 0.0
0.702254 0.703355 0.0
0.701446 0.702729 0.0
0.700638 0.702102 0.0
0.699831 0.701476 0.0
0.699024 0.700849 0.0
0.698217 0.700223 0.0
0.697411 0.699596 0.0
0.696605 0.698969 0.0
0.695799 0.698341 0.0
0.694993 0.697714 0.0
0.694188 0.697086 0.0
0.693383 0.696458 0.0
0.692579 0.695830 0.0
0.691774 0.695202 0.0
0.690970 0.694573 0.0
0.690167 0.693945 0.0
0.689363 0.693316 0.0
0.688560 0.692687 0.0
0.687757 0.692058 0.0
0.686954 0.691428 0.0
0.686152 0.690799 0.0
0.685350 0.690169 0.0
0.684548 0.689539 0.0
0.683747 0.688909 0.0
0.682946 0.688278 0.0
0.682145 0.687648 0.0
0.681345 0.687017 0.0
0.680544 0.686386 0.0
0.679744 0.685755 0.0
0.678945 0.685124 0.0
0.678145 0.684492 0.0
0.677346 0.683861 0.0
0.676547 0.683229 0.0
0.675749 0.682597 0.0
0.674951 0.681964 0.0
0.674153 0.681332 0.0
0.673355 0.680699 0.0
0.672558 0.680066 0.0
0.671761 0.679433 0.0
0.670964 0.678800 0.0
0.670168 0.678167 0.0
0.669371 0.677533 0.0
0.668575 0.676899 0.0
0.667780 0.676265 0.0
0.666985 0.675631 0.0
0.666190 0.674997 0.0
0.665395 0.674362 0.0
0.664600 0.673728 0.0
0.663806 0.673093 0.0
0.663012 0.672457 0.0
0.662219 0.671822 0.0
0.661426 0.671187 0.0
0.660633 0.670551 0.0
0.659840 0.669915 0.0
0.659047 0.669279 0.0
0.658255 0.668643 0.0
0.657463 0.668006 0.0
0.656672 0.667370 0.0
0.655881 0.666733 0.0
0.655090 0.666096 0.0
0.654299 0.665458 0.0
0.653509 0.664821 0.0
0.652719 0.664183 0.0
0.651929 0.663545 0.0
0.651139 0.662907 0.0
0.650350 0.662269 0.0
0.649561 0.661631 0.0
0.648772 0.660992 0.0
0.647984 0.660353 0.0
0.647196 0.659714 0.0
0.646408 0.659075 0.0
0.645621 0.658436 0.0
0.644833 0.657796 0.0
0.644046 0.657156 0.0
0.643260 0.656516 0.0
0.642473 0.655876 0.0
0.641687 0.655236 0.0
0.640902 0.654595 0.0
0.640116 0.653955 0.0
0.639331 0.653314 0.0
0.638546 0.652672 0.0
0.637761 0.652031 0.0
0.636977 0.651390 0.0
0.636193 0.650748 0.0
0.635409 0.650106 0.0
0.634626 0.649464 0.0
0.633842 0.648822 0.0
0.633060 0.648179 0.0
0.632277 0.647536 0.0
0.631495 0.646893 0.0
0.630713 0.646250 0.0
0.629931 0.645607 0.0
0.629149 0.644964 0.0
0.628368 0.644320 0.0
0.627587 0.643676 0.0
0.626807 0.643032 0.0
0.626026 0.642388 0.0
0.625246 0.641743 0.0
0.624466 0.641098 0.0
0.623687 0.640454 0.0
0.622908 0.639809 0.0
0.622129 0.639163 0.0
0.621350 0.638518 0.0
0.620572 0.637872 0.0
0.619794 0.637226 0.0
0.619016 0.636580 0.0
0.618239 0.635934 0.0
0.617461 0.635288 0.0
0.616684 0.634641 0.0
0.615908 0.633994 0.0
0.615131 0.633347 0.0
0.614355 0.632700 0.0
0.613580 0.632052 0.0
0.612804 0.631405 0.0
0.612029 0.630757 0.0
0.611254 0.630109 0.0
0.610479 0.629461 0.0
0.609705 0.628812 0.0
0.608931 0.628164 0.0
0.608157 0.627515 0.0
0.607384 0.626866 0.0
0.606610 0.626217 0.0
0.605837 0.625567 0.0
0.605065 0.624918 0.0
0.604292 0.624268 0.0
0.603520 0.623618 0.0
0.602748 0.622968 0.0
0.601977 0.622317 0.0
0.601206 0.621667 0.0
0.600435 0.621016 0.0
0.599664 0.620365 0.0
0.598894 0.619714 0.0
0.598123 0.619062 0.0
0.597354 0.618411 0.0
0.596584 0.617759 0.0
0.595815 0.617107 0.0
0.595046 0.616455 0.0
0.594277 0.615802 0.0
0.593509 0.615150 0.0
0.592741 0.614497 0.0
0.591973 0.613844 0.0
0.591205 0.613191 0.0
0.590438 0.612537 0.0
0.589671 0.611884 0.0
0.588904 0.611230 0.0
0.588138 0.610576 0.0
0.587371 0.609922 0.0
0.586606 0.609268 0.0
0.585840 0.608613 0.0
0.585075 0.607958 0.0
0.584310 0.607303 0.0
0.583545 0.606648 0.0
0.582780 0.605993 0.0
0.582016 0.605337 0.0
0.581252 0.604681 0.0
0.580489 0.604025 0.0
0.579725 0.603369 0.0
0.578962 0.602713 0.0
0.578199 0.602056 0.0
0.577437 0.601400 0.0
0.576675 0.600743 0.0
0.575913 0.600085 0.0
0.575151 0.599428 0.0
0.574389 0.598770 0.0
0.573628 0.598113 0.0
0.572867 0.597455 0.0
0.572107 0.596797 0.0
0.571347 0.596138 0.0
0.570587 0.595480 0.0
0.569827 0.594821 0.0
0.569067 0.594162 0.0
0.568308 0.593503 0.0
0.567549 0.592843 0.0
0.566791 0.592184 0.0
0.566032 0.591524 0.0
0.565274 0.590864 0.0
0.564517 0.590204 0.0
0.563759 0.589544 0.0
0.563002 0.588883 0.0
0.562245 0.588222 0.0
0.561488 0.587561 0.0
0.560732 0.586900 0.0
0.559976 0.586239 0.0
0.559220 0.585577 0.0
0.558464 0.584915 0.0
0.557709 0.584253 0.0
0.556954 0.583591 0.0
0.556199 0.582929 0.0
0.555445 0.582266 0.0
0.554691 0.581603 0.0
