# Variables: 1:pos.x 2:pos.y 3:pos.z 4:volume 5:rho 6:vel.x 7:vel.y 8:vel.z 9:p 10:a 11:mu 12:k[0] 13:mu_t 14:k_t 15:S 16:tke 17:omega 18:massf[0] 19:e[0] 20:T[0] 21:M_local 22:pitot_p 23:total_p 24:total_h
 5.115754e-01 1.943840e-03 0.000000e+00 1.190441e-09 2.477834e-01 2.954282e+03 -2.454712e+00 0.000000e+00 9.064338e+04 6.936594e+02 5.134087e-05 8.074398e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.002335e+06 1.274407e+03 4.258982e+00 2.062737e+06 2.535872e+07 5.732046e+06
 5.115748e-01 5.816751e-03 0.000000e+00 3.549018e-09 2.464618e-01 2.954466e+03 -6.569587e+00 0.000000e+00 9.016209e+04 6.936675e+02 5.134168e-05 8.074564e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.002363e+06 1.274438e+03 4.259207e+00 2.051995e+06 2.523244e+07 5.732645e+06
 5.115741e-01 9.651405e-03 0.000000e+00 5.827970e-09 2.446483e-01 2.955704e+03 -1.111102e+01 0.000000e+00 8.928405e+04 6.928798e+02 5.126079e-05 8.058243e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 9.996045e+05 1.271382e+03 4.265856e+00 2.038418e+06 2.521272e+07 5.732708e+06
 5.115734e-01 1.342342e-02 0.000000e+00 7.969614e-09 2.412900e-01 2.958050e+03 -1.710198e+01 0.000000e+00 8.765351e+04 6.913999e+02 5.109796e-05 8.026523e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 9.942703e+05 1.265536e+03 4.278421e+00 2.013240e+06 2.516486e+07 5.732718e+06
 5.115728e-01 1.711001e-02 0.000000e+00 9.923572e-09 2.381741e-01 2.960403e+03 -2.239354e+01 0.000000e+00 8.612776e+04 6.899375e+02 5.093776e-05 7.995316e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 9.890224e+05 1.259775e+03 4.290950e+00 1.990034e+06 2.513715e+07 5.732882e+06
 5.115721e-01 2.069050e-02 0.000000e+00 1.164914e-08 2.362891e-01 2.961808e+03 -2.390487e+01 0.000000e+00 8.520885e+04 6.890473e+02 5.084059e-05 7.976386e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 9.858391e+05 1.256277e+03 4.298550e+00 1.975925e+06 2.511789e+07 5.732891e+06
 5.115715e-01 2.414676e-02 0.000000e+00 1.311680e-08 2.348786e-01 2.962819e+03 -2.380112e+01 0.000000e+00 8.453156e+04 6.884098e+02 5.077116e-05 7.962861e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 9.835648e+05 1.253776e+03 4.303998e+00 1.965292e+06 2.509657e+07 5.732891e+06
 5.115709e-01 2.746345e-02 0.000000e+00 1.430889e-08 2.337277e-01 2.963590e+03 -2.281238e+01 0.000000e+00 8.399402e+04 6.879409e+02 5.072018e-05 7.952929e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 9.818944e+05 1.251938e+03 4.308041e+00 1.956539e+06 2.506927e+07 5.732953e+06
 5.115704e-01 3.062825e-02 0.000000e+00 1.521928e-08 2.332925e-01 2.963919e+03 -2.040787e+01 0.000000e+00 8.379037e+04 6.877606e+02 5.070060e-05 7.949115e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 9.812532e+05 1.251232e+03 4.309623e+00 1.953256e+06 2.506038e+07 5.733033e+06
 5.115698e-01 3.363180e-02 0.000000e+00 1.585249e-08 2.340906e-01 2.963430e+03 -1.913379e+01 0.000000e+00 8.416494e+04 6.880946e+02 5.073688e-05 7.956184e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 9.824418e+05 1.252540e+03 4.306808e+00 1.959372e+06 2.508010e+07 5.733123e+06
 5.115693e-01 3.646774e-02 0.000000e+00 1.622205e-08 2.357523e-01 2.962333e+03 -1.946633e+01 0.000000e+00 8.494632e+04 6.887877e+02 5.081230e-05 7.970876e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 9.849125e+05 1.255258e+03 4.300885e+00 1.972016e+06 2.511754e+07 5.733129e+06
 5.115689e-01 3.913246e-02 0.000000e+00 1.634870e-08 2.380027e-01 2.960831e+03 -2.021359e+01 0.000000e+00 8.601178e+04 6.897364e+02 5.091579e-05 7.991036e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 9.883027e+05 1.258985e+03 4.292800e+00 1.989097e+06 2.516470e+07 5.733158e+06
 5.115684e-01 4.162491e-02 0.000000e+00 1.625834e-08 2.406416e-01 2.959076e+03 -2.171692e+01 0.000000e+00 8.726533e+04 6.908394e+02 5.103648e-05 8.014546e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 9.922562e+05 1.263326e+03 4.283421e+00 2.009098e+06 2.521930e+07 5.733194e+06
