0.000000e+00 1.000000e+00
2.755006e-01 1.000000e+00
2.759480e-01 9.983402e-01
2.763963e-01 9.966794e-01
2.768456e-01 9.950174e-01
2.772957e-01 9.933543e-01
2.777467e-01 9.916901e-01
2.781987e-01 9.900248e-01
2.786515e-01 9.883583e-01
2.791053e-01 9.866908e-01
2.795600e-01 9.850221e-01
2.800156e-01 9.833522e-01
2.804722e-01 9.816813e-01
2.809297e-01 9.800092e-01
2.813881e-01 9.783359e-01
2.818474e-01 9.766616e-01
2.823078e-01 9.749860e-01
2.827690e-01 9.733093e-01
2.832312e-01 9.716315e-01
2.836944e-01 9.699525e-01
2.841586e-01 9.682723e-01
2.846237e-01 9.665910e-01
2.850898e-01 9.649085e-01
2.855568e-01 9.632248e-01
2.860248e-01 9.615399e-01
2.864939e-01 9.598539e-01
2.869639e-01 9.581667e-01
2.874349e-01 9.564783e-01
2.879069e-01 9.547886e-01
2.883799e-01 9.530978e-01
2.888539e-01 9.514058e-01
2.893290e-01 9.497126e-01
2.898050e-01 9.480182e-01
2.902821e-01 9.463226e-01
2.907602e-01 9.446257e-01
2.912393e-01 9.429277e-01
2.917195e-01 9.412284e-01
2.922007e-01 9.395279e-01
2.926830e-01 9.378261e-01
2.931663e-01 9.361231e-01
2.936506e-01 9.344189e-01
2.941361e-01 9.327134e-01
2.946226e-01 9.310067e-01
2.951101e-01 9.292987e-01
2.955988e-01 9.275895e-01
2.960885e-01 9.258790e-01
2.965793e-01 9.241673e-01
2.970712e-01 9.224542e-01
2.975642e-01 9.207399e-01
2.980583e-01 9.190244e-01
2.985535e-01 9.173075e-01
2.990499e-01 9.155894e-01
2.995473e-01 9.138699e-01
3.000459e-01 9.121492e-01
3.005456e-01 9.104272e-01
3.010464e-01 9.087038e-01
3.015484e-01 9.069792e-01
3.020515e-01 9.052533e-01
3.025558e-01 9.035260e-01
3.030613e-01 9.017974e-01
3.035679e-01 9.000675e-01
3.040756e-01 8.983362e-01
3.045846e-01 8.966036e-01
3.050947e-01 8.948697e-01
3.056060e-01 8.931344e-01
3.061186e-01 8.913978e-01
3.066323e-01 8.896599e-01
3.071472e-01 8.879205e-01
3.076633e-01 8.861798e-01
3.081807e-01 8.844378e-01
3.086992e-01 8.826943e-01
3.092191e-01 8.809495e-01
3.097401e-01 8.792033e-01
3.102624e-01 8.774557e-01
3.107859e-01 8.757067e-01
3.113107e-01 8.739564e-01
3.118368e-01 8.722046e-01
3.123641e-01 8.704514e-01
3.128927e-01 8.686968e-01
3.134226e-01 8.669407e-01
3.139538e-01 8.651833e-01
3.144863e-01 8.634244e-01
3.150200e-01 8.616641e-01
3.155551e-01 8.599023e-01
3.160915e-01 8.581392e-01
3.166293e-01 8.563745e-01
3.171683e-01 8.546084e-01
3.177087e-01 8.528408e-01
3.182505e-01 8.510718e-01
3.187936e-01 8.493013e-01
3.193380e-01 8.475293e-01
3.198839e-01 8.457559e-01
3.204311e-01 8.439809e-01
3.209797e-01 8.422045e-01
3.215297e-01 8.404265e-01
3.220810e-01 8.386471e-01
3.226338e-01 8.368661e-01
3.231880e-01 8.350836e-01
3.237436e-01 8.332996e-01
3.243007e-01 8.315141e-01
3.248592e-01 8.297270e-01
3.254191e-01 8.279384e-01
3.259805e-01 8.261482e-01
3.265434e-01 8.243565e-01
3.271077e-01 8.225633e-01
