# pos.x pos.y pos.z volume rho vel.x vel.y vel.z p a mu k[0] mu_t k_t S tke omega massf[0] e[0] T[0] 
0.000000e+00 0.000000e+00 6.260780e-06 6.007151e-08 9.314076e-02 2.407327e+01 -4.099265e-03 0.000000e+00 7.185617e+03 3.286444e+02 1.694837e-05 2.375551e-02 2.288119e-09 2.583062e-06 0.000000e+00 2.355588e+00 3.289325e+08 1.000000e+00 1.928700e+05 2.687489e+02 
0.000000e+00 0.000000e+00 1.942503e-05 6.393797e-08 9.368464e-02 7.466553e+01 -1.102511e-02 0.000000e+00 7.183056e+03 3.276326e+02 1.686569e-05 2.362114e-02 1.180282e-07 1.332422e-04 0.000000e+00 4.220545e+01 5.774609e+07 1.000000e+00 1.916850e+05 2.670976e+02 
0.000000e+00 0.000000e+00 3.394056e-05 6.820095e-08 9.499039e-02 1.291610e+02 -1.556051e-02 0.000000e+00 7.171782e+03 3.251190e+02 1.666038e-05 2.328786e-02 1.277827e-06 1.442541e-03 0.000000e+00 2.239533e+02 1.925839e+07 1.000000e+00 1.887558e+05 2.630160e+02 
0.000000e+00 0.000000e+00 4.994593e-05 7.290099e-08 9.694650e-02 1.814431e+02 -1.103887e-02 0.000000e+00 7.145649e+03 3.212367e+02 1.634349e-05 2.277471e-02 6.223470e-06 7.025686e-03 0.000000e+00 6.211775e+02 1.006703e+07 1.000000e+00 1.842754e+05 2.567730e+02 
0.000000e+00 0.000000e+00 6.759388e-05 7.808279e-08 9.924828e-02 2.236973e+02 -5.758895e-03 0.000000e+00 7.116659e+03 3.168491e+02 1.598573e-05 2.219732e-02 1.643820e-05 1.855711e-02 0.000000e+00 1.043265e+03 6.535750e+06 1.000000e+00 1.792779e+05 2.498093e+02 
0.000000e+00 0.000000e+00 8.705275e-05 8.379567e-08 1.016195e-01 2.569935e+02 -3.948820e-03 0.000000e+00 7.094547e+03 3.126363e+02 1.564259e-05 2.164533e-02 3.066508e-05 3.461786e-02 0.000000e+00 1.346636e+03 4.476159e+06 1.000000e+00 1.745388e+05 2.432057e+02 
0.000000e+00 0.000000e+00 1.085081e-04 9.009377e-08 1.038986e-01 2.822324e+02 -1.794633e-03 0.000000e+00 7.080510e+03 3.088873e+02 1.533765e-05 2.115659e-02 4.864249e-05 5.491259e-02 0.000000e+00 1.519459e+03 3.288200e+06 1.000000e+00 1.703800e+05 2.374107e+02 
0.000000e+00 0.000000e+00 1.321644e-04 9.703700e-08 1.061084e-01 3.033339e+02 1.251754e-04 0.000000e+00 7.070749e+03 3.054385e+02 1.505745e-05 2.070881e-02 6.984065e-05 7.884323e-02 0.000000e+00 1.626064e+03 2.476923e+06 1.000000e+00 1.665947e+05 2.321363e+02 
0.000000e+00 0.000000e+00 1.582472e-04 1.046911e-07 1.082098e-01 3.207985e+02 1.851212e-03 0.000000e+00 7.064282e+03 3.023223e+02 1.480459e-05 2.030602e-02 9.448049e-05 1.066592e-01 0.000000e+00 1.684099e+03 1.940405e+06 1.000000e+00 1.632136e+05 2.274249e+02 
0.000000e+00 0.000000e+00 1.870047e-04 1.131286e-07 1.102482e-01 3.361004e+02 3.541662e-03 0.000000e+00 7.059610e+03 2.994143e+02 1.456891e-05 1.993157e-02 1.225752e-04 1.383755e-01 0.000000e+00 1.716568e+03 1.549771e+06 1.000000e+00 1.600884e+05 2.230703e+02 
0.000000e+00 0.000000e+00 2.187106e-04 1.224294e-07 1.122330e-01 3.496986e+02 5.143722e-03 0.000000e+00 7.056198e+03 2.966817e+02 1.434772e-05 1.958108e-02 1.543578e-04 1.742549e-01 0.000000e+00 1.731726e+03 1.260804e+06 1.000000e+00 1.571790e+05 2.190162e+02 
0.000000e+00 0.000000e+00 2.536667e-04 1.326812e-07 1.141653e-01 3.618585e+02 7.219182e-03 0.000000e+00 7.053752e+03 2.941109e+02 1.413990e-05 1.925266e-02 1.901217e-04 2.146287e-01 0.000000e+00 1.735017e+03 1.045139e+06 1.000000e+00 1.544674e+05 2.152380e+02 
0.000000e+00 0.000000e+00 2.922051e-04 1.439810e-07 1.160770e-01 3.730805e+02 9.560360e-03 0.000000e+00 7.051835e+03 2.916386e+02 1.394028e-05 1.893796e-02 2.301117e-04 2.597735e-01 0.000000e+00 1.730929e+03 8.749871e+05 1.000000e+00 1.518813e+05 2.116343e+02 
0.000000e+00 0.000000e+00 3.346919e-04 1.564353e-07 1.179772e-01 3.835190e+02 1.186130e-02 0.000000e+00 7.050412e+03 2.892493e+02 1.374761e-05 1.863492e-02 2.747090e-04 3.101195e-01 0.000000e+00 1.721359e+03 7.392955e+05 1.000000e+00 1.494021e+05 2.081798e+02 
0.000000e+00 0.000000e+00 3.815304e-04 1.701609e-07 1.198588e-01 3.931899e+02 1.459686e-02 0.000000e+00 7.049367e+03 2.869503e+02 1.356246e-05 1.834447e-02 3.243659e-04 3.661772e-01 0.000000e+00 1.707539e+03 6.319315e+05 1.000000e+00 1.470371e+05 2.048843e+02 
0.000000e+00 0.000000e+00 4.331648e-04 1.852872e-07 1.217464e-01 4.023494e+02 1.772317e-02 0.000000e+00 7.048597e+03 2.847019e+02 1.338163e-05 1.806145e-02 3.795114e-04 4.284311e-01 0.000000e+00 1.690657e+03 5.433219e+05 1.000000e+00 1.447420e+05 2.016864e+02 
0.000000e+00 0.000000e+00 4.900841e-04 2.019557e-07 1.236466e-01 4.110707e+02 2.127627e-02 0.000000e+00 7.048066e+03 2.824949e+02 1.320437e-05 1.778466e-02 4.406695e-04 4.974726e-01 0.000000e+00 1.671224e+03 4.695603e+05 1.000000e+00 1.425065e+05 1.985714e+02 
0.000000e+00 0.000000e+00 5.528271e-04 2.203227e-07 1.255649e-01 4.194135e+02 2.531598e-02 0.000000e+00 7.047751e+03 2.803216e+02 1.303005e-05 1.751310e-02 5.084255e-04 5.739624e-01 0.000000e+00 1.649568e+03 4.076451e+05 1.000000e+00 1.403220e+05 1.955274e+02 
