0.045  4936.
0.163  4937.
0.241  4937.
0.353  4940.
0.431  4940.
0.605  4945.
0.851  4946.
1.021  4953.
1.241  4959.
1.426  4965.
1.621  4968.
1.826  4967.
2.031  4961.
2.236  4946.
2.415  4923.
2.631  4899.
2.831  4867.
2.996  4834.
3.221  4806.
3.426  4768.
3.621  4735.
3.821  4706.
4.016  4678.
4.216  4653.
4.406  4629.
4.601  4605.
4.839  4576.
5.016  4535.
5.236  4499.
5.421  4449.
5.651  4401.
5.821  4337.
6.001  4286.
6.226  4231.
6.441  4164.
6.616  4104.
6.841  4058.
7.021  4002.
7.221  3959.
7.426  3912.
7.611  3863.
7.836  3816.
8.011  3755.
8.211  3699.
8.436  3634.
8.651  3563.
8.810  3515.
9.030  3458.
9.230  3406.
9.400  3362.
9.640  3300.
9.800  3258.
10.05  3194.
10.22  3150.
10.44  3093.
10.64  3041.
