4301.2	691.91056
4305.8	768.61839
4310.3	767.42911
4314.9	759.77611
4319.5	622.97637
4324.1	667.78731
4328.6	638.89844
4333.2	633.15259
4337.8	672.68164
4342.3	681.76778
4346.9	686.46473
4351.5	778.86576
4356.1	817.99344
4360.6	981.37113
4365.2	1200.2451
4369.8	1117.24033
4374.3	917.15022
4378.9	806.03497
4383.5	724.36603
4388	676.88512
4392.6	638.81323
4397.2	678.77963
4401.7	681.82203
4406.3	699.48657
4410.9	729.66139
4415.4	797.2722
4420	843.4438
4424.6	893.0496
4429.1	942.10791
4433.7	1013.1426
4438.3	1098.32247
4442.8	1237.71516
4447.4	1313.73661
4452	1350.08673
4456.5	1429.05294
4461.1	1623.97518
4465.6	1802.42997
4470.2	1828.36238
4474.8	2081.70046
4479.3	2245.12726
4483.9	2445.67776
4488.5	2859.96304
4493	3545.10627
4497.6	3693.90139
4502.1	3521.44581
4506.7	3142.19512
4511.3	3353.64106
4515.8	3347.64475
4520.4	2879.91261
4524.9	2950.13888
4529.5	3651.06759
4534.1	3311.30033
4538.6	2636.22323
4543.2	2468.15525
4547.7	3056.81241
4552.3	3659.65492
4556.8	2923.2866
4561.4	2277.5002
4566	2117.60792
4570.5	2312.23512
4575.1	3119.32634
4579.6	2789.00079
4584.2	2045.95617
4588.7	1654.97729
4593.3	1687.03683
4597.8	1851.3963
4602.4	2397.1464
4607	2405.26614
4611.5	1909.09597
4616.1	1638.9604
4620.6	1492.38812
4625.2	1593.60185
4629.7	1757.20964
4634.3	1941.69703
4638.8	2047.67366
4643.4	2184.47393
4647.9	2334.98957
4652.5	2410.77386
4657	2555.85927
4661.6	2798.16198
4666.1	3002.46983
4670.7	3319.92238
4675.2	3978.51578
4679.8	4451.60436
4684.3	4375.62931
4688.9	3913.46046
4693.4	4086.33716
4698	3990.17848
4702.5	3378.36224
4707.1	3162.62429
4711.6	4019.15023
4716.2	3815.44475
4720.7	2915.99142
4725.2	2305.26693
4729.8	2330.44924
4734.3	3236.04145
4738.9	2472.83274
4743.4	1428.4532
4748	811.83205
4752.5	592.81432
4757.1	545.4525
4761.6	515.51476
4766.2	503.30231
4770.7	521.27633
4775.2	523.9437
4779.8	575.12857
4784.3	535.03343
4788.9	519.82337
4793.4	481.37402
4797.9	462.97046
4802.5	447.20248
4807	443.37488
4811.6	422.24049
4816.1	432.00358
4820.7	419.7628
4825.2	431.41315
4829.7	442.88438
4834.3	468.83638
4838.8	482.97027
4843.3	531.37996
4847.9	554.86149
4852.4	572.43009
4857	584.37644
4861.5	605.89415
4866	593.27574
4870.6	603.20487
4875.1	629.78627
4879.6	632.39575
4884.2	692.29618
4888.7	702.89024
4893.3	732.04022
4897.8	730.6727
4902.3	741.17072
4906.9	764.3423
4911.4	821.30172
4915.9	831.77608
4920.5	814.02553
4925	806.57275
4929.5	858.64207
4934.1	889.3684
4938.6	894.30298
4943.1	933.74976
4947.7	962.56355
4952.2	1030.07292
4956.7	1147.65253
4961.3	1161.68923
4965.8	1175.90323
4970.3	1166.57595
4974.8	1173.64169
4979.4	1219.05051
4983.9	1253.25803
4988.4	1332.97241
4993	1316.40756
4997.5	1387.66495
5002	1460.08515
5006.5	1561.74865
5011.1	1624.72013
5015.6	1696.74614
5020.1	1808.16356
5024.7	1905.06812
5029.2	1973.48964
5033.7	2037.35802
5038.2	2169.81399
5042.8	2356.26495
5047.3	2559.51155
5051.8	2728.85241
5056.3	2869.37677
5060.9	2989.7031
5065.4	3119.46878
5069.9	3287.83842
5074.4	3401.27828
5079	3556.01782
5083.5	3752.72
5088	3926.40554
5092.5	4190.49624
5097.1	4400.76317
5101.6	4526.5134
5106.1	4611.21492
5110.6	4723.61254
5115.1	4900.04502
5119.7	5257.36792
5124.2	6181.28264
5128.7	6397.12053
5133.2	5941.65531
5137.7	5479.68277
5142.3	5382.79538
5146.8	5685.2499
5151.3	5961.95155
5155.8	6477.86059
5160.3	8784.91828
5164.9	8345.99934
5169.4	5861.8169
5173.9	2965.79564
5178.4	1217.25706
5182.9	988.89832
5187.4	912.96124
5192	883.40857
5196.5	866.15201
5201	858.30205
5205.5	833.64164
5210	852.56284
5214.5	813.93027
5219.1	831.94063
5223.6	832.74198
5228.1	822.32338
5232.6	842.07521
5237.1	849.23982
5241.6	898.33975
5246.1	951.98469
5250.7	1015.25963
5255.2	1081.0004
5259.7	1126.46875
5264.2	1183.07814
5268.7	1180.86962
5273.2	1194.13546
5277.7	1201.90771
5282.2	1229.88973
5286.7	1260.06176
5291.3	1308.83005
5295.8	1323.92541
5300.3	1288.1346
5304.8	1238.56961
5309.3	1201.57006
5313.8	1175.0176
5318.3	1168.7901
5322.8	1102.89101
5327.3	1029.51754
5331.8	1004.12655
5336.3	989.67637
5340.9	985.51883
5345.4	998.39084
5349.9	1012.5581
5354.4	1059.72374
5358.9	1080.95835
5363.4	1181.24594
5367.9	1272.22292
5372.4	1353.5534
5376.9	1414.34521
5381.4	1480.273
5385.9	1492.5901
5390.4	1486.55406
5394.9	1484.71987
5399.4	1499.89901
5403.9	1550.21954
5408.4	1655.50218
5412.9	1655.09254
5417.4	1685.41531
5421.9	1641.93294
5426.4	1700.61716
5430.9	1752.96026
5435.4	1780.21967
5439.9	1798.10205
5444.4	1805.04106
5448.9	1808.86865
5453.4	1833.14139
5457.9	1851.94601
5462.4	1884.2705
5466.9	1932.03723
5471.4	2038.01413
5475.9	2055.24686
5480.4	2077.4099
5484.9	2185.68304
