-26.8   3.86
-22.2   12.4
-17.7   16.6
-13.1   27.3
 -8.5   129.
 -3.9   634.
  0.6   839.
  5.2   404.
  9.8   78.4
 14.3   27.3
 18.9   10.2
 23.5   8.14
 28.0   3.86
