4301.2  41917.18548
4305.8  43085.91947
4310.3  41298.65743
4314.9  40912.4396
4319.5  38265.60132
4324.1  39316.50165
4328.6  37349.33597
4333.2  37149.21716
4337.8  38490.30759
4342.3  38160.14521
4346.9  39340.69043
4351.5  42345.32673
4356.1  45153.32277
4360.6  55160.00264
4365.2  57495.30693
4369.8  55561.05611
4374.3  49306.52409
4378.9  46363.31881
4383.5  47417.20792
4388    46685.71485
4392.6  46580.5703
4397.2  51845.76502
4401.7  55605.72541
4406.3  56337.78614
4410.9  57251.31353
4415.4  65492.41188
4420    73966.85017
4424.6  78730.54257
4429.1  84795.96568
4433.7  89725.20132
4438.3  99266.28911
4442.8  106961.9432
4447.4  118372.2772
4452    124967.3241
4456.5  135407.6832
4461.1  147155.8944
4465.6  157726.033
4470.2  168961.0297
4474.8  182609.637
4479.3  194945.0693
4483.9  215657.6634
4488.5  260658.9175
4493    323712.0792
4497.6  347155.1815
4502.1  323859.604
4506.7  276695.6304
4511.3  294833.2013
4515.8  290403.3795
4520.4  239003.9472
4524.9  237515.5116
4529.5  289869.5446
4534.1  257414.0066
4538.6  203528.4488
4543.2  193972.8185
4547.7  239666.4687
4552.3  284705.7294
4556.8  215612.33
4561.4  158985.4786
4566    151976.8053
4570.5  170503.3135
4575.1  232064.5677
4579.6  196983.6436
4584.2  131051.1366
4588.7  101967.266
4593.3  106392.9373
4597.8  118477.2409
4602.4  154250.3498
4607    143485.3333
4611.5  101473.2726
4616.1  82236.78812
4620.6  77095.53003
4625.2  78639.89967
4629.7  82510.03564
4634.3  84383.50627
4638.8  90817.55116
4643.4  97017.32541
4647.9  104656.5531
4652.5  106744.9149
4657    110766.1122
4661.6  120160.7393
4666.1  128786.9426
4670.7  139607.0363
4675.2  163031.2079
4679.8  176258.5347
4684.3  167028.6601
4688.9  149613.9802
4693.4  153505.6502
4698    151726.6139
4702.5  132967.2079
4707.1  123640.2337
4711.6  149863.6964
4716.2  143385.1485
4720.7  111206.3855
4725.2  93289.25545
4729.8  101466.9505
4734.3  119685.0878
4738.9  93094.42376
4743.4  58732.94653
4748    39301.5736
4752.5  34589.48647
4757.1  35962.4132
4761.6  35229.35974
4766.2  34494.56634
4770.7  36705.25281
4775.2  37170.7802
4779.8  36749.44422
4784.3  35403.29637
4788.9  34580.07657
4793.4  33254.13729
4797.9  32939.4495
4802.5  32320.22442
4807    30704.9703
4811.6  30176.89901
4816.1  30129.80066
4820.7  30562.49373
4825.2  30841.56436
4829.7  31948.22442
4834.3  33304.65875
4838.8  35256.12409
4843.3  37358.18086
4847.9  38724.60726
4852.4  39318.07657
4857    39143.15644
4861.5  38823.57756
4866    39781.0231
4870.6  40489.54983
4875.1  41042.96766
4879.6  42319.64884
4884.2  47272.36832
4888.7  47741.30033
4893.3  50567.93003
4897.8  48907.89967
4902.3  50040.66799
4906.9  52077.50891
4911.4  54719.8165
4915.9  52206.91617
4920.5  50419.04158
4925    50142.53201
4929.5  53319.60396
4934.1  53405.26469
4938.6  55657.00462
4943.1  57078.24026
4947.7  60280.69967
4952.2  63234.52541
4956.7  69083.10099
4961.3  67929.18416
4965.8  66070.86997
4970.3  64149.50759
4974.8  64654.51485
4979.4  68051.9736
4983.9  71921.97492
4988.4  73070.58218
4993    70296.09505
4997.5  72091.42442
5002    72440.48977
5006.5  74206.79868
5011.1  77622.16898
5015.6  79982.69571
5020.1  84355.58812
5024.7  87128.34191
5029.2  91537.3967
5033.7  92368.1571
5038.2  94913.30957
5042.8  100262.07
5047.3  106016.1637
5051.8  116101.6224
5056.3  124592.1386
5060.9  124506.1122
5065.4  127236.6469
5069.9  144384.7789
5074.4  137343.6964
5079    144875.0891
5083.5  152666.1518
5088    160797.8614
5092.5  165143.0363
5097.1  169174.4951
5101.6  171820.3564
5106.1  173878.5347
5110.6  175348.4356
5115.1  179165.1749
5119.7  186051.8812
5124.2  208650.5611
5128.7  213452.7789
5133.2  199907.7228
5137.7  181919.5908
5142.3  181499.934
5146.8  205723.0891
5151.3  199064.8449
5155.8  200312.1716
5160.3  274200.2904
5164.9  261980.3168
5169.4  194616.6601
5173.9  115016.5083
5178.4  69614.99538
5182.9  64044.08185
5187.4  62020.26271
5192    60551.8495
5196.5  60416.33927
5201    60179.65413
5205.5  59079.65149
5210    59769.05215
5214.5  58156.05809
5219.1  57494.20594
5223.6  56518.2297
5228.1  56603.13531
5232.6  56751.14983
5237.1  57895.51551
5241.6  59561.14191
5246.1  62793.26337
5250.7  66943.0231
5255.2  71494.95842
5259.7  74461.18944
5264.2  77515.24356
5268.7  79170.67723
5273.2  80113.07063
5277.7  80817.4495
5282.2  82922.36832
5286.7  84546.92673
5291.3  86411.27393
5295.8  85918.22838
5300.3  86236.46337
5304.8  88782.80264
5309.3  85475.00198
5313.8  82312.15578
5318.3  79449.18152
5322.8  75072.25479
5327.3  68350.85809
5331.8  64998.91617
5336.3  63241.40462
5340.9  62041.00858
5345.4  62578.55842
5349.9  63734.28251
5354.4  66534.66007
5358.9  69657.66997
5363.4  78267.29505
5367.9  83885.05875
5372.4  89279.49967
5376.9  92098.04224
5381.4  94316.96106
5385.9  93573.53267
5390.4  91346.9967
5394.9  92090
5399.4  91883.55776
5403.9  93162.14389
5408.4  95225.79802
5412.9  95665.93399
5417.4  101243.5155
5421.9  101721.0125
5426.4  102122.3881
5430.9  100304.6799
5435.4  98926.82904
5439.9  97254.44224
5444.4  96975.24356
5448.9  95261.80066
5453.4  95085.08119
5457.9  94887.08911
5462.4  94301.34917
5466.9  98069.68845
5471.4  104317.105
5475.9  106924.7023
5480.4  108526.5083
5484.9  112286.2957
5489.4  122516.8251
5493.9  128979.3611
