# Variables: 1:pos.x 2:pos.y 3:pos.z 4:volume 5:rho 6:vel.x 7:vel.y 8:vel.z 9:p 10:a 11:mu 12:k[0] 13:mu_t 14:k_t 15:S 16:tke 17:omega 18:massf[0] 19:massf[1] 20:massf[2] 21:massf[3] 22:massf[4] 23:dt_chem 24:e[0] 25:T[0] 26:M_local 27:pitot_p 28:total_p 29:total_h
 5.115754e-01 1.943840e-03 0.000000e+00 1.190441e-09 2.537447e-01 2.911264e+03 -3.496114e+00 0.000000e+00 8.431270e+04 6.635815e+02 4.738702e-05 7.433732e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 7.315075e-01 1.900860e-01 1.405296e-11 2.195716e-03 7.621074e-02 4.839393e-08 8.629411e+05 1.150673e+03 4.387202e+00 2.044695e+06 2.727103e+07 5.432950e+06
 5.115748e-01 5.816751e-03 0.000000e+00 3.549018e-09 2.521877e-01 2.911750e+03 -9.378113e+00 0.000000e+00 8.374607e+04 6.633956e+02 4.736896e-05 7.430293e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 7.315098e-01 1.900931e-01 1.387960e-11 2.191152e-03 7.620594e-02 4.867123e-08 8.622588e+05 1.150000e+03 4.389184e+00 2.032795e+06 2.715944e+07 5.433525e+06
 5.115741e-01 9.651405e-03 0.000000e+00 5.827970e-09 2.498392e-01 2.913323e+03 -1.609176e+01 0.000000e+00 8.270647e+04 6.624072e+02 4.727261e-05 7.411986e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 7.315203e-01 1.901181e-01 1.305348e-11 2.176986e-03 7.618461e-02 4.914119e-08 8.587919e+05 1.146415e+03 4.398151e+00 2.015836e+06 2.714104e+07 5.433685e+06
 5.115734e-01 1.342342e-02 0.000000e+00 7.969614e-09 2.455311e-01 2.916100e+03 -2.355232e+01 0.000000e+00 8.081452e+04 6.606001e+02 4.709635e-05 7.378531e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 7.315456e-01 1.901648e-01 1.168543e-11 2.155589e-03 7.613400e-02 4.997725e-08 8.524993e+05 1.139867e+03 4.414464e+00 1.984487e+06 2.709418e+07 5.433739e+06
 5.115728e-01 1.711001e-02 0.000000e+00 9.923572e-09 2.426415e-01 2.918243e+03 -2.735714e+01 0.000000e+00 7.953017e+04 6.592884e+02 4.696857e-05 7.354262e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 7.315864e-01 1.902281e-01 1.075888e-11 2.135421e-03 7.605013e-02 5.058526e-08 8.477358e+05 1.135131e+03 4.426547e+00 1.963743e+06 2.708922e+07 5.433950e+06
 5.115721e-01 2.069050e-02 0.000000e+00 1.164914e-08 2.409242e-01 2.919589e+03 -2.795901e+01 0.000000e+00 7.877094e+04 6.585087e+02 4.689263e-05 7.339795e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 7.316414e-01 1.903059e-01 1.023677e-11 2.123101e-03 7.592952e-02 5.095444e-08 8.446896e+05 1.132321e+03 4.433841e+00 1.951463e+06 2.708802e+07 5.434033e+06
 5.115715e-01 2.414676e-02 0.000000e+00 1.311680e-08 2.394566e-01 2.920707e+03 -2.730784e+01 0.000000e+00 7.813509e+04 6.578854e+02 4.683173e-05 7.328169e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 7.317096e-01 1.903954e-01 9.862436e-12 2.119431e-03 7.577555e-02 5.123207e-08 8.421706e+05 1.130069e+03 4.439731e+00 1.940901e+06 2.707693e+07 5.434109e+06
 5.115709e-01 2.746345e-02 0.000000e+00 1.430889e-08 2.385474e-01 2.921449e+03 -2.542265e+01 0.000000e+00 7.775473e+04 6.575498e+02 4.679882e-05 7.321822e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 7.317935e-01 1.904932e-01 9.671935e-12 2.119126e-03 7.559418e-02 5.140220e-08 8.405391e+05 1.128855e+03 4.443100e+00 1.934407e+06 2.706423e+07 5.434246e+06
 5.115704e-01 3.062825e-02 0.000000e+00 1.521928e-08 2.384520e-01 2.921676e+03 -2.204811e+01 0.000000e+00 7.772667e+04 6.575624e+02 4.679981e-05 7.321870e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 7.318877e-01 1.905939e-01 9.690367e-12 2.122709e-03 7.539561e-02 5.141899e-08 8.400250e+05 1.128894e+03 4.443318e+00 1.933894e+06 2.706277e+07 5.434326e+06
 5.115698e-01 3.363180e-02 0.000000e+00 1.585249e-08 2.391513e-01 2.921434e+03 -1.962498e+01 0.000000e+00 7.803385e+04 6.578805e+02 4.683052e-05 7.327529e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 7.319859e-01 1.906970e-01 9.903232e-12 2.131960e-03 7.518516e-02 5.127480e-08 8.405340e+05 1.130033e+03 4.440776e+00 1.939289e+06 2.708052e+07 5.434410e+06
 5.115693e-01 3.646774e-02 0.000000e+00 1.622205e-08 2.403695e-01 2.920807e+03 -1.763959e+01 0.000000e+00 7.857247e+04 6.584431e+02 4.688506e-05 7.337695e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 7.320852e-01 1.907986e-01 1.027316e-11 2.143656e-03 7.497256e-02 5.103295e-08 8.418559e+05 1.132054e+03 4.436010e+00 1.948441e+06 2.709917e+07 5.434451e+06
