---------------------------------------------------------------------------------------------------------------------------------------
 Mult. |             Configurations              |      Terms     |         Ei           Ek         | gi   gk |    Aki    | Acc. |Type|
  No.  |                                         |                |       (cm-1)       (cm-1)       |         |    s^-1   |      |    |
       |                                         |                |                                 |         |           |      |    |
---------------------------------------------------------------------------------------------------------------------------------------
       |                                         |                | 253792.40      -  261698.75     |  4 - 4  | 1.85e+04  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   475 |    2s2.2p2.(1D).3d - 2s2.2p2.(1D).4p    |    2P  - 2P*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 253792.40      -  267490.79     |  4 - 4  |           |      |    |
       |                                         |                | 253789.99      -  267460.28     |  2 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   476 |    2s2.2p2.(1D).3d - 2s2.2p2.(1D).4f D  |    2P  - 2[2]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 253789.99      -  276066.81     |  2 - 4  |           |      |    |
       |                                         |                | 253792.40      -  276066.88     |  4 - 6  |           |      |    |
       |                                         |                | 253792.40      -  276066.81     |  4 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   477 |    2s2.2p2.(1D).3d - 2s2.2p2.(1D).5f D  |    2P  - 2[2]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 253792.40      -  285959.69     |  4 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   478 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f D  |    4F  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254337.61      -  265637.10     |  4 - 6  |           |      |    |
       |                                         |                | 254388.42      -  265638.59     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   479 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f G  |    4F  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254337.61      -  265718.48     |  4 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   480 |                                         |    4F  - 2[4]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254388.42      -  265763.36     |  6 - 8  |           |      |    |
       |                                         |                | 254480.20      -  265761.29     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   481 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f D  |    4F  - 2[2]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254480.20      -  265767.55     |  8 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   482 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f G  |    4F  - 2[5]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254590.00      -  265925.19     | 10 - 12 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   483 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f F  |    4F  - 2[4]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254590.00      -  265999.75     | 10 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   484 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f D  |    4D  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254896.42      -  265638.59     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   485 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f G  |    4D  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254896.42      -  265720.38     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   486 |                                         |    4D  - 2[4]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254896.42      -  265763.36     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   487 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f D  |    4D  - 2[1]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254846.68      -  265893.06     |  2 - 2  |           |      |    |
       |                                         |                | 254881.37      -  265893.62     |  4 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   488 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f F  |    4D  - 2[2]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254846.68      -  265957.37     |  2 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   489 |                                         |    4D  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254881.37      -  265992.37     |  4 - 6  |           |      |    |
       |                                         |                | 255019.73      -  265992.37     |  8 - 6  |           |      |    |
       |                                         |                | 255019.73      -  265992.31     |  8 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   490 |                                         |    4D  - 2[4]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255019.73      -  265999.75     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   491 |    2s.2p3.(5S*).3s - 2s2.2p2.(3P).5s    |    4S* - 4P    | 254981.55      -  257865.16     |  4 - 12 | 2.88e+05  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 254981.55      -  257965.11     |  4 - 6  | 3.18e+05  | C    |    |
       |                                         |                | 254981.55      -  257799.93     |  4 - 4  | 2.68e+05  | C    |    |
       |                                         |                | 254981.55      -  257695.74     |  4 - 2  | 2.39e+05  | C    |    |
       |                                         |                |                                 |         |           |      |    |
   492 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f G  |    4P  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255105.01      -  265720.38     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   493 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f D  |    4P  - 2[1]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255163.08      -  265893.06     |  2 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   494 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f F  |    4P  - 2[2]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255142.41      -  265963.54     |  4 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   495 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5p    |    2P  - 2D*   | 255209.7       -  261801.46     |  6 - 10 | 8.17e+04  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255173.58      -  261869.94     |  4 - 6  | 8.55e+04  | D    |    |
       |                                         |                | 255281.93      -  261698.75     |  2 - 4  | 6.27e+04  | D    |    |
       |                                         |                | 255173.58      -  261698.75     |  4 - 4  | 1.32e+04  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   496 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f D  |    2P  - 2[1]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255281.93      -  265893.06     |  2 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   497 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5p    |    2F  - 2D*   | 255395.82      -  261801.46     | 14 - 10 | 1.04e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255466.10      -  261869.94     |  8 - 6  | 1.03e+07  | D    |    |
       |                                         |                | 255302.11      -  261698.75     |  6 - 4  | 8.58e+06  | D    |    |
       |                                         |                | 255302.11      -  261869.94     |  6 - 6  | 1.24e+06  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   498 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f G  |    2F  - 2[4]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255302.11      -  265763.36     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   499 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f D  |    2F  - 2[2]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255302.11      -  265766.28     |  6 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   500 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f G  |    2F  - 2[5]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255466.10      -  265930.31     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   501 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f F  |    2F  - 2[4]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255466.10      -  265999.75     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   502 |    2s2.2p2.(1D).3d - 2s2.2p2.(1D).4f P  |    2S  - 2[1]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255622.80      -  276263.81     |  2 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   503 |    2s2.2p2.(1D).3d - 2s2.2p2.(1D).5f P  |    2S  - 2[1]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255622.80      -  286055.28     |  2 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   504 |  2s2.2p2.(3P).4f D - 2s2.2p2.(3P<0>).5g |  2[3]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255689.939     -  265697.13     |  6 - 8  |           |      |    |
       |                                         |                | 255691.346     -  265697.13     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   505 |  2s2.2p2.(3P).4f D - 2s2.2p2.(3P<1>).5g |  2[3]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255689.939     -  265794.08     |  6 - 8  |           |      |    |
       |                                         |                | 255691.346     -  265794.14     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   506 |  2s2.2p2.(3P).4f D - 2s2.2p2.(3P<0>).6g |  2[3]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255689.939     -  271068.35     |  6 - 8  |           |      |    |
       |                                         |                | 255691.346     -  271068.39     |  8 - 10 |           |      |    |
       |                                         |                | 255691.346     -  271068.35     |  8 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   507 |  2s2.2p2.(3P).4f G - 2s2.2p2.(3P<0>).5g |  2[3]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255756.131     -  265697.13     |  6 - 8  |           |      |    |
       |                                         |                | 255759.384     -  265697.13     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   508 |  2s2.2p2.(3P).4f G - 2s2.2p2.(3P<1>).5g |  2[3]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255756.131     -  265794.08     |  6 - 8  |           |      |    |
       |                                         |                | 255759.384     -  265794.14     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   509 |                                         |  2[3]* - 2[3]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255756.131     -  265820.27     |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   510 |  2s2.2p2.(3P).4f G - 2s2.2p2.(3P<1>).6g |  2[3]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255756.131     -  271171.85     |  6 - 8  |           |      |    |
       |                                         |                | 255759.384     -  271171.85     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   511 |  2s2.2p2.(3P).4f D - 2s2.2p2.(3P<1>).5g |  2[2]* - 2[3]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255812.728     -  265820.27     |  4 - 6  |           |      |    |
       |                                         |                | 255813.472     -  265820.46     |  6 - 8  |           |      |    |
       |                                         |                | 255813.472     -  265820.27     |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   512 |  2s2.2p2.(3P).4f D - 2s2.2p2.(3P<2>).5g |  2[2]* - 2[3]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255813.472     -  266007.72     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   513 |  2s2.2p2.(3P).4f D - 2s2.2p2.(3P<1>).6g |  2[2]* - 2[3]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255812.728     -  271187.92     |  4 - 6  |           |      |    |
       |                                         |                | 255813.472     -  271188.04     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   514 |  2s2.2p2.(3P).4f G - 2s2.2p2.(3P<1>).5g |  2[4]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255829.58      -  265794.08     |  8 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   515 |                                         |  2[4]* - 2[5]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255827.657     -  265816.06     | 10 - 12 |           |      |    |
       |                                         |                | 255829.58      -  265815.98     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   516 |  2s2.2p2.(3P).4f G - 2s2.2p2.(3P<2>).5g |  2[4]* - 2[5]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255827.657     -  266024.16     | 10 - 12 |           |      |    |
       |                                         |                | 255829.58      -  266024.16     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   517 |  2s2.2p2.(3P).4f G - 2s2.2p2.(3P<0>).6g |  2[4]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255827.657     -  271068.39     | 10 - 10 |           |      |    |
       |                                         |                | 255827.657     -  271068.35     | 10 - 8  |           |      |    |
       |                                         |                | 255829.58      -  271068.39     |  8 - 10 |           |      |    |
       |                                         |                | 255829.58      -  271068.35     |  8 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   518 |  2s2.2p2.(3P).4f G - 2s2.2p2.(3P<1>).6g |  2[4]* - 2[5]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255827.657     -  271185.08     | 10 - 12 |           |      |    |
       |                                         |                | 255829.58      -  271184.87     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   519 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5p    |    2D  - 2D*   | 255875.72      -  261801.46     | 10 - 10 | 1.96e+06  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255897.59      -  261869.94     |  6 - 6  | 1.87e+06  | D    |    |
       |                                         |                | 255842.91      -  261698.75     |  4 - 4  | 1.70e+06  | D    |    |
       |                                         |                | 255897.59      -  261698.75     |  6 - 4  | 1.83e+05  | D    |    |
       |                                         |                | 255842.91      -  261869.94     |  4 - 6  | 1.37e+05  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   520 |    2s2.2p2.(3P).4d - 2s2.2p2.(3P).5f F  |    2D  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255842.91      -  265992.37     |  4 - 6  |           |      |    |
       |                                         |                | 255897.59      -  265992.37     |  6 - 6  |           |      |    |
       |                                         |                | 255897.59      -  265992.31     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   521 |                                         |    2D  - 2[4]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255897.59      -  266004.90     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   522 |  2s2.2p2.(3P).4f D - 2s2.2p2.(3P<2>).5g |  2[1]* - 2[2]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255912.32      -  265980.11     |  4 - 6  |           |      |    |
       |                                         |                | 255912.37      -  265980.11     |  2 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   523 |  2s2.2p2.(3P).4f D - 2s2.2p2.(3P<2>).6g |  2[1]* - 2[2]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255912.32      -  271360.61     |  4 - 6  |           |      |    |
       |                                         |                | 255912.32      -  271360.61     |  4 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   524 |  2s2.2p2.(3P).4f G - 2s2.2p2.(3P<1>).5g |  2[5]* - 2[5]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255983.584     -  265816.06     | 10 - 12 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   525 |  2s2.2p2.(3P).4f G - 2s2.2p2.(3P<2>).5g |  2[5]* - 2[6]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255977.481     -  265992.34     | 12 - 14 |           |      |    |
       |                                         |                | 255977.481     -  265992.31     | 12 - 12 |           |      |    |
       |                                         |                | 255983.584     -  265992.31     | 10 - 12 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   526 |                                         |  2[5]* - 2[5]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255977.481     -  266024.16     | 12 - 12 |           |      |    |
       |                                         |                | 255983.584     -  266024.16     | 10 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   527 |  2s2.2p2.(3P).4f G - 2s2.2p2.(3P<0>).6g |  2[5]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255983.584     -  271068.39     | 10 - 10 |           |      |    |
       |                                         |                | 255983.584     -  271068.35     | 10 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   528 |  2s2.2p2.(3P).4f G - 2s2.2p2.(3P<2>).6g |  2[5]* - 2[6]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 255977.481     -  271367.79     | 12 - 14 |           |      |    |
       |                                         |                | 255977.481     -  271367.70     | 12 - 12 |           |      |    |
       |                                         |                | 255983.584     -  271367.70     | 10 - 12 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   529 |  2s2.2p2.(3P).4f F - 2s2.2p2.(3P<1>).5g |  2[2]* - 2[3]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256083.604     -  265820.27     |  4 - 6  |           |      |    |
       |                                         |                | 256087.746     -  265820.46     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   530 |  2s2.2p2.(3P).4f F - 2s2.2p2.(3P<2>).5g |  2[2]* - 2[2]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256083.604     -  265980.11     |  4 - 6  |           |      |    |
       |                                         |                | 256087.746     -  265980.11     |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   531 |                                         |  2[2]* - 2[3]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256083.604     -  266007.60     |  4 - 6  |           |      |    |
       |                                         |                | 256087.746     -  266007.72     |  6 - 8  |           |      |    |
       |                                         |                | 256087.746     -  266007.60     |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   532 |  2s2.2p2.(3P).4f F - 2s2.2p2.(3P<2>).6g |  2[2]* - 2[3]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256083.604     -  271375.61     |  4 - 6  |           |      |    |
       |                                         |                | 256087.746     -  271375.61     |  6 - 6  |           |      |    |
       |                                         |                | 256087.746     -  271375.48     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   533 |  2s2.2p2.(3P).4f F - 2s2.2p2.(3P<0>).5g |  2[3]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256123.231     -  265697.13     |  8 - 10 |           |      |    |
       |                                         |                | 256125.785     -  265697.13     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   534 |  2s2.2p2.(3P).4f F - 2s2.2p2.(3P<2>).5g |  2[3]* - 2[3]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256123.231     -  266007.72     |  8 - 8  |           |      |    |
       |                                         |                | 256125.785     -  266007.60     |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   535 |                                         |  2[3]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256123.231     -  266022.90     |  8 - 10 |           |      |    |
       |                                         |                | 256125.785     -  266022.90     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   536 |                                         |  2[3]* - 2[5]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256123.231     -  266024.16     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   537 |  2s2.2p2.(3P).4f F - 2s2.2p2.(3P<2>).6g |  2[3]* - 2[3]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256123.231     -  271375.48     |  8 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   538 |                                         |  2[3]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256123.231     -  271384.80     |  8 - 10 |           |      |    |
       |                                         |                | 256125.785     -  271384.65     |  6 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   539 |  2s2.2p2.(3P).4f F - 2s2.2p2.(3P<1>).5g |  2[4]* - 2[5]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256136.036     -  265816.06     | 10 - 12 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   540 |  2s2.2p2.(3P).4f F - 2s2.2p2.(3P<2>).5g |  2[4]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256143.187     -  266022.90     |  8 - 8  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   541 |                                         |  2[4]* - 2[5]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256136.036     -  266024.16     | 10 - 12 |           |      |    |
       |                                         |                | 256143.187     -  266024.16     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   542 |  2s2.2p2.(3P).4f F - 2s2.2p2.(3P<1>).6g |  2[4]* - 2[5]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256143.187     -  271184.87     |  8 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   543 |  2s2.2p2.(3P).4f F - 2s2.2p2.(3P<2>).6g |  2[4]* - 2[4]  |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 256136.036     -  271384.80     | 10 - 10 |           |      |    |
