---------------------------------------------------------------------------------------------------------------------------------------
 Mult. |             Configurations              |      Terms     |         Ei           Ek         | gi   gk |    Aki    | Acc. |Type|
  No.  |                                         |                |       (cm-1)       (cm-1)       |         |    s^-1   |      |    |
       |                                         |                |                                 |         |           |      |    |
---------------------------------------------------------------------------------------------------------------------------------------
    68 |            2s2.2p3 - 2s2.2p2.(1D).4s    |    2P* - 2D    |  40468.67      -  259287.79     |  6 - 10 | 2.50e+08  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                |  40468.01      -  259288.07     |  4 - 4  | 4.17e+07  | E    |    |
       |                                         |                |  40468.01      -  259287.61     |  4 - 6  | 2.50e+08  | D    |    |
       |                                         |                |  40470.00      -  259288.07     |  2 - 4  | 2.09e+08  | D    |    |
       |                                         |                |                                 |         |           |      |    |
    69 |            2s2.2p3 - 2s2.2p2.(3P).5d    |    2P* - 2D    |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                |  40468.01      -  265855.2      |  4 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
    70 |            2s2.2p3 - 2s2.2p2.(3P).6s    |    2P* - 2P    |  40468.67      -  267232.5      |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                |  40468.01      -  267298.23     |  4 - 4  |           |      |    |
       |                                         |                |  40470.00      -  267298.23     |  2 - 4  |           |      |    |
       |                                         |                |  40468.01      -  267101.1      |  4 - 2  |           |      |    |
       |                                         |                |  40470.00      -  267101.1      |  2 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
    71 |            2s2.2p3 - 2s2.2p2.(1D).4d    |    2P* - 2D    |  40468.67      -  274923.2      |  6 - 10 | 1.23e+09  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                |  40468.01      -  274928.0      |  4 - 6  | 1.23e+09  | D    |    |
       |                                         |                |  40468.01      -  274916.0      |  4 - 4  | 2.04e+08  | E    |    |
       |                                         |                |  40470.00      -  274916.0      |  2 - 4  | 1.02e+09  | D    |    |
       |                                         |                |                                 |         |           |      |    |
    72 |                                         |    2P* - 2P    |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                |  40468.01      -  275611.1      |  4 - 4  |           |      |    |
       |                                         |                |  40470.00      -  275611.1      |  2 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
    73 |            2s2.2p3 - 2s2.2p2.(1S).3d    |    2P* - 2D    |  40468.67      -  276038.77     |  6 - 10 | 7.99e+08  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                |  40468.01      -  276075.32     |  4 - 6  | 7.99e+08  | D    |    |
       |                                         |                |  40468.01      -  275983.95     |  4 - 4  | 1.33e+08  | E    |    |
       |                                         |                |  40470.00      -  275983.95     |  2 - 4  | 6.65e+08  | D    |    |
       |                                         |                |                                 |         |           |      |    |
    74 |            2s2.2p3 - 2s2.2p2.(1D).4d    |    2P* - 2S    |  40468.67      -  275996.5      |  6 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                |  40468.01      -  275996.5      |  4 - 2  |           |      |    |
       |                                         |                |  40470.00      -  275996.5      |  2 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
    75 |            2s2.2p3 - 2s2.2p2.(1D).5s    |    2P* - 2D    |  40468.67      -  278144.5      |  6 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                |  40468.01      -  278144.62     |  4 - 6  |           |      |    |
       |                                         |                |  40468.01      -  278144.33     |  4 - 4  |           |      |    |
       |                                         |                |  40470.00      -  278144.33     |  2 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
    76 |            2s2.2p3 - 2s2.2p2.(1S).4s    |    2P* - 2S    |  40468.67      -  282219.9      |  6 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                |  40468.01      -  282219.90     |  4 - 2  |           |      |    |
       |                                         |                |  40470.00      -  282219.90     |  2 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
    77 |            2s2.2p3 - 2s2.2p2.(1D).6s    |    2P* - 2D    |  40468.67      -  287046.5      |  6 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                |  40468.01      -  287047.1      |  4 - 6  |           |      |    |
       |                                         |                |  40468.01      -  287045.6      |  4 - 4  |           |      |    |
       |                                         |                |  40470.00      -  287045.6      |  2 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
    78 |             2s.2p4 - 2s2.2p2.(3P).3p    |    4P  - 4D*   | 119932.56      -  206894.686    | 12 - 20 | 5.80e+06  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 119837.21      -  207002.482    |  6 - 8  | 5.78e+06  | C+   |    |
       |                                         |                | 119837.21      -  206877.865    |  6 - 6  | 1.22e+06  | C+   |    |
       |                                         |                | 119837.21      -  206786.286    |  6 - 4  | 1.52e+05  | D    |    |
       |                                         |                | 120000.43      -  206877.865    |  4 - 6  | 4.61e+06  | C    |    |
       |                                         |                | 120000.43      -  206786.286    |  4 - 4  | 2.78e+06  | C+   |    |
       |                                         |                | 120000.43      -  206730.762    |  4 - 2  | 7.27e+05  | C+   |    |
       |                                         |                | 120082.86      -  206786.286    |  2 - 4  | 2.89e+06  | C    |    |
       |                                         |                | 120082.86      -  206730.762    |  2 - 2  | 5.05e+06  | C    |    |
       |                                         |                |                                 |         |           |      |    |
    79 |                                         |    4P  - 4P*   | 119932.56      -  208430.538    | 12 - 12 | 4.64e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 119837.21      -  208484.202    |  6 - 6  | 3.32e+07  | B    |    |
       |                                         |                | 119837.21      -  208392.258    |  6 - 4  | 2.21e+07  | B    |    |
       |                                         |                | 120000.43      -  208484.202    |  4 - 6  | 1.33e+07  | B    |    |
       |                                         |                | 120000.43      -  208392.258    |  4 - 4  | 6.05e+06  | B    |    |
       |                                         |                | 120000.43      -  208346.104    |  4 - 2  | 3.89e+07  | B    |    |
       |                                         |                | 120082.86      -  208392.258    |  2 - 4  | 1.82e+07  | B    |    |
       |                                         |                | 120082.86      -  208346.104    |  2 - 2  | 7.45e+06  | B    |    |
       |                                         |                |                                 |         |           |      |    |
    80 |                                         |    4P  - 4S*   | 119932.56      -  212161.881    | 12 - 4  | 5.31e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 119837.21      -  212161.881    |  6 - 4  | 2.55e+07  | B    |    |
       |                                         |                | 120000.43      -  212161.881    |  4 - 4  | 1.82e+07  | B    |    |
       |                                         |                | 120082.86      -  212161.881    |  2 - 4  | 9.44e+06  | C+   |    |
       |                                         |                |                                 |         |           |      |    |
    81 |             2s.2p4 - 2s.2p3.(5S*).3s    |    4P  - 4S*   | 119932.56      -  254981.55     | 12 - 4  | 1.40e+09  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 119837.21      -  254981.55     |  6 - 4  | 7.03e+08  | D    |    |
       |                                         |                | 120000.43      -  254981.55     |  4 - 4  | 4.67e+08  | D    |    |
       |                                         |                | 120082.86      -  254981.55     |  2 - 4  | 2.33e+08  | D    |    |
       |                                         |                |                                 |         |           |      |    |
    82 |             2s.2p4 - 2s2.2p2.(3P).3p    |    2D  - 2D*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 165988.46      -  211712.732    |  6 - 6  | 9.17e+04  | C    |    |
       |                                         |                | 165996.50      -  211522.117    |  4 - 4  | 8.36e+04  | C    |    |
       |                                         |                |                                 |         |           |      |    |
    83 |                                         |    2D  - 2P*   | 165991.68      -  214209.754    | 10 - 6  | 3.62e+06  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 165988.46      -  214229.671    |  6 - 4  | 3.30e+06  | C+   |    |
       |                                         |                | 165996.50      -  214229.671    |  4 - 4  | 3.61e+05  | C+   |    |
       |                                         |                | 165996.50      -  214169.920    |  4 - 2  | 3.55e+06  | C+   |    |
       |                                         |                |                                 |         |           |      |    |
    84 |             2s.2p4 - 2s2.2p2.(1D).3p    |    2D  - 2F*   | 165991.68      -  228737.33     | 10 - 14 | 2.27e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 165988.46      -  228747.45     |  6 - 8  | 2.27e+07  | C+   |    |
       |                                         |                | 165988.46      -  228723.84     |  6 - 6  | 1.51e+06  | C+   |    |
       |                                         |                | 165996.50      -  228723.84     |  4 - 6  | 2.11e+07  | C+   |    |
       |                                         |                |                                 |         |           |      |    |
    85 |                                         |    2D  - 2D*   | 165991.68      -  229955.62     | 10 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 165988.46      -  229968.44     |  6 - 4  |           |      |    |
       |                                         |                | 165996.50      -  229968.44     |  4 - 4  |           |      |    |
       |                                         |                | 165988.46      -  229947.07     |  6 - 6  |           |      |    |
       |                                         |                | 165996.50      -  229947.07     |  4 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
    86 |                                         |    2D  - 2P*   | 165991.68      -  232511.54     | 10 - 6  | 5.55e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 165988.46      -  232527.09     |  6 - 4  | 4.99e+07  | C+   |    |
       |                                         |                | 165996.50      -  232527.09     |  4 - 4  | 5.53e+06  | C+   |    |
       |                                         |                | 165996.50      -  232480.44     |  4 - 2  | 5.56e+07  | C+   |    |
       |                                         |                |                                 |         |           |      |    |
    87 |             2s.2p4 - 2s2.2p2.(1S).3p    |    2D  - 2P*   | 165991.68      -  252991.34     | 10 - 6  | 7.79e+06  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 165988.46      -  252993.39     |  6 - 4  | 7.01e+06  | D    |    |
       |                                         |                | 165996.50      -  252987.23     |  4 - 2  | 7.78e+06  | D    |    |
       |                                         |                | 165996.50      -  252993.39     |  4 - 4  | 7.78e+05  | E    |    |
       |                                         |                |                                 |         |           |      |    |
    88 |             2s.2p4 - 2s2.2p2.(1D).4f F  |    2D  - 2[3]* |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 165988.46      -  275881.65     |  6 - 8  |           |      |    |
       |                                         |                | 165988.46      -  275881.65     |  6 - 6  |           |      |    |
       |                                         |                | 165996.50      -  275881.65     |  4 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
    89 |    2s2.2p2.(3P).3s - 2s2.2p2.(3P).3p    |    4P  - 2S*   | 185305.478     -  203942.288    | 12 - 2  | 5.61e+04  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  203942.288    |  2 - 2  | 1.46e+04  | C    |    |
       |                                         |                | 185340.577     -  203942.288    |  4 - 2  | 4.15e+04  | C    |    |
       |                                         |                |                                 |         |           |      |    |
    90 |                                         |    4P  - 4D*   | 185402.301     -  206894.686    | 12 - 20 | 7.89e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  206786.286    |  2 - 4  | 3.61e+07  | B    |    |
       |                                         |                | 185340.577     -  206877.865    |  4 - 6  | 5.85e+07  | B    |    |
       |                                         |                | 185499.124     -  207002.482    |  6 - 8  | 7.84e+07  | B    |    |
       |                                         |                | 185235.281     -  206730.762    |  2 - 2  | 6.70e+07  | B    |    |
       |                                         |                | 185340.577     -  206786.286    |  4 - 4  | 4.04e+07  | B    |    |
       |                                         |                | 185340.577     -  206730.762    |  4 - 2  | 1.24e+07  | B    |    |
       |                                         |                | 185499.124     -  206877.865    |  6 - 6  | 2.05e+07  | B    |    |
       |                                         |                | 185499.124     -  206786.286    |  6 - 4  | 3.15e+06  | B    |    |
       |                                         |                |                                 |         |           |      |    |
    91 |                                         |    4P  - 4P*   | 185402.301     -  208430.538    | 12 - 12 | 9.22e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  208392.258    |  2 - 4  | 3.68e+07  | B    |    |
       |                                         |                | 185340.577     -  208484.202    |  4 - 6  | 2.48e+07  | B    |    |
       |                                         |                | 185235.281     -  208346.104    |  2 - 2  | 1.42e+07  | B    |    |
       |                                         |                | 185340.577     -  208392.258    |  4 - 4  | 1.53e+07  | B    |    |
       |                                         |                | 185340.577     -  208346.104    |  4 - 2  | 7.95e+07  | B    |    |
       |                                         |                | 185499.124     -  208484.202    |  6 - 6  | 6.75e+07  | B    |    |
       |                                         |                | 185499.124     -  208392.258    |  6 - 4  | 3.92e+07  | B    |    |
       |                                         |                |                                 |         |           |      |    |
    92 |                                         |    4P  - 2D*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185499.124     -  211712.732    |  6 - 6  | 3.74e+04  | C    |    |
       |                                         |                |                                 |         |           |      |    |
    93 |                                         |    4P  - 4S*   | 185402.301     -  212161.881    | 12 - 4  | 1.74e+08  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  212161.881    |  2 - 4  | 2.75e+07  | B    |    |
       |                                         |                | 185340.577     -  212161.881    |  4 - 4  | 5.64e+07  | B    |    |
       |                                         |                | 185499.124     -  212161.881    |  6 - 4  | 8.97e+07  | B    |    |
       |                                         |                |                                 |         |           |      |    |
    94 |                                         |    4P  - 2P*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  214169.920    |  2 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
    95 |    2s2.2p2.(3P).3s - 2s2.2p2.(3P).4p    |    4P  - 4D*   | 185402.301     -  245922.86     | 12 - 20 | 2.16e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  245816.70     |  2 - 4  | 9.02e+06  | C+   |    |
       |                                         |                | 185340.577     -  245903.224    |  4 - 6  | 1.51e+07  | C+   |    |
       |                                         |                | 185235.281     -  245768.37     |  2 - 2  | 1.80e+07  | C+   |    |
       |                                         |                | 185499.124     -  246029.295    |  6 - 8  | 2.16e+07  | C+   |    |
       |                                         |                | 185340.577     -  245816.70     |  4 - 4  | 1.15e+07  | C+   |    |
       |                                         |                | 185340.577     -  245768.37     |  4 - 2  | 3.58e+06  | C    |    |
       |                                         |                | 185499.124     -  245903.224    |  6 - 6  | 6.43e+06  | C+   |    |
       |                                         |                | 185499.124     -  245816.70     |  6 - 4  | 1.07e+06  | C    |    |
       |                                         |                |                                 |         |           |      |    |
    96 |                                         |    4P  - 4S*   | 185402.301     -  246291.822    | 12 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  246291.822    |  2 - 4  |           |      |    |
       |                                         |                | 185340.577     -  246291.822    |  4 - 4  |           |      |    |
       |                                         |                | 185499.124     -  246291.822    |  6 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
    97 |                                         |    4P  - 4P*   | 185402.301     -  246442.268    | 12 - 12 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  246483.317    |  2 - 4  |           |      |    |
       |                                         |                | 185340.577     -  246483.317    |  4 - 4  |           |      |    |
       |                                         |                | 185340.577     -  246455.629    |  4 - 6  |           |      |    |
       |                                         |                | 185235.281     -  246320.086    |  2 - 2  |           |      |    |
       |                                         |                | 185499.124     -  246483.317    |  6 - 4  |           |      |    |
       |                                         |                | 185340.577     -  246320.086    |  4 - 2  |           |      |    |
       |                                         |                | 185499.124     -  246455.629    |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
    98 |    2s2.2p2.(3P).3s - 2s.2p3.(5S*).3s    |    4P  - 4S*   | 185402.301     -  254981.55     | 12 - 4  | 3.03e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  254981.55     |  2 - 4  | 5.10e+06  | D    |    |
       |                                         |                | 185340.577     -  254981.55     |  4 - 4  | 1.01e+07  | C    |    |
       |                                         |                | 185499.124     -  254981.55     |  6 - 4  | 1.51e+07  | C    |    |
       |                                         |                |                                 |         |           |      |    |
    99 |    2s2.2p2.(3P).3s - 2s2.2p2.(3P).5p    |    4P  - 4D*   | 185402.301     -  261068.37     | 12 - 20 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  260958.62     |  2 - 4  |           |      |    |
       |                                         |                | 185340.577     -  261044.03     |  4 - 6  |           |      |    |
       |                                         |                | 185499.124     -  261180.59     |  6 - 8  |           |      |    |
       |                                         |                | 185235.281     -  260911.96     |  2 - 2  |           |      |    |
       |                                         |                | 185340.577     -  260958.62     |  4 - 4  |           |      |    |
       |                                         |                | 185340.577     -  260911.96     |  4 - 2  |           |      |    |
       |                                         |                | 185499.124     -  261044.03     |  6 - 6  |           |      |    |
       |                                         |                | 185499.124     -  260958.62     |  6 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   100 |                                         |    4P  - 4P*   | 185402.301     -  261300.85     | 12 - 12 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  261261.29     |  2 - 4  |           |      |    |
       |                                         |                | 185340.577     -  261356.02     |  4 - 6  |           |      |    |
       |                                         |                | 185235.281     -  261214.47     |  2 - 2  |           |      |    |
       |                                         |                | 185340.577     -  261261.29     |  4 - 4  |           |      |    |
       |                                         |                | 185340.577     -  261214.47     |  4 - 2  |           |      |    |
       |                                         |                | 185499.124     -  261356.02     |  6 - 6  |           |      |    |
       |                                         |                | 185499.124     -  261261.29     |  6 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   101 |    2s2.2p2.(3P).3s - 2s2.2p2.(3P).6p    |    4P  - 4D*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  268465.6      |  2 - 4  |           |      |    |
       |                                         |                | 185340.577     -  268547.50     |  4 - 6  |           |      |    |
       |                                         |                | 185499.124     -  268692.1      |  6 - 8  |           |      |    |
       |                                         |                | 185340.577     -  268465.6      |  4 - 4  |           |      |    |
       |                                         |                | 185499.124     -  268547.50     |  6 - 6  |           |      |    |
       |                                         |                | 185499.124     -  268465.6      |  6 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   102 |                                         |    4P  - 4P*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185499.124     -  268782.5      |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   103 |    2s2.2p2.(3P).3s - 2s2.2p2.(3P).7p    |    4P  - 4D*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185235.281     -  272728.4      |  2 - 4  |           |      |    |
       |                                         |                | 185499.124     -  272968.4      |  6 - 8  |           |      |    |
       |                                         |                | 185340.577     -  272787.7      |  4 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   104 |                                         |    4P  - 4P*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 185499.124     -  273018.7      |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   105 |    2s2.2p2.(3P).3s - 2s2.2p2.(3P).3p    |    2P  - 2S*   | 189008.524     -  203942.288    |  6 - 2  | 2.80e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 188888.543     -  203942.288    |  2 - 2  | 9.88e+06  | B+   |    |
       |                                         |                | 189068.514     -  203942.288    |  4 - 2  | 1.81e+07  | B+   |    |
       |                                         |                |                                 |         |           |      |    |
   106 |                                         |    2P  - 4D*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 189068.514     -  206877.865    |  4 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   107 |                                         |    2P  - 4P*   |                                 |         |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 189068.514     -  208484.202    |  4 - 6  | 1.13e+04  | C    |    |
       |                                         |                | 188888.543     -  208346.104    |  2 - 2  | 1.89e+04  | C    |    |
       |                                         |                | 189068.514     -  208346.104    |  4 - 2  | 4.23e+04  | C    |    |
       |                                         |                |                                 |         |           |      |    |
   108 |                                         |    2P  - 2D*   | 189008.524     -  211636.486    |  6 - 10 | 8.49e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 189068.514     -  211712.732    |  4 - 6  | 8.47e+07  | B    |    |
       |                                         |                | 188888.543     -  211522.117    |  2 - 4  | 7.16e+07  | B    |    |
       |                                         |                | 189068.514     -  211522.117    |  4 - 4  | 1.37e+07  | B    |    |
       |                                         |                |                                 |         |           |      |    |
   109 |                                         |    2P  - 2P*   | 189008.524     -  214209.754    |  6 - 6  | 1.24e+08  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 188888.543     -  214229.671    |  2 - 4  | 2.01e+07  | B    |    |
       |                                         |                | 188888.543     -  214169.920    |  2 - 2  | 8.57e+07  | B    |    |
       |                                         |                | 189068.514     -  214229.671    |  4 - 4  | 1.02e+08  | B    |    |
       |                                         |                | 189068.514     -  214169.920    |  4 - 2  | 4.16e+07  | B    |    |
       |                                         |                |                                 |         |           |      |    |
   110 |    2s2.2p2.(3P).3s - 2s2.2p2.(1D).3p    |    2P  - 2D*   | 189008.524     -  229955.62     |  6 - 10 | 4.97e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 188888.543     -  229968.44     |  2 - 4  | 4.21e+07  | B    |    |
       |                                         |                | 189068.514     -  229968.44     |  4 - 4  | 7.56e+06  | B    |    |
       |                                         |                | 189068.514     -  229947.07     |  4 - 6  | 4.98e+07  | B    |    |
       |                                         |                |                                 |         |           |      |    |
   111 |                                         |    2P  - 2P*   | 189008.524     -  232511.54     |  6 - 6  | 4.91e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 188888.543     -  232527.09     |  2 - 4  | 7.41e+06  | C    |    |
       |                                         |                | 188888.543     -  232480.44     |  2 - 2  | 3.25e+07  | C    |    |
       |                                         |                | 189068.514     -  232527.09     |  4 - 4  | 4.17e+07  | C    |    |
       |                                         |                | 189068.514     -  232480.44     |  4 - 2  | 1.67e+07  | C    |    |
       |                                         |                |                                 |         |           |      |    |
   112 |    2s2.2p2.(3P).3s - 2s2.2p2.(3P).4p    |    2P  - 2S*   | 189008.524     -  245037.29     |  6 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 188888.543     -  245037.29     |  2 - 2  |           |      |    |
       |                                         |                | 189068.514     -  245037.29     |  4 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   113 |                                         |    2P  - 2D*   | 189008.524     -  248116.08     |  6 - 10 | 7.45e+05  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 188888.543     -  248010.23     |  2 - 4  | 6.21e+05  | D    |    |
       |                                         |                | 189068.514     -  248186.64     |  4 - 6  | 7.45e+05  | D    |    |
       |                                         |                | 189068.514     -  248010.23     |  4 - 4  | 1.23e+05  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   114 |    2s2.2p2.(3P).3s - 2s2.2p2.(1S).3p    |    2P  - 2P*   | 189008.524     -  252991.34     |  6 - 6  | 1.37e+07  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 188888.543     -  252993.39     |  2 - 4  | 2.30e+06  | D    |    |
       |                                         |                | 188888.543     -  252987.23     |  2 - 2  | 9.21e+06  | C    |    |
       |                                         |                | 189068.514     -  252993.39     |  4 - 4  | 1.14e+07  | C    |    |
       |                                         |                | 189068.514     -  252987.23     |  4 - 2  | 4.57e+06  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   115 |    2s2.2p2.(3P).3s - 2s2.2p2.(3P).5p    |    2P  - 2S*   | 189008.524     -  260686.27     |  6 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 188888.543     -  260686.27     |  2 - 2  |           |      |    |
       |                                         |                | 189068.514     -  260686.27     |  4 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   116 |                                         |    2P  - 2D*   | 189008.524     -  261801.46     |  6 - 10 | 6.48e+06  |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 188888.543     -  261698.75     |  2 - 4  | 5.40e+06  | D    |    |
       |                                         |                | 189068.514     -  261869.94     |  4 - 6  | 6.48e+06  | C    |    |
       |                                         |                | 189068.514     -  261698.75     |  4 - 4  | 1.07e+06  | D    |    |
       |                                         |                |                                 |         |           |      |    |
   117 |    2s2.2p2.(3P).3s - 2s2.2p2.(1D).4p    |    2P  - 2D*   | 189008.524     -  266634.08     |  6 - 10 |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 188888.543     -  266624.32     |  2 - 4  |           |      |    |
       |                                         |                | 189068.514     -  266640.58     |  4 - 6  |           |      |    |
       |                                         |                | 189068.514     -  266624.32     |  4 - 4  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
   118 |                                         |    2P  - 2P*   | 189008.524     -  267480.62     |  6 - 6  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
       |                                         |                | 188888.543     -  267490.79     |  2 - 4  |           |      |    |
       |                                         |                | 188888.543     -  267460.28     |  2 - 2  |           |      |    |
       |                                         |                | 189068.514     -  267490.79     |  4 - 4  |           |      |    |
       |                                         |                | 189068.514     -  267460.28     |  4 - 2  |           |      |    |
       |                                         |                |                                 |         |           |      |    |
