# ballute.data
# Columns:
# 1: x (m)
# 2: T (K)
# 3: p (Pa)
# 4: rho (kg/m^3)
# 5: e (J/kg)
# 6: a (m/s)
# 7: u (m/s)
# 8: M 
# 9 - 27: species mole fractions
0.000000e+00 1.013941e+04 6.450408e+01 2.097621e-05 1.213686e+07 1.912223e+03 6.128459e+02 3.204888e-01 9.485676e-01 4.992461e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 8.719533e-05 0.000000e+00 0.000000e+00 
3.606336e-04 1.007571e+04 6.416169e+01 2.097894e-05 1.213725e+07 1.908041e+03 6.127661e+02 3.211494e-01 9.484514e-01 4.987084e-02 4.660197e-05 1.129481e-06 7.485055e-07 1.964556e-16 5.015238e-06 1.451239e-11 2.395037e-09 2.984131e-10 3.124345e-05 1.238420e-08 4.108206e-05 1.050095e-08 4.230673e-15 1.000000e+00 8.711276e-05 9.704880e-07 4.319391e-05 
1.217325e-03 1.007263e+04 6.415873e+01 2.097107e-05 1.213611e+07 1.908499e+03 6.129962e+02 3.211929e-01 9.478092e-01 4.969489e-02 1.700034e-04 1.333438e-05 9.321837e-06 5.962323e-14 5.271636e-05 4.159346e-10 2.840541e-08 1.205864e-08 1.116022e-04 1.114625e-07 1.195188e-04 3.520305e-08 6.944015e-14 1.000000e+00 8.677284e-05 3.539000e-06 5.097457e-04 
2.201416e-03 1.006618e+04 6.415177e+01 2.095255e-05 1.213340e+07 1.909527e+03 6.135379e+02 3.213036e-01 9.464093e-01 4.941940e-02 3.203787e-04 4.410177e-05 3.268025e-05 1.629169e-12 1.594509e-04 3.481018e-09 1.001407e-07 7.405177e-08 2.311183e-04 5.282417e-07 1.897155e-04 6.199882e-08 2.092783e-13 1.000000e+00 8.621562e-05 6.663508e-06 1.684430e-03 
3.051763e-03 1.005698e+04 6.414188e+01 2.092632e-05 1.212956e+07 1.910974e+03 6.143070e+02 3.214627e-01 9.444261e-01 4.909249e-02 4.638397e-04 8.926389e-05 6.978276e-05 1.339307e-11 3.052876e-04 1.371127e-08 2.224179e-07 2.209917e-07 3.928260e-04 1.464703e-06 2.471334e-04 8.369718e-08 4.772148e-13 1.000000e+00 8.553808e-05 9.635254e-06 3.405091e-03 
3.675044e-03 1.004930e+04 6.413387e+01 2.090510e-05 1.212645e+07 1.912150e+03 6.149304e+02 3.215912e-01 9.427956e-01 4.884681e-02 5.562276e-04 1.266334e-04 1.024513e-04 3.963273e-11 4.223315e-04 2.783312e-08 3.386782e-07 3.845675e-07 5.345712e-04 2.481667e-06 2.826078e-04 9.444719e-08 7.621817e-13 1.000000e+00 8.502372e-05 1.154269e-05 4.825702e-03 
4.137331e-03 1.004282e+04 6.412727e+01 2.088766e-05 1.212389e+07 1.913120e+03 6.154439e+02 3.216964e-01 9.414354e-01 4.865088e-02 6.231196e-04 1.577970e-04 1.308842e-04 7.955864e-11 5.189304e-04 4.388141e-08 4.461201e-07 5.479702e-07 6.602993e-04 3.481833e-06 3.083265e-04 1.000883e-07 1.048557e-12 1.000000e+00 8.461203e-05 1.292003e-05 6.008259e-03 
4.532983e-03 1.003675e+04 6.412122e+01 2.087172e-05 1.212155e+07 1.914012e+03 6.159140e+02 3.217921e-01 9.401761e-01 4.847458e-02 6.791949e-04 1.865935e-04 1.580489e-04 1.363569e-10 6.078970e-04 6.241147e-08 5.540205e-07 7.201739e-07 7.828623e-04 4.522963e-06 3.301627e-04 1.031913e-07 1.355153e-12 1.000000e+00 8.424106e-05 1.407197e-05 7.099287e-03 
4.868597e-03 1.003124e+04 6.411584e+01 2.085754e-05 1.211946e+07 1.914808e+03 6.163327e+02 3.218770e-01 9.390431e-01 4.831915e-02 7.259013e-04 2.124389e-04 1.831234e-04 2.079286e-10 6.877434e-04 8.224968e-08 6.580663e-07 8.918956e-07 8.981770e-04 5.550174e-06 3.486579e-04 1.045390e-07 1.663786e-12 1.000000e+00 8.391391e-05 1.502945e-05 8.077134e-03 
5.172021e-03 1.002599e+04 6.411079e+01 2.084425e-05 1.211750e+07 1.915558e+03 6.167255e+02 3.219561e-01 9.379702e-01 4.817422e-02 7.674536e-04 2.368486e-04 2.073855e-04 2.972199e-10 7.632867e-04 1.039171e-07 7.627412e-07 1.068951e-06 1.011667e-03 6.599261e-06 3.654109e-04 1.047544e-07 1.987938e-12 1.000000e+00 8.360891e-05 1.587965e-05 8.999476e-03 
