#x(m)	y(m)	z(m)	du(m/s)	dy(m)	rho(kg/m^3)	mu(N.s/m^2)	tau_w(N/m^2)	y_plus 
1.072465e-01	3.520848e-02	0.000000	622.313123	4.350795e-05	6.054386e-01	3.318960e-05	474.725	22.224031 
1.082898e-01	3.542000e-02	0.000000	620.590407	4.376247e-05	5.981767e-01	3.309215e-05	469.276	22.156729 
1.093386e-01	3.563179e-02	0.000000	618.847941	4.401722e-05	5.909899e-01	3.299790e-05	463.925	22.087681 
1.103929e-01	3.584384e-02	0.000000	617.082440	4.427217e-05	5.838848e-01	3.290671e-05	458.666	22.017009 
1.114528e-01	3.605613e-02	0.000000	615.290718	4.452731e-05	5.768680e-01	3.281849e-05	453.495	21.944835 
1.125181e-01	3.626863e-02	0.000000	613.469917	4.478262e-05	5.699461e-01	3.273313e-05	448.406	21.871294 
1.135888e-01	3.648133e-02	0.000000	611.617567	4.503806e-05	5.631243e-01	3.265050e-05	443.394	21.796512 
1.146651e-01	3.669422e-02	0.000000	609.734116	4.529363e-05	5.564047e-01	3.257047e-05	438.457	21.720618 
1.157467e-01	3.690727e-02	0.000000	607.819031	4.554930e-05	5.497887e-01	3.249288e-05	433.592	21.643713 
1.168338e-01	3.712046e-02	0.000000	605.876165	4.580504e-05	5.432746e-01	3.241764e-05	428.797	21.565900 
1.179263e-01	3.733379e-02	0.000000	603.902870	4.606084e-05	5.368654e-01	3.234444e-05	424.067	21.487325 
1.190242e-01	3.754722e-02	0.000000	601.912542	4.631667e-05	5.305553e-01	3.227330e-05	419.411	21.408143 
1.201275e-01	3.776075e-02	0.000000	599.886244	4.657251e-05	5.243525e-01	3.220372e-05	414.806	21.328382 
1.212362e-01	3.797434e-02	0.000000	597.879416	4.682834e-05	5.182256e-01	3.213656e-05	410.303	21.248140 
1.223501e-01	3.818799e-02	0.000000	595.784248	4.708414e-05	5.122257e-01	3.207034e-05	405.806	21.167067 
1.234695e-01	3.840167e-02	0.000000	593.724328	4.733987e-05	5.063042e-01	3.200643e-05	401.416	21.085947 
1.245941e-01	3.861537e-02	0.000000	591.663462	4.759553e-05	5.004388e-01	3.194265e-05	397.081	21.004408 
1.257240e-01	3.882906e-02	0.000000	589.541714	4.785108e-05	4.947170e-01	3.188092e-05	392.784	20.922624 
1.268591e-01	3.904273e-02	0.000000	587.398180	4.810651e-05	4.890955e-01	3.182047e-05	388.540	20.840673 
1.279995e-01	3.925635e-02	0.000000	585.273873	4.836179e-05	4.835264e-01	3.176050e-05	384.365	20.758557 
1.291452e-01	3.946991e-02	0.000000	583.161434	4.861690e-05	4.780171e-01	3.170111e-05	380.256	20.676285 
1.302960e-01	3.968338e-02	0.000000	581.047437	4.887181e-05	4.725822e-01	3.164251e-05	376.205	20.593881 
1.314520e-01	3.989676e-02	0.000000	578.925898	4.912651e-05	4.672277e-01	3.158478e-05	372.207	20.511375 
1.326131e-01	4.011001e-02	0.000000	576.796189	4.938096e-05	4.619539e-01	3.152790e-05	368.263	20.428795 
1.337793e-01	4.032311e-02	0.000000	574.659456	4.963515e-05	4.567589e-01	3.147179e-05	364.370	20.346175 
1.349507e-01	4.053606e-02	0.000000	572.517329	4.988906e-05	4.516415e-01	3.141636e-05	360.528	20.263567 
1.361271e-01	4.074882e-02	0.000000	570.371181	5.014265e-05	4.466006e-01	3.136157e-05	356.737	20.181022 
1.373085e-01	4.096138e-02	0.000000	568.223564	5.039591e-05	4.416346e-01	3.130743e-05	352.997	20.098570 
1.384950e-01	4.117372e-02	0.000000	566.076614	5.064881e-05	4.367413e-01	3.125394e-05	349.310	20.016217 
1.396864e-01	4.138582e-02	0.000000	563.937047	5.090134e-05	4.319182e-01	3.120118e-05	345.679	19.934033 
1.408828e-01	4.159765e-02	0.000000	561.805194	5.115346e-05	4.271652e-01	3.114908e-05	342.102	19.852065 
1.420841e-01	4.180921e-02	0.000000	559.697601	5.140516e-05	4.224778e-01	3.109781e-05	338.592	19.770474 
1.432903e-01	4.202045e-02	0.000000	557.595464	5.165641e-05	4.178566e-01	3.104733e-05	335.135	19.688978 
1.445013e-01	4.223138e-02	0.000000	555.551826	5.190718e-05	4.132838e-01	3.099849e-05	331.770	19.607848 
1.457172e-01	4.244197e-02	0.000000	553.455822	5.215747e-05	4.087795e-01	3.095070e-05	328.426	19.525810 
1.469378e-01	4.265219e-02	0.000000	551.262534	5.240723e-05	4.044211e-01	3.090229e-05	325.056	19.444485 
1.481632e-01	4.286203e-02	0.000000	549.038626	5.265646e-05	4.001334e-01	3.085329e-05	321.701	19.363283 
1.493934e-01	4.307146e-02	0.000000	546.810072	5.290513e-05	3.959108e-01	3.080440e-05	318.384	19.282324 
1.506281e-01	4.328048e-02	0.000000	544.577246	5.315321e-05	3.917569e-01	3.075584e-05	315.107	19.201668 
1.518676e-01	4.348905e-02	0.000000	542.338419	5.340068e-05	3.876737e-01	3.070766e-05	311.868	19.121344 
1.531116e-01	4.369716e-02	0.000000	540.091824	5.364752e-05	3.836626e-01	3.065985e-05	308.665	19.041377 
1.543602e-01	4.390479e-02	0.000000	537.836874	5.389371e-05	3.797227e-01	3.061244e-05	305.499	18.961760 
1.556134e-01	4.411192e-02	0.000000	535.575211	5.413923e-05	3.758520e-01	3.056546e-05	302.370	18.882489 
1.568710e-01	4.431852e-02	0.000000	533.313316	5.438406e-05	3.720461e-01	3.051879e-05	299.280	18.803633 
1.581330e-01	4.452459e-02	0.000000	531.048682	5.462816e-05	3.683119e-01	3.047243e-05	296.227	18.725345 
1.593995e-01	4.473010e-02	0.000000	528.772290	5.487153e-05	3.646627e-01	3.042661e-05	293.208	18.647765 
1.606703e-01	4.493503e-02	0.000000	526.514944	5.511414e-05	3.610710e-01	3.038108e-05	290.236	18.570839 
1.619454e-01	4.513936e-02	0.000000	524.285728	5.535596e-05	3.575224e-01	3.033622e-05	287.319	18.494267 
1.632248e-01	4.534307e-02	0.000000	522.085082	5.559699e-05	3.540063e-01	3.029241e-05	284.462	18.417676 
1.645085e-01	4.554615e-02	0.000000	519.912165	5.583719e-05	3.505159e-01	3.024987e-05	281.663	18.340825 
1.657963e-01	4.574857e-02	0.000000	517.731840	5.607655e-05	3.470719e-01	3.020884e-05	278.906	18.263573 
1.670883e-01	4.595033e-02	0.000000	515.513362	5.631504e-05	3.437032e-01	3.016975e-05	276.177	18.186038 
1.683843e-01	4.615139e-02	0.000000	513.246143	5.655265e-05	3.404095e-01	3.013151e-05	273.460	18.108383 
1.696844e-01	4.635174e-02	0.000000	510.991501	5.678935e-05	3.371688e-01	3.009362e-05	270.783	18.031289 
1.709885e-01	4.655136e-02	0.000000	508.638614	5.702513e-05	3.340122e-01	3.005442e-05	268.072	17.954147 
1.722965e-01	4.675023e-02	0.000000	506.366350	5.725996e-05	3.309608e-01	3.001121e-05	265.398	17.881521 
1.736084e-01	4.694835e-02	0.000000	504.061469	5.749383e-05	3.279879e-01	2.996733e-05	262.730	17.809725 
1.749242e-01	4.714568e-02	0.000000	501.759446	5.772672e-05	3.250668e-01	2.992355e-05	260.095	17.738461 
1.762438e-01	4.734222e-02	0.000000	499.461976	5.795860e-05	3.221972e-01	2.988006e-05	257.493	17.667711 
1.775671e-01	4.753793e-02	0.000000	497.171630	5.818947e-05	3.193764e-01	2.983689e-05	254.927	17.597461 
1.788941e-01	4.773282e-02	0.000000	494.888594	5.841929e-05	3.166032e-01	2.979409e-05	252.395	17.527683 
1.802247e-01	4.792686e-02	0.000000	492.612289	5.864806e-05	3.138778e-01	2.975163e-05	249.898	17.458397 
1.815589e-01	4.812003e-02	0.000000	490.342319	5.887576e-05	3.112014e-01	2.970943e-05	247.433	17.389679 
1.828967e-01	4.831233e-02	0.000000	488.077028	5.910237e-05	3.085740e-01	2.966746e-05	244.999	17.321524 
1.842379e-01	4.850372e-02	0.000000	485.813877	5.932786e-05	3.059925e-01	2.962588e-05	242.595	17.253770 
1.855825e-01	4.869420e-02	0.000000	483.548744	5.955223e-05	3.034529e-01	2.958493e-05	240.222	17.186187 
1.869305e-01	4.888375e-02	0.000000	481.278754	5.977546e-05	3.009543e-01	2.954460e-05	237.877	17.118708 
1.882818e-01	4.907236e-02	0.000000	479.001303	5.999753e-05	2.985001e-01	2.950459e-05	235.555	17.051494 
1.896363e-01	4.926001e-02	0.000000	476.716188	6.021842e-05	2.960974e-01	2.946434e-05	233.253	16.984922 
1.909941e-01	4.944669e-02	0.000000	474.426456	6.043812e-05	2.937524e-01	2.942338e-05	230.967	16.919377 
1.923549e-01	4.963238e-02	0.000000	472.130271	6.065662e-05	2.914683e-01	2.938143e-05	228.695	16.855020 
1.937189e-01	4.981706e-02	0.000000	469.841584	6.087390e-05	2.892380e-01	2.933883e-05	226.445	16.791812 
1.950858e-01	5.000073e-02	0.000000	467.541681	6.108994e-05	2.870590e-01	2.929567e-05	224.210	16.729345 
1.964557e-01	5.018338e-02	0.000000	465.282971	6.130473e-05	2.849110e-01	2.925313e-05	222.022	16.667635 
1.978284e-01	5.036497e-02	0.000000	462.964413	6.151826e-05	2.828172e-01	2.920989e-05	219.823	16.605950 
1.992040e-01	5.054552e-02	0.000000	460.914897	6.173051e-05	2.806359e-01	2.917156e-05	217.811	16.544443 
2.005824e-01	5.072499e-02	0.000000	458.804550	6.194147e-05	2.785198e-01	2.913472e-05	215.803	16.482658 
2.019635e-01	5.090339e-02	0.000000	456.699448	6.215113e-05	2.764392e-01	2.909828e-05	213.820	16.421238 
2.033472e-01	5.108069e-02	0.000000	454.601797	6.235947e-05	2.743953e-01	2.906219e-05	211.864	16.360288 
2.047334e-01	5.125689e-02	0.000000	452.513599	6.256648e-05	2.723879e-01	2.902641e-05	209.934	16.299861 
2.061222e-01	5.143197e-02	0.000000	450.430781	6.277215e-05	2.704155e-01	2.899097e-05	208.029	16.239846 
2.075135e-01	5.160593e-02	0.000000	448.359440	6.297648e-05	2.684748e-01	2.895559e-05	206.149	16.180347 
2.089071e-01	5.177874e-02	0.000000	446.290347	6.317943e-05	2.665731e-01	2.891491e-05	204.251	16.122926 
2.103030e-01	5.195042e-02	0.000000	444.228743	6.338102e-05	2.647064e-01	2.887438e-05	202.376	16.066041 
2.117011e-01	5.212093e-02	0.000000	442.178201	6.358122e-05	2.628776e-01	2.883354e-05	200.524	16.009986 
2.131015e-01	5.229027e-02	0.000000	440.143301	6.378003e-05	2.610876e-01	2.879218e-05	198.694	15.954944 
2.145039e-01	5.245844e-02	0.000000	438.130333	6.397744e-05	2.593318e-01	2.875048e-05	196.889	15.900855 
2.159084e-01	5.262543e-02	0.000000	436.144688	6.417343e-05	2.576027e-01	2.870887e-05	195.115	15.847473 
2.173149e-01	5.279121e-02	0.000000	434.190652	6.436800e-05	2.558933e-01	2.866782e-05	193.377	15.794556 
2.187233e-01	5.295580e-02	0.000000	432.266848	6.456114e-05	2.541999e-01	2.862782e-05	191.677	15.741827 
2.201335e-01	5.311917e-02	0.000000	430.365204	6.475285e-05	2.525270e-01	2.858897e-05	190.010	15.689268 
2.215455e-01	5.328133e-02	0.000000	428.483512	6.494311e-05	2.508793e-01	2.855149e-05	188.378	15.636933 
2.229592e-01	5.344226e-02	0.000000	426.624414	6.513192e-05	2.492593e-01	2.851449e-05	186.774	15.585211 
2.243746e-01	5.360196e-02	0.000000	424.830792	6.531926e-05	2.476518e-01	2.847866e-05	185.223	15.534224 
2.257914e-01	5.376042e-02	0.000000	423.026368	6.550515e-05	2.460762e-01	2.844235e-05	183.678	15.483654 
2.272098e-01	5.391763e-02	0.000000	421.196599	6.568956e-05	2.445211e-01	2.840901e-05	182.156	15.431948 
2.286296e-01	5.407359e-02	0.000000	419.366818	6.587249e-05	2.429852e-01	2.837545e-05	180.648	15.380399 
2.300508e-01	5.422829e-02	0.000000	417.556257	6.605394e-05	2.414695e-01	2.834198e-05	179.162	15.329319 
2.314732e-01	5.438174e-02	0.000000	415.762306	6.623390e-05	2.399768e-01	2.830876e-05	177.699	15.278720 
2.328969e-01	5.453391e-02	0.000000	413.987427	6.641236e-05	2.385068e-01	2.827583e-05	176.260	15.228629 
2.343216e-01	5.468482e-02	0.000000	412.236035	6.658933e-05	2.370575e-01	2.824319e-05	174.846	15.179072 
2.357475e-01	5.483444e-02	0.000000	410.511922	6.676480e-05	2.356277e-01	2.821090e-05	173.458	15.130087 
2.371743e-01	5.498279e-02	0.000000	408.817382	6.693877e-05	2.342170e-01	2.817901e-05	172.099	15.081686 
2.386020e-01	5.512986e-02	0.000000	407.154538	6.711123e-05	2.328237e-01	2.814766e-05	170.768	15.033832 
2.400306e-01	5.527564e-02	0.000000	405.525395	6.728218e-05	2.314456e-01	2.811700e-05	169.468	14.986457 
2.414600e-01	5.542013e-02	0.000000	403.929143	6.745161e-05	2.300823e-01	2.808711e-05	168.198	14.939528 
2.428900e-01	5.556333e-02	0.000000	402.361237	6.761953e-05	2.287363e-01	2.805801e-05	166.956	14.893038 
2.443207e-01	5.570523e-02	0.000000	400.819180	6.778594e-05	2.274094e-01	2.802961e-05	165.739	14.847036 
2.457519e-01	5.584585e-02	0.000000	399.313498	6.795083e-05	2.260975e-01	2.800164e-05	164.552	14.801665 
2.471836e-01	5.598516e-02	0.000000	397.859364	6.811420e-05	2.247922e-01	2.797386e-05	163.397	14.757000 
2.486157e-01	5.612318e-02	0.000000	396.457991	6.827605e-05	2.234937e-01	2.794604e-05	162.274	14.713137 
2.500482e-01	5.625990e-02	0.000000	395.095502	6.843638e-05	2.222054e-01	2.791843e-05	161.178	14.669876 
2.514809e-01	5.639532e-02	0.000000	393.747567	6.859520e-05	2.209398e-01	2.789079e-05	160.098	14.627239 
2.529138e-01	5.652944e-02	0.000000	392.413498	6.875249e-05	2.196933e-01	2.786403e-05	159.037	14.584873 
2.543468e-01	5.666226e-02	0.000000	391.041877	6.890827e-05	2.184825e-01	2.783649e-05	157.967	14.542814 
2.557798e-01	5.679379e-02	0.000000	389.490153	6.906253e-05	2.173223e-01	2.781072e-05	156.843	14.498247 
2.572128e-01	5.692402e-02	0.000000	387.947343	6.921528e-05	2.161607e-01	2.778398e-05	155.727	14.453684 
2.586457e-01	5.705295e-02	0.000000	386.421626	6.936651e-05	2.150118e-01	2.775708e-05	154.627	14.409531 
2.600784e-01	5.718058e-02	0.000000	384.911586	6.951624e-05	2.138797e-01	2.773028e-05	153.543	14.365850 
2.615109e-01	5.730693e-02	0.000000	383.425236	6.966445e-05	2.127627e-01	2.770355e-05	152.477	14.322738 
2.629430e-01	5.743198e-02	0.000000	381.967598	6.981116e-05	2.116592e-01	2.767699e-05	151.433	14.280218 
2.643747e-01	5.755575e-02	0.000000	380.538366	6.995637e-05	2.105682e-01	2.765082e-05	150.411	14.238205 
2.658059e-01	5.767822e-02	0.000000	379.136373	7.010008e-05	2.094887e-01	2.762528e-05	149.411	14.196588 
2.672366e-01	5.779942e-02	0.000000	377.760145	7.024230e-05	2.084205e-01	2.760040e-05	148.434	14.155330 
2.686667e-01	5.791934e-02	0.000000	376.407836	7.038302e-05	2.073655e-01	2.757602e-05	147.476	14.114509 
2.700960e-01	5.803797e-02	0.000000	375.077645	7.052225e-05	2.063267e-01	2.755183e-05	146.536	14.074277 
2.715246e-01	5.815534e-02	0.000000	373.767631	7.066001e-05	2.053056e-01	2.752766e-05	145.612	14.034709 
2.729523e-01	5.827144e-02	0.000000	372.475502	7.079628e-05	2.043021e-01	2.750349e-05	144.702	13.995762 
2.743791e-01	5.838627e-02	0.000000	371.198767	7.093109e-05	2.033155e-01	2.747944e-05	143.806	13.957345 
2.758050e-01	5.849984e-02	0.000000	369.934742	7.106443e-05	2.023450e-01	2.745556e-05	142.923	13.919375 
2.772297e-01	5.861216e-02	0.000000	368.680622	7.119630e-05	2.013932e-01	2.743163e-05	142.051	13.881947 
2.786534e-01	5.872322e-02	0.000000	367.433110	7.132672e-05	2.004594e-01	2.740765e-05	141.188	13.844990 
2.800758e-01	5.883304e-02	0.000000	366.190471	7.145569e-05	1.995469e-01	2.738317e-05	140.331	13.808693 
2.814970e-01	5.894162e-02	0.000000	364.951960	7.158322e-05	1.986488e-01	2.735900e-05	139.484	13.772614 
2.829168e-01	5.904896e-02	0.000000	363.676827	7.170931e-05	1.977816e-01	2.733363e-05	138.624	13.736933 
2.843351e-01	5.915508e-02	0.000000	362.344759	7.183397e-05	1.968974e-01	2.731209e-05	137.768	13.698356 
2.857520e-01	5.925997e-02	0.000000	361.010775	7.195721e-05	1.960180e-01	2.729025e-05	136.916	13.659709 
2.871673e-01	5.936364e-02	0.000000	359.693351	7.207903e-05	1.951491e-01	2.726821e-05	136.076	13.621520 
2.885810e-01	5.946610e-02	0.000000	358.391410	7.219945e-05	1.942927e-01	2.724610e-05	135.247	13.583816 
2.899930e-01	5.956736e-02	0.000000	357.106138	7.231846e-05	1.934480e-01	2.722404e-05	134.431	13.546562 
2.914033e-01	5.966743e-02	0.000000	355.839555	7.243609e-05	1.926137e-01	2.720209e-05	133.629	13.509742 
2.928116e-01	5.976630e-02	0.000000	354.592186	7.255232e-05	1.917903e-01	2.718019e-05	132.840	13.473402 
2.942181e-01	5.986399e-02	0.000000	353.363807	7.266719e-05	1.909796e-01	2.715824e-05	132.064	13.437636 
2.956226e-01	5.996050e-02	0.000000	352.154793	7.278068e-05	1.901833e-01	2.713606e-05	131.300	13.402557 
2.970251e-01	6.005584e-02	0.000000	350.965169	7.289281e-05	1.894023e-01	2.711358e-05	130.547	13.368221 
2.984254e-01	6.015003e-02	0.000000	349.794020	7.300360e-05	1.886362e-01	2.709080e-05	129.805	13.334599 
2.998236e-01	6.024306e-02	0.000000	348.639271	7.311304e-05	1.878830e-01	2.706793e-05	129.073	13.301536 
3.012195e-01	6.033494e-02	0.000000	347.498973	7.322115e-05	1.871409e-01	2.704522e-05	128.353	13.268876 
3.026131e-01	6.042569e-02	0.000000	346.371782	7.332794e-05	1.864094e-01	2.702279e-05	127.645	13.236550 
3.040043e-01	6.051530e-02	0.000000	345.256530	7.343341e-05	1.856889e-01	2.700060e-05	126.947	13.204565 
3.053931e-01	6.060380e-02	0.000000	344.151449	7.353757e-05	1.849818e-01	2.697839e-05	126.257	13.173039 
3.067793e-01	6.069118e-02	0.000000	343.053229	7.364045e-05	1.842873e-01	2.695615e-05	125.575	13.141885 
3.081630e-01	6.077746e-02	0.000000	341.956369	7.374203e-05	1.836071e-01	2.693351e-05	124.896	13.111162 
3.095441e-01	6.086264e-02	0.000000	340.856099	7.384234e-05	1.829369e-01	2.691110e-05	124.222	13.080464 
3.109224e-01	6.094673e-02	0.000000	339.735422	7.394139e-05	1.822861e-01	2.688740e-05	123.538	13.050180 
3.122980e-01	6.102974e-02	0.000000	338.651926	7.403917e-05	1.815838e-01	2.686890e-05	122.897	13.017305 
3.136708e-01	6.111169e-02	0.000000	337.540548	7.413572e-05	1.808943e-01	2.685069e-05	122.251	12.984086 
3.150407e-01	6.119257e-02	0.000000	336.432317	7.423102e-05	1.802164e-01	2.683235e-05	121.610	12.951181 
3.164076e-01	6.127240e-02	0.000000	335.333796	7.432510e-05	1.795489e-01	2.681389e-05	120.977	12.918674 
3.177715e-01	6.135119e-02	0.000000	334.246682	7.441797e-05	1.788903e-01	2.679540e-05	120.351	12.886524 
3.191324e-01	6.142894e-02	0.000000	333.170802	7.450963e-05	1.782408e-01	2.677688e-05	119.733	12.854739 
3.204901e-01	6.150567e-02	0.000000	332.106683	7.460009e-05	1.776024e-01	2.675813e-05	119.123	12.823455 
3.218446e-01	6.158138e-02	0.000000	331.056178	7.468937e-05	1.769775e-01	2.673889e-05	118.519	12.792857 
3.231959e-01	6.165609e-02	0.000000	330.021197	7.477748e-05	1.763671e-01	2.671903e-05	117.921	12.763061 
3.245439e-01	6.172979e-02	0.000000	329.002360	7.486443e-05	1.757707e-01	2.669861e-05	117.331	12.734036 
3.258885e-01	6.180251e-02	0.000000	327.998691	7.495022e-05	1.751858e-01	2.667789e-05	116.748	12.705631 
3.272297e-01	6.187425e-02	0.000000	327.008274	7.503487e-05	1.746098e-01	2.665720e-05	116.174	12.677629 
3.285674e-01	6.194502e-02	0.000000	326.029242	7.511839e-05	1.740409e-01	2.663676e-05	115.609	12.649881 
3.299016e-01	6.201484e-02	0.000000	325.060251	7.520079e-05	1.734791e-01	2.661663e-05	115.052	12.622350 
3.312323e-01	6.208370e-02	0.000000	324.100307	7.528208e-05	1.729253e-01	2.659672e-05	114.503	12.595076 
3.325593e-01	6.215161e-02	0.000000	323.148195	7.536227e-05	1.723817e-01	2.657676e-05	113.959	12.568181 
3.338825e-01	6.221860e-02	0.000000	322.201680	7.544137e-05	1.718478e-01	2.655673e-05	113.421	12.541614 
3.352021e-01	6.228466e-02	0.000000	321.257156	7.551940e-05	1.713257e-01	2.653635e-05	112.885	12.515447 
3.365178e-01	6.234982e-02	0.000000	320.311983	7.559636e-05	1.708114e-01	2.651616e-05	112.353	12.489358 
3.378298e-01	6.241406e-02	0.000000	319.358355	7.567226e-05	1.703125e-01	2.649490e-05	111.816	12.463775 
3.391378e-01	6.247742e-02	0.000000	318.468031	7.574712e-05	1.697531e-01	2.647905e-05	111.327	12.435798 
3.404418e-01	6.253988e-02	0.000000	317.538135	7.582094e-05	1.692076e-01	2.646365e-05	110.830	12.407309 
3.417419e-01	6.260148e-02	0.000000	316.603358	7.589374e-05	1.686730e-01	2.644815e-05	110.333	12.379009 
3.430380e-01	6.266220e-02	0.000000	315.668110	7.596553e-05	1.681490e-01	2.643256e-05	109.838	12.350973 
3.443299e-01	6.272207e-02	0.000000	314.735338	7.603631e-05	1.676344e-01	2.641696e-05	109.347	12.323198 
3.456177e-01	6.278109e-02	0.000000	313.811047	7.610611e-05	1.671282e-01	2.640125e-05	108.861	12.295791 
3.469013e-01	6.283928e-02	0.000000	312.900752	7.617492e-05	1.666309e-01	2.638514e-05	108.381	12.268948 
3.481807e-01	6.289663e-02	0.000000	312.005981	7.624276e-05	1.661446e-01	2.636839e-05	107.907	12.242836 
3.494558e-01	6.295316e-02	0.000000	311.125281	7.630964e-05	1.656708e-01	2.635096e-05	107.437	12.217495 
3.507266e-01	6.300889e-02	0.000000	310.256866	7.637557e-05	1.652091e-01	2.633302e-05	106.971	12.192832 
3.519931e-01	6.306381e-02	0.000000	309.400289	7.644056e-05	1.647569e-01	2.631484e-05	106.512	12.168689 
3.532551e-01	6.311794e-02	0.000000	308.555127	7.650463e-05	1.643115e-01	2.629668e-05	106.059	12.144895 
3.545127e-01	6.317129e-02	0.000000	307.721918	7.656777e-05	1.638712e-01	2.627876e-05	105.613	12.121353 
3.557658e-01	6.322386e-02	0.000000	306.899658	7.663001e-05	1.634358e-01	2.626113e-05	105.175	12.098026 
3.570144e-01	6.327567e-02	0.000000	306.088241	7.669135e-05	1.630062e-01	2.624377e-05	104.743	12.074954 
3.582584e-01	6.332672e-02	0.000000	305.287797	7.675181e-05	1.625841e-01	2.622653e-05	104.319	12.052237 
3.594978e-01	6.337702e-02	0.000000	304.494870	7.681138e-05	1.621692e-01	2.620939e-05	103.899	12.029805 
3.607326e-01	6.342658e-02	0.000000	303.704595	7.687009e-05	1.617635e-01	2.619203e-05	103.482	12.007706 
3.619627e-01	6.347542e-02	0.000000	302.914166	7.692794e-05	1.613636e-01	2.617484e-05	103.067	11.985677 
3.631881e-01	6.352353e-02	0.000000	302.119536	7.698495e-05	1.609748e-01	2.615673e-05	102.649	11.964089 
3.644087e-01	6.357093e-02	0.000000	301.358420	7.704111e-05	1.605388e-01	2.614324e-05	102.263	11.940244 
3.656245e-01	6.361762e-02	0.000000	300.562584	7.709645e-05	1.601137e-01	2.613009e-05	101.869	11.915945 
3.668355e-01	6.366362e-02	0.000000	299.763253	7.715097e-05	1.596977e-01	2.611683e-05	101.475	11.891840 
3.680417e-01	6.370893e-02	0.000000	298.968781	7.720469e-05	1.592895e-01	2.610343e-05	101.083	11.868055 
3.692430e-01	6.375356e-02	0.000000	298.180185	7.725760e-05	1.588881e-01	2.608999e-05	100.696	11.844553 
3.704393e-01	6.379752e-02	0.000000	297.396011	7.730972e-05	1.584940e-01	2.607652e-05	100.311	11.821327 
3.716307e-01	6.384082e-02	0.000000	296.621709	7.736107e-05	1.581083e-01	2.606281e-05	99.931	11.798569 
3.728172e-01	6.388346e-02	0.000000	295.862820	7.741165e-05	1.577305e-01	2.604862e-05	99.556	11.776434 
3.739986e-01	6.392546e-02	0.000000	295.115383	7.746146e-05	1.573632e-01	2.603394e-05	99.185	11.754938 
3.751750e-01	6.396682e-02	0.000000	294.379880	7.751052e-05	1.570054e-01	2.601887e-05	98.818	11.734039 
3.763463e-01	6.400755e-02	0.000000	293.656024	7.755884e-05	1.566557e-01	2.600361e-05	98.456	11.713628 
3.775125e-01	6.404765e-02	0.000000	292.942881	7.760643e-05	1.563121e-01	2.598835e-05	98.099	11.693572 
3.786736e-01	6.408714e-02	0.000000	292.239760	7.765329e-05	1.559730e-01	2.597330e-05	97.748	11.673759 
3.798295e-01	6.412602e-02	0.000000	291.546206	7.769943e-05	1.556378e-01	2.595857e-05	97.403	11.654128 
3.809803e-01	6.416430e-02	0.000000	290.861874	7.774487e-05	1.553066e-01	2.594418e-05	97.063	11.634672 
3.821259e-01	6.420199e-02	0.000000	290.186250	7.778961e-05	1.549805e-01	2.593002e-05	96.729	11.615459 
3.832663e-01	6.423910e-02	0.000000	289.518452	7.783366e-05	1.546602e-01	2.591606e-05	96.400	11.596493 
3.844014e-01	6.427563e-02	0.000000	288.856736	7.787703e-05	1.543472e-01	2.590201e-05	96.074	11.577870 
3.855313e-01	6.431159e-02	0.000000	288.199558	7.791973e-05	1.540393e-01	2.588815e-05	95.752	11.559410 
3.866559e-01	6.434698e-02	0.000000	287.542803	7.796176e-05	1.537402e-01	2.587361e-05	95.428	11.541369 
3.877751e-01	6.438182e-02	0.000000	286.858100	7.800314e-05	1.534185e-01	2.586248e-05	95.110	11.521083 
3.888891e-01	6.441611e-02	0.000000	286.163518	7.804386e-05	1.530992e-01	2.585133e-05	94.789	11.500627 
3.899977e-01	6.444986e-02	0.000000	285.473852	7.808395e-05	1.527858e-01	2.584004e-05	94.471	11.480452 
3.911009e-01	6.448307e-02	0.000000	284.793363	7.812341e-05	1.524780e-01	2.582863e-05	94.156	11.460629 
3.921988e-01	6.451576e-02	0.000000	284.123332	7.816224e-05	1.521749e-01	2.581719e-05	93.847	11.441132 
3.932913e-01	6.454793e-02	0.000000	283.464214	7.820046e-05	1.518761e-01	2.580579e-05	93.542	11.421940 
3.943783e-01	6.457958e-02	0.000000	282.816467	7.823806e-05	1.515822e-01	2.579436e-05	93.242	11.403104 
3.954600e-01	6.461072e-02	0.000000	282.180744	7.827507e-05	1.512943e-01	2.578275e-05	92.947	11.384714 
3.965362e-01	6.464136e-02	0.000000	281.557540	7.831149e-05	1.510134e-01	2.577090e-05	92.656	11.366827 
3.976069e-01	6.467151e-02	0.000000	280.946719	7.834731e-05	1.507390e-01	2.575887e-05	92.369	11.349416 
3.986721e-01	6.470116e-02	0.000000	280.347731	7.838257e-05	1.504706e-01	2.574676e-05	92.087	11.332424 
3.997319e-01	6.473034e-02	0.000000	279.759943	7.841725e-05	1.502072e-01	2.573466e-05	91.811	11.315787 
4.007862e-01	6.475904e-02	0.000000	279.181654	7.845136e-05	1.499481e-01	2.572265e-05	91.538	11.299422 
4.018350e-01	6.478727e-02	0.000000	278.611090	7.848492e-05	1.496928e-01	2.571087e-05	91.270	11.283253 
4.028782e-01	6.481504e-02	0.000000	278.048845	7.851793e-05	1.494406e-01	2.569943e-05	91.007	11.267240 
4.039160e-01	6.484234e-02	0.000000	277.495369	7.855040e-05	1.491917e-01	2.568830e-05	90.749	11.251405 
4.049482e-01	6.486920e-02	0.000000	276.949406	7.858233e-05	1.489464e-01	2.567750e-05	90.496	11.235729 
