-----------------------------------------------------------------------------------------------------------------------
 Mult. |         Configurations          |     Terms    |      Ei           Ek      | gi   gk |    Aki    | Acc. |Type|
  No.  |                                 |              |    (cm-1)       (cm-1)    |         |    s^-1   |      |    |
       |                                 |              |                           |         |           |      |    |
-----------------------------------------------------------------------------------------------------------------------
       |                                 |              |                           |         |           |      |    |
    49 |         2s.2p2 - 2s2.5p         |   2P  - 2P*  | 110651.76   -  175292.3   |  6 - 6  | 5.35e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 110665.56   -  175294.75  |  4 - 4  | 4.46e+07  | B    |    |
       |                                 |              | 110624.17   -  175287.39  |  2 - 2  | 3.57e+07  | B    |    |
       |                                 |              | 110665.56   -  175287.39  |  4 - 2  | 1.78e+07  | B    |    |
       |                                 |              | 110624.17   -  175294.75  |  2 - 4  | 8.93e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    50 |         2s.2p2 - 2s.2p.(3P*).3s |   2P  - 2P*  | 110651.76   -  177787.22  |  6 - 6  | 3.73e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 110665.56   -  177793.54  |  4 - 4  | 3.11e+07  | B    |    |
       |                                 |              | 110624.17   -  177774.59  |  2 - 2  | 2.49e+07  | B    |    |
       |                                 |              | 110665.56   -  177774.59  |  4 - 2  | 1.24e+07  | B    |    |
       |                                 |              | 110624.17   -  177793.54  |  2 - 4  | 6.23e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    51 |         2s.2p2 - 2s.2p.(3P*).3d |   2P  - 2D*  | 110651.76   -  198431.96  |  6 - 10 | 5.04e+08  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 110665.56   -  198436.31  |  4 - 6  | 5.04e+08  | B    |    |
       |                                 |              | 110624.17   -  198425.43  |  2 - 4  | 4.20e+08  | B    |    |
       |                                 |              | 110665.56   -  198425.43  |  4 - 4  | 8.40e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    52 |         2s.2p2 - 2s.2p.(3P*).4d |   2P  - 2D*  | 110651.76   -  220609.32  |  6 - 10 | 1.49e+08  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 110665.56   -  220614.51  |  4 - 6  | 1.49e+08  | B    |    |
       |                                 |              | 110624.17   -  220601.53  |  2 - 4  | 1.24e+08  | B    |    |
       |                                 |              | 110665.56   -  220601.53  |  4 - 4  | 2.49e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    53 |         2s2.3s - 2s2.3p         |   2S  - 2P*  | 116537.65   -  131731.8   |  2 - 6  | 3.67e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 116537.65   -  131724.37  |  2 - 2  | 3.66e+07  | A    |    |
       |                                 |              | 116537.65   -  131735.52  |  2 - 4  | 3.67e+07  | A    |    |
       |                                 |              |                           |         |           |      |    |
    54 |         2s2.3s - 2p3            |   2S  - 4S*  | 116537.65   -  142027.1   |  2 - 4  | 1.44e+01  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 116537.65   -  142027.1   |  2 - 4  | 1.44e+01  | B    |    |
       |                                 |              |                           |         |           |      |    |
    55 |         2s2.3s - 2s2.4p         |   2S  - 2P*  | 116537.65   -  162522.34  |  2 - 6  | 2.31e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 116537.65   -  162524.57  |  2 - 4  | 2.31e+07  | B    |    |
       |                                 |              | 116537.65   -  162517.89  |  2 - 2  | 2.31e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    56 |         2s2.3s - 2p3            |   2S  - 2P*  | 116537.65   -  168742.04  |  2 - 6  | 9.41e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 116537.65   -  168748.30  |  2 - 4  | 9.36e+06  | B    |    |
       |                                 |              | 116537.65   -  168729.53  |  2 - 2  | 9.50e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    57 |         2s2.3s - 2s2.5p         |   2S  - 2P*  | 116537.65   -  175292.3   |  2 - 6  | 9.80e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 116537.65   -  175294.75  |  2 - 4  | 9.80e+06  | B    |    |
       |                                 |              | 116537.65   -  175287.39  |  2 - 2  | 9.80e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    58 |         2s2.3p - 2s2.3d         |   2P* - 2D   | 131731.8    -  145550.13  |  6 - 10 | 4.18e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 131735.52   -  145549.27  |  4 - 4  | 6.96e+06  | A    |    |
       |                                 |              | 131735.52   -  145550.70  |  4 - 6  | 4.18e+07  | A    |    |
       |                                 |              | 131724.37   -  145549.27  |  2 - 4  | 3.49e+07  | A    |    |
       |                                 |              |                           |         |           |      |    |
    59 |         2s2.3p - 2s2.4s         |   2P* - 2S   | 131731.8    -  157234.07  |  6 - 2  | 1.91e+08  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 131735.52   -  157234.07  |  4 - 2  | 1.27e+08  | B    |    |
       |                                 |              | 131724.37   -  157234.07  |  2 - 2  | 6.36e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    60 |         2s2.3p - 2s2.4d         |   2P* - 2D   | 131731.8    -  168124.17  |  6 - 10 | 5.23e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 131735.52   -  168124.45  |  4 - 6  | 5.23e+07  | B    |    |
       |                                 |              | 131735.52   -  168123.74  |  4 - 4  | 8.71e+06  | B    |    |
       |                                 |              | 131724.37   -  168123.74  |  2 - 4  | 4.36e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    61 |         2s2.3p - 2s2.5s         |   2P* - 2S   | 131731.8    -  173347.84  |  6 - 2  | 7.70e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 131735.52   -  173347.84  |  4 - 2  | 5.13e+07  | B    |    |
       |                                 |              | 131724.37   -  173347.84  |  2 - 2  | 2.57e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    62 |         2s2.3p - 2s2.5d         |   2P* - 2D   | 131731.8    -  178495.47  |  6 - 10 | 4.47e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 131735.52   -  178495.71  |  4 - 6  | 4.47e+07  | B    |    |
       |                                 |              | 131724.37   -  178495.11  |  2 - 4  | 3.73e+07  | B    |    |
       |                                 |              | 131735.52   -  178495.11  |  4 - 4  | 7.45e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    63 |         2s2.3p - 2s2.6s         |   2P* - 2S   | 131731.8    -  181264.24  |  6 - 2  | 3.96e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 131735.52   -  181264.24  |  4 - 2  | 2.64e+07  | B    |    |
       |                                 |              | 131724.37   -  181264.24  |  2 - 2  | 1.32e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    64 |         2s2.3p - 2s.2p.(3P*).3p |   2P* - 2P   | 131731.8    -  182036.89  |  6 - 6  | 1.91e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 131735.52   -  182043.41  |  4 - 4  | 1.59e+07  | B    |    |
       |                                 |              | 131724.37   -  182023.86  |  2 - 2  | 1.27e+07  | B    |    |
       |                                 |              | 131735.52   -  182023.86  |  4 - 2  | 6.36e+06  | B    |    |
       |                                 |              | 131724.37   -  182043.41  |  2 - 4  | 3.18e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    65 |         2s2.3p - 2s2.6d         |   2P* - 2D   | 131731.8    -  184075     |  6 - 10 | 3.36e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 131735.52   -  184075.28  |  4 - 6  | 3.36e+07  | B    |    |
       |                                 |              | 131724.37   -  184074.59  |  2 - 4  | 2.80e+07  | B    |    |
       |                                 |              | 131735.52   -  184074.59  |  4 - 4  | 5.60e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    66 |         2s2.3p - 2s2.7s         |   2P* - 2S   | 131731.8    -  185732.93  |  6 - 2  | 2.26e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 131735.52   -  185732.93  |  4 - 2  | 1.51e+07  | B    |    |
       |                                 |              | 131724.37   -  185732.93  |  2 - 2  | 7.55e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    67 |         2s2.3p - 2s.2p.(3P*).3p |   2P* - 2D   | 131731.8    -  188601.54  |  6 - 10 | 3.93e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 131735.52   -  188615.07  |  4 - 6  | 3.94e+07  | B    |    |
       |                                 |              | 131724.37   -  188581.25  |  2 - 4  | 3.27e+07  | B    |    |
       |                                 |              | 131735.52   -  188581.25  |  4 - 4  | 6.55e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    68 |         2s2.3p - 2s.2p.(3P*).4p |   2P* - 2P   | 131731.8    -  214421.41  |  6 - 6  | 1.03e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 131735.52   -  214429.95  |  4 - 4  | 8.55e+06  | B    |    |
       |                                 |              | 131724.37   -  214404.33  |  2 - 2  | 6.83e+06  | B    |    |
       |                                 |              | 131735.52   -  214404.33  |  4 - 2  | 3.41e+06  | C+   |    |
       |                                 |              | 131724.37   -  214429.95  |  2 - 4  | 1.71e+06  | C+   |    |
       |                                 |              |                           |         |           |      |    |
    69 |         2s2.3p - 2s.2p.(3P*).5p |   2P* - 2P   | 131731.8    -  227898.88  |  6 - 6  | 2.10e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 131735.52   -  227907.71  |  4 - 4  | 1.75e+07  | B    |    |
       |                                 |              | 131724.37   -  227881.21  |  2 - 2  | 1.40e+07  | B    |    |
       |                                 |              | 131735.52   -  227881.21  |  4 - 2  | 7.00e+06  | C+   |    |
       |                                 |              | 131724.37   -  227907.71  |  2 - 4  | 3.51e+06  | C+   |    |
       |                                 |              |                           |         |           |      |    |
    70 |         2s2.3d - 2s2.4p         |   2D  - 2P*  | 145550.13   -  162522.34  | 10 - 6  | 3.50e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 145549.27   -  162524.57  |  4 - 4  | 3.50e+06  | B    |    |
       |                                 |              | 145549.27   -  162517.89  |  4 - 2  | 3.49e+07  | B    |    |
       |                                 |              | 145550.70   -  162524.57  |  6 - 4  | 3.15e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    71 |         2s2.3d - 2p3            |   2D  - 2P*  | 145550.13   -  168742.04  | 10 - 6  | 3.91e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 145549.27   -  168748.30  |  4 - 4  | 3.92e+05  | C+   |    |
       |                                 |              | 145549.27   -  168729.53  |  4 - 2  | 3.92e+06  | C+   |    |
       |                                 |              | 145550.70   -  168748.30  |  6 - 4  | 3.52e+06  | C+   |    |
       |                                 |              |                           |         |           |      |    |
    72 |         2s2.3d - 2s2.4f         |   2D  - 2F*  | 145550.13   -  168978.34  | 10 - 14 | 2.38e+08  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 145550.70   -  168978.34  |  6 - 8  | 2.38e+08  | C+   |    |
       |                                 |              | 145550.70   -  168978.34  |  6 - 6  | 1.59e+07  | C+   |    |
       |                                 |              | 145549.27   -  168978.34  |  4 - 6  | 2.23e+08  | C+   |    |
       |                                 |              |                           |         |           |      |    |
    73 |         2s2.3d - 2s2.5p         |   2D  - 2P*  | 145550.13   -  175292.3   | 10 - 6  | 1.13e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 145549.27   -  175287.39  |  4 - 2  | 1.13e+07  | B    |    |
       |                                 |              | 145549.27   -  175294.75  |  4 - 4  | 1.13e+06  | B    |    |
       |                                 |              | 145550.70   -  175294.75  |  6 - 4  | 1.02e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    74 |         2s2.3d - 2s2.6p         |   2D  - 2P*  |                           |         |           |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 145549.27   -  182993.23  |  4 - 2  | 5.08e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    75 |         2s2.3d - 2s2.7p         |   2D  - 2P*  | 145550.13   -  186746.2   | 10 - 6  | 3.46e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 145549.27   -  186746.3   |  4 - 4  | 3.46e+05  | C+   |    |
       |                                 |              | 145550.70   -  186746.3   |  6 - 4  | 3.11e+06  | B    |    |
       |                                 |              | 145549.27   -  186745.9   |  4 - 2  | 3.46e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    76 |         2s2.3d - 2s.2p.(3P*).3d |   2D  - 2D*  | 145550.13   -  198431.96  | 10 - 10 | 6.90e+05  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 145550.70   -  198436.31  |  6 - 6  | 6.44e+05  | B    |    |
       |                                 |              | 145549.27   -  198425.43  |  4 - 4  | 6.20e+05  | C+   |    |
       |                                 |              | 145550.70   -  198425.43  |  6 - 4  | 6.89e+04  | D    |    |
       |                                 |              | 145549.27   -  198436.31  |  4 - 6  | 4.60e+04  | D    |    |
       |                                 |              |                           |         |           |      |    |
    77 |            2p3 - 2s.2p.(3P*).3p |   2D* - 2P   | 150463.62   -  182036.89  | 10 - 6  | 2.39e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 150461.58   -  182043.41  |  6 - 4  | 2.15e+07  | B    |    |
       |                                 |              | 150466.69   -  182023.86  |  4 - 2  | 2.38e+07  | B    |    |
       |                                 |              | 150466.69   -  182043.41  |  4 - 4  | 2.39e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    78 |                                 |   2D* - 2D   | 150463.62   -  188601.54  | 10 - 10 | 5.40e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 150466.69   -  188615.07  |  4 - 6  | 3.60e+05  | B    |    |
       |                                 |              | 150461.58   -  188581.25  |  6 - 4  | 5.39e+05  | B    |    |
       |                                 |              | 150466.69   -  188581.25  |  4 - 4  | 4.85e+06  | B    |    |
       |                                 |              | 150461.58   -  188615.07  |  6 - 6  | 5.04e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    79 |            2p3 - 2s.2p.(3P*).4p |   2D* - 2P   | 150463.62   -  214421.41  | 10 - 6  | 1.32e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 150466.69   -  214429.95  |  4 - 4  | 1.32e+06  | C+   |    |
       |                                 |              | 150461.58   -  214429.95  |  6 - 4  | 1.19e+07  | B    |    |
       |                                 |              | 150466.69   -  214404.33  |  4 - 2  | 1.32e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    80 |            2p3 - 2s.2p.(3P*).5p |   2D* - 2P   | 150463.62   -  227898.88  | 10 - 6  | 6.19e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 150466.69   -  227907.71  |  4 - 4  | 6.20e+05  | C    |    |
       |                                 |              | 150466.69   -  227881.21  |  4 - 2  | 6.18e+06  | B    |    |
       |                                 |              | 150461.58   -  227907.71  |  6 - 4  | 5.58e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    81 |         2s2.4s - 2s2.4p         |   2S  - 2P*  | 157234.07   -  162522.34  |  2 - 6  | 6.94e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 157234.07   -  162524.57  |  2 - 4  | 6.95e+06  | B    |    |
       |                                 |              | 157234.07   -  162517.89  |  2 - 2  | 6.92e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    82 |         2s2.4s - 2p3            |   2S  - 2P*  | 157234.07   -  168742.04  |  2 - 6  | 4.14e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 157234.07   -  168748.30  |  2 - 4  | 4.15e+06  | B    |    |
       |                                 |              | 157234.07   -  168729.53  |  2 - 2  | 4.13e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    83 |         2s2.4s - 2s2.5p         |   2S  - 2P*  | 157234.07   -  175292.3   |  2 - 6  | 1.75e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 157234.07   -  175287.39  |  2 - 2  | 1.75e+06  | B    |    |
       |                                 |              | 157234.07   -  175294.75  |  2 - 4  | 1.75e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    84 |         2s2.4s - 2s.2p.(3P*).3s |   2S  - 2P*  | 157234.07   -  177787.22  |  2 - 6  | 2.34e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 157234.07   -  177774.59  |  2 - 2  | 2.33e+06  | B    |    |
       |                                 |              | 157234.07   -  177793.54  |  2 - 4  | 2.34e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    85 |         2s2.4p - 2s2.4d         |   2P* - 2D   | 162522.34   -  168124.17  |  6 - 10 | 1.15e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 162524.57   -  168123.74  |  4 - 4  | 1.92e+06  | B    |    |
       |                                 |              | 162517.89   -  168123.74  |  2 - 4  | 9.63e+06  | B    |    |
       |                                 |              | 162524.57   -  168124.45  |  4 - 6  | 1.15e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    86 |         2s2.4p - 2s2.5s         |   2P* - 2S   | 162522.34   -  173347.84  |  6 - 2  | 4.65e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 162517.89   -  173347.84  |  2 - 2  | 1.55e+07  | B    |    |
       |                                 |              | 162524.57   -  173347.84  |  4 - 2  | 3.10e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    87 |         2s2.4p - 2s2.5d         |   2P* - 2D   | 162522.34   -  178495.47  |  6 - 10 | 3.51e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 162524.57   -  178495.71  |  4 - 6  | 3.51e+06  | B    |    |
       |                                 |              | 162517.89   -  178495.11  |  2 - 4  | 2.93e+06  | B    |    |
       |                                 |              | 162524.57   -  178495.11  |  4 - 4  | 5.85e+05  | B    |    |
       |                                 |              |                           |         |           |      |    |
    88 |         2s2.4p - 2s2.6s         |   2P* - 2S   | 162522.34   -  181264.24  |  6 - 2  | 2.07e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 162524.57   -  181264.24  |  4 - 2  | 1.38e+07  | B    |    |
       |                                 |              | 162517.89   -  181264.24  |  2 - 2  | 6.90e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    89 |         2s2.4p - 2s.2p.(3P*).3p |   2P* - 2P   | 162522.34   -  182036.89  |  6 - 6  | 4.82e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 162524.57   -  182043.41  |  4 - 4  | 4.02e+06  | B    |    |
       |                                 |              | 162517.89   -  182023.86  |  2 - 2  | 3.21e+06  | B    |    |
       |                                 |              | 162524.57   -  182023.86  |  4 - 2  | 1.60e+06  | B    |    |
       |                                 |              | 162517.89   -  182043.41  |  2 - 4  | 8.04e+05  | B    |    |
       |                                 |              |                           |         |           |      |    |
    90 |         2s2.4p - 2s2.6d         |   2P* - 2D   | 162522.34   -  184075     |  6 - 10 | 5.49e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 162524.57   -  184075.28  |  4 - 6  | 5.49e+06  | B    |    |
       |                                 |              | 162517.89   -  184074.59  |  2 - 4  | 4.57e+06  | B    |    |
       |                                 |              | 162524.57   -  184074.59  |  4 - 4  | 9.15e+05  | B    |    |
       |                                 |              |                           |         |           |      |    |
    91 |         2s2.4p - 2s2.7s         |   2P* - 2S   | 162522.34   -  185732.93  |  6 - 2  | 1.12e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 162524.57   -  185732.93  |  4 - 2  | 7.44e+06  | B    |    |
       |                                 |              | 162517.89   -  185732.93  |  2 - 2  | 3.72e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    92 |         2s2.4p - 2s.2p.(3P*).3p |   2P* - 2D   | 162522.34   -  188601.54  |  6 - 10 | 2.04e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 162524.57   -  188615.07  |  4 - 6  | 2.04e+07  | B    |    |
       |                                 |              | 162517.89   -  188581.25  |  2 - 4  | 1.69e+07  | B    |    |
       |                                 |              | 162524.57   -  188581.25  |  4 - 4  | 3.39e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    93 |         2s2.4p - 2s.2p.(3P*).4p |   2P* - 2P   | 162522.34   -  214421.41  |  6 - 6  | 1.36e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 162524.57   -  214429.95  |  4 - 4  | 1.13e+06  | B    |    |
       |                                 |              | 162517.89   -  214404.33  |  2 - 2  | 9.06e+05  | C+   |    |
       |                                 |              | 162524.57   -  214404.33  |  4 - 2  | 4.53e+05  | C+   |    |
       |                                 |              | 162517.89   -  214429.95  |  2 - 4  | 2.27e+05  | C+   |    |
       |                                 |              |                           |         |           |      |    |
    94 |         2s2.4p - 2s.2p.(3P*).5p |   2P* - 2P   | 162522.34   -  227898.88  |  6 - 6  | 1.53e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 162517.89   -  227907.71  |  2 - 4  | 2.56e+05  | C    |    |
       |                                 |              | 162524.57   -  227907.71  |  4 - 4  | 1.28e+06  | C+   |    |
       |                                 |              | 162517.89   -  227881.21  |  2 - 2  | 1.02e+06  | C+   |    |
       |                                 |              | 162524.57   -  227881.21  |  4 - 2  | 5.12e+05  | C    |    |
       |                                 |              |                           |         |           |      |    |
    95 | 2s.2p.(3P*).3s - 2s.2p.(3P*).3p |   4P* - 4D   | 167009.29   -  181741.65  | 12 - 20 | 3.65e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 166990.73   -  181711.03  |  4 - 4  | 1.94e+07  | B    |    |
       |                                 |              | 166967.13   -  181696.66  |  2 - 2  | 3.04e+07  | B    |    |
       |                                 |              | 167035.71   -  181711.03  |  6 - 4  | 1.80e+06  | B    |    |
       |                                 |              | 166990.73   -  181696.66  |  4 - 2  | 6.04e+06  | B    |    |
       |                                 |              | 166990.73   -  181736.05  |  4 - 6  | 2.56e+07  | B    |    |
       |                                 |              | 166967.13   -  181711.03  |  2 - 4  | 1.52e+07  | B    |    |
       |                                 |              | 167035.71   -  181736.05  |  6 - 6  | 1.09e+07  | B    |    |
       |                                 |              | 167035.71   -  181772.41  |  6 - 8  | 3.65e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    96 |                                 |   4P* - 4S   | 167009.29   -  184690.98  | 12 - 4  | 5.89e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 166967.13   -  184690.98  |  2 - 4  | 9.89e+06  | B    |    |
       |                                 |              | 167035.71   -  184690.98  |  6 - 4  | 2.93e+07  | B    |    |
       |                                 |              | 166990.73   -  184690.98  |  4 - 4  | 1.97e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    97 |                                 |   4P* - 4P   | 167009.29   -  186452.13  | 12 - 12 | 9.29e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 166990.73   -  186443.69  |  4 - 4  | 1.24e+07  | B    |    |
       |                                 |              | 166967.13   -  186427.35  |  2 - 2  | 1.55e+07  | B    |    |
       |                                 |              | 167035.71   -  186443.69  |  6 - 4  | 4.16e+07  | B    |    |
       |                                 |              | 167035.71   -  186466.02  |  6 - 6  | 6.49e+07  | B    |    |
       |                                 |              | 166990.73   -  186427.35  |  4 - 2  | 7.73e+07  | B    |    |
       |                                 |              | 166990.73   -  186466.02  |  4 - 6  | 2.80e+07  | B    |    |
       |                                 |              | 166967.13   -  186443.69  |  2 - 4  | 3.89e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
    98 | 2s.2p.(3P*).3s - 2s.2p.(3P*).4p |   4P* - 4D   | 167009.29   -  214801.05  | 12 - 20 | 2.41e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 167035.71   -  214829.77  |  6 - 8  | 2.41e+07  | B    |    |
       |                                 |              | 166990.73   -  214795.27  |  4 - 6  | 1.69e+07  | B    |    |
       |                                 |              | 166967.13   -  214772.84  |  2 - 4  | 1.00e+07  | B    |    |
       |                                 |              | 167035.71   -  214795.27  |  6 - 6  | 7.20e+06  | B    |    |
       |                                 |              | 166990.73   -  214772.84  |  4 - 4  | 1.28e+07  | B    |    |
       |                                 |              | 166967.13   -  214759.91  |  2 - 2  | 2.01e+07  | B    |    |
       |                                 |              | 167035.71   -  214772.84  |  6 - 4  | 1.20e+06  | B    |    |
       |                                 |              | 166990.73   -  214759.91  |  4 - 2  | 4.00e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
    99 |                                 |   4P* - 4S   | 167009.29   -  215767.77  | 12 - 4  | 6.57e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 167035.71   -  215767.77  |  6 - 4  | 3.28e+06  | B    |    |
       |                                 |              | 166990.73   -  215767.77  |  4 - 4  | 2.19e+06  | B    |    |
       |                                 |              | 166967.13   -  215767.77  |  2 - 4  | 1.10e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
   100 |                                 |   4P* - 4P   | 167009.29   -  216387.29  | 12 - 12 | 1.54e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 166967.13   -  216379.59  |  2 - 4  | 6.43e+05  | B    |    |
       |                                 |              | 167035.71   -  216400.57  |  6 - 6  | 1.08e+06  | B    |    |
       |                                 |              | 166990.73   -  216379.59  |  4 - 4  | 2.06e+05  | C+   |    |
       |                                 |              | 166967.13   -  216362.84  |  2 - 2  | 2.57e+05  | C    |    |
       |                                 |              | 167035.71   -  216379.59  |  6 - 4  | 6.92e+05  | B    |    |
       |                                 |              | 166990.73   -  216362.84  |  4 - 2  | 1.28e+06  | B    |    |
       |                                 |              | 166990.73   -  216400.57  |  4 - 6  | 4.63e+05  | B    |    |
       |                                 |              |                           |         |           |      |    |
   101 | 2s.2p.(3P*).3s - 2s.2p.(3P*).5p |   4P* - 4D   | 167009.29   -  228218.6   | 12 - 20 | 1.73e+07  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 166990.73   -  228178.6   |  4 - 2  | 2.88e+06  | B    |    |
       |                                 |              | 167035.71   -  228191.9   |  6 - 4  | 8.62e+05  | C+   |    |
       |                                 |              | 166967.13   -  228178.6   |  2 - 2  | 1.44e+07  | B    |    |
       |                                 |              | 166990.73   -  228191.9   |  4 - 4  | 9.22e+06  | B    |    |
       |                                 |              | 167035.71   -  228211.8   |  6 - 6  | 5.18e+06  | B    |    |
       |                                 |              | 166967.13   -  228191.9   |  2 - 4  | 7.21e+06  | B    |    |
       |                                 |              | 166990.73   -  228211.8   |  4 - 6  | 1.21e+07  | B    |    |
       |                                 |              | 167035.71   -  228246.97  |  6 - 8  | 1.73e+07  | B    |    |
       |                                 |              |                           |         |           |      |    |
   102 |                                 |   4P* - 4S   | 167009.29   -  228656.84  | 12 - 4  | 6.54e+06  |      |    |
       |                                 |              |                           |         |           |      |    |
       |                                 |              | 166967.13   -  228656.84  |  2 - 4  | 1.09e+06  | C+   |    |
       |                                 |              | 166990.73   -  228656.84  |  4 - 4  | 2.18e+06  | B    |    |
       |                                 |              | 167035.71   -  228656.84  |  6 - 4  | 3.27e+06  | B    |    |
       |                                 |              |                           |         |           |      |    |
