---------------------------------------------------------------------------------------------------------------------------------------
 Mult. |               Configurations                |       Terms      |     Ei           Ek       | gi   gk |    Aki    | Acc. |Type|
  No.  |                                             |                  |   (cm-1)       (cm-1)     |         |    s^-1   |      |    |
       |                                             |                  |                           |         |           |      |    |
---------------------------------------------------------------------------------------------------------------------------------------
   118 |                                             |     3D* - 2[3/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 64090.95   -   84036.40   |  5 - 5  | 4.36e+04  | C    |    |
       |                                             |                  | 64089.85   -   84036.29   |  3 - 3  | 8.18e+04  | C    |    |
       |                                             |                  | 64086.92   -   84036.40   |  7 - 5  | 9.91e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   119 |               2s.2p3 - 2s2.2p.5p            |     3D* - 3P     | 64088.85   -   85194.96   | 15 - 9  | 3.04e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 64086.92   -   85203.64   |  7 - 5  | 2.56e+05  | C    |    |
       |                                             |                  | 64090.95   -   85188.95   |  5 - 3  | 2.28e+05  | C    |    |
       |                                             |                  | 64089.85   -   85169.61   |  3 - 1  | 3.03e+05  | C    |    |
       |                                             |                  | 64090.95   -   85203.64   |  5 - 5  | 4.57e+04  | C    |    |
       |                                             |                  | 64089.85   -   85188.95   |  3 - 3  | 7.60e+04  | C    |    |
       |                                             |                  | 64089.85   -   85203.64   |  3 - 5  | 3.05e+03  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   120 |            2s2.2p.3p - 2s2.2p.3d            |     1P  - 1D*    | 68856.33   -   77679.82   |  3 - 5  | 2.03e+07  | B    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   121 |            2s2.2p.3p - 2s2.2p.4s            |     1P  - 3P*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 68856.33   -   78148.09   |  3 - 5  | 5.52e+03  | C    |    |
       |                                             |                  | 68856.33   -   78116.74   |  3 - 3  | 7.16e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   122 |            2s2.2p.3p - 2s2.2p.3d            |     1P  - 3D*    | 68856.33   -   78302.33   |  3 - 15 | 3.07e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 68856.33   -   78307.63   |  3 - 5  | 4.87e+03  | C    |    |
       |                                             |                  | 68856.33   -   78293.49   |  3 - 3  | 7.23e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   123 |            2s2.2p.3p - 2s2.2p.4s            |     1P  - 1P*    | 68856.33   -   78340.28   |  3 - 3  | 8.00e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   124 |            2s2.2p.3p - 2s2.2p.3d            |     1P  - 1P*    | 68856.33   -   78731.27   |  3 - 3  | 2.02e+07  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   125 |            2s2.2p.3p - 2s2.2p.4d            |     1P  - 1D*    | 68856.33   -   83497.62   |  3 - 5  | 9.89e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   126 |            2s2.2p.3p - 2s2.2p.5s            |     1P  - 3P*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 68856.33   -   83752.41   |  3 - 3  | 9.99e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   127 |                                             |     1P  - 1P*    | 68856.33   -   83877.31   |  3 - 3  | 5.03e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   128 |            2s2.2p.3p - 2s2.2p.4d            |     1P  - 1P*    | 68856.33   -   84032.15   |  3 - 3  | 5.09e+06  | B    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   129 |            2s2.2p.3p - 2s2.2p.5d            |     1P  - 1P*    | 68856.33   -   86491.41   |  3 - 3  | 2.35e+06  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   130 |            2s2.2p.3p - 2s2.2p.6d            |     1P  - 1P*    | 68856.33   -   87830.17   |  3 - 3  | 1.27e+06  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   131 |            2s2.2p.3p - 2s2.2p.7d            |     1P  - 1P*    | 68856.33   -   88639.02   |  3 - 3  | 7.66e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   132 |            2s2.2p.3p - 2s.2p3               |     3D  - 3P*    | 69722      -   75254.93   | 15 - 9  | 4.81e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69744.03   -   75255.27   |  7 - 5  | 3.96e+05  | C    |    |
       |                                             |                  | 69710.66   -   75253.97   |  5 - 3  | 3.78e+05  | C    |    |
       |                                             |                  | 69689.48   -   75256.12   |  3 - 1  | 5.14e+05  | C    |    |
       |                                             |                  | 69710.66   -   75255.27   |  5 - 5  | 6.48e+04  | C    |    |
       |                                             |                  | 69689.48   -   75253.97   |  3 - 3  | 1.19e+05  | C    |    |
       |                                             |                  | 69689.48   -   75255.27   |  3 - 5  | 4.01e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   133 |            2s2.2p.3p - 2s2.2p.3d            |     3D  - 1D*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69710.66   -   77679.82   |  5 - 5  | 1.93e+04  | C    |    |
       |                                             |                  | 69689.48   -   77679.82   |  3 - 5  | 2.70e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   134 |            2s2.2p.3p - 2s2.2p.4s            |     3D  - 3P*    | 69722      -   78132.85   | 15 - 9  | 1.15e+07  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69710.66   -   78116.74   |  5 - 3  | 8.31e+06  | B    |    |
       |                                             |                  | 69744.03   -   78148.09   |  7 - 5  | 9.24e+06  | B    |    |
       |                                             |                  | 69689.48   -   78104.98   |  3 - 1  | 1.16e+07  | B    |    |
       |                                             |                  | 69710.66   -   78148.09   |  5 - 5  | 1.91e+06  | B    |    |
       |                                             |                  | 69689.48   -   78116.74   |  3 - 3  | 3.08e+06  | B    |    |
       |                                             |                  | 69689.48   -   78148.09   |  3 - 5  | 3.08e+05  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   135 |            2s2.2p.3p - 2s2.2p.3d            |     3D  - 3F*    | 69722      -   78226.35   | 15 - 21 | 2.58e+07  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69689.48   -   78199.07   |  3 - 5  | 2.29e+07  | B    |    |
       |                                             |                  | 69744.03   -   78249.94   |  7 - 9  | 2.63e+07  | B    |    |
       |                                             |                  | 69710.66   -   78215.51   |  5 - 7  | 2.40e+07  | B    |    |
       |                                             |                  | 69710.66   -   78199.07   |  5 - 5  | 2.90e+06  | B    |    |
       |                                             |                  | 69744.03   -   78215.51   |  7 - 7  | 1.26e+06  | B    |    |
       |                                             |                  | 69744.03   -   78199.07   |  7 - 5  | 2.94e+03  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   136 |                                             |     3D  - 3D*    | 69722      -   78309.76   | 15 - 15 | 7.06e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69689.48   -   78293.49   |  3 - 3  | 4.39e+06  | B    |    |
       |                                             |                  | 69710.66   -   78307.63   |  5 - 5  | 5.42e+06  | B    |    |
       |                                             |                  | 69744.03   -   78318.25   |  7 - 7  | 7.48e+06  | B    |    |
       |                                             |                  | 69744.03   -   78307.63   |  7 - 5  | 1.57e+06  | B    |    |
       |                                             |                  | 69710.66   -   78293.49   |  5 - 3  | 1.58e+06  | B    |    |
       |                                             |                  | 69710.66   -   78318.25   |  5 - 7  | 5.13e+04  | D    |    |
       |                                             |                  | 69689.48   -   78307.63   |  3 - 5  | 5.36e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   137 |            2s2.2p.3p - 2s2.2p.4s            |     3D  - 1P*    | 69702.72   -   78340.28   | 15 - 3  | 6.03e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69710.66   -   78340.28   |  5 - 3  | 4.03e+05  | C    |    |
       |                                             |                  | 69689.48   -   78340.28   |  3 - 3  | 2.00e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   138 |            2s2.2p.3p - 2s2.2p.3d            |     3D  - 1F*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69710.66   -   78529.62   |  5 - 7  | 1.52e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   139 |                                             |     3D  - 1P*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69689.48   -   78731.27   |  3 - 3  | 7.13e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   140 |                                             |     3D  - 3P*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69744.03   -   79310.85   |  7 - 5  | 2.12e+04  | C    |    |
       |                                             |                  | 69710.66   -   79318.78   |  5 - 3  | 1.12e+04  | C    |    |
       |                                             |                  | 69710.66   -   79310.85   |  5 - 5  | 7.41e+03  | C    |    |
       |                                             |                  | 69689.48   -   79318.78   |  3 - 3  | 6.62e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   141 |            2s2.2p.3p - 2s2.2p.5s            |     3D  - 3P*    | 69722      -   83772.5    | 15 - 9  | 4.22e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69689.48   -   83752.41   |  3 - 3  | 1.12e+06  | B    |    |
       |                                             |                  | 69689.48   -   83791.04   |  3 - 5  | 1.49e+04  | B    |    |
       |                                             |                  | 69710.66   -   83791.04   |  5 - 5  | 8.96e+05  | B    |    |
       |                                             |                  | 69689.48   -   83740.06   |  3 - 1  | 4.43e+06  | B    |    |
       |                                             |                  | 69744.03   -   83791.04   |  7 - 5  | 3.26e+06  | B    |    |
       |                                             |                  | 69710.66   -   83752.41   |  5 - 3  | 3.12e+06  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   142 |            2s2.2p.3p - 2s2.2p.4d            |     3D  - 3F*    | 69722      -   83773.95   | 15 - 21 | 2.40e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69744.03   -   83798.57   |  7 - 9  | 2.47e+06  | B    |    |
       |                                             |                  | 69710.66   -   83761.26   |  5 - 7  | 2.19e+06  | B    |    |
       |                                             |                  | 69689.48   -   83747.39   |  3 - 5  | 2.17e+06  | B    |    |
       |                                             |                  | 69744.03   -   83761.26   |  7 - 7  | 1.17e+05  | B    |    |
       |                                             |                  | 69710.66   -   83747.39   |  5 - 5  | 2.01e+05  | B    |    |
       |                                             |                  | 69744.03   -   83747.39   |  7 - 5  | 2.06e+04  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
   143 |                                             |     3D  - 3D*    | 69722      -   83839.51   | 15 - 15 | 7.15e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69744.03   -   83838.08   |  7 - 5  | 5.32e+05  | D+   |    |
       |                                             |                  | 69710.66   -   83820.13   |  5 - 3  | 1.87e+05  | D+   |    |
       |                                             |                  | 69710.66   -   83848.83   |  5 - 7  | 2.72e+04  | D    |    |
       |                                             |                  | 69689.48   -   83838.08   |  3 - 5  | 2.26e+03  | E    |    |
       |                                             |                  | 69744.03   -   83848.83   |  7 - 7  | 6.85e+05  | C    |    |
       |                                             |                  | 69710.66   -   83838.08   |  5 - 5  | 2.98e+05  | D+   |    |
       |                                             |                  | 69689.48   -   83820.13   |  3 - 3  | 3.40e+05  | D+   |    |
       |                                             |                  |                           |         |           |      |    |
   144 |            2s2.2p.3p - 2s2.2p.5s            |     3D  - 1P*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69710.66   -   83877.31   |  5 - 3  | 1.58e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   145 |            2s2.2p.3p - 2s2.2p.4d            |     3D  - 1F*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69710.66   -   83947.43   |  5 - 7  | 4.10e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   146 |                                             |     3D  - 1P*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69689.48   -   84032.15   |  3 - 3  | 3.30e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   147 |            2s2.2p.3p - 2s2.2p.5d            |     3D  - 3F*    | 69722      -   86343.03   | 15 - 21 | 4.35e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69710.66   -   86327.16   |  5 - 7  | 3.86e+05  | D    |    |
       |                                             |                  | 69689.48   -   86317.64   |  3 - 5  | 3.65e+05  | D    |    |
       |                                             |                  | 69744.03   -   86327.16   |  7 - 7  | 4.81e+04  | D    |    |
       |                                             |                  | 69710.66   -   86317.64   |  5 - 5  | 6.76e+04  | D    |    |
       |                                             |                  | 69744.03   -   86317.64   |  7 - 5  | 1.90e+03  | D    |    |
       |                                             |                  | 69744.03   -   86369.47   |  7 - 9  | 4.35e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   148 |            2s2.2p.3p - 2s2.2p.6s            |     3D  - 3P*    | 69722      -   86351.65   | 15 - 9  | 2.13e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69744.03   -   86369.60   |  7 - 5  | 1.79e+06  | D    |    |
       |                                             |                  | 69689.48   -   86369.60   |  3 - 5  | 2.15e+04  | D    |    |
       |                                             |                  | 69710.66   -   86369.60   |  5 - 5  | 3.22e+05  | D    |    |
       |                                             |                  | 69689.48   -   86331.63   |  3 - 3  | 5.34e+05  | D    |    |
       |                                             |                  | 69689.48   -   86321.94   |  3 - 1  | 2.13e+06  | D    |    |
       |                                             |                  | 69710.66   -   86331.63   |  5 - 3  | 1.60e+06  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   149 |            2s2.2p.3p - 2s2.2p.5d            |     3D  - 3D*    | 69722      -   86387.94   | 15 - 15 | 2.02e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69744.03   -   86397.80   |  7 - 7  | 1.79e+05  | D    |    |
       |                                             |                  | 69710.66   -   86389.38   |  5 - 5  | 1.41e+05  | D    |    |
       |                                             |                  | 69689.48   -   86362.52   |  3 - 3  | 1.52e+05  | D    |    |
       |                                             |                  | 69710.66   -   86362.52   |  5 - 3  | 5.04e+04  | D    |    |
       |                                             |                  | 69710.66   -   86397.80   |  5 - 7  | 2.26e+04  | D    |    |
       |                                             |                  | 69689.48   -   86389.38   |  3 - 5  | 3.05e+04  | D    |    |
       |                                             |                  | 69744.03   -   86389.38   |  7 - 5  | 3.14e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   150 |            2s2.2p.3p - 2s2.2p.7s            |     3D  - 3P*    | 69722      -   87737.3    | 15 - 9  | 1.21e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69744.03   -   87753.73   |  7 - 5  | 1.02e+06  | D    |    |
       |                                             |                  | 69710.66   -   87718.56   |  5 - 3  | 9.09e+05  | D    |    |
       |                                             |                  | 69689.48   -   87711.37   |  3 - 1  | 1.21e+06  | D    |    |
       |                                             |                  | 69710.66   -   87753.73   |  5 - 5  | 1.83e+05  | D    |    |
       |                                             |                  | 69689.48   -   87718.56   |  3 - 3  | 3.04e+05  | D    |    |
       |                                             |                  | 69689.48   -   87753.73   |  3 - 5  | 1.22e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   151 |            2s2.2p.3p - 2s2.2p.8s            |     3D  - 3P*    | 69722      -   88568.03   | 15 - 9  | 7.55e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 69689.48   -   88543.76   |  3 - 1  | 7.56e+05  | D    |    |
       |                                             |                  | 69710.66   -   88584.26   |  5 - 5  | 1.14e+05  | D    |    |
       |                                             |                  | 69689.48   -   88549.06   |  3 - 3  | 1.89e+05  | D    |    |
       |                                             |                  | 69689.48   -   88584.26   |  3 - 5  | 7.61e+03  | D    |    |
       |                                             |                  | 69744.03   -   88584.26   |  7 - 5  | 6.33e+05  | D    |    |
       |                                             |                  | 69710.66   -   88549.06   |  5 - 3  | 5.65e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   152 |            2s2.2p.3p - 2s.2p3               |     3S  - 3P*    | 70743.95   -   75254.93   |  3 - 9  | 5.60e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   75255.27   |  3 - 5  | 6.65e+04  | C    |    |
       |                                             |                  | 70743.95   -   75253.97   |  3 - 3  | 4.51e+04  | C    |    |
       |                                             |                  | 70743.95   -   75256.12   |  3 - 1  | 3.63e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   153 |            2s2.2p.3p - 2s2.2p.4s            |     3S  - 3P*    | 70743.95   -   78132.85   |  3 - 9  | 6.58e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   78104.98   |  3 - 1  | 6.60e+06  | C+   |    |
       |                                             |                  | 70743.95   -   78116.74   |  3 - 3  | 6.52e+06  | C+   |    |
       |                                             |                  | 70743.95   -   78148.09   |  3 - 5  | 6.62e+06  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
   154 |            2s2.2p.3p - 2s2.2p.3d            |     3S  - 3F*    | 70743.95   -   78199.07   |  3 - 21 | 1.34e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   78199.07   |  3 - 5  | 5.64e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   155 |                                             |     3S  - 3D*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   78293.49   |  3 - 3  | 9.74e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   156 |            2s2.2p.3p - 2s2.2p.4s            |     3S  - 1P*    | 70743.95   -   78340.28   |  3 - 3  | 7.57e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   78340.28   |  3 - 3  | 7.57e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   157 |            2s2.2p.3p - 2s2.2p.3d            |     3S  - 1P*    | 70743.95   -   78731.27   |  3 - 3  | 8.82e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   78731.27   |  3 - 3  | 8.82e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   158 |                                             |     3S  - 3P*    | 70743.95   -   79314.86   |  3 - 9  | 8.87e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   79323.16   |  3 - 1  | 8.36e+06  | B    |    |
       |                                             |                  | 70743.95   -   79318.78   |  3 - 3  | 8.62e+06  | B    |    |
       |                                             |                  | 70743.95   -   79310.85   |  3 - 5  | 9.13e+06  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   159 |            2s2.2p.3p - 2s2.2p.5s            |     3S  - 3P*    | 70743.95   -   83772.5    |  3 - 9  | 1.18e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   83791.04   |  3 - 5  | 1.20e+06  | B    |    |
       |                                             |                  | 70743.95   -   83752.41   |  3 - 3  | 1.14e+06  | B    |    |
       |                                             |                  | 70743.95   -   83740.06   |  3 - 1  | 1.18e+06  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   160 |            2s2.2p.3p - 2s2.2p.4d            |     3S  - 3D*    |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   83838.08   |  3 - 5  | 1.56e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   161 |            2s2.2p.3p - 2s2.2p.5s            |     3S  - 1P*    | 70743.95   -   83877.31   |  3 - 3  | 5.20e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   83877.31   |  3 - 3  | 5.20e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   162 |            2s2.2p.3p - 2s2.2p.4d            |     3S  - 3P*    | 70743.95   -   84109.44   |  3 - 9  | 1.03e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   84121.22   |  3 - 1  | 1.08e+06  | C+   |    |
       |                                             |                  | 70743.95   -   84116.09   |  3 - 3  | 1.06e+06  | C+   |    |
       |                                             |                  | 70743.95   -   84103.10   |  3 - 5  | 1.01e+06  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
   163 |            2s2.2p.3p - 2s2.2p.6s            |     3S  - 3P*    | 70743.95   -   86351.65   |  3 - 9  | 5.41e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   86321.94   |  3 - 1  | 5.38e+05  | D    |    |
       |                                             |                  | 70743.95   -   86331.63   |  3 - 3  | 5.39e+05  | D    |    |
       |                                             |                  | 70743.95   -   86369.60   |  3 - 5  | 5.43e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   164 |            2s2.2p.3p - 2s2.2p.7s            |     3S  - 3P*    | 70743.95   -   87737.3    |  3 - 9  | 2.77e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   87711.37   |  3 - 1  | 2.76e+05  | D    |    |
       |                                             |                  | 70743.95   -   87718.56   |  3 - 3  | 2.76e+05  | D    |    |
       |                                             |                  | 70743.95   -   87753.73   |  3 - 5  | 2.78e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   165 |            2s2.2p.3p - 2s2.2p.8s            |     3S  - 3P*    | 70743.95   -   88568.03   |  3 - 9  | 1.62e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 70743.95   -   88543.76   |  3 - 1  | 1.61e+05  | D    |    |
       |                                             |                  | 70743.95   -   88549.06   |  3 - 3  | 1.61e+05  | D    |    |
       |                                             |                  | 70743.95   -   88584.26   |  3 - 5  | 1.62e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   166 |            2s2.2p.3p - 2s.2p3               |     3P  - 3P*    | 71374.9    -   75254.93   |  9 - 9  | 6.94e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 71352.51   -   75253.97   |  1 - 3  | 2.37e+05  | C+   |    |
       |                                             |                  | 71364.90   -   75255.27   |  3 - 5  | 1.71e+05  | C+   |    |
       |                                             |                  | 71364.90   -   75256.12   |  3 - 1  | 7.07e+05  | C+   |    |
       |                                             |                  | 71385.38   -   75253.97   |  5 - 3  | 2.83e+05  | C+   |    |
       |                                             |                  | 71364.90   -   75253.97   |  3 - 3  | 1.80e+05  | C+   |    |
       |                                             |                  | 71385.38   -   75255.27   |  5 - 5  | 5.17e+05  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
   167 |            2s2.2p.3p - 2s2.2p.4s            |     3P  - 3P*    | 71374.9    -   78132.85   |  9 - 9  | 1.51e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 71364.90   -   78148.09   |  3 - 5  | 2.31e+05  | B    |    |
       |                                             |                  | 71352.51   -   78116.74   |  1 - 3  | 3.84e+05  | B    |    |
       |                                             |                  | 71364.90   -   78104.98   |  3 - 1  | 1.33e+06  | B    |    |
       |                                             |                  | 71385.38   -   78116.74   |  5 - 3  | 6.41e+05  | B    |    |
       |                                             |                  | 71364.90   -   78116.74   |  3 - 3  | 3.91e+05  | B    |    |
       |                                             |                  | 71385.38   -   78148.09   |  5 - 5  | 1.38e+06  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   168 |            2s2.2p.3p - 2s2.2p.3d            |     3P  - 3F*    | 71377.7    -   78208.66   |  9 - 21 | 2.22e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 71385.38   -   78199.07   |  5 - 5  | 4.39e+04  | C    |    |
       |                                             |                  | 71364.90   -   78199.07   |  3 - 5  | 2.11e+05  | C    |    |
       |                                             |                  | 71385.38   -   78215.51   |  5 - 7  | 4.84e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   169 |                                             |     3P  - 3D*    | 71374.9    -   78309.76   |  9 - 15 | 1.24e+07  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 71385.38   -   78293.49   |  5 - 3  | 2.78e+05  | B    |    |
       |                                             |                  | 71364.90   -   78307.63   |  3 - 5  | 9.89e+06  | B    |    |
       |                                             |                  | 71352.51   -   78293.49   |  1 - 3  | 6.88e+06  | B    |    |
       |                                             |                  | 71385.38   -   78318.25   |  5 - 7  | 1.23e+07  | B    |    |
       |                                             |                  | 71364.90   -   78293.49   |  3 - 3  | 4.84e+06  | B    |    |
       |                                             |                  | 71385.38   -   78307.63   |  5 - 5  | 2.78e+06  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   170 |            2s2.2p.3p - 2s2.2p.4s            |     3P  - 1P*    | 71374.9    -   78340.28   |  9 - 3  | 1.03e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 71352.51   -   78340.28   |  1 - 3  | 6.13e+05  | C    |    |
       |                                             |                  | 71364.90   -   78340.28   |  3 - 3  | 3.88e+05  | C    |    |
       |                                             |                  | 71385.38   -   78340.28   |  5 - 3  | 2.45e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   171 |            2s2.2p.3p - 2s2.2p.3d            |     3P  - 1F*    | 71385.38   -   78529.62   |  9 - 7  | 4.28e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 71385.38   -   78529.62   |  5 - 7  | 4.28e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   172 |                                             |     3P  - 1P*    | 71374.9    -   78731.27   |  9 - 3  | 4.07e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 71352.51   -   78731.27   |  1 - 3  | 6.95e+03  | C    |    |
       |                                             |                  | 71364.90   -   78731.27   |  3 - 3  | 2.99e+04  | C    |    |
       |                                             |                  | 71385.38   -   78731.27   |  5 - 3  | 3.83e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   173 |                                             |     3P  - 3P*    | 71374.9    -   79314.86   |  9 - 9  | 1.21e+07  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 71352.51   -   79318.78   |  1 - 3  | 3.84e+06  | B    |    |
       |                                             |                  | 71364.90   -   79310.85   |  3 - 5  | 2.45e+06  | B    |    |
       |                                             |                  | 71364.90   -   79318.78   |  3 - 3  | 3.55e+06  | B    |    |
       |                                             |                  | 71385.38   -   79318.78   |  5 - 3  | 5.05e+06  | B    |    |
