---------------------------------------------------------------------------------------------------------------------------------------
 Mult. |               Configurations                |       Terms      |     Ei           Ek       | gi   gk |    Aki    | Acc. |Type|
  No.  |                                             |                  |   (cm-1)       (cm-1)     |         |    s^-1   |      |    |
       |                                             |                  |                           |         |           |      |    |
---------------------------------------------------------------------------------------------------------------------------------------
       |                                             |                  | 78148.09   -   83919.76   |  5 - 5  | 3.99e+04  | C    |    |
       |                                             |                  | 78116.74   -   83919.76   |  3 - 5  | 1.53e+05  | C    |    |
       |                                             |                  | 78148.09   -   83919.65   |  5 - 7  | 4.43e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   245 |                                             |     3P* - 2[7/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78148.09   -   83926.20   |  5 - 7  | 5.89e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   246 |            2s2.2p.4s - 2s2.2p.(2P*<3/2>).4f |     3P* - 2[5/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78148.09   -   84013.40   |  5 - 5  | 1.38e+05  | C    |    |
       |                                             |                  | 78116.74   -   84013.40   |  3 - 5  | 5.05e+05  | C    |    |
       |                                             |                  | 78148.09   -   84013.25   |  5 - 7  | 2.05e+06  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   247 |                                             |     3P* - 2[3/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78148.09   -   84036.29   |  5 - 3  | 4.58e+04  | C    |    |
       |                                             |                  | 78116.74   -   84036.29   |  3 - 3  | 8.29e+05  | C    |    |
       |                                             |                  | 78148.09   -   84036.40   |  5 - 5  | 2.93e+05  | C    |    |
       |                                             |                  | 78104.98   -   84036.29   |  1 - 3  | 1.22e+06  | C    |    |
       |                                             |                  | 78116.74   -   84036.40   |  3 - 5  | 1.08e+06  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   248 |            2s2.2p.4s - 2s2.2p.5p            |     3P* - 3D     | 78132.85   -   84963.51   |  9 - 15 | 5.39e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78148.09   -   84935.34   |  5 - 3  | 1.47e+02  | D    |    |
       |                                             |                  | 78116.74   -   84935.34   |  3 - 3  | 2.23e+03  | D    |    |
       |                                             |                  | 78148.09   -   84950.36   |  5 - 5  | 1.33e+03  | D    |    |
       |                                             |                  | 78104.98   -   84935.34   |  1 - 3  | 2.99e+03  | D    |    |
       |                                             |                  | 78116.74   -   84950.36   |  3 - 5  | 4.05e+03  | D    |    |
       |                                             |                  | 78148.09   -   84984.97   |  5 - 7  | 5.40e+03  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   249 |                                             |     3P* - 3P     | 78132.85   -   85194.96   |  9 - 9  | 9.17e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78116.74   -   85188.95   |  3 - 3  | 2.30e+04  | D    |    |
       |                                             |                  | 78148.09   -   85203.64   |  5 - 5  | 6.86e+04  | D    |    |
       |                                             |                  | 78104.98   -   85188.95   |  1 - 3  | 3.08e+04  | D    |    |
       |                                             |                  | 78116.74   -   85203.64   |  3 - 5  | 2.32e+04  | D    |    |
       |                                             |                  | 78116.74   -   85169.61   |  3 - 1  | 9.13e+04  | D    |    |
       |                                             |                  | 78148.09   -   85188.95   |  5 - 3  | 3.78e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   250 |            2s2.2p.3d - 2s2.2p.4p            |     3F* - 1P     | 78199.07   -   80562.85   | 21 - 3  | 2.66e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78199.07   -   80562.85   |  5 - 3  | 2.66e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   251 |                                             |     3F* - 3D     | 78226.35   -   80813.08   | 21 - 15 | 1.16e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78199.07   -   80834.61   |  5 - 7  | 3.64e+02  | B    |    |
       |                                             |                  | 78199.07   -   80801.27   |  5 - 5  | 1.06e+05  | B    |    |
       |                                             |                  | 78215.51   -   80834.61   |  7 - 7  | 4.50e+04  | B    |    |
       |                                             |                  | 78199.07   -   80782.51   |  5 - 3  | 1.20e+06  | B    |    |
       |                                             |                  | 78215.51   -   80801.27   |  7 - 5  | 1.08e+06  | B    |    |
       |                                             |                  | 78249.94   -   80834.61   |  9 - 7  | 1.07e+06  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   252 |                                             |     3F* - 3S     | 78199.07   -   81105.03   | 21 - 3  | 1.72e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78199.07   -   81105.03   |  5 - 3  | 1.72e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   253 |                                             |     3F* - 3P     |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78199.07   -   81325.76   |  5 - 3  | 2.65e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   254 |                                             |     3F* - 1D     | 78208.66   -   81769.79   | 21 - 5  | 6.89e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78199.07   -   81769.79   |  5 - 5  | 9.28e+02  | C    |    |
       |                                             |                  | 78215.51   -   81769.79   |  7 - 5  | 5.96e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   255 |            2s2.2p.3d - 2s2.2p.(2P*<1/2>).4f |     3F* - 2[5/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78215.51   -   83919.76   |  7 - 5  | 1.07e+05  | C    |    |
       |                                             |                  | 78249.94   -   83919.65   |  9 - 7  | 2.55e+04  | C    |    |
       |                                             |                  | 78199.07   -   83919.76   |  5 - 5  | 1.01e+06  | C    |    |
       |                                             |                  | 78215.51   -   83919.65   |  7 - 7  | 7.39e+05  | C    |    |
       |                                             |                  | 78199.07   -   83919.65   |  5 - 7  | 4.73e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   256 |                                             |     3F* - 2[7/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78249.94   -   83926.20   |  9 - 7  | 1.78e+04  | C    |    |
       |                                             |                  | 78215.51   -   83926.20   |  7 - 7  | 1.70e+04  | C    |    |
       |                                             |                  | 78249.94   -   83926.37   |  9 - 9  | 4.70e+05  | C    |    |
       |                                             |                  | 78199.07   -   83926.20   |  5 - 7  | 5.95e+06  | C    |    |
       |                                             |                  | 78215.51   -   83926.37   |  7 - 9  | 6.41e+06  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   257 |            2s2.2p.3d - 2s2.2p.(2P*<3/2>).4f |     3F* - 2[7/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78249.94   -   83986.22   |  9 - 7  | 6.34e+04  | C    |    |
       |                                             |                  | 78215.51   -   83986.22   |  7 - 7  | 1.50e+06  | C    |    |
       |                                             |                  | 78249.94   -   83986.45   |  9 - 9  | 1.77e+06  | C    |    |
       |                                             |                  | 78199.07   -   83986.22   |  5 - 7  | 8.83e+06  | C    |    |
       |                                             |                  | 78215.51   -   83986.45   |  7 - 9  | 4.38e+06  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   258 |                                             |     3F* - 2[5/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78199.07   -   84013.25   |  5 - 7  | 4.77e+04  | C    |    |
       |                                             |                  | 78199.07   -   84013.40   |  5 - 5  | 3.99e+04  | C    |    |
       |                                             |                  | 78215.51   -   84013.25   |  7 - 7  | 8.11e+03  | C    |    |
       |                                             |                  | 78215.51   -   84013.40   |  7 - 5  | 4.45e+04  | C    |    |
       |                                             |                  | 78249.94   -   84013.25   |  9 - 7  | 1.42e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   259 |                                             |     3F* - 2[9/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78249.94   -   84015.86   |  9 - 11 | 1.62e+07  | C    |    |
       |                                             |                  | 78249.94   -   84016.25   |  9 - 9  | 4.04e+05  | C    |    |
       |                                             |                  | 78215.51   -   84016.25   |  7 - 9  | 4.90e+06  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   260 |                                             |     3F* - 2[3/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78199.07   -   84036.29   |  5 - 3  | 3.40e+04  | C    |    |
       |                                             |                  | 78199.07   -   84036.40   |  5 - 5  | 8.11e+04  | C    |    |
       |                                             |                  | 78215.51   -   84036.40   |  7 - 5  | 1.89e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   261 |            2s2.2p.3d - 2s2.2p.5p            |     3F* - 3D     | 78226.35   -   84963.51   | 21 - 15 | 2.64e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78199.07   -   84984.97   |  5 - 7  | 6.05e+02  | D    |    |
       |                                             |                  | 78199.07   -   84950.36   |  5 - 5  | 2.96e+04  | D    |    |
       |                                             |                  | 78215.51   -   84984.97   |  7 - 7  | 2.13e+04  | D    |    |
       |                                             |                  | 78199.07   -   84935.34   |  5 - 3  | 2.63e+05  | D    |    |
       |                                             |                  | 78215.51   -   84950.36   |  7 - 5  | 2.34e+05  | D    |    |
       |                                             |                  | 78249.94   -   84984.97   |  9 - 7  | 2.42e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   262 |            2s2.2p.3d - 2s2.2p.6p            |     3F* - 3D     | 78226.35   -   86980.77   | 21 - 15 | 1.36e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78199.07   -   87002.26   |  5 - 7  | 3.11e+02  | D    |    |
       |                                             |                  | 78199.07   -   86965.45   |  5 - 5  | 1.52e+04  | D    |    |
       |                                             |                  | 78215.51   -   87002.26   |  7 - 7  | 1.09e+04  | D    |    |
       |                                             |                  | 78199.07   -   86956.16   |  5 - 3  | 1.36e+05  | D    |    |
       |                                             |                  | 78215.51   -   86965.45   |  7 - 5  | 1.21e+05  | D    |    |
       |                                             |                  | 78249.94   -   87002.26   |  9 - 7  | 1.25e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   263 |            2s2.2p.3d - 2s2.2p.7p            |     3F* - 3D     | 78226.35   -   88113.79   | 21 - 15 | 8.08e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78199.07   -   88135.81   |  5 - 7  | 1.84e+02  | D    |    |
       |                                             |                  | 78199.07   -   88096.03   |  5 - 5  | 9.03e+03  | D    |    |
       |                                             |                  | 78215.51   -   88135.81   |  7 - 7  | 6.49e+03  | D    |    |
       |                                             |                  | 78199.07   -   88092.01   |  5 - 3  | 8.09e+04  | D    |    |
       |                                             |                  | 78215.51   -   88096.03   |  7 - 5  | 7.16e+04  | D    |    |
       |                                             |                  | 78249.94   -   88135.81   |  9 - 7  | 7.42e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   264 |            2s2.2p.3d - 2s2.2p.8p            |     3F* - 3D     | 78226.35   -   88813.1    | 21 - 15 | 5.20e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78199.07   -   88836.12   |  5 - 7  | 1.18e+02  | D    |    |
       |                                             |                  | 78199.07   -  [88794.3]   |  5 - 5  | 5.81e+03  | D    |    |
       |                                             |                  | 78215.51   -   88836.12   |  7 - 7  | 4.18e+03  | D    |    |
       |                                             |                  | 78199.07   -   88790.85   |  5 - 3  | 5.21e+04  | D    |    |
       |                                             |                  | 78215.51   -  [88794.3]   |  7 - 5  | 4.61e+04  | D    |    |
       |                                             |                  | 78249.94   -   88836.12   |  9 - 7  | 4.77e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   265 |            2s2.2p.3d - 2s2.2p.4p            |     3D* - 1P     |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78293.49   -   80562.85   |  3 - 3  | 2.30e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   266 |                                             |     3D* - 3D     | 78309.76   -   80813.08   | 15 - 15 | 2.11e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78307.63   -   80834.61   |  5 - 7  | 5.64e+04  | B    |    |
       |                                             |                  | 78293.49   -   80801.27   |  3 - 5  | 3.53e+04  | B    |    |
       |                                             |                  | 78307.63   -   80782.51   |  5 - 3  | 4.68e+03  | B    |    |
       |                                             |                  | 78318.25   -   80801.27   |  7 - 5  | 2.20e+01  | C    |    |
       |                                             |                  | 78293.49   -   80782.51   |  3 - 3  | 1.26e+05  | B    |    |
       |                                             |                  | 78307.63   -   80801.27   |  5 - 5  | 1.31e+05  | B    |    |
       |                                             |                  | 78318.25   -   80834.61   |  7 - 7  | 2.20e+05  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   267 |                                             |     3D* - 3S     |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78293.49   -   81105.03   |  3 - 3  | 3.13e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   268 |                                             |     3D* - 3P     | 78309.76   -   81334.25   | 15 - 9  | 1.41e+06  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78318.25   -   81343.99   |  7 - 5  | 1.17e+06  | B    |    |
       |                                             |                  | 78307.63   -   81325.76   |  5 - 3  | 1.20e+06  | B    |    |
       |                                             |                  | 78293.49   -   81311.01   |  3 - 1  | 1.46e+06  | B    |    |
       |                                             |                  | 78307.63   -   81343.99   |  5 - 5  | 1.49e+05  | B    |    |
       |                                             |                  | 78293.49   -   81325.76   |  3 - 3  | 3.28e+05  | B    |    |
       |                                             |                  | 78293.49   -   81343.99   |  3 - 5  | 8.21e+03  | B    |    |
       |                                             |                  |                           |         |           |      |    |
   269 |                                             |     3D* - 1D     |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78318.25   -   81769.79   |  7 - 5  | 1.25e+03  | C    |    |
       |                                             |                  | 78293.49   -   81769.79   |  3 - 5  | 2.44e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   270 |                                             |     3D* - 1S     | 78293.49   -   82251.71   | 15 - 1  | 5.62e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78293.49   -   82251.71   |  3 - 1  | 5.62e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   271 |            2s2.2p.3d - 2s2.2p.(2P*<1/2>).4f |     3D* - 2[5/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78307.63   -   83919.65   |  5 - 7  | 6.17e+06  | C    |    |
       |                                             |                  | 78293.49   -   83919.76   |  3 - 5  | 1.11e+07  | C    |    |
       |                                             |                  | 78318.25   -   83919.65   |  7 - 7  | 2.33e+05  | C    |    |
       |                                             |                  | 78307.63   -   83919.76   |  5 - 5  | 1.51e+06  | C    |    |
       |                                             |                  | 78318.25   -   83919.76   |  7 - 5  | 2.61e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   272 |                                             |     3D* - 2[7/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78318.25   -   83926.37   |  7 - 9  | 7.57e+06  | C    |    |
       |                                             |                  | 78307.63   -   83926.20   |  5 - 7  | 2.71e+06  | C    |    |
       |                                             |                  | 78318.25   -   83926.20   |  7 - 7  | 5.31e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   273 |            2s2.2p.3d - 2s2.2p.(2P*<3/2>).4f |     3D* - 2[7/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78318.25   -   83986.45   |  7 - 9  | 5.19e+06  | C    |    |
       |                                             |                  | 78307.63   -   83986.22   |  5 - 7  | 2.87e+06  | C    |    |
       |                                             |                  | 78318.25   -   83986.22   |  7 - 7  | 5.37e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   274 |                                             |     3D* - 2[5/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78307.63   -   84013.25   |  5 - 7  | 1.88e+05  | C    |    |
       |                                             |                  | 78293.49   -   84013.40   |  3 - 5  | 1.01e+05  | C    |    |
       |                                             |                  | 78318.25   -   84013.25   |  7 - 7  | 2.88e+06  | C    |    |
       |                                             |                  | 78307.63   -   84013.40   |  5 - 5  | 1.85e+06  | C    |    |
       |                                             |                  | 78318.25   -   84013.40   |  7 - 5  | 2.78e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   275 |                                             |     3D* - 2[9/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78318.25   -   84016.25   |  7 - 9  | 4.13e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   276 |                                             |     3D* - 2[3/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78318.25   -   84036.40   |  7 - 5  | 2.44e+05  | C    |    |
       |                                             |                  | 78307.63   -   84036.29   |  5 - 3  | 6.77e+05  | C    |    |
       |                                             |                  | 78307.63   -   84036.40   |  5 - 5  | 9.18e+05  | C    |    |
       |                                             |                  | 78293.49   -   84036.29   |  3 - 3  | 1.63e+06  | C    |    |
       |                                             |                  | 78293.49   -   84036.40   |  3 - 5  | 6.99e+03  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   277 |            2s2.2p.3d - 2s2.2p.5p            |     3D* - 3D     | 78309.76   -   84963.51   | 15 - 15 | 4.05e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78318.25   -   84984.97   |  7 - 7  | 3.62e+04  | D    |    |
       |                                             |                  | 78307.63   -   84950.36   |  5 - 5  | 2.80e+04  | D    |    |
       |                                             |                  | 78293.49   -   84935.34   |  3 - 3  | 3.02e+04  | D    |    |
       |                                             |                  | 78318.25   -   84950.36   |  7 - 5  | 6.25e+03  | D    |    |
       |                                             |                  | 78307.63   -   84935.34   |  5 - 3  | 1.00e+04  | D    |    |
       |                                             |                  | 78307.63   -   84984.97   |  5 - 7  | 4.56e+03  | D    |    |
       |                                             |                  | 78293.49   -   84950.36   |  3 - 5  | 6.08e+03  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   278 |                                             |     3D* - 3P     | 78309.76   -   85194.96   | 15 - 9  | 3.87e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78318.25   -   85203.64   |  7 - 5  | 3.25e+05  | D    |    |
       |                                             |                  | 78307.63   -   85188.95   |  5 - 3  | 2.90e+05  | D    |    |
       |                                             |                  | 78293.49   -   85169.61   |  3 - 1  | 3.85e+05  | D    |    |
       |                                             |                  | 78307.63   -   85203.64   |  5 - 5  | 5.83e+04  | D    |    |
       |                                             |                  | 78293.49   -   85188.95   |  3 - 3  | 9.71e+04  | D    |    |
       |                                             |                  | 78293.49   -   85203.64   |  3 - 5  | 3.91e+03  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   279 |            2s2.2p.3d - 2s2.2p.6p            |     3D* - 3D     | 78309.76   -   86980.77   | 15 - 15 | 2.20e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78293.49   -   86965.45   |  3 - 5  | 3.29e+03  | D    |    |
       |                                             |                  | 78318.25   -   86965.45   |  7 - 5  | 3.39e+03  | D    |    |
       |                                             |                  | 78307.63   -   86956.16   |  5 - 3  | 5.43e+03  | D    |    |
       |                                             |                  | 78307.63   -   87002.26   |  5 - 7  | 2.46e+03  | D    |    |
       |                                             |                  | 78293.49   -   86956.16   |  3 - 3  | 1.64e+04  | D    |    |
       |                                             |                  | 78318.25   -   87002.26   |  7 - 7  | 1.96e+04  | D    |    |
       |                                             |                  | 78307.63   -   86965.45   |  5 - 5  | 1.52e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   280 |                                             |     3D* - 3P     | 78309.76   -   87105.86   | 15 - 9  | 1.98e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78293.49   -   87113.21   |  3 - 5  | 1.99e+03  | D    |    |
       |                                             |                  | 78293.49   -   87103.12   |  3 - 3  | 4.96e+04  | D    |    |
       |                                             |                  | 78307.63   -   87113.21   |  5 - 5  | 2.97e+04  | D    |    |
       |                                             |                  | 78293.49   -   87077.36   |  3 - 1  | 1.97e+05  | D    |    |
       |                                             |                  | 78307.63   -   87103.12   |  5 - 3  | 1.48e+05  | D    |    |
       |                                             |                  | 78318.25   -   87113.21   |  7 - 5  | 1.66e+05  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   281 |            2s2.2p.3d - 2s2.2p.7p            |     3D* - 3D     | 78309.76   -   88113.79   | 15 - 15 | 1.35e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78293.49   -   88092.01   |  3 - 3  | 1.01e+04  | D    |    |
       |                                             |                  | 78318.25   -   88096.03   |  7 - 5  | 2.08e+03  | D    |    |
       |                                             |                  | 78307.63   -   88092.01   |  5 - 3  | 3.34e+03  | D    |    |
       |                                             |                  | 78307.63   -   88135.81   |  5 - 7  | 1.51e+03  | D    |    |
       |                                             |                  | 78293.49   -   88096.03   |  3 - 5  | 2.01e+03  | D    |    |
       |                                             |                  | 78307.63   -   88096.03   |  5 - 5  | 9.30e+03  | D    |    |
       |                                             |                  | 78318.25   -   88135.81   |  7 - 7  | 1.20e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   282 |                                             |     3D* - 3P     | 78309.76   -   88191.99   | 15 - 9  | 1.17e+05  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78293.49   -   88159.87   |  3 - 1  | 1.16e+05  | D    |    |
       |                                             |                  | 78307.63   -   88198.22   |  5 - 5  | 1.76e+04  | D    |    |
       |                                             |                  | 78293.49   -   88192.30   |  3 - 3  | 2.94e+04  | D    |    |
       |                                             |                  | 78293.49   -   88198.22   |  3 - 5  | 1.18e+03  | D    |    |
       |                                             |                  | 78307.63   -   88192.30   |  5 - 3  | 8.79e+04  | D    |    |
       |                                             |                  | 78318.25   -   88198.22   |  7 - 5  | 9.83e+04  | D    |    |
       |                                             |                  |                           |         |           |      |    |
   283 |            2s2.2p.4s - 2s2.2p.4p            |     1P* - 1P     | 78340.28   -   80562.85   |  3 - 3  | 7.38e+05  | C+   |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   284 |                                             |     1P* - 3D     | 78340.28   -   80794.24   |  3 - 15 | 5.26e+03  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78340.28   -   80782.51   |  3 - 3  | 2.15e+03  | C    |    |
       |                                             |                  | 78340.28   -   80801.27   |  3 - 5  | 1.45e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   285 |                                             |     1P* - 3S     | 78340.28   -   81105.03   |  3 - 3  | 1.75e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78340.28   -   81105.03   |  3 - 3  | 1.75e+04  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   286 |                                             |     1P* - 3P     | 78340.28   -   81334.25   |  3 - 9  | 1.99e+04  |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78340.28   -   81311.01   |  3 - 1  | 1.45e+05  | C    |    |
       |                                             |                  | 78340.28   -   81325.76   |  3 - 3  | 9.76e+03  | C    |    |
       |                                             |                  | 78340.28   -   81343.99   |  3 - 5  | 9.01e+02  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   287 |                                             |     1P* - 1D     | 78340.28   -   81769.79   |  3 - 5  | 3.64e+06  | B    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   288 |                                             |     1P* - 1S     | 78340.28   -   82251.71   |  3 - 1  | 7.04e+06  | B    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   289 |            2s2.2p.4s - 2s2.2p.(2P*<1/2>).4f |     1P* - 2[5/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78340.28   -   83919.76   |  3 - 5  | 2.22e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   290 |            2s2.2p.4s - 2s2.2p.(2P*<3/2>).4f |     1P* - 2[5/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78340.28   -   84013.40   |  3 - 5  | 2.00e+06  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   291 |                                             |     1P* - 2[3/2] |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  | 78340.28   -   84036.29   |  3 - 3  | 2.31e+05  | C    |    |
       |                                             |                  | 78340.28   -   84036.40   |  3 - 5  | 1.04e+06  | C    |    |
       |                                             |                  |                           |         |           |      |    |
   292 |            2s2.2p.4s - 2s2.2p.5p            |     1P* - 1P     | 78340.28   -   84851.53   |  3 - 3  | 1.05e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   293 |                                             |     1P* - 1D     | 78340.28   -   85399.81   |  3 - 5  | 5.14e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   294 |                                             |     1P* - 1S     | 78340.28   -   85625.18   |  3 - 1  | 1.78e+06  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   295 |            2s2.2p.4s - 2s2.2p.6p            |     1P* - 1P     | 78340.28   -   86912.86   |  3 - 3  | 1.15e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
   296 |                                             |     1P* - 1D     | 78340.28   -   87218.26   |  3 - 5  | 1.83e+05  | C    |    |
       |                                             |                  |                           |         |           |      |    |
       |                                             |                  |                           |         |           |      |    |
