# pos.x pos.y pos.z volume rho vel.x vel.y vel.z p a mu k[0] mu_t k_t S tke omega massf[0] e[0] T[0] 
0.000000e+00 0.000000e+00 8.626706e-02 1.822645e-05 3.549129e-01 6.716100e+02 2.243209e+00 0.000000e+00 7.187561e+03 1.683813e+02 4.768006e-06 5.588674e-03 7.736616e-07 8.733880e-04 0.000000e+00 1.291570e-02 5.925000e+03 1.000000e+00 5.062905e+04 7.054751e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822597e-05 3.549029e-01 6.716114e+02 2.241466e+00 0.000000e+00 7.187274e+03 1.683804e+02 4.767943e-06 5.588593e-03 7.749022e-07 8.747885e-04 0.000000e+00 1.301523e-02 5.960937e+03 1.000000e+00 5.062845e+04 7.054668e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822645e-05 3.549129e-01 6.716100e+02 2.243209e+00 0.000000e+00 7.187561e+03 1.683813e+02 4.768006e-06 5.588674e-03 7.736616e-07 8.733880e-04 0.000000e+00 1.291570e-02 5.925000e+03 1.000000e+00 5.062905e+04 7.054751e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822597e-05 3.549029e-01 6.716114e+02 2.241466e+00 0.000000e+00 7.187274e+03 1.683804e+02 4.767943e-06 5.588593e-03 7.749022e-07 8.747885e-04 0.000000e+00 1.301523e-02 5.960937e+03 1.000000e+00 5.062845e+04 7.054668e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822645e-05 3.549129e-01 6.716100e+02 2.243209e+00 0.000000e+00 7.187561e+03 1.683813e+02 4.768006e-06 5.588674e-03 7.736616e-07 8.733880e-04 0.000000e+00 1.291570e-02 5.925000e+03 1.000000e+00 5.062905e+04 7.054751e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822597e-05 3.549029e-01 6.716114e+02 2.241466e+00 0.000000e+00 7.187274e+03 1.683804e+02 4.767943e-06 5.588593e-03 7.749022e-07 8.747885e-04 0.000000e+00 1.301523e-02 5.960937e+03 1.000000e+00 5.062845e+04 7.054668e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822645e-05 3.549129e-01 6.716100e+02 2.243209e+00 0.000000e+00 7.187561e+03 1.683813e+02 4.768006e-06 5.588674e-03 7.736616e-07 8.733880e-04 0.000000e+00 1.291570e-02 5.925000e+03 1.000000e+00 5.062905e+04 7.054751e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822597e-05 3.549029e-01 6.716114e+02 2.241466e+00 0.000000e+00 7.187274e+03 1.683804e+02 4.767943e-06 5.588593e-03 7.749022e-07 8.747885e-04 0.000000e+00 1.301523e-02 5.960937e+03 1.000000e+00 5.062845e+04 7.054668e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822645e-05 3.549129e-01 6.716100e+02 2.243209e+00 0.000000e+00 7.187561e+03 1.683813e+02 4.768006e-06 5.588674e-03 7.736616e-07 8.733880e-04 0.000000e+00 1.291570e-02 5.925000e+03 1.000000e+00 5.062905e+04 7.054751e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822597e-05 3.549029e-01 6.716114e+02 2.241466e+00 0.000000e+00 7.187274e+03 1.683804e+02 4.767943e-06 5.588593e-03 7.749022e-07 8.747885e-04 0.000000e+00 1.301523e-02 5.960937e+03 1.000000e+00 5.062845e+04 7.054668e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822645e-05 3.549129e-01 6.716100e+02 2.243209e+00 0.000000e+00 7.187561e+03 1.683813e+02 4.768006e-06 5.588674e-03 7.736616e-07 8.733880e-04 0.000000e+00 1.291570e-02 5.925000e+03 1.000000e+00 5.062905e+04 7.054751e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822597e-05 3.549029e-01 6.716114e+02 2.241466e+00 0.000000e+00 7.187274e+03 1.683804e+02 4.767943e-06 5.588593e-03 7.749022e-07 8.747885e-04 0.000000e+00 1.301523e-02 5.960937e+03 1.000000e+00 5.062845e+04 7.054668e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822645e-05 3.549129e-01 6.716100e+02 2.243209e+00 0.000000e+00 7.187561e+03 1.683813e+02 4.768006e-06 5.588674e-03 7.736616e-07 8.733880e-04 0.000000e+00 1.291570e-02 5.925000e+03 1.000000e+00 5.062905e+04 7.054751e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822597e-05 3.549029e-01 6.716114e+02 2.241466e+00 0.000000e+00 7.187274e+03 1.683804e+02 4.767943e-06 5.588593e-03 7.749022e-07 8.747885e-04 0.000000e+00 1.301523e-02 5.960937e+03 1.000000e+00 5.062845e+04 7.054668e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822645e-05 3.549129e-01 6.716100e+02 2.243209e+00 0.000000e+00 7.187561e+03 1.683813e+02 4.768006e-06 5.588674e-03 7.736616e-07 8.733880e-04 0.000000e+00 1.291570e-02 5.925000e+03 1.000000e+00 5.062905e+04 7.054751e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822597e-05 3.549029e-01 6.716114e+02 2.241466e+00 0.000000e+00 7.187274e+03 1.683804e+02 4.767943e-06 5.588593e-03 7.749022e-07 8.747885e-04 0.000000e+00 1.301523e-02 5.960937e+03 1.000000e+00 5.062845e+04 7.054668e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822645e-05 3.549129e-01 6.716100e+02 2.243209e+00 0.000000e+00 7.187561e+03 1.683813e+02 4.768006e-06 5.588674e-03 7.736616e-07 8.733880e-04 0.000000e+00 1.291570e-02 5.925000e+03 1.000000e+00 5.062905e+04 7.054751e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822597e-05 3.549029e-01 6.716114e+02 2.241466e+00 0.000000e+00 7.187274e+03 1.683804e+02 4.767943e-06 5.588593e-03 7.749022e-07 8.747885e-04 0.000000e+00 1.301523e-02 5.960937e+03 1.000000e+00 5.062845e+04 7.054668e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822645e-05 3.549129e-01 6.716100e+02 2.243209e+00 0.000000e+00 7.187561e+03 1.683813e+02 4.768006e-06 5.588674e-03 7.736616e-07 8.733880e-04 0.000000e+00 1.291570e-02 5.925000e+03 1.000000e+00 5.062905e+04 7.054751e+01
0.000000e+00 0.000000e+00 8.626706e-02 1.822597e-05 3.549029e-01 6.716114e+02 2.241466e+00 0.000000e+00 7.187274e+03 1.683804e+02 4.767943e-06 5.588593e-03 7.749022e-07 8.747885e-04 0.000000e+00 1.301523e-02 5.960937e+03 1.000000e+00 5.062845e+04 7.054668e+01
