# pos.x pos.y pos.z volume rho vel.x vel.y vel.z p a mu k[0] mu_t k_t S tke omega massf[0] e[0] T[0] 
0.000000e+00 0.000000e+00 7.822333e-04 2.874119e-07 1.314684e-01 4.425380e+02 4.109113e-02 0.000000e+00 7.048060e+03 2.739622e+02 1.252151e-05 1.672462e-02 7.584143e-04 8.561753e-01 0.000000e+00 1.572414e+03 2.728609e+05 1.000000e+00 1.340278e+05 1.867569e+02
0.000000e+00 0.000000e+00 7.822333e-04 2.874044e-07 1.315750e-01 4.429408e+02 4.384309e-02 0.000000e+00 7.048075e+03 2.738515e+02 1.251267e-05 1.671099e-02 7.592250e-04 8.570904e-01 0.000000e+00 1.573697e+03 2.730130e+05 1.000000e+00 1.339195e+05 1.866060e+02
0.000000e+00 0.000000e+00 7.822333e-04 2.874119e-07 1.314684e-01 4.425380e+02 4.109113e-02 0.000000e+00 7.048060e+03 2.739622e+02 1.252151e-05 1.672462e-02 7.584143e-04 8.561753e-01 0.000000e+00 1.572414e+03 2.728609e+05 1.000000e+00 1.340278e+05 1.867569e+02
0.000000e+00 0.000000e+00 7.822333e-04 2.874044e-07 1.315750e-01 4.429408e+02 4.384309e-02 0.000000e+00 7.048075e+03 2.738515e+02 1.251267e-05 1.671099e-02 7.592250e-04 8.570904e-01 0.000000e+00 1.573697e+03 2.730130e+05 1.000000e+00 1.339195e+05 1.866060e+02
0.000000e+00 0.000000e+00 7.822333e-04 2.874119e-07 1.314684e-01 4.425380e+02 4.109113e-02 0.000000e+00 7.048060e+03 2.739622e+02 1.252151e-05 1.672462e-02 7.584143e-04 8.561753e-01 0.000000e+00 1.572414e+03 2.728609e+05 1.000000e+00 1.340278e+05 1.867569e+02
0.000000e+00 0.000000e+00 7.822333e-04 2.874044e-07 1.315750e-01 4.429408e+02 4.384309e-02 0.000000e+00 7.048075e+03 2.738515e+02 1.251267e-05 1.671099e-02 7.592250e-04 8.570904e-01 0.000000e+00 1.573697e+03 2.730130e+05 1.000000e+00 1.339195e+05 1.866060e+02
0.000000e+00 0.000000e+00 7.822333e-04 2.874119e-07 1.314684e-01 4.425380e+02 4.109113e-02 0.000000e+00 7.048060e+03 2.739622e+02 1.252151e-05 1.672462e-02 7.584143e-04 8.561753e-01 0.000000e+00 1.572414e+03 2.728609e+05 1.000000e+00 1.340278e+05 1.867569e+02
0.000000e+00 0.000000e+00 7.822333e-04 2.874044e-07 1.315750e-01 4.429408e+02 4.384309e-02 0.000000e+00 7.048075e+03 2.738515e+02 1.251267e-05 1.671099e-02 7.592250e-04 8.570904e-01 0.000000e+00 1.573697e+03 2.730130e+05 1.000000e+00 1.339195e+05 1.866060e+02
0.000000e+00 0.000000e+00 7.822333e-04 2.874119e-07 1.314684e-01 4.425380e+02 4.109113e-02 0.000000e+00 7.048060e+03 2.739622e+02 1.252151e-05 1.672462e-02 7.584143e-04 8.561753e-01 0.000000e+00 1.572414e+03 2.728609e+05 1.000000e+00 1.340278e+05 1.867569e+02
0.000000e+00 0.000000e+00 7.822333e-04 2.874044e-07 1.315750e-01 4.429408e+02 4.384309e-02 0.000000e+00 7.048075e+03 2.738515e+02 1.251267e-05 1.671099e-02 7.592250e-04 8.570904e-01 0.000000e+00 1.573697e+03 2.730130e+05 1.000000e+00 1.339195e+05 1.866060e+02
