#  T(SEC)      TMP(K)       H2         H          O2         O          OH             HO2        H2O2       H2O        N          N2             NO        
 0.13200E-04 0.10000E+04 0.24390E+00 0.52312E-06 0.73171E+00 0.26284E-06 0.89210E-07 0.77202E-06 0.15090E-09 0.15582E-05 0.11112E-21 0.24390E-01 0.20124E-20
 0.13300E-04 0.10000E+04 0.24390E+00 0.53582E-06 0.73171E+00 0.26933E-06 0.91335E-07 0.79295E-06 0.15636E-09 0.15984E-05 0.11388E-21 0.24390E-01 0.20696E-20
 0.13400E-04 0.10000E+04 0.24390E+00 0.54882E-06 0.73171E+00 0.27597E-06 0.93510E-07 0.81439E-06 0.16202E-09 0.16396E-05 0.11671E-21 0.24390E-01 0.21282E-20
 0.13500E-04 0.10000E+04 0.24390E+00 0.56212E-06 0.73171E+00 0.28276E-06 0.95735E-07 0.83634E-06 0.16786E-09 0.16817E-05 0.11959E-21 0.24390E-01 0.21883E-20
 0.13600E-04 0.10000E+04 0.24390E+00 0.57573E-06 0.73171E+00 0.28970E-06 0.98013E-07 0.85883E-06 0.17392E-09 0.17249E-05 0.12255E-21 0.24390E-01 0.22499E-20
 0.13700E-04 0.10000E+04 0.24390E+00 0.58966E-06 0.73171E+00 0.29681E-06 0.10034E-06 0.88186E-06 0.18018E-09 0.17691E-05 0.12557E-21 0.24390E-01 0.23129E-20
 0.13800E-04 0.10000E+04 0.24390E+00 0.60390E-06 0.73171E+00 0.30409E-06 0.10273E-06 0.90544E-06 0.18666E-09 0.18143E-05 0.12867E-21 0.24390E-01 0.23776E-20
 0.13900E-04 0.10000E+04 0.24390E+00 0.61849E-06 0.73171E+00 0.31153E-06 0.10517E-06 0.92959E-06 0.19337E-09 0.18606E-05 0.13184E-21 0.24390E-01 0.24438E-20
 0.14000E-04 0.10000E+04 0.24390E+00 0.63340E-06 0.73171E+00 0.31915E-06 0.10767E-06 0.95432E-06 0.20031E-09 0.19080E-05 0.13508E-21 0.24390E-01 0.25116E-20
 0.14100E-04 0.10000E+04 0.24390E+00 0.64867E-06 0.73171E+00 0.32694E-06 0.11022E-06 0.97964E-06 0.20750E-09 0.19565E-05 0.13839E-21 0.24390E-01 0.25811E-20
 0.14200E-04 0.10000E+04 0.24390E+00 0.66429E-06 0.73171E+00 0.33492E-06 0.11284E-06 0.10056E-05 0.21494E-09 0.20062E-05 0.14178E-21 0.24390E-01 0.26523E-20
 0.14300E-04 0.10000E+04 0.24390E+00 0.68028E-06 0.73171E+00 0.34308E-06 0.11552E-06 0.10321E-05 0.22264E-09 0.20570E-05 0.14526E-21 0.24390E-01 0.27252E-20
 0.14400E-04 0.10000E+04 0.24390E+00 0.69664E-06 0.73171E+00 0.35143E-06 0.11826E-06 0.10593E-05 0.23061E-09 0.21091E-05 0.14881E-21 0.24390E-01 0.28000E-20
 0.14500E-04 0.10000E+04 0.24390E+00 0.71337E-06 0.73171E+00 0.35997E-06 0.12106E-06 0.10872E-05 0.23887E-09 0.21624E-05 0.15244E-21 0.24390E-01 0.28765E-20
 0.14600E-04 0.10000E+04 0.24390E+00 0.73050E-06 0.73171E+00 0.36872E-06 0.12393E-06 0.11157E-05 0.24741E-09 0.22170E-05 0.15616E-21 0.24390E-01 0.29549E-20
 0.14700E-04 0.10000E+04 0.24390E+00 0.74803E-06 0.73171E+00 0.37766E-06 0.12687E-06 0.11448E-05 0.25626E-09 0.22728E-05 0.15997E-21 0.24390E-01 0.30352E-20
 0.14800E-04 0.10000E+04 0.24390E+00 0.76596E-06 0.73171E+00 0.38682E-06 0.12987E-06 0.11747E-05 0.26543E-09 0.23300E-05 0.16386E-21 0.24390E-01 0.31175E-20
 0.14900E-04 0.10000E+04 0.24390E+00 0.78431E-06 0.73171E+00 0.39618E-06 0.13295E-06 0.12053E-05 0.27492E-09 0.23885E-05 0.16785E-21 0.24390E-01 0.32017E-20
 0.15000E-04 0.10000E+04 0.24390E+00 0.80309E-06 0.73171E+00 0.40577E-06 0.13610E-06 0.12367E-05 0.28475E-09 0.24485E-05 0.17192E-21 0.24390E-01 0.32880E-20
 0.15100E-04 0.10000E+04 0.24390E+00 0.82230E-06 0.73171E+00 0.41557E-06 0.13932E-06 0.12687E-05 0.29493E-09 0.25098E-05 0.17610E-21 0.24390E-01 0.33764E-20
 0.15200E-04 0.10000E+04 0.24390E+00 0.84197E-06 0.73171E+00 0.42561E-06 0.14261E-06 0.13016E-05 0.30548E-09 0.25726E-05 0.18037E-21 0.24390E-01 0.34670E-20
 0.15300E-04 0.10000E+04 0.24390E+00 0.86209E-06 0.73171E+00 0.43588E-06 0.14599E-06 0.13352E-05 0.31641E-09 0.26369E-05 0.18473E-21 0.24390E-01 0.35597E-20
 0.15400E-04 0.10000E+04 0.24390E+00 0.88268E-06 0.73171E+00 0.44639E-06 0.14944E-06 0.13696E-05 0.32773E-09 0.27027E-05 0.18920E-21 0.24390E-01 0.36546E-20
 0.15500E-04 0.10000E+04 0.24390E+00 0.90375E-06 0.73171E+00 0.45714E-06 0.15298E-06 0.14048E-05 0.33946E-09 0.27700E-05 0.19378E-21 0.24390E-01 0.37519E-20
 0.15600E-04 0.10000E+04 0.24390E+00 0.92531E-06 0.73171E+00 0.46814E-06 0.15659E-06 0.14409E-05 0.35162E-09 0.28390E-05 0.19846E-21 0.24390E-01 0.38515E-20
 0.15700E-04 0.10000E+04 0.24390E+00 0.94737E-06 0.73171E+00 0.47940E-06 0.16030E-06 0.14778E-05 0.36422E-09 0.29095E-05 0.20325E-21 0.24390E-01 0.39535E-20
 0.15800E-04 0.10000E+04 0.24390E+00 0.96994E-06 0.73171E+00 0.49092E-06 0.16408E-06 0.15156E-05 0.37727E-09 0.29818E-05 0.20815E-21 0.24390E-01 0.40580E-20
 0.15900E-04 0.10000E+04 0.24390E+00 0.99304E-06 0.73171E+00 0.50271E-06 0.16796E-06 0.15543E-05 0.39081E-09 0.30557E-05 0.21317E-21 0.24390E-01 0.41650E-20
 0.16000E-04 0.10000E+04 0.24390E+00 0.10167E-05 0.73170E+00 0.51477E-06 0.17193E-06 0.15940E-05 0.40484E-09 0.31314E-05 0.21830E-21 0.24390E-01 0.42745E-20
 0.16100E-04 0.10000E+04 0.24390E+00 0.10409E-05 0.73170E+00 0.52711E-06 0.17599E-06 0.16345E-05 0.41938E-09 0.32089E-05 0.22355E-21 0.24390E-01 0.43867E-20
 0.16200E-04 0.10000E+04 0.24390E+00 0.10656E-05 0.73170E+00 0.53974E-06 0.18015E-06 0.16760E-05 0.43446E-09 0.32882E-05 0.22892E-21 0.24390E-01 0.45016E-20
 0.16300E-04 0.10000E+04 0.24390E+00 0.10910E-05 0.73170E+00 0.55267E-06 0.18441E-06 0.17185E-05 0.45010E-09 0.33694E-05 0.23442E-21 0.24390E-01 0.46192E-20
 0.16400E-04 0.10000E+04 0.24390E+00 0.11169E-05 0.73170E+00 0.56589E-06 0.18876E-06 0.17620E-05 0.46631E-09 0.34525E-05 0.24005E-21 0.24390E-01 0.47397E-20
 0.16500E-04 0.10000E+04 0.24390E+00 0.11434E-05 0.73170E+00 0.57943E-06 0.19322E-06 0.18065E-05 0.48313E-09 0.35376E-05 0.24581E-21 0.24390E-01 0.48630E-20
 0.16600E-04 0.10000E+04 0.24390E+00 0.11706E-05 0.73170E+00 0.59328E-06 0.19778E-06 0.18521E-05 0.50057E-09 0.36247E-05 0.25170E-21 0.24390E-01 0.49893E-20
 0.16700E-04 0.10000E+04 0.24390E+00 0.11983E-05 0.73170E+00 0.60745E-06 0.20246E-06 0.18987E-05 0.51866E-09 0.37138E-05 0.25773E-21 0.24390E-01 0.51186E-20
 0.16800E-04 0.10000E+04 0.24390E+00 0.12268E-05 0.73170E+00 0.62195E-06 0.20724E-06 0.19465E-05 0.53743E-09 0.38051E-05 0.26390E-21 0.24390E-01 0.52510E-20
 0.16900E-04 0.10000E+04 0.24390E+00 0.12559E-05 0.73170E+00 0.63679E-06 0.21213E-06 0.19954E-05 0.55690E-09 0.38985E-05 0.27022E-21 0.24390E-01 0.53866E-20
 0.17000E-04 0.10000E+04 0.24390E+00 0.12856E-05 0.73170E+00 0.65197E-06 0.21714E-06 0.20454E-05 0.57711E-09 0.39941E-05 0.27668E-21 0.24390E-01 0.55254E-20
 0.17100E-04 0.10000E+04 0.24390E+00 0.13161E-05 0.73170E+00 0.66751E-06 0.22226E-06 0.20966E-05 0.59807E-09 0.40920E-05 0.28329E-21 0.24390E-01 0.56675E-20
 0.17200E-04 0.10000E+04 0.24390E+00 0.13473E-05 0.73170E+00 0.68341E-06 0.22751E-06 0.21490E-05 0.61983E-09 0.41921E-05 0.29006E-21 0.24390E-01 0.58131E-20
 0.17300E-04 0.10000E+04 0.24390E+00 0.13792E-05 0.73170E+00 0.69968E-06 0.23288E-06 0.22026E-05 0.64241E-09 0.42947E-05 0.29698E-21 0.24390E-01 0.59621E-20
 0.17400E-04 0.10000E+04 0.24390E+00 0.14118E-05 0.73170E+00 0.71633E-06 0.23838E-06 0.22575E-05 0.66585E-09 0.43996E-05 0.30406E-21 0.24390E-01 0.61146E-20
 0.17500E-04 0.10000E+04 0.24390E+00 0.14452E-05 0.73170E+00 0.73337E-06 0.24401E-06 0.23137E-05 0.69019E-09 0.45071E-05 0.31132E-21 0.24390E-01 0.62708E-20
 0.17600E-04 0.10000E+04 0.24390E+00 0.14794E-05 0.73170E+00 0.75081E-06 0.24977E-06 0.23712E-05 0.71545E-09 0.46170E-05 0.31873E-21 0.24390E-01 0.64307E-20
 0.17700E-04 0.10000E+04 0.24390E+00 0.15144E-05 0.73170E+00 0.76865E-06 0.25566E-06 0.24300E-05 0.74168E-09 0.47296E-05 0.32633E-21 0.24390E-01 0.65944E-20
 0.17800E-04 0.10000E+04 0.24390E+00 0.15502E-05 0.73170E+00 0.78691E-06 0.26170E-06 0.24903E-05 0.76892E-09 0.48448E-05 0.33410E-21 0.24390E-01 0.67620E-20
 0.17900E-04 0.10000E+04 0.24390E+00 0.15869E-05 0.73170E+00 0.80559E-06 0.26788E-06 0.25519E-05 0.79721E-09 0.49628E-05 0.34205E-21 0.24390E-01 0.69336E-20
 0.18000E-04 0.10000E+04 0.24390E+00 0.16244E-05 0.73170E+00 0.82471E-06 0.27421E-06 0.26150E-05 0.82659E-09 0.50835E-05 0.35019E-21 0.24390E-01 0.71093E-20
 0.18100E-04 0.10000E+04 0.24390E+00 0.16628E-05 0.73170E+00 0.84428E-06 0.28068E-06 0.26795E-05 0.85711E-09 0.52071E-05 0.35851E-21 0.24390E-01 0.72891E-20
 0.18200E-04 0.10000E+04 0.24390E+00 0.17020E-05 0.73170E+00 0.86430E-06 0.28731E-06 0.27456E-05 0.88882E-09 0.53336E-05 0.36704E-21 0.24390E-01 0.74732E-20
 0.18300E-04 0.10000E+04 0.24390E+00 0.17422E-05 0.73170E+00 0.88479E-06 0.29409E-06 0.28132E-05 0.92176E-09 0.54631E-05 0.37576E-21 0.24390E-01 0.76617E-20
 0.18400E-04 0.10000E+04 0.24390E+00 0.17834E-05 0.73170E+00 0.90576E-06 0.30104E-06 0.28824E-05 0.95598E-09 0.55957E-05 0.38468E-21 0.24390E-01 0.78547E-20
 0.18500E-04 0.10000E+04 0.24389E+00 0.18255E-05 0.73170E+00 0.92722E-06 0.30815E-06 0.29532E-05 0.99154E-09 0.57313E-05 0.39381E-21 0.24390E-01 0.80522E-20
 0.18600E-04 0.10000E+04 0.24389E+00 0.18686E-05 0.73170E+00 0.94918E-06 0.31543E-06 0.30257E-05 0.10285E-08 0.58702E-05 0.40316E-21 0.24390E-01 0.82545E-20
 0.18700E-04 0.10000E+04 0.24389E+00 0.19127E-05 0.73170E+00 0.97165E-06 0.32289E-06 0.30999E-05 0.10669E-08 0.60124E-05 0.41272E-21 0.24390E-01 0.84615E-20
 0.18800E-04 0.10000E+04 0.24389E+00 0.19578E-05 0.73170E+00 0.99465E-06 0.33052E-06 0.31758E-05 0.11068E-08 0.61579E-05 0.42251E-21 0.24390E-01 0.86734E-20
 0.18900E-04 0.10000E+04 0.24389E+00 0.20040E-05 0.73170E+00 0.10182E-05 0.33833E-06 0.32534E-05 0.11483E-08 0.63069E-05 0.43253E-21 0.24390E-01 0.88904E-20
 0.19000E-04 0.10000E+04 0.24389E+00 0.20513E-05 0.73170E+00 0.10423E-05 0.34632E-06 0.33329E-05 0.11915E-08 0.64594E-05 0.44278E-21 0.24390E-01 0.91125E-20
 0.19100E-04 0.10000E+04 0.24389E+00 0.20996E-05 0.73170E+00 0.10669E-05 0.35451E-06 0.34142E-05 0.12364E-08 0.66155E-05 0.45327E-21 0.24390E-01 0.93398E-20
 0.19200E-04 0.10000E+04 0.24389E+00 0.21492E-05 0.73170E+00 0.10921E-05 0.36289E-06 0.34975E-05 0.12830E-08 0.67753E-05 0.46401E-21 0.24390E-01 0.95726E-20
 0.19300E-04 0.10000E+04 0.24389E+00 0.21998E-05 0.73170E+00 0.11180E-05 0.37148E-06 0.35826E-05 0.13315E-08 0.69388E-05 0.47500E-21 0.24390E-01 0.98108E-20
 0.19400E-04 0.10000E+04 0.24389E+00 0.22517E-05 0.73170E+00 0.11444E-05 0.38026E-06 0.36698E-05 0.13820E-08 0.71063E-05 0.48624E-21 0.24390E-01 0.10055E-19
 0.19500E-04 0.10000E+04 0.24389E+00 0.23048E-05 0.73170E+00 0.11714E-05 0.38926E-06 0.37589E-05 0.14345E-08 0.72777E-05 0.49775E-21 0.24390E-01 0.10304E-19
 0.19600E-04 0.10000E+04 0.24389E+00 0.23591E-05 0.73170E+00 0.11991E-05 0.39847E-06 0.38502E-05 0.14891E-08 0.74531E-05 0.50953E-21 0.24390E-01 0.10560E-19
 0.19700E-04 0.10000E+04 0.24389E+00 0.24147E-05 0.73170E+00 0.12274E-05 0.40791E-06 0.39436E-05 0.15459E-08 0.76327E-05 0.52159E-21 0.24390E-01 0.10822E-19
 0.19800E-04 0.10000E+04 0.24389E+00 0.24716E-05 0.73170E+00 0.12564E-05 0.41756E-06 0.40391E-05 0.16050E-08 0.78166E-05 0.53392E-21 0.24390E-01 0.11089E-19
 0.19900E-04 0.10000E+04 0.24389E+00 0.25299E-05 0.73170E+00 0.12860E-05 0.42745E-06 0.41369E-05 0.16665E-08 0.80048E-05 0.54655E-21 0.24390E-01 0.11364E-19
 0.20000E-04 0.10000E+04 0.24389E+00 0.25895E-05 0.73170E+00 0.13164E-05 0.43758E-06 0.42369E-05 0.17304E-08 0.81975E-05 0.55947E-21 0.24390E-01 0.11644E-19
 0.20100E-04 0.10000E+04 0.24389E+00 0.26505E-05 0.73170E+00 0.13474E-05 0.44795E-06 0.43392E-05 0.17970E-08 0.83947E-05 0.57270E-21 0.24390E-01 0.11931E-19
 0.20200E-04 0.10000E+04 0.24389E+00 0.27129E-05 0.73170E+00 0.13792E-05 0.45856E-06 0.44440E-05 0.18663E-08 0.85966E-05 0.58623E-21 0.24390E-01 0.12225E-19
 0.20300E-04 0.10000E+04 0.24389E+00 0.27769E-05 0.73170E+00 0.14118E-05 0.46943E-06 0.45511E-05 0.19385E-08 0.88033E-05 0.60009E-21 0.24390E-01 0.12526E-19
 0.20400E-04 0.10000E+04 0.24389E+00 0.28423E-05 0.73170E+00 0.14451E-05 0.48057E-06 0.46608E-05 0.20136E-08 0.90149E-05 0.61426E-21 0.24390E-01 0.12835E-19
 0.20500E-04 0.10000E+04 0.24389E+00 0.29092E-05 0.73170E+00 0.14792E-05 0.49197E-06 0.47730E-05 0.20917E-08 0.92315E-05 0.62878E-21 0.24390E-01 0.13150E-19
 0.20600E-04 0.10000E+04 0.24389E+00 0.29778E-05 0.73170E+00 0.15140E-05 0.50364E-06 0.48877E-05 0.21731E-08 0.94533E-05 0.64363E-21 0.24390E-01 0.13473E-19
 0.20700E-04 0.10000E+04 0.24389E+00 0.30479E-05 0.73170E+00 0.15497E-05 0.51560E-06 0.50052E-05 0.22579E-08 0.96803E-05 0.65883E-21 0.24390E-01 0.13803E-19
 0.20800E-04 0.10000E+04 0.24389E+00 0.31198E-05 0.73170E+00 0.15863E-05 0.52784E-06 0.51253E-05 0.23462E-08 0.99127E-05 0.67439E-21 0.24390E-01 0.14141E-19
 0.20900E-04 0.10000E+04 0.24389E+00 0.31933E-05 0.73170E+00 0.16237E-05 0.54038E-06 0.52483E-05 0.24381E-08 0.10151E-04 0.69031E-21 0.24390E-01 0.14488E-19
 0.21000E-04 0.10000E+04 0.24389E+00 0.32685E-05 0.73170E+00 0.16619E-05 0.55323E-06 0.53741E-05 0.25338E-08 0.10394E-04 0.70661E-21 0.24390E-01 0.14842E-19
 0.21100E-04 0.10000E+04 0.24389E+00 0.33455E-05 0.73170E+00 0.17011E-05 0.56638E-06 0.55028E-05 0.26335E-08 0.10644E-04 0.72329E-21 0.24390E-01 0.15205E-19
 0.21200E-04 0.10000E+04 0.24389E+00 0.34244E-05 0.73170E+00 0.17412E-05 0.57985E-06 0.56345E-05 0.27374E-08 0.10899E-04 0.74037E-21 0.24390E-01 0.15576E-19
 0.21300E-04 0.10000E+04 0.24389E+00 0.35051E-05 0.73170E+00 0.17822E-05 0.59365E-06 0.57692E-05 0.28455E-08 0.11160E-04 0.75784E-21 0.24390E-01 0.15956E-19
 0.21400E-04 0.10000E+04 0.24389E+00 0.35877E-05 0.73170E+00 0.18242E-05 0.60778E-06 0.59070E-05 0.29583E-08 0.11428E-04 0.77573E-21 0.24390E-01 0.16345E-19
 0.21500E-04 0.10000E+04 0.24389E+00 0.36722E-05 0.73170E+00 0.18672E-05 0.62225E-06 0.60480E-05 0.30757E-08 0.11702E-04 0.79404E-21 0.24390E-01 0.16744E-19
 0.21600E-04 0.10000E+04 0.24389E+00 0.37588E-05 0.73170E+00 0.19112E-05 0.63708E-06 0.61923E-05 0.31981E-08 0.11982E-04 0.81278E-21 0.24390E-01 0.17151E-19
 0.21700E-04 0.10000E+04 0.24389E+00 0.38474E-05 0.73170E+00 0.19562E-05 0.65226E-06 0.63399E-05 0.33256E-08 0.12270E-04 0.83197E-21 0.24390E-01 0.17569E-19
 0.21800E-04 0.10000E+04 0.24389E+00 0.39381E-05 0.73170E+00 0.20023E-05 0.66782E-06 0.64909E-05 0.34585E-08 0.12564E-04 0.85160E-21 0.24390E-01 0.17996E-19
 0.21900E-04 0.10001E+04 0.24389E+00 0.40309E-05 0.73170E+00 0.20495E-05 0.68375E-06 0.66454E-05 0.35970E-08 0.12865E-04 0.87170E-21 0.24390E-01 0.18433E-19
 0.22000E-04 0.10001E+04 0.24389E+00 0.41260E-05 0.73170E+00 0.20978E-05 0.70008E-06 0.68034E-05 0.37414E-08 0.13173E-04 0.89228E-21 0.24390E-01 0.18881E-19
 0.22100E-04 0.10001E+04 0.24388E+00 0.42233E-05 0.73170E+00 0.21472E-05 0.71680E-06 0.69651E-05 0.38918E-08 0.13489E-04 0.91334E-21 0.24390E-01 0.19339E-19
 0.22200E-04 0.10001E+04 0.24388E+00 0.43229E-05 0.73170E+00 0.21978E-05 0.73393E-06 0.71305E-05 0.40487E-08 0.13812E-04 0.93489E-21 0.24390E-01 0.19808E-19
 0.22300E-04 0.10001E+04 0.24388E+00 0.44249E-05 0.73170E+00 0.22496E-05 0.75148E-06 0.72997E-05 0.42122E-08 0.14143E-04 0.95696E-21 0.24390E-01 0.20288E-19
 0.22400E-04 0.10001E+04 0.24388E+00 0.45293E-05 0.73170E+00 0.23026E-05 0.76946E-06 0.74728E-05 0.43827E-08 0.14481E-04 0.97955E-21 0.24390E-01 0.20779E-19
 0.22500E-04 0.10001E+04 0.24388E+00 0.46362E-05 0.73170E+00 0.23569E-05 0.78788E-06 0.76499E-05 0.45605E-08 0.14828E-04 0.10027E-20 0.24390E-01 0.21282E-19
 0.22600E-04 0.10001E+04 0.24388E+00 0.47456E-05 0.73170E+00 0.24125E-05 0.80675E-06 0.78310E-05 0.47458E-08 0.15184E-04 0.10263E-20 0.24390E-01 0.21797E-19
 0.22700E-04 0.10001E+04 0.24388E+00 0.48576E-05 0.73170E+00 0.24693E-05 0.82609E-06 0.80164E-05 0.49391E-08 0.15547E-04 0.10506E-20 0.24390E-01 0.22324E-19
 0.22800E-04 0.10001E+04 0.24388E+00 0.49723E-05 0.73170E+00 0.25275E-05 0.84590E-06 0.82059E-05 0.51406E-08 0.15920E-04 0.10754E-20 0.24390E-01 0.22863E-19
 0.22900E-04 0.10001E+04 0.24388E+00 0.50897E-05 0.73170E+00 0.25871E-05 0.86620E-06 0.83999E-05 0.53508E-08 0.16301E-04 0.11008E-20 0.24390E-01 0.23416E-19
 0.23000E-04 0.10001E+04 0.24388E+00 0.52099E-05 0.73169E+00 0.26481E-05 0.88700E-06 0.85982E-05 0.55701E-08 0.16692E-04 0.11268E-20 0.24390E-01 0.23981E-19
 0.23100E-04 0.10001E+04 0.24388E+00 0.53330E-05 0.73169E+00 0.27105E-05 0.90832E-06 0.88011E-05 0.57987E-08 0.17092E-04 0.11534E-20 0.24390E-01 0.24559E-19
 0.23200E-04 0.10001E+04 0.24388E+00 0.54591E-05 0.73169E+00 0.27744E-05 0.93016E-06 0.90087E-05 0.60372E-08 0.17501E-04 0.11806E-20 0.24390E-01 0.25152E-19
 0.23300E-04 0.10001E+04 0.24388E+00 0.55881E-05 0.73169E+00 0.28399E-05 0.95255E-06 0.92210E-05 0.62860E-08 0.17920E-04 0.12085E-20 0.24390E-01 0.25758E-19
 0.23400E-04 0.10001E+04 0.24388E+00 0.57202E-05 0.73169E+00 0.29068E-05 0.97549E-06 0.94382E-05 0.65456E-08 0.18350E-04 0.12371E-20 0.24390E-01 0.26379E-19
 0.23500E-04 0.10001E+04 0.24388E+00 0.58555E-05 0.73169E+00 0.29754E-05 0.99900E-06 0.96604E-05 0.68163E-08 0.18790E-04 0.12663E-20 0.24390E-01 0.27014E-19
 0.23600E-04 0.10001E+04 0.24388E+00 0.59940E-05 0.73169E+00 0.30456E-05 0.10231E-05 0.98876E-05 0.70988E-08 0.19240E-04 0.12962E-20 0.24390E-01 0.27664E-19
 0.23700E-04 0.10001E+04 0.24388E+00 0.61358E-05 0.73169E+00 0.31175E-05 0.10478E-05 0.10120E-04 0.73936E-08 0.19702E-04 0.13269E-20 0.24390E-01 0.28330E-19
 0.23800E-04 0.10001E+04 0.24388E+00 0.62811E-05 0.73169E+00 0.31911E-05 0.10731E-05 0.10358E-04 0.77011E-08 0.20174E-04 0.13583E-20 0.24391E-01 0.29011E-19
 0.23900E-04 0.10001E+04 0.24388E+00 0.64298E-05 0.73169E+00 0.32664E-05 0.10991E-05 0.10601E-04 0.80220E-08 0.20658E-04 0.13904E-20 0.24391E-01 0.29709E-19
 0.24000E-04 0.10001E+04 0.24387E+00 0.65821E-05 0.73169E+00 0.33435E-05 0.11257E-05 0.10850E-04 0.83569E-08 0.21154E-04 0.14233E-20 0.24391E-01 0.30423E-19
 0.24100E-04 0.10001E+04 0.24387E+00 0.67380E-05 0.73169E+00 0.34224E-05 0.11529E-05 0.11104E-04 0.87063E-08 0.21661E-04 0.14569E-20 0.24391E-01 0.31154E-19
 0.24200E-04 0.10001E+04 0.24387E+00 0.68977E-05 0.73169E+00 0.35033E-05 0.11809E-05 0.11364E-04 0.90710E-08 0.22181E-04 0.14914E-20 0.24391E-01 0.31902E-19
 0.24300E-04 0.10001E+04 0.24387E+00 0.70612E-05 0.73169E+00 0.35860E-05 0.12095E-05 0.11631E-04 0.94516E-08 0.22714E-04 0.15267E-20 0.24391E-01 0.32668E-19
 0.24400E-04 0.10001E+04 0.24387E+00 0.72287E-05 0.73169E+00 0.36708E-05 0.12389E-05 0.11903E-04 0.98488E-08 0.23259E-04 0.15629E-20 0.24391E-01 0.33453E-19
 0.24500E-04 0.10001E+04 0.24387E+00 0.74002E-05 0.73169E+00 0.37575E-05 0.12690E-05 0.12181E-04 0.10263E-07 0.23818E-04 0.15999E-20 0.24391E-01 0.34255E-19
 0.24600E-04 0.10001E+04 0.24387E+00 0.75758E-05 0.73169E+00 0.38463E-05 0.12999E-05 0.12466E-04 0.10696E-07 0.24390E-04 0.16378E-20 0.24391E-01 0.35077E-19
 0.24700E-04 0.10001E+04 0.24387E+00 0.77557E-05 0.73169E+00 0.39373E-05 0.13316E-05 0.12757E-04 0.11148E-07 0.24976E-04 0.16766E-20 0.24391E-01 0.35918E-19
 0.24800E-04 0.10001E+04 0.24387E+00 0.79400E-05 0.73169E+00 0.40304E-05 0.13640E-05 0.13055E-04 0.11619E-07 0.25577E-04 0.17163E-20 0.24391E-01 0.36780E-19
 0.24900E-04 0.10001E+04 0.24387E+00 0.81286E-05 0.73169E+00 0.41258E-05 0.13973E-05 0.13359E-04 0.12112E-07 0.26192E-04 0.17570E-20 0.24391E-01 0.37661E-19
 0.25000E-04 0.10001E+04 0.24387E+00 0.83219E-05 0.73169E+00 0.42234E-05 0.14315E-05 0.13671E-04 0.12626E-07 0.26822E-04 0.17987E-20 0.24391E-01 0.38564E-19
 0.25100E-04 0.10001E+04 0.24387E+00 0.85198E-05 0.73169E+00 0.43234E-05 0.14665E-05 0.13990E-04 0.13162E-07 0.27468E-04 0.18414E-20 0.24391E-01 0.39488E-19
 0.25200E-04 0.10001E+04 0.24387E+00 0.87226E-05 0.73169E+00 0.44258E-05 0.15024E-05 0.14315E-04 0.13722E-07 0.28130E-04 0.18851E-20 0.24391E-01 0.40434E-19
 0.25300E-04 0.10001E+04 0.24386E+00 0.89302E-05 0.73169E+00 0.45306E-05 0.15392E-05 0.14648E-04 0.14307E-07 0.28807E-04 0.19299E-20 0.24391E-01 0.41403E-19
 0.25400E-04 0.10001E+04 0.24386E+00 0.91429E-05 0.73169E+00 0.46380E-05 0.15770E-05 0.14989E-04 0.14917E-07 0.29502E-04 0.19757E-20 0.24391E-01 0.42394E-19
 0.25500E-04 0.10001E+04 0.24386E+00 0.93608E-05 0.73169E+00 0.47479E-05 0.16158E-05 0.15338E-04 0.15555E-07 0.30213E-04 0.20226E-20 0.24391E-01 0.43409E-19
 0.25600E-04 0.10001E+04 0.24386E+00 0.95840E-05 0.73168E+00 0.48605E-05 0.16555E-05 0.15694E-04 0.16220E-07 0.30942E-04 0.20707E-20 0.24391E-01 0.44449E-19
 0.25700E-04 0.10001E+04 0.24386E+00 0.98126E-05 0.73168E+00 0.49758E-05 0.16963E-05 0.16058E-04 0.16915E-07 0.31689E-04 0.21200E-20 0.24391E-01 0.45513E-19
 0.25800E-04 0.10001E+04 0.24386E+00 0.10047E-04 0.73168E+00 0.50938E-05 0.17382E-05 0.16431E-04 0.17641E-07 0.32454E-04 0.21704E-20 0.24391E-01 0.46602E-19
 0.25900E-04 0.10001E+04 0.24386E+00 0.10287E-04 0.73168E+00 0.52148E-05 0.17811E-05 0.16812E-04 0.18399E-07 0.33238E-04 0.22221E-20 0.24391E-01 0.47718E-19
 0.26000E-04 0.10001E+04 0.24386E+00 0.10533E-04 0.73168E+00 0.53386E-05 0.18251E-05 0.17201E-04 0.19190E-07 0.34042E-04 0.22750E-20 0.24391E-01 0.48860E-19
 0.26100E-04 0.10001E+04 0.24386E+00 0.10784E-04 0.73168E+00 0.54654E-05 0.18703E-05 0.17600E-04 0.20016E-07 0.34865E-04 0.23292E-20 0.24391E-01 0.50029E-19
 0.26200E-04 0.10001E+04 0.24386E+00 0.11042E-04 0.73168E+00 0.55953E-05 0.19167E-05 0.18007E-04 0.20879E-07 0.35709E-04 0.23847E-20 0.24391E-01 0.51226E-19
 0.26300E-04 0.10001E+04 0.24385E+00 0.11307E-04 0.73168E+00 0.57284E-05 0.19643E-05 0.18423E-04 0.21780E-07 0.36574E-04 0.24415E-20 0.24391E-01 0.52452E-19
