# T(SEC)      TMP(K)       H2         H          O          O2         OH        H2O        HO2        CH2        CH2(S)     CH3       CH4        CO         CO2        HCO        CH2O      CH3O       C2H4       C2H5       C2H6       N2         AR
0.101800E-03  0.284125E+04  0.267142E-01  0.228033E-01  0.162788E-01  0.299678E-01  0.305291E-01  0.122867E+00  0.769093E-05  0.716211E-13  0.671050E-14  0.476595E-13  0.348739E-14  0.533744E-01  0.347513E-01  0.905593E-07  0.474253E-09  0.289469E-15 -0.326560E-17  0.205603E-20  0.205398E-22  0.662706E+00  0.000000E+00
0.102000E-03  0.284140E+04  0.267112E-01  0.227958E-01  0.162746E-01  0.299654E-01  0.305285E-01  0.122876E+00  0.769357E-05  0.716599E-13  0.671460E-14  0.476936E-13  0.349058E-14  0.533720E-01  0.347547E-01  0.905429E-07  0.474344E-09  0.289544E-15 -0.309519E-17  0.224130E-20  0.225206E-22  0.662714E+00  0.000000E+00
0.102200E-03  0.284154E+04  0.267082E-01  0.227883E-01  0.162705E-01  0.299630E-01  0.305280E-01  0.122885E+00  0.769619E-05  0.716987E-13  0.671870E-14  0.477276E-13  0.349378E-14  0.533697E-01  0.347581E-01  0.905266E-07  0.474434E-09  0.289618E-15 -0.286803E-17  0.241383E-20  0.244047E-22  0.662721E+00  0.000000E+00
0.102400E-03  0.284168E+04  0.267052E-01  0.227807E-01  0.162663E-01  0.299607E-01  0.305274E-01  0.122895E+00  0.769882E-05  0.717375E-13  0.672279E-14  0.477617E-13  0.349697E-14  0.533673E-01  0.347614E-01  0.905104E-07  0.474525E-09  0.289693E-15 -0.258075E-17  0.256956E-20  0.261545E-22  0.662729E+00  0.000000E+00
0.102600E-03  0.284183E+04  0.267021E-01  0.227732E-01  0.162622E-01  0.299583E-01  0.305268E-01  0.122904E+00  0.770144E-05  0.717762E-13  0.672688E-14  0.477958E-13  0.350017E-14  0.533649E-01  0.347648E-01  0.904942E-07  0.474616E-09  0.289768E-15 -0.222991E-17  0.270422E-20  0.277301E-22  0.662736E+00  0.000000E+00
0.102800E-03  0.284197E+04  0.266991E-01  0.227657E-01  0.162580E-01  0.299560E-01  0.305262E-01  0.122913E+00  0.770406E-05  0.718149E-13  0.673097E-14  0.478298E-13  0.350336E-14  0.533625E-01  0.347682E-01  0.904780E-07  0.474706E-09  0.289843E-15 -0.181202E-17  0.281331E-20  0.290898E-22  0.662744E+00  0.000000E+00
0.103000E-03  0.284211E+04  0.266961E-01  0.227583E-01  0.162539E-01  0.299536E-01  0.305257E-01  0.122922E+00  0.770667E-05  0.718536E-13  0.673505E-14  0.478638E-13  0.350655E-14  0.533601E-01  0.347716E-01  0.904619E-07  0.474796E-09  0.289917E-15 -0.151255E-17  0.292416E-20  0.303534E-22  0.662751E+00  0.000000E+00
0.103200E-03  0.284225E+04  0.266931E-01  0.227508E-01  0.162498E-01  0.299513E-01  0.305251E-01  0.122931E+00  0.770928E-05  0.718922E-13  0.673913E-14  0.478978E-13  0.350975E-14  0.533578E-01  0.347749E-01  0.904458E-07  0.474887E-09  0.289992E-15 -0.127214E-17  0.302239E-20  0.314266E-22  0.662759E+00  0.000000E+00
0.103400E-03  0.284240E+04  0.266902E-01  0.227434E-01  0.162457E-01  0.299489E-01  0.305245E-01  0.122940E+00  0.771189E-05  0.719307E-13  0.674320E-14  0.479317E-13  0.351294E-14  0.533554E-01  0.347783E-01  0.904298E-07  0.474977E-09  0.290067E-15 -0.102552E-17  0.309240E-20  0.322081E-22  0.662766E+00  0.000000E+00
0.103600E-03  0.284254E+04  0.266872E-01  0.227359E-01  0.162416E-01  0.299466E-01  0.305239E-01  0.122949E+00  0.771449E-05  0.719693E-13  0.674728E-14  0.479657E-13  0.351613E-14  0.533530E-01  0.347817E-01  0.904138E-07  0.475067E-09  0.290142E-15 -0.776176E-18  0.313005E-20  0.326539E-22  0.662774E+00  0.000000E+00
0.103800E-03  0.284268E+04  0.266842E-01  0.227285E-01  0.162375E-01  0.299443E-01  0.305234E-01  0.122958E+00  0.771709E-05  0.720078E-13  0.675134E-14  0.479996E-13  0.351933E-14  0.533507E-01  0.347850E-01  0.903978E-07  0.475157E-09  0.290217E-15 -0.527806E-18  0.313102E-20  0.327183E-22  0.662781E+00  0.000000E+00
0.104000E-03  0.284282E+04  0.266812E-01  0.227211E-01  0.162334E-01  0.299420E-01  0.305228E-01  0.122966E+00  0.771969E-05  0.720462E-13  0.675541E-14  0.480336E-13  0.352252E-14  0.533483E-01  0.347884E-01  0.903819E-07  0.475247E-09  0.290293E-15 -0.284350E-18  0.309082E-20  0.323538E-22  0.662789E+00  0.000000E+00
0.104200E-03  0.284296E+04  0.266783E-01  0.227137E-01  0.162293E-01  0.299396E-01  0.305222E-01  0.122975E+00  0.772228E-05  0.720846E-13  0.675947E-14  0.480675E-13  0.352572E-14  0.533460E-01  0.347917E-01  0.903661E-07  0.475337E-09  0.290368E-15 -0.499800E-19  0.300479E-20  0.315109E-22  0.662796E+00  0.000000E+00
0.104400E-03  0.284310E+04  0.266753E-01  0.227064E-01  0.162252E-01  0.299373E-01  0.305216E-01  0.122984E+00  0.772487E-05  0.721230E-13  0.676354E-14  0.481014E-13  0.352892E-14  0.533436E-01  0.347950E-01  0.903503E-07  0.475427E-09  0.290443E-15  0.170904E-18  0.286812E-20  0.301385E-22  0.662803E+00  0.000000E+00
0.104600E-03  0.284324E+04  0.266723E-01  0.226990E-01  0.162211E-01  0.299350E-01  0.305211E-01  0.122993E+00  0.772745E-05  0.721614E-13  0.676759E-14  0.481353E-13  0.353212E-14  0.533413E-01  0.347984E-01  0.903345E-07  0.475516E-09  0.290519E-15  0.373671E-18  0.267581E-20  0.281836E-22  0.662811E+00  0.000000E+00
0.104800E-03  0.284338E+04  0.266694E-01  0.226917E-01  0.162171E-01  0.299327E-01  0.305205E-01  0.123002E+00  0.773003E-05  0.721998E-13  0.677165E-14  0.481693E-13  0.353532E-14  0.533389E-01  0.348017E-01  0.903188E-07  0.475606E-09  0.290594E-15  0.553456E-18  0.242270E-20  0.255912E-22  0.662818E+00  0.000000E+00
0.105000E-03  0.284352E+04  0.266664E-01  0.226843E-01  0.162130E-01  0.299304E-01  0.305199E-01  0.123011E+00  0.773261E-05  0.722381E-13  0.677571E-14  0.482032E-13  0.353853E-14  0.533366E-01  0.348050E-01  0.903031E-07  0.475696E-09  0.290670E-15  0.705165E-18  0.210346E-20  0.223047E-22  0.662826E+00  0.000000E+00
0.105200E-03  0.284366E+04  0.266635E-01  0.226770E-01  0.162090E-01  0.299281E-01  0.305193E-01  0.123020E+00  0.773519E-05  0.722764E-13  0.677976E-14  0.482371E-13  0.354174E-14  0.533342E-01  0.348083E-01  0.902875E-07  0.475785E-09  0.290745E-15  0.823471E-18  0.171258E-20  0.182657E-22  0.662833E+00  0.000000E+00
0.105400E-03  0.284380E+04  0.266605E-01  0.226697E-01  0.162049E-01  0.299258E-01  0.305188E-01  0.123029E+00  0.773776E-05  0.723147E-13  0.678381E-14  0.482710E-13  0.354495E-14  0.533319E-01  0.348117E-01  0.902719E-07  0.475874E-09  0.290821E-15  0.902819E-18  0.124441E-20  0.134137E-22  0.662840E+00  0.000000E+00
0.105600E-03  0.284394E+04  0.266576E-01  0.226625E-01  0.162009E-01  0.299235E-01  0.305182E-01  0.123037E+00  0.774032E-05  0.723529E-13  0.678786E-14  0.483050E-13  0.354817E-14  0.533296E-01  0.348150E-01  0.902563E-07  0.475964E-09  0.290897E-15  0.937419E-18  0.693085E-21  0.768660E-23  0.662848E+00  0.000000E+00
0.105800E-03  0.284408E+04  0.266547E-01  0.226552E-01  0.161969E-01  0.299212E-01  0.305176E-01  0.123046E+00  0.774289E-05  0.723911E-13  0.679191E-14  0.483389E-13  0.355139E-14  0.533273E-01  0.348183E-01  0.902408E-07  0.476053E-09  0.290973E-15  0.921253E-18  0.526149E-22  0.102041E-23  0.662855E+00  0.000000E+00
0.106000E-03  0.284422E+04  0.266518E-01  0.226479E-01  0.161929E-01  0.299189E-01  0.305170E-01  0.123055E+00  0.774545E-05  0.724292E-13  0.679593E-14  0.483726E-13  0.355458E-14  0.533249E-01  0.348216E-01  0.902253E-07  0.476142E-09  0.291048E-15  0.113587E-17 -0.120321E-21 -0.723039E-24  0.662862E+00  0.000000E+00
0.106200E-03  0.284436E+04  0.266488E-01  0.226407E-01  0.161889E-01  0.299166E-01  0.305165E-01  0.123064E+00  0.774800E-05  0.724671E-13  0.679995E-14  0.484062E-13  0.355774E-14  0.533226E-01  0.348248E-01  0.902099E-07  0.476231E-09  0.291124E-15  0.143014E-17 -0.126212E-21 -0.707260E-24  0.662869E+00  0.000000E+00
0.106400E-03  0.284450E+04  0.266459E-01  0.226335E-01  0.161849E-01  0.299143E-01  0.305159E-01  0.123072E+00  0.775055E-05  0.725050E-13  0.680395E-14  0.484397E-13  0.356090E-14  0.533203E-01  0.348281E-01  0.901946E-07  0.476320E-09  0.291200E-15  0.172174E-17 -0.124138E-21 -0.607659E-24  0.662877E+00  0.000000E+00
0.106600E-03  0.284463E+04  0.266430E-01  0.226263E-01  0.161809E-01  0.299120E-01  0.305153E-01  0.123081E+00  0.775310E-05  0.725428E-13  0.680796E-14  0.484731E-13  0.356406E-14  0.533180E-01  0.348314E-01  0.901792E-07  0.476409E-09  0.291276E-15  0.200790E-17 -0.116450E-21 -0.449290E-24  0.662884E+00  0.000000E+00
0.106800E-03  0.284477E+04  0.266401E-01  0.226191E-01  0.161769E-01  0.299098E-01  0.305147E-01  0.123090E+00  0.775565E-05  0.725806E-13  0.681196E-14  0.485065E-13  0.356722E-14  0.533157E-01  0.348347E-01  0.901639E-07  0.476498E-09  0.291351E-15  0.228583E-17 -0.105501E-21 -0.257207E-24  0.662891E+00  0.000000E+00
0.107000E-03  0.284491E+04  0.266372E-01  0.226119E-01  0.161729E-01  0.299075E-01  0.305142E-01  0.123099E+00  0.775819E-05  0.726184E-13  0.681595E-14  0.485399E-13  0.357037E-14  0.533134E-01  0.348380E-01  0.901487E-07  0.476586E-09  0.291427E-15  0.255274E-17 -0.936414E-22 -0.564660E-25  0.662899E+00  0.000000E+00
0.107200E-03  0.284505E+04  0.266343E-01  0.226047E-01  0.161690E-01  0.299052E-01  0.305136E-01  0.123107E+00  0.776073E-05  0.726561E-13  0.681994E-14  0.485733E-13  0.357352E-14  0.533110E-01  0.348412E-01  0.901335E-07  0.476675E-09  0.291503E-15  0.280585E-17 -0.832249E-22  0.127876E-24  0.662906E+00  0.000000E+00
0.107400E-03  0.284518E+04  0.266314E-01  0.225976E-01  0.161650E-01  0.299030E-01  0.305130E-01  0.123116E+00  0.776326E-05  0.726937E-13  0.682392E-14  0.486066E-13  0.357666E-14  0.533087E-01  0.348445E-01  0.901183E-07  0.476763E-09  0.291579E-15  0.304237E-17 -0.766032E-22  0.270762E-24  0.662913E+00  0.000000E+00
0.107600E-03  0.284532E+04  0.266285E-01  0.225905E-01  0.161610E-01  0.299007E-01  0.305124E-01  0.123125E+00  0.776579E-05  0.727313E-13  0.682790E-14  0.486399E-13  0.357981E-14  0.533064E-01  0.348477E-01  0.901032E-07  0.476852E-09  0.291655E-15  0.325951E-17 -0.761288E-22  0.347133E-24  0.662920E+00  0.000000E+00
0.107800E-03  0.284546E+04  0.266256E-01  0.225833E-01  0.161571E-01  0.298985E-01  0.305119E-01  0.123133E+00  0.776832E-05  0.727689E-13  0.683188E-14  0.486731E-13  0.358295E-14  0.533042E-01  0.348510E-01  0.900881E-07  0.476940E-09  0.291731E-15  0.345448E-17 -0.841540E-22  0.331927E-24  0.662927E+00  0.000000E+00
0.108000E-03  0.284559E+04  0.266228E-01  0.225762E-01  0.161532E-01  0.298962E-01  0.305113E-01  0.123142E+00  0.777084E-05  0.728064E-13  0.683584E-14  0.487063E-13  0.358609E-14  0.533019E-01  0.348542E-01  0.900731E-07  0.477028E-09  0.291807E-15  0.362450E-17 -0.103032E-21  0.200086E-24  0.662934E+00  0.000000E+00
0.108200E-03  0.284573E+04  0.266199E-01  0.225691E-01  0.161492E-01  0.298940E-01  0.305107E-01  0.123151E+00  0.777336E-05  0.728438E-13  0.683981E-14  0.487395E-13  0.358922E-14  0.532996E-01  0.348575E-01  0.900581E-07  0.477117E-09  0.291883E-15  0.376679E-17 -0.135114E-21 -0.734547E-25  0.662942E+00  0.000000E+00
0.108400E-03  0.284586E+04  0.266170E-01  0.225621E-01  0.161453E-01  0.298917E-01  0.305101E-01  0.123159E+00  0.777588E-05  0.728812E-13  0.684377E-14  0.487726E-13  0.359236E-14  0.532973E-01  0.348607E-01  0.900431E-07  0.477205E-09  0.291959E-15  0.387854E-17 -0.182754E-21 -0.513757E-24  0.662949E+00  0.000000E+00
0.108600E-03  0.284600E+04  0.266142E-01  0.225550E-01  0.161414E-01  0.298895E-01  0.305096E-01  0.123168E+00  0.777839E-05  0.729186E-13  0.684773E-14  0.488057E-13  0.359549E-14  0.532950E-01  0.348639E-01  0.900282E-07  0.477293E-09  0.292035E-15  0.395699E-17 -0.248305E-21 -0.114589E-23  0.662956E+00  0.000000E+00
0.108800E-03  0.284613E+04  0.266113E-01  0.225479E-01  0.161375E-01  0.298873E-01  0.305090E-01  0.123176E+00  0.778090E-05  0.729559E-13  0.685168E-14  0.488388E-13  0.359862E-14  0.532927E-01  0.348672E-01  0.900134E-07  0.477381E-09  0.292111E-15  0.399933E-17 -0.334120E-21 -0.199491E-23  0.662963E+00  0.000000E+00
0.109000E-03  0.284627E+04  0.266085E-01  0.225409E-01  0.161336E-01  0.298850E-01  0.305084E-01  0.123185E+00  0.778341E-05  0.729932E-13  0.685563E-14  0.488718E-13  0.360175E-14  0.532905E-01  0.348704E-01  0.899985E-07  0.477468E-09  0.292187E-15  0.400279E-17 -0.442551E-21 -0.308588E-23  0.662970E+00  0.000000E+00
0.109200E-03  0.284640E+04  0.266056E-01  0.225339E-01  0.161297E-01  0.298828E-01  0.305078E-01  0.123193E+00  0.778591E-05  0.730304E-13  0.685957E-14  0.489048E-13  0.360487E-14  0.532882E-01  0.348736E-01  0.899838E-07  0.477556E-09  0.292263E-15  0.396457E-17 -0.575952E-21 -0.444389E-23  0.662977E+00  0.000000E+00
0.109400E-03  0.284654E+04  0.266028E-01  0.225269E-01  0.161258E-01  0.298806E-01  0.305073E-01  0.123202E+00  0.778841E-05  0.730676E-13  0.686351E-14  0.489378E-13  0.360800E-14  0.532859E-01  0.348768E-01  0.899690E-07  0.477644E-09  0.292339E-15  0.388188E-17 -0.736677E-21 -0.609398E-23  0.662984E+00  0.000000E+00
0.109600E-03  0.284667E+04  0.265999E-01  0.225199E-01  0.161219E-01  0.298784E-01  0.305067E-01  0.123210E+00  0.779090E-05  0.731048E-13  0.686744E-14  0.489707E-13  0.361112E-14  0.532837E-01  0.348800E-01  0.899543E-07  0.477731E-09  0.292416E-15  0.375195E-17 -0.927078E-21 -0.806125E-23  0.662991E+00  0.000000E+00
0.109800E-03  0.284681E+04  0.265971E-01  0.225129E-01  0.161181E-01  0.298761E-01  0.305061E-01  0.123219E+00  0.779339E-05  0.731419E-13  0.687137E-14  0.490037E-13  0.361425E-14  0.532814E-01  0.348832E-01  0.899396E-07  0.477819E-09  0.292492E-15  0.357197E-17 -0.114951E-20 -0.103707E-22  0.662998E+00  0.000000E+00
0.110000E-03  0.284694E+04  0.265943E-01  0.225059E-01  0.161142E-01  0.298739E-01  0.305056E-01  0.123227E+00  0.779588E-05  0.731790E-13  0.687530E-14  0.490365E-13  0.361737E-14  0.532791E-01  0.348864E-01  0.899250E-07  0.477906E-09  0.292568E-15  0.333917E-17 -0.140632E-20 -0.130475E-22  0.663005E+00  0.000000E+00
0.110200E-03  0.284707E+04  0.265914E-01  0.224990E-01  0.161103E-01  0.298717E-01  0.305050E-01  0.123236E+00  0.779836E-05  0.732160E-13  0.687922E-14  0.490694E-13  0.362049E-14  0.532769E-01  0.348896E-01  0.899104E-07  0.477993E-09  0.292645E-15  0.305074E-17 -0.169987E-20 -0.161167E-22  0.663012E+00  0.000000E+00
0.110400E-03  0.284721E+04  0.265886E-01  0.224921E-01  0.161065E-01  0.298695E-01  0.305044E-01  0.123244E+00  0.780084E-05  0.732530E-13  0.688314E-14  0.491022E-13  0.362361E-14  0.532746E-01  0.348928E-01  0.898959E-07  0.478081E-09  0.292721E-15  0.270392E-17 -0.203252E-20 -0.196033E-22  0.663019E+00  0.000000E+00
0.110600E-03  0.284734E+04  0.265858E-01  0.224851E-01  0.161027E-01  0.298673E-01  0.305038E-01  0.123253E+00  0.780332E-05  0.732899E-13  0.688706E-14  0.491351E-13  0.362673E-14  0.532724E-01  0.348959E-01  0.898814E-07  0.478168E-09  0.292797E-15  0.229590E-17 -0.240660E-20 -0.235325E-22  0.663026E+00  0.000000E+00
0.110800E-03  0.284747E+04  0.265830E-01  0.224782E-01  0.160988E-01  0.298651E-01  0.305033E-01  0.123261E+00  0.780579E-05  0.733268E-13  0.689097E-14  0.491678E-13  0.362985E-14  0.532701E-01  0.348991E-01  0.898669E-07  0.478255E-09  0.292874E-15  0.182390E-17 -0.282449E-20 -0.279293E-22  0.663033E+00  0.000000E+00
0.111000E-03  0.284760E+04  0.265802E-01  0.224713E-01  0.160950E-01  0.298629E-01  0.305027E-01  0.123269E+00  0.780826E-05  0.733637E-13  0.689487E-14  0.492006E-13  0.363296E-14  0.532679E-01  0.349023E-01  0.898525E-07  0.478342E-09  0.292950E-15  0.128513E-17 -0.328853E-20 -0.328187E-22  0.663040E+00  0.000000E+00
0.111200E-03  0.284774E+04  0.265774E-01  0.224645E-01  0.160912E-01  0.298607E-01  0.305021E-01  0.123278E+00  0.781073E-05  0.734005E-13  0.689878E-14  0.492334E-13  0.363608E-14  0.532656E-01  0.349055E-01  0.898381E-07  0.478429E-09  0.293027E-15  0.676794E-18 -0.380108E-20 -0.382259E-22  0.663047E+00  0.000000E+00
0.111400E-03  0.284787E+04  0.265746E-01  0.224576E-01  0.160874E-01  0.298585E-01  0.305015E-01  0.123286E+00  0.781319E-05  0.734373E-13  0.690268E-14  0.492661E-13  0.363920E-14  0.532634E-01  0.349086E-01  0.898238E-07  0.478515E-09  0.293104E-15 -0.388547E-20 -0.436448E-20 -0.441759E-22  0.663054E+00  0.000000E+00
0.111600E-03  0.284800E+04  0.265718E-01  0.224507E-01  0.160836E-01  0.298564E-01  0.305010E-01  0.123294E+00  0.781565E-05  0.734741E-13  0.690658E-14  0.492988E-13  0.364232E-14  0.532612E-01  0.349118E-01  0.898095E-07  0.478602E-09  0.293180E-15 -0.729289E-18 -0.495604E-20 -0.504280E-22  0.663061E+00  0.000000E+00
0.111800E-03  0.284813E+04  0.265690E-01  0.224439E-01  0.160798E-01  0.298542E-01  0.305004E-01  0.123303E+00  0.781811E-05  0.735107E-13  0.691045E-14  0.493312E-13  0.364540E-14  0.532590E-01  0.349149E-01  0.897952E-07  0.478689E-09  0.293257E-15 -0.793973E-18 -0.499448E-20 -0.508159E-22  0.663068E+00  0.000000E+00
0.112000E-03  0.284826E+04  0.265662E-01  0.224371E-01  0.160760E-01  0.298520E-01  0.304998E-01  0.123311E+00  0.782056E-05  0.735472E-13  0.691432E-14  0.493637E-13  0.364847E-14  0.532567E-01  0.349181E-01  0.897810E-07  0.478775E-09  0.293333E-15 -0.860637E-18 -0.502596E-20 -0.511335E-22  0.663075E+00  0.000000E+00
0.112200E-03  0.284839E+04  0.265635E-01  0.224303E-01  0.160722E-01  0.298498E-01  0.304993E-01  0.123319E+00  0.782301E-05  0.735837E-13  0.691819E-14  0.493960E-13  0.365155E-14  0.532545E-01  0.349212E-01  0.897668E-07  0.478862E-09  0.293410E-15 -0.929423E-18 -0.505065E-20 -0.513829E-22  0.663082E+00  0.000000E+00
0.112400E-03  0.284852E+04  0.265607E-01  0.224235E-01  0.160684E-01  0.298477E-01  0.304987E-01  0.123328E+00  0.782545E-05  0.736201E-13  0.692205E-14  0.494284E-13  0.365462E-14  0.532523E-01  0.349243E-01  0.897527E-07  0.478948E-09  0.293486E-15 -0.100047E-17 -0.506873E-20 -0.515659E-22  0.663089E+00  0.000000E+00
0.112600E-03  0.284865E+04  0.265579E-01  0.224167E-01  0.160646E-01  0.298455E-01  0.304981E-01  0.123336E+00  0.782789E-05  0.736565E-13  0.692591E-14  0.494607E-13  0.365768E-14  0.532501E-01  0.349275E-01  0.897386E-07  0.479034E-09  0.293563E-15 -0.107393E-17 -0.508037E-20 -0.516845E-22  0.663096E+00  0.000000E+00
0.112800E-03  0.284878E+04  0.265552E-01  0.224099E-01  0.160609E-01  0.298434E-01  0.304975E-01  0.123344E+00  0.783033E-05  0.736929E-13  0.692976E-14  0.494929E-13  0.366074E-14  0.532479E-01  0.349306E-01  0.897245E-07  0.479120E-09  0.293639E-15 -0.114994E-17 -0.508575E-20 -0.517407E-22  0.663103E+00  0.000000E+00
0.113000E-03  0.284891E+04  0.265524E-01  0.224032E-01  0.160571E-01  0.298412E-01  0.304970E-01  0.123352E+00  0.783277E-05  0.737292E-13  0.693360E-14  0.495252E-13  0.366380E-14  0.532456E-01  0.349337E-01  0.897105E-07  0.479206E-09  0.293716E-15 -0.122864E-17 -0.508503E-20 -0.517364E-22  0.663109E+00  0.000000E+00
0.113200E-03  0.284904E+04  0.265497E-01  0.223964E-01  0.160534E-01  0.298391E-01  0.304964E-01  0.123361E+00  0.783520E-05  0.737654E-13  0.693744E-14  0.495573E-13  0.366686E-14  0.532434E-01  0.349368E-01  0.896965E-07  0.479292E-09  0.293792E-15 -0.131018E-17 -0.507839E-20 -0.516735E-22  0.663116E+00  0.000000E+00
0.113400E-03  0.284917E+04  0.265469E-01  0.223897E-01  0.160496E-01  0.298369E-01  0.304958E-01  0.123369E+00  0.783762E-05  0.738016E-13  0.694128E-14  0.495895E-13  0.366991E-14  0.532412E-01  0.349399E-01  0.896826E-07  0.479378E-09  0.293869E-15 -0.139469E-17 -0.506601E-20 -0.515539E-22  0.663123E+00  0.000000E+00
0.113600E-03  0.284930E+04  0.265442E-01  0.223830E-01  0.160459E-01  0.298348E-01  0.304953E-01  0.123377E+00  0.784005E-05  0.738378E-13  0.694511E-14  0.496216E-13  0.367296E-14  0.532390E-01  0.349430E-01  0.896687E-07  0.479464E-09  0.293946E-15 -0.148233E-17 -0.504806E-20 -0.513798E-22  0.663130E+00  0.000000E+00
0.113800E-03  0.284943E+04  0.265414E-01  0.223763E-01  0.160422E-01  0.298326E-01  0.304947E-01  0.123385E+00  0.784247E-05  0.738739E-13  0.694893E-14  0.496536E-13  0.367600E-14  0.532368E-01  0.349461E-01  0.896548E-07  0.479550E-09  0.294022E-15 -0.157322E-17 -0.502471E-20 -0.511528E-22  0.663137E+00  0.000000E+00
0.114000E-03  0.284956E+04  0.265387E-01  0.223696E-01  0.160385E-01  0.298305E-01  0.304941E-01  0.123393E+00  0.784488E-05  0.739099E-13  0.695276E-14  0.496856E-13  0.367904E-14  0.532346E-01  0.349492E-01  0.896410E-07  0.479635E-09  0.294099E-15 -0.166753E-17 -0.499614E-20 -0.508751E-22  0.663143E+00  0.000000E+00
0.114200E-03  0.284969E+04  0.265360E-01  0.223629E-01  0.160348E-01  0.298284E-01  0.304936E-01  0.123402E+00  0.784730E-05  0.739459E-13  0.695657E-14  0.497176E-13  0.368208E-14  0.532325E-01  0.349523E-01  0.896272E-07  0.479721E-09  0.294175E-15 -0.176538E-17 -0.496251E-20 -0.505486E-22  0.663150E+00  0.000000E+00
0.114400E-03  0.284982E+04  0.265332E-01  0.223563E-01  0.160311E-01  0.298262E-01  0.304930E-01  0.123410E+00  0.784970E-05  0.739819E-13  0.696038E-14  0.497495E-13  0.368512E-14  0.532303E-01  0.349554E-01  0.896135E-07  0.479806E-09  0.294252E-15 -0.186692E-17 -0.492401E-20 -0.501752E-22  0.663157E+00  0.000000E+00
0.114600E-03  0.284994E+04  0.265305E-01  0.223496E-01  0.160274E-01  0.298241E-01  0.304924E-01  0.123418E+00  0.785211E-05  0.740178E-13  0.696419E-14  0.497814E-13  0.368815E-14  0.532281E-01  0.349585E-01  0.895997E-07  0.479892E-09  0.294329E-15 -0.197229E-17 -0.488080E-20 -0.497568E-22  0.663164E+00  0.000000E+00
0.114800E-03  0.285007E+04  0.265278E-01  0.223430E-01  0.160237E-01  0.298220E-01  0.304919E-01  0.123426E+00  0.785451E-05  0.740536E-13  0.696799E-14  0.498133E-13  0.369117E-14  0.532259E-01  0.349616E-01  0.895861E-07  0.479977E-09  0.294405E-15 -0.208165E-17 -0.483307E-20 -0.492954E-22  0.663170E+00  0.000000E+00
0.115000E-03  0.285020E+04  0.265251E-01  0.223363E-01  0.160200E-01  0.298199E-01  0.304913E-01  0.123434E+00  0.785691E-05  0.740894E-13  0.697178E-14  0.498451E-13  0.369420E-14  0.532237E-01  0.349646E-01  0.895724E-07  0.480062E-09  0.294482E-15 -0.219511E-17 -0.478097E-20 -0.487930E-22  0.663177E+00  0.000000E+00
