  T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        HO2        H2O2       C          CH         CH2        CH2(S)     CH3        CH4        CO         CO2        HCO        CH2O       CH2OH      CH3O       CH3OH      C2H        C2H2       C2H3       C2H4       C2H5       C2H6       HCCO       CH2CO      HCCOH      N          NH         NH2        NH3        NNH        NO         NO2        N2O        HNO        CN         HCN        H2CN       HCNN       HCNO       HOCN       HNCO       NCO        N2         AR         C3H7       C3H8       CH2CHO     CH3CHO    
 0.10200E-03 0.28335E+04 0.26929E-01 0.23106E-01 0.16309E-01 0.29766E-01 0.30384E-01 0.12250E+00 0.75064E-05 0.23539E-06 0.14133E-11 0.12146E-12 0.55630E-13 0.53117E-14 0.33213E-13 0.24252E-14 0.53565E-01 0.34522E-01 0.87544E-07 0.45325E-09 0.13126E-13 0.24777E-15 0.20665E-15 0.71949E-18 0.63802E-17 0.32238E-21 0.34428E-22 0.11788E-26 0.17567E-28 0.19993E-15 0.43720E-16 0.15249E-18 0.19298E-05 0.12488E-06 0.93054E-08 0.28867E-08 0.51895E-07 0.10014E-02 0.19089E-06 0.39061E-06 0.57846E-07 0.27782E-10 0.40403E-09 0.17799E-14 0.89996E-17 0.45893E-14 0.67775E-11 0.70288E-09 0.30589E-09 0.66191E+00 0.00000E+00 0.15492E-40 0.18882E-42 0.12158E-20 0.16677E-22
 0.10220E-03 0.28337E+04 0.26924E-01 0.23094E-01 0.16302E-01 0.29761E-01 0.30383E-01 0.12251E+00 0.75099E-05 0.23558E-06 0.14155E-11 0.12161E-12 0.55706E-13 0.53185E-14 0.33252E-13 0.24289E-14 0.53561E-01 0.34527E-01 0.87528E-07 0.45343E-09 0.13128E-13 0.24793E-15 0.20678E-15 0.72093E-18 0.63926E-17 0.32286E-21 0.34485E-22 0.11811E-26 0.17600E-28 0.20023E-15 0.43775E-16 0.15288E-18 0.19321E-05 0.12508E-06 0.93286E-08 0.28949E-08 0.51874E-07 0.10048E-02 0.19164E-06 0.39101E-06 0.58046E-07 0.27851E-10 0.40507E-09 0.17829E-14 0.90097E-17 0.46079E-14 0.67993E-11 0.70491E-09 0.30667E-09 0.66192E+00 0.00000E+00 0.15552E-40 0.18969E-42 0.12164E-20 0.16690E-22
 0.10240E-03 0.28339E+04 0.26920E-01 0.23082E-01 0.16295E-01 0.29756E-01 0.30381E-01 0.12252E+00 0.75134E-05 0.23577E-06 0.14176E-11 0.12176E-12 0.55783E-13 0.53252E-14 0.33292E-13 0.24326E-14 0.53558E-01 0.34532E-01 0.87512E-07 0.45361E-09 0.13129E-13 0.24808E-15 0.20692E-15 0.72237E-18 0.64050E-17 0.32335E-21 0.34541E-22 0.11833E-26 0.17634E-28 0.20054E-15 0.43829E-16 0.15326E-18 0.19344E-05 0.12528E-06 0.93518E-08 0.29030E-08 0.51853E-07 0.10082E-02 0.19238E-06 0.39141E-06 0.58247E-07 0.27920E-10 0.40612E-09 0.17859E-14 0.90197E-17 0.46265E-14 0.68212E-11 0.70695E-09 0.30746E-09 0.66193E+00 0.00000E+00 0.15614E-40 0.19065E-42 0.12169E-20 0.16703E-22
 0.10260E-03 0.28342E+04 0.26915E-01 0.23070E-01 0.16288E-01 0.29751E-01 0.30380E-01 0.12254E+00 0.75169E-05 0.23596E-06 0.14197E-11 0.12191E-12 0.55859E-13 0.53319E-14 0.33331E-13 0.24362E-14 0.53554E-01 0.34538E-01 0.87496E-07 0.45379E-09 0.13130E-13 0.24823E-15 0.20705E-15 0.72381E-18 0.64174E-17 0.32383E-21 0.34598E-22 0.11856E-26 0.17668E-28 0.20085E-15 0.43884E-16 0.15365E-18 0.19367E-05 0.12548E-06 0.93751E-08 0.29111E-08 0.51832E-07 0.10116E-02 0.19312E-06 0.39181E-06 0.58447E-07 0.27990E-10 0.40716E-09 0.17888E-14 0.90297E-17 0.46450E-14 0.68431E-11 0.70900E-09 0.30825E-09 0.66194E+00 0.00000E+00 0.15679E-40 0.19171E-42 0.12174E-20 0.16717E-22
 0.10280E-03 0.28344E+04 0.26911E-01 0.23058E-01 0.16281E-01 0.29746E-01 0.30379E-01 0.12255E+00 0.75204E-05 0.23616E-06 0.14219E-11 0.12206E-12 0.55936E-13 0.53385E-14 0.33371E-13 0.24399E-14 0.53550E-01 0.34543E-01 0.87480E-07 0.45397E-09 0.13131E-13 0.24839E-15 0.20719E-15 0.72525E-18 0.64298E-17 0.32431E-21 0.34655E-22 0.11879E-26 0.17702E-28 0.20115E-15 0.43938E-16 0.15403E-18 0.19390E-05 0.12568E-06 0.93983E-08 0.29193E-08 0.51811E-07 0.10150E-02 0.19386E-06 0.39221E-06 0.58648E-07 0.28059E-10 0.40821E-09 0.17918E-14 0.90397E-17 0.46635E-14 0.68650E-11 0.71104E-09 0.30903E-09 0.66195E+00 0.00000E+00 0.15748E-40 0.19286E-42 0.12179E-20 0.16730E-22
 0.10300E-03 0.28346E+04 0.26907E-01 0.23046E-01 0.16274E-01 0.29742E-01 0.30377E-01 0.12257E+00 0.75239E-05 0.23635E-06 0.14240E-11 0.12221E-12 0.56012E-13 0.53452E-14 0.33410E-13 0.24436E-14 0.53547E-01 0.34548E-01 0.87464E-07 0.45415E-09 0.13132E-13 0.24854E-15 0.20732E-15 0.72668E-18 0.64421E-17 0.32479E-21 0.34711E-22 0.11901E-26 0.17736E-28 0.20146E-15 0.43993E-16 0.15442E-18 0.19413E-05 0.12588E-06 0.94216E-08 0.29275E-08 0.51790E-07 0.10184E-02 0.19461E-06 0.39261E-06 0.58848E-07 0.28128E-10 0.40925E-09 0.17948E-14 0.90497E-17 0.46822E-14 0.68869E-11 0.71309E-09 0.30982E-09 0.66196E+00 0.00000E+00 0.15811E-40 0.19385E-42 0.12184E-20 0.16743E-22
 0.10320E-03 0.28348E+04 0.26902E-01 0.23035E-01 0.16268E-01 0.29737E-01 0.30376E-01 0.12258E+00 0.75274E-05 0.23654E-06 0.14261E-11 0.12235E-12 0.56088E-13 0.53519E-14 0.33450E-13 0.24472E-14 0.53543E-01 0.34553E-01 0.87448E-07 0.45433E-09 0.13133E-13 0.24870E-15 0.20745E-15 0.72812E-18 0.64545E-17 0.32527E-21 0.34768E-22 0.11924E-26 0.17769E-28 0.20176E-15 0.44047E-16 0.15481E-18 0.19435E-05 0.12608E-06 0.94449E-08 0.29356E-08 0.51769E-07 0.10218E-02 0.19535E-06 0.39301E-06 0.59049E-07 0.28198E-10 0.41030E-09 0.17978E-14 0.90597E-17 0.47012E-14 0.69089E-11 0.71513E-09 0.31061E-09 0.66197E+00 0.00000E+00 0.15859E-40 0.19437E-42 0.12189E-20 0.16756E-22
 0.10340E-03 0.28350E+04 0.26898E-01 0.23023E-01 0.16261E-01 0.29732E-01 0.30375E-01 0.12260E+00 0.75308E-05 0.23673E-06 0.14282E-11 0.12250E-12 0.56165E-13 0.53586E-14 0.33489E-13 0.24509E-14 0.53540E-01 0.34558E-01 0.87432E-07 0.45451E-09 0.13135E-13 0.24885E-15 0.20759E-15 0.72956E-18 0.64669E-17 0.32575E-21 0.34825E-22 0.11946E-26 0.17803E-28 0.20206E-15 0.44102E-16 0.15519E-18 0.19458E-05 0.12629E-06 0.94682E-08 0.29438E-08 0.51748E-07 0.10252E-02 0.19610E-06 0.39341E-06 0.59251E-07 0.28267E-10 0.41135E-09 0.18008E-14 0.90697E-17 0.47203E-14 0.69309E-11 0.71718E-09 0.31140E-09 0.66198E+00 0.00000E+00 0.15907E-40 0.19488E-42 0.12194E-20 0.16769E-22
 0.10360E-03 0.28352E+04 0.26893E-01 0.23011E-01 0.16254E-01 0.29727E-01 0.30373E-01 0.12261E+00 0.75343E-05 0.23692E-06 0.14304E-11 0.12265E-12 0.56241E-13 0.53653E-14 0.33529E-13 0.24545E-14 0.53536E-01 0.34563E-01 0.87417E-07 0.45469E-09 0.13136E-13 0.24901E-15 0.20772E-15 0.73099E-18 0.64792E-17 0.32623E-21 0.34881E-22 0.11968E-26 0.17837E-28 0.20237E-15 0.44156E-16 0.15558E-18 0.19481E-05 0.12649E-06 0.94915E-08 0.29520E-08 0.51727E-07 0.10286E-02 0.19684E-06 0.39380E-06 0.59452E-07 0.28336E-10 0.41239E-09 0.18038E-14 0.90797E-17 0.47394E-14 0.69529E-11 0.71924E-09 0.31219E-09 0.66199E+00 0.00000E+00 0.15955E-40 0.19539E-42 0.12199E-20 0.16783E-22
 0.10380E-03 0.28355E+04 0.26889E-01 0.22999E-01 0.16247E-01 0.29722E-01 0.30372E-01 0.12262E+00 0.75378E-05 0.23712E-06 0.14325E-11 0.12280E-12 0.56317E-13 0.53719E-14 0.33568E-13 0.24582E-14 0.53533E-01 0.34568E-01 0.87401E-07 0.45487E-09 0.13137E-13 0.24916E-15 0.20786E-15 0.73243E-18 0.64916E-17 0.32671E-21 0.34938E-22 0.11991E-26 0.17870E-28 0.20267E-15 0.44210E-16 0.15596E-18 0.19504E-05 0.12669E-06 0.95148E-08 0.29602E-08 0.51707E-07 0.10320E-02 0.19759E-06 0.39420E-06 0.59653E-07 0.28406E-10 0.41344E-09 0.18068E-14 0.90896E-17 0.47586E-14 0.69749E-11 0.72129E-09 0.31298E-09 0.66200E+00 0.00000E+00 0.16003E-40 0.19589E-42 0.12204E-20 0.16796E-22
 0.10400E-03 0.28357E+04 0.26885E-01 0.22988E-01 0.16240E-01 0.29717E-01 0.30371E-01 0.12264E+00 0.75412E-05 0.23731E-06 0.14346E-11 0.12295E-12 0.56393E-13 0.53786E-14 0.33607E-13 0.24618E-14 0.53529E-01 0.34573E-01 0.87386E-07 0.45505E-09 0.13138E-13 0.24931E-15 0.20799E-15 0.73386E-18 0.65039E-17 0.32719E-21 0.34994E-22 0.12013E-26 0.17904E-28 0.20298E-15 0.44264E-16 0.15635E-18 0.19526E-05 0.12689E-06 0.95381E-08 0.29684E-08 0.51686E-07 0.10355E-02 0.19834E-06 0.39460E-06 0.59855E-07 0.28475E-10 0.41449E-09 0.18097E-14 0.90996E-17 0.47778E-14 0.69970E-11 0.72334E-09 0.31377E-09 0.66201E+00 0.00000E+00 0.16050E-40 0.19640E-42 0.12210E-20 0.16809E-22
 0.10420E-03 0.28359E+04 0.26880E-01 0.22976E-01 0.16233E-01 0.29713E-01 0.30369E-01 0.12265E+00 0.75447E-05 0.23750E-06 0.14367E-11 0.12310E-12 0.56469E-13 0.53852E-14 0.33647E-13 0.24655E-14 0.53526E-01 0.34578E-01 0.87370E-07 0.45523E-09 0.13140E-13 0.24947E-15 0.20812E-15 0.73529E-18 0.65163E-17 0.32767E-21 0.35051E-22 0.12036E-26 0.17937E-28 0.20328E-15 0.44318E-16 0.15674E-18 0.19549E-05 0.12709E-06 0.95615E-08 0.29766E-08 0.51666E-07 0.10389E-02 0.19908E-06 0.39499E-06 0.60057E-07 0.28545E-10 0.41554E-09 0.18127E-14 0.91095E-17 0.47971E-14 0.70190E-11 0.72540E-09 0.31456E-09 0.66202E+00 0.00000E+00 0.16098E-40 0.19690E-42 0.12215E-20 0.16822E-22
 0.10440E-03 0.28361E+04 0.26876E-01 0.22964E-01 0.16227E-01 0.29708E-01 0.30368E-01 0.12267E+00 0.75481E-05 0.23769E-06 0.14388E-11 0.12325E-12 0.56545E-13 0.53919E-14 0.33686E-13 0.24691E-14 0.53522E-01 0.34583E-01 0.87355E-07 0.45541E-09 0.13141E-13 0.24962E-15 0.20826E-15 0.73672E-18 0.65286E-17 0.32815E-21 0.35107E-22 0.12058E-26 0.17971E-28 0.20358E-15 0.44372E-16 0.15712E-18 0.19572E-05 0.12729E-06 0.95849E-08 0.29848E-08 0.51645E-07 0.10423E-02 0.19983E-06 0.39539E-06 0.60259E-07 0.28614E-10 0.41659E-09 0.18157E-14 0.91195E-17 0.48163E-14 0.70411E-11 0.72746E-09 0.31535E-09 0.66203E+00 0.00000E+00 0.16146E-40 0.19742E-42 0.12220E-20 0.16835E-22
 0.10460E-03 0.28363E+04 0.26872E-01 0.22953E-01 0.16220E-01 0.29703E-01 0.30367E-01 0.12268E+00 0.75516E-05 0.23788E-06 0.14409E-11 0.12339E-12 0.56620E-13 0.53985E-14 0.33725E-13 0.24728E-14 0.53519E-01 0.34588E-01 0.87340E-07 0.45559E-09 0.13142E-13 0.24978E-15 0.20839E-15 0.73816E-18 0.65409E-17 0.32862E-21 0.35164E-22 0.12080E-26 0.18005E-28 0.20389E-15 0.44426E-16 0.15751E-18 0.19595E-05 0.12749E-06 0.96082E-08 0.29930E-08 0.51625E-07 0.10457E-02 0.20058E-06 0.39578E-06 0.60461E-07 0.28684E-10 0.41764E-09 0.18187E-14 0.91294E-17 0.48356E-14 0.70633E-11 0.72952E-09 0.31614E-09 0.66204E+00 0.00000E+00 0.16195E-40 0.19794E-42 0.12225E-20 0.16848E-22
 0.10480E-03 0.28365E+04 0.26867E-01 0.22941E-01 0.16213E-01 0.29698E-01 0.30365E-01 0.12269E+00 0.75550E-05 0.23807E-06 0.14430E-11 0.12354E-12 0.56696E-13 0.54052E-14 0.33765E-13 0.24764E-14 0.53515E-01 0.34593E-01 0.87325E-07 0.45577E-09 0.13143E-13 0.24993E-15 0.20853E-15 0.73959E-18 0.65532E-17 0.32910E-21 0.35220E-22 0.12103E-26 0.18038E-28 0.20419E-15 0.44480E-16 0.15790E-18 0.19617E-05 0.12769E-06 0.96316E-08 0.30013E-08 0.51604E-07 0.10491E-02 0.20133E-06 0.39617E-06 0.60664E-07 0.28753E-10 0.41869E-09 0.18217E-14 0.91393E-17 0.48549E-14 0.70854E-11 0.73158E-09 0.31694E-09 0.66205E+00 0.00000E+00 0.16244E-40 0.19848E-42 0.12230E-20 0.16861E-22
 0.10500E-03 0.28368E+04 0.26863E-01 0.22930E-01 0.16206E-01 0.29693E-01 0.30364E-01 0.12271E+00 0.75584E-05 0.23826E-06 0.14451E-11 0.12369E-12 0.56772E-13 0.54118E-14 0.33804E-13 0.24801E-14 0.53512E-01 0.34598E-01 0.87310E-07 0.45595E-09 0.13145E-13 0.25009E-15 0.20866E-15 0.74102E-18 0.65655E-17 0.32958E-21 0.35277E-22 0.12125E-26 0.18072E-28 0.20449E-15 0.44534E-16 0.15828E-18 0.19640E-05 0.12789E-06 0.96550E-08 0.30095E-08 0.51584E-07 0.10525E-02 0.20208E-06 0.39657E-06 0.60866E-07 0.28823E-10 0.41974E-09 0.18247E-14 0.91492E-17 0.48743E-14 0.71076E-11 0.73365E-09 0.31773E-09 0.66206E+00 0.00000E+00 0.16294E-40 0.19904E-42 0.12235E-20 0.16874E-22
 0.10520E-03 0.28370E+04 0.26859E-01 0.22918E-01 0.16200E-01 0.29689E-01 0.30363E-01 0.12272E+00 0.75619E-05 0.23845E-06 0.14472E-11 0.12384E-12 0.56847E-13 0.54184E-14 0.33843E-13 0.24837E-14 0.53509E-01 0.34603E-01 0.87295E-07 0.45612E-09 0.13146E-13 0.25024E-15 0.20879E-15 0.74244E-18 0.65778E-17 0.33006E-21 0.35333E-22 0.12148E-26 0.18106E-28 0.20479E-15 0.44588E-16 0.15867E-18 0.19663E-05 0.12809E-06 0.96784E-08 0.30177E-08 0.51564E-07 0.10559E-02 0.20283E-06 0.39696E-06 0.61069E-07 0.28892E-10 0.42080E-09 0.18277E-14 0.91591E-17 0.48936E-14 0.71298E-11 0.73571E-09 0.31852E-09 0.66207E+00 0.00000E+00 0.16344E-40 0.19962E-42 0.12240E-20 0.16887E-22
 0.10540E-03 0.28372E+04 0.26855E-01 0.22907E-01 0.16193E-01 0.29684E-01 0.30361E-01 0.12273E+00 0.75653E-05 0.23864E-06 0.14493E-11 0.12399E-12 0.56923E-13 0.54250E-14 0.33882E-13 0.24874E-14 0.53505E-01 0.34608E-01 0.87280E-07 0.45630E-09 0.13147E-13 0.25040E-15 0.20893E-15 0.74387E-18 0.65901E-17 0.33054E-21 0.35390E-22 0.12170E-26 0.18140E-28 0.20509E-15 0.44642E-16 0.15905E-18 0.19685E-05 0.12829E-06 0.97019E-08 0.30260E-08 0.51544E-07 0.10594E-02 0.20359E-06 0.39735E-06 0.61272E-07 0.28962E-10 0.42185E-09 0.18306E-14 0.91690E-17 0.49130E-14 0.71520E-11 0.73778E-09 0.31932E-09 0.66208E+00 0.00000E+00 0.16396E-40 0.20023E-42 0.12245E-20 0.16901E-22
 0.10560E-03 0.28374E+04 0.26850E-01 0.22895E-01 0.16186E-01 0.29679E-01 0.30360E-01 0.12275E+00 0.75687E-05 0.23883E-06 0.14514E-11 0.12413E-12 0.56998E-13 0.54316E-14 0.33921E-13 0.24910E-14 0.53502E-01 0.34613E-01 0.87265E-07 0.45648E-09 0.13148E-13 0.25055E-15 0.20906E-15 0.74530E-18 0.66024E-17 0.33101E-21 0.35446E-22 0.12193E-26 0.18173E-28 0.20539E-15 0.44695E-16 0.15944E-18 0.19708E-05 0.12849E-06 0.97253E-08 0.30342E-08 0.51523E-07 0.10628E-02 0.20434E-06 0.39774E-06 0.61475E-07 0.29032E-10 0.42290E-09 0.18336E-14 0.91789E-17 0.49323E-14 0.71743E-11 0.73985E-09 0.32011E-09 0.66209E+00 0.00000E+00 0.16449E-40 0.20088E-42 0.12250E-20 0.16914E-22
