  T(SEC)      TMP(K)       H          H2         O          O2         OH         H2O        HO2        H2O2       HCO        CH2O       CH3O       CH3        CH4        CO         CO2        N2        
 0.00000E+00 0.20000E+04 0.00000E+00 0.00000E+00 0.00000E+00 0.19011E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.95057E-01 0.00000E+00 0.00000E+00 0.71483E+00
 0.20000E-06 0.19884E+04 0.42677E-03 0.49678E-03 0.11311E-03 0.18972E+00 0.18218E-03 0.61238E-04 0.19640E-05 0.14093E-08 0.87790E-07 0.15242E-04 0.43206E-07 0.16961E-02 0.93242E-01 0.14824E-07 0.22110E-12 0.71405E+00
 0.40000E-06 0.19805E+04 0.36463E-03 0.11091E-02 0.16935E-03 0.18931E+00 0.36883E-03 0.29763E-03 0.43258E-05 0.58534E-08 0.82760E-06 0.62355E-04 0.86947E-07 0.34228E-02 0.91394E-01 0.30716E-06 0.18455E-10 0.71350E+00
 0.60000E-06 0.19750E+04 0.29948E-03 0.15889E-02 0.17499E-03 0.18894E+00 0.44891E-03 0.63811E-03 0.68211E-05 0.11355E-07 0.25638E-05 0.13665E-03 0.12464E-06 0.49219E-02 0.89761E-01 0.15515E-05 0.18584E-09 0.71308E+00
 0.80000E-06 0.19707E+04 0.25744E-03 0.19734E-02 0.17098E-03 0.18860E+00 0.47026E-03 0.10125E-02 0.10080E-04 0.17144E-07 0.51763E-05 0.23307E-03 0.15709E-06 0.62099E-02 0.88325E-01 0.44887E-05 0.81763E-09 0.71273E+00
 0.10000E-05 0.19673E+04 0.22921E-03 0.22950E-02 0.16783E-03 0.18826E+00 0.47017E-03 0.13905E-02 0.14452E-04 0.24053E-07 0.84294E-05 0.34777E-03 0.18564E-06 0.73251E-02 0.87047E-01 0.97021E-05 0.23656E-08 0.71243E+00
 0.12000E-05 0.19646E+04 0.20913E-03 0.25725E-02 0.16679E-03 0.18793E+00 0.46542E-03 0.17633E-02 0.19998E-04 0.33187E-07 0.12162E-04 0.47791E-03 0.21145E-06 0.83032E-02 0.85892E-01 0.17614E-04 0.53701E-08 0.71217E+00
 0.14000E-05 0.19623E+04 0.19427E-03 0.28171E-02 0.16740E-03 0.18760E+00 0.46198E-03 0.21307E-02 0.26621E-04 0.45406E-07 0.16309E-04 0.62134E-03 0.23536E-06 0.91724E-02 0.84832E-01 0.28559E-04 0.10459E-07 0.71193E+00
 0.16000E-05 0.19605E+04 0.18297E-03 0.30361E-02 0.16911E-03 0.18727E+00 0.46136E-03 0.24953E-02 0.34181E-04 0.61320E-07 0.20865E-04 0.77641E-03 0.25793E-06 0.99543E-02 0.83848E-01 0.42844E-04 0.18365E-07 0.71171E+00
 0.18000E-05 0.19591E+04 0.17422E-03 0.32347E-02 0.17155E-03 0.18693E+00 0.46352E-03 0.28598E-02 0.42540E-04 0.81389E-07 0.25849E-04 0.94178E-03 0.27954E-06 0.10665E-01 0.82922E-01 0.60779E-04 0.29952E-07 0.71151E+00
 0.20000E-05 0.19580E+04 0.16739E-03 0.34165E-02 0.17446E-03 0.18658E+00 0.46795E-03 0.32265E-02 0.51593E-04 0.10600E-06 0.31288E-04 0.11164E-02 0.30045E-06 0.11315E-01 0.82045E-01 0.82692E-04 0.46231E-07 0.71132E+00
 0.22000E-05 0.19572E+04 0.16204E-03 0.35845E-02 0.17769E-03 0.18623E+00 0.47414E-03 0.35976E-02 0.61261E-04 0.13552E-06 0.37203E-04 0.12993E-02 0.32083E-06 0.11915E-01 0.81207E-01 0.10892E-03 0.68378E-07 0.71115E+00
 0.24000E-05 0.19566E+04 0.15787E-03 0.37406E-02 0.18114E-03 0.18586E+00 0.48168E-03 0.39744E-02 0.71489E-04 0.17029E-06 0.43615E-04 0.14896E-02 0.34079E-06 0.12471E-01 0.80401E-01 0.13983E-03 0.97748E-07 0.71098E+00
 0.26000E-05 0.19563E+04 0.15466E-03 0.38868E-02 0.18473E-03 0.18549E+00 0.49024E-03 0.43583E-02 0.82243E-04 0.21068E-06 0.50539E-04 0.16868E-02 0.36043E-06 0.12988E-01 0.79623E-01 0.17577E-03 0.13589E-06 0.71082E+00
 0.28000E-05 0.19562E+04 0.15227E-03 0.40244E-02 0.18844E-03 0.18511E+00 0.49960E-03 0.47502E-02 0.93500E-04 0.25706E-06 0.57990E-04 0.18902E-02 0.37980E-06 0.13471E-01 0.78867E-01 0.21711E-03 0.18457E-06 0.71067E+00
 0.30000E-05 0.19564E+04 0.15057E-03 0.41548E-02 0.19223E-03 0.18472E+00 0.50959E-03 0.51510E-02 0.10525E-03 0.30979E-06 0.65982E-04 0.20992E-02 0.39895E-06 0.13923E-01 0.78132E-01 0.26424E-03 0.24578E-06 0.71053E+00
 0.32000E-05 0.19567E+04 0.14947E-03 0.42788E-02 0.19608E-03 0.18432E+00 0.52011E-03 0.55614E-02 0.11748E-03 0.36925E-06 0.74528E-04 0.23134E-02 0.41789E-06 0.14346E-01 0.77414E-01 0.31753E-03 0.32176E-06 0.71039E+00
 0.34000E-05 0.19573E+04 0.14891E-03 0.43975E-02 0.19999E-03 0.18391E+00 0.53107E-03 0.59820E-02 0.13020E-03 0.43583E-06 0.83644E-04 0.25321E-02 0.43665E-06 0.14743E-01 0.76711E-01 0.37736E-03 0.41502E-06 0.71025E+00
 0.36000E-05 0.19581E+04 0.14883E-03 0.45117E-02 0.20394E-03 0.18349E+00 0.54243E-03 0.64135E-02 0.14342E-03 0.50989E-06 0.93345E-04 0.27551E-02 0.45523E-06 0.15117E-01 0.76020E-01 0.44412E-03 0.52835E-06 0.71012E+00
 0.38000E-05 0.19590E+04 0.14920E-03 0.46221E-02 0.20795E-03 0.18306E+00 0.55413E-03 0.68564E-02 0.15713E-03 0.59182E-06 0.10365E-03 0.29819E-02 0.47362E-06 0.15468E-01 0.75340E-01 0.51822E-03 0.66488E-06 0.70998E+00
 0.40000E-05 0.19602E+04 0.14999E-03 0.47293E-02 0.21199E-03 0.18261E+00 0.56617E-03 0.73113E-02 0.17134E-03 0.68200E-06 0.11457E-03 0.32121E-02 0.49184E-06 0.15798E-01 0.74669E-01 0.60005E-03 0.82806E-06 0.70985E+00
 0.42000E-05 0.19615E+04 0.15117E-03 0.48340E-02 0.21609E-03 0.18215E+00 0.57852E-03 0.77786E-02 0.18608E-03 0.78080E-06 0.12614E-03 0.34453E-02 0.50986E-06 0.16109E-01 0.74007E-01 0.69002E-03 0.10217E-05 0.70973E+00
 0.44000E-05 0.19630E+04 0.15274E-03 0.49368E-02 0.22025E-03 0.18168E+00 0.59120E-03 0.82588E-02 0.20135E-03 0.88859E-06 0.13838E-03 0.36812E-02 0.52767E-06 0.16401E-01 0.73350E-01 0.78854E-03 0.12501E-05 0.70960E+00
 0.46000E-05 0.19646E+04 0.15467E-03 0.50382E-02 0.22446E-03 0.18119E+00 0.60419E-03 0.87525E-02 0.21717E-03 0.10057E-05 0.15130E-03 0.39193E-02 0.54526E-06 0.16676E-01 0.72700E-01 0.89604E-03 0.15178E-05 0.70947E+00
 0.48000E-05 0.19665E+04 0.15696E-03 0.51387E-02 0.22874E-03 0.18070E+00 0.61751E-03 0.92602E-02 0.23355E-03 0.11325E-05 0.16495E-03 0.41594E-02 0.56261E-06 0.16935E-01 0.72053E-01 0.10129E-02 0.18302E-05 0.70934E+00
 0.50000E-05 0.19685E+04 0.15962E-03 0.52388E-02 0.23311E-03 0.18018E+00 0.63118E-03 0.97823E-02 0.25051E-03 0.12694E-05 0.17934E-03 0.44011E-02 0.57970E-06 0.17178E-01 0.71409E-01 0.11397E-02 0.21927E-05 0.70921E+00
 0.52000E-05 0.19707E+04 0.16264E-03 0.53391E-02 0.23756E-03 0.17965E+00 0.64521E-03 0.10320E-01 0.26807E-03 0.14166E-05 0.19452E-03 0.46440E-02 0.59651E-06 0.17406E-01 0.70768E-01 0.12768E-02 0.26117E-05 0.70908E+00
 0.54000E-05 0.19731E+04 0.16603E-03 0.54400E-02 0.24211E-03 0.17911E+00 0.65963E-03 0.10872E-01 0.28626E-03 0.15744E-05 0.21052E-03 0.48879E-02 0.61301E-06 0.17621E-01 0.70127E-01 0.14246E-02 0.30941E-05 0.70895E+00
 0.56000E-05 0.19757E+04 0.16980E-03 0.55421E-02 0.24678E-03 0.17855E+00 0.67446E-03 0.11441E-01 0.30508E-03 0.17432E-05 0.22738E-03 0.51322E-02 0.62919E-06 0.17823E-01 0.69486E-01 0.15837E-02 0.36474E-05 0.70881E+00
 0.58000E-05 0.19784E+04 0.17395E-03 0.56456E-02 0.25158E-03 0.17797E+00 0.68973E-03 0.12027E-01 0.32456E-03 0.19231E-05 0.24514E-03 0.53768E-02 0.64503E-06 0.18012E-01 0.68845E-01 0.17546E-02 0.42800E-05 0.70867E+00
 0.60000E-05 0.19813E+04 0.17850E-03 0.57513E-02 0.25652E-03 0.17738E+00 0.70549E-03 0.12630E-01 0.34472E-03 0.21144E-05 0.26385E-03 0.56211E-02 0.66049E-06 0.18190E-01 0.68201E-01 0.19377E-02 0.50011E-05 0.70853E+00
 0.62000E-05 0.19843E+04 0.18346E-03 0.58595E-02 0.26163E-03 0.17677E+00 0.72177E-03 0.13251E-01 0.36558E-03 0.23173E-05 0.28358E-03 0.58650E-02 0.67558E-06 0.18358E-01 0.67554E-01 0.21336E-02 0.58207E-05 0.70839E+00
 0.64000E-05 0.19875E+04 0.18886E-03 0.59707E-02 0.26693E-03 0.17614E+00 0.73862E-03 0.13891E-01 0.38717E-03 0.25320E-05 0.30436E-03 0.61078E-02 0.69026E-06 0.18515E-01 0.66903E-01 0.23429E-02 0.67500E-05 0.70824E+00
 0.66000E-05 0.19909E+04 0.19472E-03 0.60854E-02 0.27243E-03 0.17549E+00 0.75609E-03 0.14550E-01 0.40951E-03 0.27585E-05 0.32628E-03 0.63494E-02 0.70452E-06 0.18663E-01 0.66246E-01 0.25660E-02 0.78012E-05 0.70808E+00
 0.68000E-05 0.19945E+04 0.20106E-03 0.62041E-02 0.27816E-03 0.17482E+00 0.77422E-03 0.15229E-01 0.43261E-03 0.29969E-05 0.34939E-03 0.65892E-02 0.71834E-06 0.18803E-01 0.65584E-01 0.28037E-02 0.89877E-05 0.70792E+00
 0.70000E-05 0.19982E+04 0.20790E-03 0.63273E-02 0.28415E-03 0.17413E+00 0.79310E-03 0.15930E-01 0.45650E-03 0.32472E-05 0.37377E-03 0.68268E-02 0.73170E-06 0.18935E-01 0.64913E-01 0.30566E-02 0.10325E-04 0.70775E+00
 0.72000E-05 0.20021E+04 0.21528E-03 0.64556E-02 0.29042E-03 0.17342E+00 0.81277E-03 0.16652E-01 0.48121E-03 0.35093E-05 0.39951E-03 0.70619E-02 0.74460E-06 0.19060E-01 0.64234E-01 0.33252E-02 0.11828E-04 0.70758E+00
 0.74000E-05 0.20062E+04 0.22323E-03 0.65895E-02 0.29701E-03 0.17268E+00 0.83331E-03 0.17397E-01 0.50674E-03 0.37831E-05 0.42670E-03 0.72938E-02 0.75701E-06 0.19179E-01 0.63544E-01 0.36103E-02 0.13516E-04 0.70740E+00
 0.76000E-05 0.20105E+04 0.23179E-03 0.67296E-02 0.30395E-03 0.17193E+00 0.85480E-03 0.18165E-01 0.53313E-03 0.40682E-05 0.45544E-03 0.75222E-02 0.76893E-06 0.19294E-01 0.62843E-01 0.39126E-02 0.15409E-04 0.70721E+00
 0.78000E-05 0.20149E+04 0.24100E-03 0.68763E-02 0.31128E-03 0.17115E+00 0.87733E-03 0.18958E-01 0.56037E-03 0.43645E-05 0.48583E-03 0.77465E-02 0.78034E-06 0.19404E-01 0.62130E-01 0.42329E-02 0.17529E-04 0.70701E+00
 0.80000E-05 0.20195E+04 0.25089E-03 0.70302E-02 0.31903E-03 0.17034E+00 0.90100E-03 0.19777E-01 0.58849E-03 0.46713E-05 0.51799E-03 0.79662E-02 0.79124E-06 0.19510E-01 0.61402E-01 0.45718E-02 0.19900E-04 0.70680E+00
 0.82000E-05 0.20243E+04 0.26153E-03 0.71920E-02 0.32725E-03 0.16951E+00 0.92590E-03 0.20623E-01 0.61750E-03 0.49880E-05 0.55206E-03 0.81807E-02 0.80161E-06 0.19615E-01 0.60659E-01 0.49304E-02 0.22549E-04 0.70658E+00
 0.84000E-05 0.20292E+04 0.27295E-03 0.73623E-02 0.33600E-03 0.16865E+00 0.95214E-03 0.21497E-01 0.64740E-03 0.53140E-05 0.58815E-03 0.83894E-02 0.81144E-06 0.19718E-01 0.59899E-01 0.53093E-02 0.25506E-04 0.70635E+00
 0.86000E-05 0.20344E+04 0.28523E-03 0.75415E-02 0.34532E-03 0.16776E+00 0.97985E-03 0.22400E-01 0.67819E-03 0.56482E-05 0.62644E-03 0.85917E-02 0.82073E-06 0.19820E-01 0.59120E-01 0.57096E-02 0.28805E-04 0.70611E+00
 0.88000E-05 0.20397E+04 0.29841E-03 0.77304E-02 0.35527E-03 0.16684E+00 0.10092E-02 0.23333E-01 0.70987E-03 0.59896E-05 0.66706E-03 0.87869E-02 0.82946E-06 0.19923E-01 0.58322E-01 0.61321E-02 0.32481E-04 0.70586E+00
 0.90000E-05 0.20452E+04 0.31256E-03 0.79295E-02 0.36592E-03 0.16589E+00 0.10402E-02 0.24299E-01 0.74242E-03 0.63367E-05 0.71021E-03 0.89743E-02 0.83761E-06 0.20027E-01 0.57501E-01 0.65780E-02 0.36577E-04 0.70559E+00
 0.92000E-05 0.20509E+04 0.32777E-03 0.81394E-02 0.37734E-03 0.16490E+00 0.10731E-02 0.25299E-01 0.77584E-03 0.66881E-05 0.75605E-03 0.91531E-02 0.84516E-06 0.20133E-01 0.56658E-01 0.70482E-02 0.41136E-04 0.70531E+00
 0.94000E-05 0.20568E+04 0.34410E-03 0.83606E-02 0.38961E-03 0.16389E+00 0.11081E-02 0.26333E-01 0.81009E-03 0.70418E-05 0.80480E-03 0.93227E-02 0.85211E-06 0.20243E-01 0.55789E-01 0.75438E-02 0.46210E-04 0.70501E+00
 0.96000E-05 0.20629E+04 0.36165E-03 0.85939E-02 0.40281E-03 0.16284E+00 0.11454E-02 0.27405E-01 0.84513E-03 0.73960E-05 0.85666E-03 0.94821E-02 0.85842E-06 0.20357E-01 0.54895E-01 0.80660E-02 0.51853E-04 0.70469E+00
 0.98000E-05 0.20692E+04 0.38050E-03 0.88396E-02 0.41704E-03 0.16175E+00 0.11851E-02 0.28514E-01 0.88092E-03 0.77480E-05 0.91185E-03 0.96304E-02 0.86407E-06 0.20477E-01 0.53972E-01 0.86160E-02 0.58128E-04 0.70436E+00
 0.10000E-04 0.20758E+04 0.40077E-03 0.90983E-02 0.43241E-03 0.16062E+00 0.12274E-02 0.29665E-01 0.91740E-03 0.80955E-05 0.97060E-03 0.97668E-02 0.86903E-06 0.20602E-01 0.53019E-01 0.91949E-02 0.65103E-04 0.70401E+00
 0.10200E-04 0.20825E+04 0.42256E-03 0.93705E-02 0.44904E-03 0.15945E+00 0.12727E-02 0.30857E-01 0.95450E-03 0.84354E-05 0.10332E-02 0.98903E-02 0.87326E-06 0.20734E-01 0.52035E-01 0.98041E-02 0.72854E-04 0.70364E+00
 0.10400E-04 0.20895E+04 0.44600E-03 0.96565E-02 0.46705E-03 0.15824E+00 0.13210E-02 0.32094E-01 0.99212E-03 0.87645E-05 0.10998E-02 0.99998E-02 0.87671E-06 0.20873E-01 0.51018E-01 0.10445E-01 0.81466E-04 0.70326E+00
 0.10600E-04 0.20967E+04 0.47122E-03 0.99567E-02 0.48659E-03 0.15699E+00 0.13728E-02 0.33378E-01 0.10302E-02 0.90794E-05 0.11708E-02 0.10094E-01 0.87933E-06 0.21021E-01 0.49967E-01 0.11118E-01 0.91032E-04 0.70285E+00
 0.10800E-04 0.21041E+04 0.49837E-03 0.10271E-01 0.50784E-03 0.15569E+00 0.14284E-02 0.34709E-01 0.10685E-02 0.93763E-05 0.12464E-02 0.10173E-01 0.88107E-06 0.21178E-01 0.48881E-01 0.11826E-01 0.10166E-03 0.70241E+00
 0.11000E-04 0.21118E+04 0.52761E-03 0.10600E-01 0.53095E-03 0.15434E+00 0.14879E-02 0.36091E-01 0.11071E-02 0.96514E-05 0.13269E-02 0.10234E-01 0.88188E-06 0.21344E-01 0.47757E-01 0.12569E-01 0.11345E-03 0.70196E+00
 0.11200E-04 0.21198E+04 0.55912E-03 0.10944E-01 0.55615E-03 0.15294E+00 0.15519E-02 0.37526E-01 0.11456E-02 0.99006E-05 0.14126E-02 0.10277E-01 0.88167E-06 0.21519E-01 0.46597E-01 0.13350E-01 0.12656E-03 0.70148E+00
 0.11400E-04 0.21280E+04 0.59309E-03 0.11302E-01 0.58366E-03 0.15150E+00 0.16207E-02 0.39016E-01 0.11840E-02 0.10120E-04 0.15038E-02 0.10300E-01 0.88036E-06 0.21704E-01 0.45397E-01 0.14168E-01 0.14110E-03 0.70098E+00
 0.11600E-04 0.21365E+04 0.62973E-03 0.11673E-01 0.61374E-03 0.15000E+00 0.16948E-02 0.40562E-01 0.12220E-02 0.10304E-04 0.16006E-02 0.10302E-01 0.87788E-06 0.21899E-01 0.44159E-01 0.15026E-01 0.15724E-03 0.70045E+00
 0.11800E-04 0.21454E+04 0.66927E-03 0.12058E-01 0.64667E-03 0.14845E+00 0.17746E-02 0.42168E-01 0.12595E-02 0.10451E-04 0.17035E-02 0.10282E-01 0.87415E-06 0.22104E-01 0.42881E-01 0.15924E-01 0.17516E-03 0.69989E+00
 0.12000E-04 0.21545E+04 0.71197E-03 0.12455E-01 0.68278E-03 0.14684E+00 0.18607E-02 0.43835E-01 0.12960E-02 0.10554E-04 0.18126E-02 0.10238E-01 0.86907E-06 0.22318E-01 0.41565E-01 0.16864E-01 0.19504E-03 0.69931E+00
 0.12200E-04 0.21640E+04 0.75809E-03 0.12864E-01 0.72242E-03 0.14517E+00 0.19536E-02 0.45565E-01 0.13315E-02 0.10611E-04 0.19280E-02 0.10170E-01 0.86254E-06 0.22541E-01 0.40209E-01 0.17847E-01 0.21710E-03 0.69871E+00
 0.12400E-04 0.21738E+04 0.80794E-03 0.13282E-01 0.76601E-03 0.14345E+00 0.20540E-02 0.47360E-01 0.13655E-02 0.10619E-04 0.20500E-02 0.10076E-01 0.85447E-06 0.22772E-01 0.38816E-01 0.18873E-01 0.24158E-03 0.69807E+00
 0.12600E-04 0.21840E+04 0.86182E-03 0.13709E-01 0.81399E-03 0.14167E+00 0.21627E-02 0.49221E-01 0.13978E-02 0.10573E-04 0.21785E-02 0.99553E-02 0.84477E-06 0.23009E-01 0.37386E-01 0.19943E-01 0.26872E-03 0.69741E+00
 0.12800E-04 0.21945E+04 0.92009E-03 0.14140E-01 0.86688E-03 0.13983E+00 0.22805E-02 0.51149E-01 0.14279E-02 0.10473E-04 0.23136E-02 0.98064E-02 0.83335E-06 0.23252E-01 0.35922E-01 0.21057E-01 0.29882E-03 0.69673E+00
 0.13000E-04 0.22054E+04 0.98309E-03 0.14575E-01 0.92523E-03 0.13792E+00 0.24083E-02 0.53147E-01 0.14555E-02 0.10315E-04 0.24552E-02 0.96287E-02 0.82013E-06 0.23498E-01 0.34426E-01 0.22215E-01 0.33218E-03 0.69602E+00
 0.13200E-04 0.22167E+04 0.10512E-02 0.15009E-01 0.98969E-03 0.13596E+00 0.25470E-02 0.55213E-01 0.14801E-02 0.10101E-04 0.26028E-02 0.94215E-02 0.80504E-06 0.23745E-01 0.32902E-01 0.23417E-01 0.36915E-03 0.69528E+00
 0.13400E-04 0.22285E+04 0.11248E-02 0.15438E-01 0.10609E-02 0.13394E+00 0.26979E-02 0.57347E-01 0.15014E-02 0.98283E-05 0.27562E-02 0.91843E-02 0.78803E-06 0.23991E-01 0.31353E-01 0.24661E-01 0.41010E-03 0.69452E+00
 0.13600E-04 0.22406E+04 0.12043E-02 0.15859E-01 0.11397E-02 0.13186E+00 0.28622E-02 0.59550E-01 0.15188E-02 0.95001E-05 0.29145E-02 0.89173E-02 0.76906E-06 0.24232E-01 0.29786E-01 0.25947E-01 0.45544E-03 0.69375E+00
 0.13800E-04 0.22532E+04 0.12902E-02 0.16265E-01 0.12269E-02 0.12972E+00 0.30412E-02 0.61820E-01 0.15318E-02 0.91185E-05 0.30770E-02 0.86205E-02 0.74813E-06 0.24465E-01 0.28205E-01 0.27273E-01 0.50563E-03 0.69295E+00
 0.14000E-04 0.22662E+04 0.13827E-02 0.16651E-01 0.13233E-02 0.12753E+00 0.32367E-02 0.64154E-01 0.15400E-02 0.86873E-05 0.32425E-02 0.82949E-02 0.72525E-06 0.24688E-01 0.26618E-01 0.28634E-01 0.56114E-03 0.69214E+00
 0.14200E-04 0.22796E+04 0.14823E-02 0.17012E-01 0.14299E-02 0.12528E+00 0.34502E-02 0.66550E-01 0.15429E-02 0.82115E-05 0.34094E-02 0.79419E-02 0.70049E-06 0.24894E-01 0.25032E-01 0.30030E-01 0.62251E-03 0.69131E+00
 0.14400E-04 0.22935E+04 0.15893E-02 0.17339E-01 0.15476E-02 0.12299E+00 0.36838E-02 0.69002E-01 0.15399E-02 0.76974E-05 0.35760E-02 0.75632E-02 0.67395E-06 0.25081E-01 0.23455E-01 0.31454E-01 0.69031E-03 0.69048E+00
 0.14600E-04 0.23078E+04 0.17039E-02 0.17627E-01 0.16775E-02 0.12065E+00 0.39396E-02 0.71506E-01 0.15307E-02 0.71526E-05 0.37403E-02 0.71616E-02 0.64576E-06 0.25243E-01 0.21896E-01 0.32902E-01 0.76517E-03 0.68965E+00
 0.14800E-04 0.23224E+04 0.18264E-02 0.17867E-01 0.18205E-02 0.11827E+00 0.42198E-02 0.74055E-01 0.15149E-02 0.65855E-05 0.38997E-02 0.67404E-02 0.61613E-06 0.25377E-01 0.20365E-01 0.34368E-01 0.84775E-03 0.68882E+00
 0.15000E-04 0.23375E+04 0.19568E-02 0.18053E-01 0.19775E-02 0.11587E+00 0.45270E-02 0.76641E-01 0.14923E-02 0.60055E-05 0.40516E-02 0.63038E-02 0.58529E-06 0.25477E-01 0.18871E-01 0.35845E-01 0.93879E-03 0.68799E+00
 0.15200E-04 0.23529E+04 0.20951E-02 0.18176E-01 0.21493E-02 0.11343E+00 0.48638E-02 0.79255E-01 0.14626E-02 0.54225E-05 0.41930E-02 0.58564E-02 0.55352E-06 0.25541E-01 0.17424E-01 0.37327E-01 0.10390E-02 0.68718E+00
 0.15400E-04 0.23686E+04 0.22410E-02 0.18232E-01 0.23366E-02 0.11098E+00 0.52327E-02 0.81887E-01 0.14258E-02 0.48465E-05 0.43211E-02 0.54036E-02 0.52115E-06 0.25564E-01 0.16032E-01 0.38804E-01 0.11494E-02 0.68639E+00
 0.15600E-04 0.23845E+04 0.23942E-02 0.18215E-01 0.25397E-02 0.10851E+00 0.56363E-02 0.84524E-01 0.13822E-02 0.42874E-05 0.44328E-02 0.49514E-02 0.48854E-06 0.25545E-01 0.14705E-01 0.40268E-01 0.12706E-02 0.68562E+00
 0.15800E-04 0.24006E+04 0.25540E-02 0.18121E-01 0.27588E-02 0.10604E+00 0.60772E-02 0.87155E-01 0.13321E-02 0.37544E-05 0.45254E-02 0.45059E-02 0.45605E-06 0.25481E-01 0.13448E-01 0.41710E-01 0.14038E-02 0.68488E+00
 0.16000E-04 0.24169E+04 0.27197E-02 0.17948E-01 0.29937E-02 0.10358E+00 0.65570E-02 0.89766E-01 0.12762E-02 0.32554E-05 0.45966E-02 0.40730E-02 0.42406E-06 0.25372E-01 0.12269E-01 0.43120E-01 0.15498E-02 0.68418E+00
 0.16200E-04 0.24331E+04 0.28901E-02 0.17698E-01 0.32439E-02 0.10113E+00 0.70774E-02 0.92342E-01 0.12152E-02 0.27970E-05 0.46447E-02 0.36588E-02 0.39294E-06 0.25219E-01 0.11170E-01 0.44490E-01 0.17096E-02 0.68351E+00
 0.16400E-04 0.24494E+04 0.30640E-02 0.17373E-01 0.35086E-02 0.98699E-01 0.76385E-02 0.94870E-01 0.11502E-02 0.23839E-05 0.46689E-02 0.32682E-02 0.36301E-06 0.25023E-01 0.10155E-01 0.45810E-01 0.18844E-02 0.68289E+00
 0.16600E-04 0.24654E+04 0.32401E-02 0.16979E-01 0.37865E-02 0.96299E-01 0.82396E-02 0.97337E-01 0.10825E-02 0.20187E-05 0.46692E-02 0.29055E-02 0.33458E-06 0.24786E-01 0.92224E-02 0.47073E-01 0.20752E-02 0.68230E+00
 0.16800E-04 0.24813E+04 0.34167E-02 0.16525E-01 0.40760E-02 0.93936E-01 0.88785E-02 0.99727E-01 0.10133E-02 0.17021E-05 0.46466E-02 0.25738E-02 0.30785E-06 0.24513E-01 0.83724E-02 0.48271E-01 0.22828E-02 0.68177E+00
 0.17000E-04 0.24969E+04 0.35924E-02 0.16023E-01 0.43753E-02 0.91618E-01 0.95515E-02 0.10203E+00 0.94396E-03 0.14329E-05 0.46030E-02 0.22748E-02 0.28299E-06 0.24207E-01 0.76017E-02 0.49400E-01 0.25083E-02 0.68127E+00
 0.17200E-04 0.25121E+04 0.37657E-02 0.15485E-01 0.46824E-02 0.89352E-01 0.10253E-01 0.10423E+00 0.87580E-03 0.12082E-05 0.45411E-02 0.20088E-02 0.26008E-06 0.23872E-01 0.69066E-02 0.50453E-01 0.27525E-02 0.68082E+00
 0.17400E-04 0.25268E+04 0.39356E-02 0.14926E-01 0.49950E-02 0.87145E-01 0.10977E-01 0.10633E+00 0.80993E-03 0.10239E-05 0.44642E-02 0.17751E-02 0.23916E-06 0.23512E-01 0.62825E-02 0.51429E-01 0.30161E-02 0.68040E+00
 0.17600E-04 0.25411E+04 0.41011E-02 0.14361E-01 0.53109E-02 0.85004E-01 0.11716E-01 0.10831E+00 0.74730E-03 0.87524E-06 0.43757E-02 0.15717E-02 0.22017E-06 0.23131E-01 0.57243E-02 0.52326E-01 0.32994E-02 0.68002E+00
 0.17800E-04 0.25548E+04 0.42619E-02 0.13803E-01 0.56277E-02 0.82934E-01 0.12461E-01 0.11017E+00 0.68861E-03 0.75716E-06 0.42792E-02 0.13963E-02 0.20304E-06 0.22732E-01 0.52266E-02 0.53145E-01 0.36029E-02 0.67967E+00
 0.18000E-04 0.25680E+04 0.44180E-02 0.13267E-01 0.59430E-02 0.80940E-01 0.13204E-01 0.11190E+00 0.63429E-03 0.66461E-06 0.41778E-02 0.12456E-02 0.18764E-06 0.22320E-01 0.47840E-02 0.53885E-01 0.39263E-02 0.67935E+00
 0.18200E-04 0.25806E+04 0.45699E-02 0.12764E-01 0.62547E-02 0.79025E-01 0.13937E-01 0.11351E+00 0.58456E-03 0.59289E-06 0.40743E-02 0.11167E-02 0.17384E-06 0.21897E-01 0.43912E-02 0.54551E-01 0.42696E-02 0.67906E+00
 0.18400E-04 0.25926E+04 0.47183E-02 0.12303E-01 0.65608E-02 0.77192E-01 0.14653E-01 0.11499E+00 0.53941E-03 0.53783E-06 0.39709E-02 0.10065E-02 0.16147E-06 0.21467E-01 0.40433E-02 0.55144E-01 0.46323E-02 0.67878E+00
 0.18600E-04 0.26040E+04 0.48644E-02 0.11891E-01 0.68592E-02 0.75443E-01 0.15347E-01 0.11635E+00 0.49868E-03 0.49589E-06 0.38694E-02 0.91207E-03 0.15038E-06 0.21030E-01 0.37354E-02 0.55668E-01 0.50135E-02 0.67852E+00
 0.18800E-04 0.26149E+04 0.50093E-02 0.11531E-01 0.71487E-02 0.73777E-01 0.16013E-01 0.11759E+00 0.46209E-03 0.46410E-06 0.37709E-02 0.83094E-03 0.14044E-06 0.20591E-01 0.34630E-02 0.56128E-01 0.54125E-02 0.67827E+00
 0.19000E-04 0.26252E+04 0.51543E-02 0.11226E-01 0.74279E-02 0.72192E-01 0.16648E-01 0.11872E+00 0.42932E-03 0.44009E-06 0.36761E-02 0.76092E-03 0.13149E-06 0.20150E-01 0.32220E-02 0.56527E-01 0.58283E-02 0.67804E+00
