  T(SEC)      TMP(K)       H          H2         O          O2         OH         H2O        HO2        H2O2       HCO        CH2O       CH3O       CH3        CH4        CO         CO2        N2        
 0.18000E-03 0.29136E+04 0.19162E-01 0.25118E-01 0.14210E-01 0.28727E-01 0.30102E-01 0.12751E+00 0.91997E-05 0.33140E-06 0.10668E-06 0.13144E-08 0.18304E-12 0.91582E-07 0.75270E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18020E-03 0.29136E+04 0.19162E-01 0.25118E-01 0.14210E-01 0.28727E-01 0.30102E-01 0.12751E+00 0.91997E-05 0.33140E-06 0.10635E-06 0.13030E-08 0.18039E-12 0.90253E-07 0.74177E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18040E-03 0.29136E+04 0.19162E-01 0.25118E-01 0.14210E-01 0.28727E-01 0.30102E-01 0.12751E+00 0.91997E-05 0.33140E-06 0.10603E-06 0.12918E-08 0.17778E-12 0.88943E-07 0.73100E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18060E-03 0.29136E+04 0.19162E-01 0.25118E-01 0.14210E-01 0.28727E-01 0.30102E-01 0.12751E+00 0.91996E-05 0.33140E-06 0.10571E-06 0.12808E-08 0.17520E-12 0.87652E-07 0.72038E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18080E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14210E-01 0.28727E-01 0.30102E-01 0.12751E+00 0.91996E-05 0.33139E-06 0.10540E-06 0.12700E-08 0.17266E-12 0.86380E-07 0.70992E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18100E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14210E-01 0.28727E-01 0.30102E-01 0.12751E+00 0.91996E-05 0.33139E-06 0.10509E-06 0.12592E-08 0.17016E-12 0.85127E-07 0.69961E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18120E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14209E-01 0.28727E-01 0.30102E-01 0.12751E+00 0.91996E-05 0.33139E-06 0.10479E-06 0.12487E-08 0.16770E-12 0.83891E-07 0.68945E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18140E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14209E-01 0.28727E-01 0.30102E-01 0.12751E+00 0.91996E-05 0.33139E-06 0.10449E-06 0.12383E-08 0.16527E-12 0.82674E-07 0.67944E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18160E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14209E-01 0.28727E-01 0.30102E-01 0.12751E+00 0.91996E-05 0.33139E-06 0.10419E-06 0.12280E-08 0.16288E-12 0.81474E-07 0.66957E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18180E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14209E-01 0.28727E-01 0.30102E-01 0.12751E+00 0.91996E-05 0.33139E-06 0.10390E-06 0.12179E-08 0.16052E-12 0.80291E-07 0.65985E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18200E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91995E-05 0.33139E-06 0.10362E-06 0.12080E-08 0.15819E-12 0.79126E-07 0.65026E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18220E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91995E-05 0.33139E-06 0.10334E-06 0.11982E-08 0.15590E-12 0.77977E-07 0.64082E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18240E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91995E-05 0.33138E-06 0.10306E-06 0.11885E-08 0.15364E-12 0.76846E-07 0.63151E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18260E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91995E-05 0.33138E-06 0.10278E-06 0.11790E-08 0.15142E-12 0.75730E-07 0.62234E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18280E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91995E-05 0.33138E-06 0.10251E-06 0.11696E-08 0.14923E-12 0.74631E-07 0.61331E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18300E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91995E-05 0.33138E-06 0.10225E-06 0.11603E-08 0.14706E-12 0.73548E-07 0.60440E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18320E-03 0.29136E+04 0.19162E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91995E-05 0.33138E-06 0.10199E-06 0.11512E-08 0.14494E-12 0.72480E-07 0.59562E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18340E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91994E-05 0.33138E-06 0.10173E-06 0.11422E-08 0.14284E-12 0.71428E-07 0.58697E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18360E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91994E-05 0.33138E-06 0.10147E-06 0.11334E-08 0.14077E-12 0.70392E-07 0.57845E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18380E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91994E-05 0.33138E-06 0.10122E-06 0.11246E-08 0.13873E-12 0.69370E-07 0.57005E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18400E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91994E-05 0.33137E-06 0.10098E-06 0.11160E-08 0.13672E-12 0.68363E-07 0.56177E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18420E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91994E-05 0.33137E-06 0.10073E-06 0.11076E-08 0.13474E-12 0.67371E-07 0.55361E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18440E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91994E-05 0.33137E-06 0.10049E-06 0.10992E-08 0.13279E-12 0.66393E-07 0.54557E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18460E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91994E-05 0.33137E-06 0.10026E-06 0.10910E-08 0.13087E-12 0.65430E-07 0.53765E-08 0.52029E-01 0.36605E-01 0.66653E+00
 0.18480E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91994E-05 0.33137E-06 0.10002E-06 0.10829E-08 0.12898E-12 0.64480E-07 0.52984E-08 0.52028E-01 0.36605E-01 0.66653E+00
 0.18500E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91993E-05 0.33137E-06 0.99792E-07 0.10749E-08 0.12711E-12 0.63544E-07 0.52214E-08 0.52028E-01 0.36605E-01 0.66653E+00
 0.18520E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91993E-05 0.33137E-06 0.99566E-07 0.10670E-08 0.12527E-12 0.62622E-07 0.51456E-08 0.52028E-01 0.36605E-01 0.66653E+00
 0.18540E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91993E-05 0.33137E-06 0.99343E-07 0.10592E-08 0.12346E-12 0.61713E-07 0.50709E-08 0.52028E-01 0.36605E-01 0.66653E+00
 0.18560E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91993E-05 0.33137E-06 0.99123E-07 0.10516E-08 0.12167E-12 0.60817E-07 0.49972E-08 0.52028E-01 0.36605E-01 0.66653E+00
 0.18580E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91993E-05 0.33136E-06 0.98906E-07 0.10440E-08 0.11991E-12 0.59934E-07 0.49247E-08 0.52028E-01 0.36605E-01 0.66653E+00
 0.18600E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91993E-05 0.33136E-06 0.98692E-07 0.10366E-08 0.11817E-12 0.59064E-07 0.48532E-08 0.52028E-01 0.36605E-01 0.66653E+00
 0.18620E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91993E-05 0.33136E-06 0.98482E-07 0.10293E-08 0.11646E-12 0.58207E-07 0.47827E-08 0.52028E-01 0.36605E-01 0.66653E+00
 0.18640E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91993E-05 0.33136E-06 0.98275E-07 0.10221E-08 0.11478E-12 0.57362E-07 0.47132E-08 0.52028E-01 0.36605E-01 0.66653E+00
 0.18660E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91992E-05 0.33136E-06 0.98070E-07 0.10150E-08 0.11312E-12 0.56530E-07 0.46448E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18680E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91992E-05 0.33136E-06 0.97869E-07 0.10079E-08 0.11148E-12 0.55709E-07 0.45773E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18700E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91992E-05 0.33136E-06 0.97670E-07 0.10010E-08 0.10987E-12 0.54901E-07 0.45108E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18720E-03 0.29136E+04 0.19161E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12751E+00 0.91992E-05 0.33136E-06 0.97475E-07 0.99423E-09 0.10828E-12 0.54104E-07 0.44453E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18740E-03 0.29136E+04 0.19160E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91992E-05 0.33135E-06 0.97282E-07 0.98752E-09 0.10671E-12 0.53319E-07 0.43808E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18760E-03 0.29136E+04 0.19160E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91992E-05 0.33135E-06 0.97092E-07 0.98091E-09 0.10517E-12 0.52545E-07 0.43171E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18780E-03 0.29136E+04 0.19160E-01 0.25117E-01 0.14209E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91992E-05 0.33135E-06 0.96905E-07 0.97440E-09 0.10365E-12 0.51782E-07 0.42545E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18800E-03 0.29136E+04 0.19160E-01 0.25117E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91992E-05 0.33135E-06 0.96720E-07 0.96798E-09 0.10215E-12 0.51030E-07 0.41927E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18820E-03 0.29136E+04 0.19160E-01 0.25117E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91991E-05 0.33135E-06 0.96538E-07 0.96165E-09 0.10067E-12 0.50290E-07 0.41318E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18840E-03 0.29136E+04 0.19160E-01 0.25117E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91991E-05 0.33135E-06 0.96359E-07 0.95542E-09 0.99213E-13 0.49560E-07 0.40718E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18860E-03 0.29137E+04 0.19160E-01 0.25117E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91991E-05 0.33135E-06 0.96182E-07 0.94927E-09 0.97778E-13 0.48840E-07 0.40126E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18880E-03 0.29137E+04 0.19160E-01 0.25117E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91991E-05 0.33135E-06 0.96008E-07 0.94321E-09 0.96364E-13 0.48132E-07 0.39544E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18900E-03 0.29137E+04 0.19160E-01 0.25117E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91991E-05 0.33134E-06 0.95837E-07 0.93725E-09 0.94971E-13 0.47433E-07 0.38969E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18920E-03 0.29137E+04 0.19160E-01 0.25117E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91991E-05 0.33134E-06 0.95668E-07 0.93137E-09 0.93597E-13 0.46744E-07 0.38403E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18940E-03 0.29137E+04 0.19160E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91991E-05 0.33134E-06 0.95501E-07 0.92557E-09 0.92244E-13 0.46066E-07 0.37846E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18960E-03 0.29137E+04 0.19160E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91991E-05 0.33134E-06 0.95337E-07 0.91986E-09 0.90910E-13 0.45397E-07 0.37296E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.18980E-03 0.29137E+04 0.19160E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91991E-05 0.33134E-06 0.95176E-07 0.91423E-09 0.89596E-13 0.44738E-07 0.36754E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19000E-03 0.29137E+04 0.19160E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91990E-05 0.33134E-06 0.95016E-07 0.90868E-09 0.88300E-13 0.44089E-07 0.36221E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19020E-03 0.29137E+04 0.19160E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91990E-05 0.33134E-06 0.94859E-07 0.90322E-09 0.87024E-13 0.43449E-07 0.35695E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19040E-03 0.29137E+04 0.19160E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91990E-05 0.33134E-06 0.94704E-07 0.89783E-09 0.85766E-13 0.42818E-07 0.35176E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19060E-03 0.29137E+04 0.19160E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91990E-05 0.33134E-06 0.94552E-07 0.89252E-09 0.84526E-13 0.42197E-07 0.34665E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19080E-03 0.29137E+04 0.19160E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91990E-05 0.33133E-06 0.94401E-07 0.88729E-09 0.83304E-13 0.41585E-07 0.34162E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19100E-03 0.29137E+04 0.19160E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91990E-05 0.33133E-06 0.94253E-07 0.88213E-09 0.82100E-13 0.40981E-07 0.33666E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19120E-03 0.29137E+04 0.19160E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91990E-05 0.33133E-06 0.94107E-07 0.87705E-09 0.80914E-13 0.40386E-07 0.33177E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19140E-03 0.29137E+04 0.19160E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91990E-05 0.33133E-06 0.93963E-07 0.87205E-09 0.79744E-13 0.39800E-07 0.32695E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19160E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91990E-05 0.33133E-06 0.93821E-07 0.86711E-09 0.78592E-13 0.39222E-07 0.32220E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19180E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91989E-05 0.33133E-06 0.93682E-07 0.86225E-09 0.77456E-13 0.38653E-07 0.31752E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19200E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91989E-05 0.33133E-06 0.93544E-07 0.85746E-09 0.76337E-13 0.38092E-07 0.31291E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19220E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28726E-01 0.30102E-01 0.12752E+00 0.91989E-05 0.33133E-06 0.93408E-07 0.85273E-09 0.75234E-13 0.37539E-07 0.30837E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19240E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91989E-05 0.33133E-06 0.93275E-07 0.84808E-09 0.74148E-13 0.36994E-07 0.30389E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19260E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91989E-05 0.33132E-06 0.93143E-07 0.84349E-09 0.73076E-13 0.36457E-07 0.29948E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19280E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91989E-05 0.33132E-06 0.93013E-07 0.83897E-09 0.72021E-13 0.35928E-07 0.29513E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19300E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91989E-05 0.33132E-06 0.92885E-07 0.83452E-09 0.70981E-13 0.35406E-07 0.29084E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19320E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91989E-05 0.33132E-06 0.92759E-07 0.83013E-09 0.69955E-13 0.34893E-07 0.28662E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19340E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91989E-05 0.33132E-06 0.92634E-07 0.82580E-09 0.68945E-13 0.34386E-07 0.28245E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19360E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91989E-05 0.33132E-06 0.92512E-07 0.82154E-09 0.67950E-13 0.33887E-07 0.27835E-08 0.52028E-01 0.36606E-01 0.66653E+00
 0.19380E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91988E-05 0.33132E-06 0.92391E-07 0.81734E-09 0.66968E-13 0.33395E-07 0.27431E-08 0.52028E-01 0.36607E-01 0.66653E+00
 0.19400E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91988E-05 0.33132E-06 0.92272E-07 0.81320E-09 0.66002E-13 0.32910E-07 0.27033E-08 0.52028E-01 0.36607E-01 0.66653E+00
 0.19420E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91988E-05 0.33131E-06 0.92155E-07 0.80912E-09 0.65049E-13 0.32433E-07 0.26640E-08 0.52028E-01 0.36607E-01 0.66653E+00
 0.19440E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91988E-05 0.33131E-06 0.92040E-07 0.80510E-09 0.64110E-13 0.31962E-07 0.26253E-08 0.52028E-01 0.36607E-01 0.66653E+00
 0.19460E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91988E-05 0.33131E-06 0.91926E-07 0.80113E-09 0.63184E-13 0.31498E-07 0.25872E-08 0.52028E-01 0.36607E-01 0.66653E+00
 0.19480E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91988E-05 0.33131E-06 0.91813E-07 0.79723E-09 0.62272E-13 0.31041E-07 0.25496E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19500E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14208E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91988E-05 0.33131E-06 0.91703E-07 0.79338E-09 0.61373E-13 0.30590E-07 0.25126E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19520E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91988E-05 0.33131E-06 0.91594E-07 0.78959E-09 0.60488E-13 0.30146E-07 0.24761E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19540E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91988E-05 0.33131E-06 0.91487E-07 0.78585E-09 0.59615E-13 0.29709E-07 0.24401E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19560E-03 0.29137E+04 0.19159E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91988E-05 0.33131E-06 0.91381E-07 0.78217E-09 0.58755E-13 0.29277E-07 0.24047E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19580E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30102E-01 0.12752E+00 0.91987E-05 0.33131E-06 0.91276E-07 0.77854E-09 0.57907E-13 0.28852E-07 0.23698E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19600E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91987E-05 0.33130E-06 0.91174E-07 0.77496E-09 0.57072E-13 0.28434E-07 0.23353E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19620E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91987E-05 0.33130E-06 0.91072E-07 0.77143E-09 0.56248E-13 0.28021E-07 0.23014E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19640E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91987E-05 0.33130E-06 0.90973E-07 0.76796E-09 0.55437E-13 0.27614E-07 0.22680E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19660E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91987E-05 0.33130E-06 0.90874E-07 0.76454E-09 0.54637E-13 0.27213E-07 0.22351E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19680E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91987E-05 0.33130E-06 0.90777E-07 0.76116E-09 0.53850E-13 0.26818E-07 0.22026E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19700E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91987E-05 0.33130E-06 0.90682E-07 0.75784E-09 0.53073E-13 0.26429E-07 0.21706E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19720E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91987E-05 0.33130E-06 0.90588E-07 0.75456E-09 0.52308E-13 0.26045E-07 0.21391E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19740E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91987E-05 0.33130E-06 0.90495E-07 0.75133E-09 0.51554E-13 0.25667E-07 0.21080E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19760E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91987E-05 0.33130E-06 0.90404E-07 0.74815E-09 0.50811E-13 0.25295E-07 0.20774E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19780E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91987E-05 0.33129E-06 0.90313E-07 0.74502E-09 0.50078E-13 0.24928E-07 0.20472E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19800E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91986E-05 0.33129E-06 0.90225E-07 0.74193E-09 0.49356E-13 0.24566E-07 0.20175E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19820E-03 0.29137E+04 0.19158E-01 0.25116E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91986E-05 0.33129E-06 0.90137E-07 0.73888E-09 0.48645E-13 0.24209E-07 0.19882E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19840E-03 0.29137E+04 0.19158E-01 0.25115E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91986E-05 0.33129E-06 0.90051E-07 0.73588E-09 0.47944E-13 0.23858E-07 0.19593E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19860E-03 0.29137E+04 0.19158E-01 0.25115E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91986E-05 0.33129E-06 0.89966E-07 0.73292E-09 0.47253E-13 0.23511E-07 0.19309E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19880E-03 0.29137E+04 0.19158E-01 0.25115E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91986E-05 0.33129E-06 0.89882E-07 0.73001E-09 0.46573E-13 0.23170E-07 0.19028E-08 0.52027E-01 0.36607E-01 0.66653E+00
 0.19900E-03 0.29137E+04 0.19158E-01 0.25115E-01 0.14207E-01 0.28725E-01 0.30101E-01 0.12752E+00 0.91986E-05 0.33129E-06 0.89800E-07 0.72713E-09 0.45902E-13 0.22834E-07 0.18752E-08 0.52027E-01 0.36607E-01 0.66653E+00
