 T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        HO2        H2O2       CH2        CH2(S)     CH3        CH4        CO         CO2        HCO        CH2O       CH3O       C2H2       C2H3       C2H4       C2H5       C2H6       N2         AR        
 0.17000E-04 0.19962E+04 0.94139E-03 0.25537E-04 0.16452E-04 0.18833E+00 0.49456E-04 0.17728E-02 0.15639E-03 0.26402E-05 0.13408E-05 0.24555E-06 0.26530E-02 0.90953E-01 0.21932E-03 0.33335E-06 0.26574E-05 0.72251E-03 0.42161E-05 0.15163E-05 0.10101E-06 0.13760E-03 0.64474E-05 0.46851E-04 0.71396E+00 0.00000E+00
 0.17200E-04 0.19962E+04 0.96810E-03 0.26293E-04 0.16792E-04 0.18828E+00 0.50720E-04 0.18282E-02 0.15899E-03 0.26926E-05 0.13961E-05 0.25607E-06 0.26998E-02 0.90852E-01 0.23102E-03 0.35998E-06 0.27824E-05 0.74473E-03 0.43237E-05 0.16179E-05 0.10829E-06 0.14389E-03 0.66827E-05 0.48696E-04 0.71394E+00 0.00000E+00
 0.17400E-04 0.19963E+04 0.99557E-03 0.27073E-04 0.17138E-04 0.18822E+00 0.52016E-04 0.18852E-02 0.16163E-03 0.27460E-05 0.14535E-05 0.26700E-06 0.27472E-02 0.90748E-01 0.24326E-03 0.38854E-06 0.29126E-05 0.76741E-03 0.44336E-05 0.17256E-05 0.11605E-06 0.15041E-03 0.69247E-05 0.50593E-04 0.71391E+00 0.00000E+00
 0.17600E-04 0.19964E+04 0.10238E-02 0.27879E-04 0.17492E-04 0.18816E+00 0.53345E-04 0.19437E-02 0.16430E-03 0.28002E-05 0.15130E-05 0.27836E-06 0.27950E-02 0.90643E-01 0.25607E-03 0.41917E-06 0.30481E-05 0.79054E-03 0.45459E-05 0.18398E-05 0.12432E-06 0.15715E-03 0.71737E-05 0.52542E-04 0.71389E+00 0.00000E+00
 0.17800E-04 0.19965E+04 0.10529E-02 0.28710E-04 0.17853E-04 0.18810E+00 0.54707E-04 0.20038E-02 0.16700E-03 0.28554E-05 0.15747E-05 0.29017E-06 0.28432E-02 0.90536E-01 0.26946E-03 0.45201E-06 0.31892E-05 0.81415E-03 0.46606E-05 0.19607E-05 0.13313E-06 0.16414E-03 0.74297E-05 0.54545E-04 0.71387E+00 0.00000E+00
 0.18000E-04 0.19966E+04 0.10828E-02 0.29569E-04 0.18221E-04 0.18804E+00 0.56104E-04 0.20656E-02 0.16974E-03 0.29116E-05 0.16388E-05 0.30243E-06 0.28920E-02 0.90426E-01 0.28347E-03 0.48720E-06 0.33361E-05 0.83822E-03 0.47778E-05 0.20889E-05 0.14251E-06 0.17137E-03 0.76930E-05 0.56601E-04 0.71384E+00 0.00000E+00
 0.18200E-04 0.19967E+04 0.11135E-02 0.30454E-04 0.18597E-04 0.18798E+00 0.57537E-04 0.21290E-02 0.17252E-03 0.29688E-05 0.17052E-05 0.31518E-06 0.29412E-02 0.90314E-01 0.29811E-03 0.52490E-06 0.34889E-05 0.86277E-03 0.48975E-05 0.22246E-05 0.15251E-06 0.17885E-03 0.79636E-05 0.58712E-04 0.71382E+00 0.00000E+00
 0.18400E-04 0.19968E+04 0.11451E-02 0.31369E-04 0.18980E-04 0.18792E+00 0.59006E-04 0.21942E-02 0.17534E-03 0.30270E-05 0.17740E-05 0.32843E-06 0.29909E-02 0.90199E-01 0.31342E-03 0.56528E-06 0.36480E-05 0.88779E-03 0.50198E-05 0.23684E-05 0.16315E-06 0.18660E-03 0.82418E-05 0.60878E-04 0.71379E+00 0.00000E+00
 0.18600E-04 0.19969E+04 0.11777E-02 0.32313E-04 0.19371E-04 0.18785E+00 0.60513E-04 0.22612E-02 0.17820E-03 0.30863E-05 0.18454E-05 0.34219E-06 0.30410E-02 0.90082E-01 0.32941E-03 0.60851E-06 0.38135E-05 0.91331E-03 0.51447E-05 0.25206E-05 0.17447E-06 0.19461E-03 0.85278E-05 0.63100E-04 0.71377E+00 0.00000E+00
 0.18800E-04 0.19970E+04 0.12111E-02 0.33287E-04 0.19771E-04 0.18779E+00 0.62060E-04 0.23300E-02 0.18109E-03 0.31467E-05 0.19195E-05 0.35649E-06 0.30917E-02 0.89963E-01 0.34613E-03 0.65480E-06 0.39858E-05 0.93931E-03 0.52724E-05 0.26818E-05 0.18653E-06 0.20289E-03 0.88216E-05 0.65379E-04 0.71374E+00 0.00000E+00
 0.19000E-04 0.19971E+04 0.12456E-02 0.34293E-04 0.20178E-04 0.18772E+00 0.63646E-04 0.24007E-02 0.18403E-03 0.32082E-05 0.19963E-05 0.37135E-06 0.31428E-02 0.89841E-01 0.36359E-03 0.70432E-06 0.41649E-05 0.96581E-03 0.54028E-05 0.28524E-05 0.19936E-06 0.21145E-03 0.91235E-05 0.67715E-04 0.71371E+00 0.00000E+00
 0.19200E-04 0.19972E+04 0.12810E-02 0.35331E-04 0.20594E-04 0.18765E+00 0.65273E-04 0.24734E-02 0.18701E-03 0.32708E-05 0.20760E-05 0.38678E-06 0.31945E-02 0.89717E-01 0.38183E-03 0.75732E-06 0.43513E-05 0.99281E-03 0.55361E-05 0.30330E-05 0.21300E-06 0.22030E-03 0.94337E-05 0.70109E-04 0.71369E+00 0.00000E+00
 0.19400E-04 0.19974E+04 0.13175E-02 0.36403E-04 0.21019E-04 0.18757E+00 0.66943E-04 0.25480E-02 0.19004E-03 0.33346E-05 0.21586E-05 0.40282E-06 0.32466E-02 0.89589E-01 0.40088E-03 0.81400E-06 0.45451E-05 0.10203E-02 0.56723E-05 0.32241E-05 0.22752E-06 0.22945E-03 0.97523E-05 0.72561E-04 0.71366E+00 0.00000E+00
 0.19600E-04 0.19975E+04 0.13550E-02 0.37510E-04 0.21453E-04 0.18750E+00 0.68656E-04 0.26248E-02 0.19311E-03 0.33996E-05 0.22443E-05 0.41949E-06 0.32992E-02 0.89459E-01 0.42078E-03 0.87462E-06 0.47467E-05 0.10483E-02 0.58115E-05 0.34264E-05 0.24296E-06 0.23890E-03 0.10079E-04 0.75073E-04 0.71363E+00 0.00000E+00
 0.19800E-04 0.19977E+04 0.13936E-02 0.38652E-04 0.21896E-04 0.18742E+00 0.70414E-04 0.27036E-02 0.19622E-03 0.34658E-05 0.23331E-05 0.43680E-06 0.33523E-02 0.89327E-01 0.44155E-03 0.93943E-06 0.49564E-05 0.10768E-02 0.59537E-05 0.36403E-05 0.25938E-06 0.24866E-03 0.10416E-04 0.77643E-04 0.71360E+00 0.00000E+00
 0.20000E-04 0.19978E+04 0.14333E-02 0.39831E-04 0.22349E-04 0.18734E+00 0.72219E-04 0.27846E-02 0.19939E-03 0.35333E-05 0.24253E-05 0.45479E-06 0.34059E-02 0.89191E-01 0.46323E-03 0.10087E-05 0.51744E-05 0.11059E-02 0.60990E-05 0.38667E-05 0.27683E-06 0.25875E-03 0.10760E-04 0.80273E-04 0.71357E+00 0.00000E+00
 0.20200E-04 0.19980E+04 0.14742E-02 0.41049E-04 0.22811E-04 0.18726E+00 0.74071E-04 0.28679E-02 0.20260E-03 0.36021E-05 0.25208E-05 0.47348E-06 0.34600E-02 0.89052E-01 0.48585E-03 0.10828E-05 0.54010E-05 0.11355E-02 0.62475E-05 0.41062E-05 0.29538E-06 0.26915E-03 0.11115E-04 0.82963E-04 0.71353E+00 0.00000E+00
 0.20400E-04 0.19982E+04 0.15163E-02 0.42305E-04 0.23283E-04 0.18718E+00 0.75971E-04 0.29534E-02 0.20586E-03 0.36722E-05 0.26199E-05 0.49290E-06 0.35146E-02 0.88911E-01 0.50947E-03 0.11619E-05 0.56366E-05 0.11656E-02 0.63993E-05 0.43595E-05 0.31510E-06 0.27990E-03 0.11478E-04 0.85713E-04 0.71350E+00 0.00000E+00
 0.20600E-04 0.19984E+04 0.15597E-02 0.43603E-04 0.23766E-04 0.18709E+00 0.77922E-04 0.30414E-02 0.20916E-03 0.37437E-05 0.27227E-05 0.51307E-06 0.35698E-02 0.88766E-01 0.53411E-03 0.12464E-05 0.58815E-05 0.11962E-02 0.65544E-05 0.46274E-05 0.33605E-06 0.29099E-03 0.11851E-04 0.88524E-04 0.71347E+00 0.00000E+00
 0.20800E-04 0.19986E+04 0.16043E-02 0.44942E-04 0.24259E-04 0.18701E+00 0.79925E-04 0.31317E-02 0.21252E-03 0.38165E-05 0.28293E-05 0.53403E-06 0.36254E-02 0.88618E-01 0.55982E-03 0.13367E-05 0.61361E-05 0.12273E-02 0.67129E-05 0.49107E-05 0.35832E-06 0.30243E-03 0.12234E-04 0.91395E-04 0.71343E+00 0.00000E+00
 0.21000E-04 0.19988E+04 0.16502E-02 0.46325E-04 0.24763E-04 0.18692E+00 0.81982E-04 0.32246E-02 0.21594E-03 0.38908E-05 0.29399E-05 0.55580E-06 0.36815E-02 0.88468E-01 0.58664E-03 0.14331E-05 0.64007E-05 0.12590E-02 0.68749E-05 0.52103E-05 0.38197E-06 0.31424E-03 0.12627E-04 0.94327E-04 0.71340E+00 0.00000E+00
 0.21200E-04 0.19991E+04 0.16974E-02 0.47753E-04 0.25277E-04 0.18682E+00 0.84093E-04 0.33201E-02 0.21940E-03 0.39665E-05 0.30546E-05 0.57842E-06 0.37382E-02 0.88313E-01 0.61461E-03 0.15360E-05 0.66757E-05 0.12913E-02 0.70404E-05 0.55272E-05 0.40710E-06 0.32641E-03 0.13030E-04 0.97320E-04 0.71336E+00 0.00000E+00
 0.21400E-04 0.19993E+04 0.17460E-02 0.49227E-04 0.25803E-04 0.18673E+00 0.86260E-04 0.34183E-02 0.22292E-03 0.40437E-05 0.31735E-05 0.60192E-06 0.37953E-02 0.88156E-01 0.64378E-03 0.16459E-05 0.69615E-05 0.13241E-02 0.72095E-05 0.58622E-05 0.43378E-06 0.33897E-03 0.13443E-04 0.10037E-03 0.71332E+00 0.00000E+00
 0.21600E-04 0.19996E+04 0.17961E-02 0.50749E-04 0.26341E-04 0.18663E+00 0.88486E-04 0.35192E-02 0.22650E-03 0.41223E-05 0.32969E-05 0.62633E-06 0.38530E-02 0.87995E-01 0.67420E-03 0.17633E-05 0.72584E-05 0.13574E-02 0.73824E-05 0.62163E-05 0.46213E-06 0.35191E-03 0.13867E-04 0.10349E-03 0.71328E+00 0.00000E+00
 0.21800E-04 0.19998E+04 0.18476E-02 0.52320E-04 0.26891E-04 0.18653E+00 0.90772E-04 0.36229E-02 0.23013E-03 0.42026E-05 0.34248E-05 0.65169E-06 0.39112E-02 0.87830E-01 0.70591E-03 0.18885E-05 0.75669E-05 0.13913E-02 0.75590E-05 0.65908E-05 0.49222E-06 0.36525E-03 0.14301E-04 0.10666E-03 0.71324E+00 0.00000E+00
 0.22000E-04 0.20001E+04 0.19007E-02 0.53943E-04 0.27453E-04 0.18643E+00 0.93119E-04 0.37295E-02 0.23381E-03 0.42843E-05 0.35575E-05 0.67804E-06 0.39699E-02 0.87662E-01 0.73898E-03 0.20221E-05 0.78874E-05 0.14258E-02 0.77395E-05 0.69867E-05 0.52417E-06 0.37900E-03 0.14747E-04 0.10990E-03 0.71320E+00 0.00000E+00
 0.22200E-04 0.20004E+04 0.19553E-02 0.55618E-04 0.28028E-04 0.18632E+00 0.95530E-04 0.38391E-02 0.23756E-03 0.43677E-05 0.36952E-05 0.70541E-06 0.40291E-02 0.87490E-01 0.77345E-03 0.21646E-05 0.82203E-05 0.14608E-02 0.79239E-05 0.74052E-05 0.55809E-06 0.39317E-03 0.15204E-04 0.11319E-03 0.71316E+00 0.00000E+00
 0.22400E-04 0.20007E+04 0.20116E-02 0.57349E-04 0.28616E-04 0.18621E+00 0.98006E-04 0.39518E-02 0.24136E-03 0.44526E-05 0.38380E-05 0.73384E-06 0.40888E-02 0.87314E-01 0.80937E-03 0.23167E-05 0.85661E-05 0.14964E-02 0.81123E-05 0.78477E-05 0.59410E-06 0.40776E-03 0.15672E-04 0.11654E-03 0.71312E+00 0.00000E+00
 0.22600E-04 0.20010E+04 0.20695E-02 0.59135E-04 0.29217E-04 0.18610E+00 0.10055E-03 0.40677E-02 0.24523E-03 0.45392E-05 0.39861E-05 0.76338E-06 0.41491E-02 0.87135E-01 0.84681E-03 0.24790E-05 0.89253E-05 0.15325E-02 0.83048E-05 0.83154E-05 0.63232E-06 0.42280E-03 0.16151E-04 0.11995E-03 0.71307E+00 0.00000E+00
 0.22800E-04 0.20014E+04 0.21291E-02 0.60981E-04 0.29832E-04 0.18598E+00 0.10316E-03 0.41869E-02 0.24915E-03 0.46275E-05 0.41397E-05 0.79406E-06 0.42098E-02 0.86951E-01 0.88583E-03 0.26520E-05 0.92983E-05 0.15692E-02 0.85014E-05 0.88098E-05 0.67288E-06 0.43827E-03 0.16642E-04 0.12342E-03 0.71303E+00 0.00000E+00
 0.23000E-04 0.20017E+04 0.21905E-02 0.62886E-04 0.30462E-04 0.18586E+00 0.10585E-03 0.43094E-02 0.25314E-03 0.47174E-05 0.42991E-05 0.82594E-06 0.42711E-02 0.86764E-01 0.92648E-03 0.28365E-05 0.96857E-05 0.16065E-02 0.87023E-05 0.93325E-05 0.71592E-06 0.45421E-03 0.17146E-04 0.12694E-03 0.71298E+00 0.00000E+00
 0.23200E-04 0.20021E+04 0.22537E-02 0.64854E-04 0.31105E-04 0.18574E+00 0.10860E-03 0.44354E-02 0.25719E-03 0.48090E-05 0.44644E-05 0.85905E-06 0.43329E-02 0.86572E-01 0.96883E-03 0.30333E-05 0.10088E-04 0.16443E-02 0.89074E-05 0.98849E-05 0.76159E-06 0.47061E-03 0.17661E-04 0.13052E-03 0.71293E+00 0.00000E+00
 0.23400E-04 0.20025E+04 0.23188E-02 0.66887E-04 0.31764E-04 0.18561E+00 0.11144E-03 0.45650E-02 0.26130E-03 0.49024E-05 0.46359E-05 0.89345E-06 0.43952E-02 0.86376E-01 0.10130E-02 0.32431E-05 0.10506E-04 0.16827E-02 0.91170E-05 0.10469E-04 0.81005E-06 0.48749E-03 0.18189E-04 0.13415E-03 0.71288E+00 0.00000E+00
 0.23600E-04 0.20029E+04 0.23858E-02 0.68986E-04 0.32439E-04 0.18548E+00 0.11435E-03 0.46982E-02 0.26548E-03 0.49975E-05 0.48139E-05 0.92918E-06 0.44581E-02 0.86176E-01 0.10589E-02 0.34668E-05 0.10939E-04 0.17217E-02 0.93310E-05 0.11086E-04 0.86145E-06 0.50486E-03 0.18729E-04 0.13784E-03 0.71283E+00 0.00000E+00
 0.23800E-04 0.20033E+04 0.24548E-02 0.71154E-04 0.33129E-04 0.18535E+00 0.11734E-03 0.48352E-02 0.26972E-03 0.50943E-05 0.49985E-05 0.96630E-06 0.45214E-02 0.85971E-01 0.11068E-02 0.37052E-05 0.11389E-04 0.17613E-02 0.95495E-05 0.11739E-04 0.91599E-06 0.52273E-03 0.19282E-04 0.14157E-03 0.71277E+00 0.00000E+00
 0.24000E-04 0.20037E+04 0.25259E-02 0.73394E-04 0.33836E-04 0.18521E+00 0.12041E-03 0.49762E-02 0.27403E-03 0.51930E-05 0.51900E-05 0.10049E-05 0.45853E-02 0.85762E-01 0.11566E-02 0.39593E-05 0.11857E-04 0.18014E-02 0.97726E-05 0.12429E-04 0.97383E-06 0.54110E-03 0.19848E-04 0.14536E-03 0.71272E+00 0.00000E+00
 0.24200E-04 0.20042E+04 0.25990E-02 0.75708E-04 0.34559E-04 0.18507E+00 0.12357E-03 0.51212E-02 0.27841E-03 0.52934E-05 0.53888E-05 0.10449E-05 0.46497E-02 0.85548E-01 0.12086E-02 0.42302E-05 0.12342E-04 0.18421E-02 0.10000E-04 0.13158E-04 0.10352E-05 0.56000E-03 0.20427E-04 0.14919E-03 0.71266E+00 0.00000E+00
 0.24400E-04 0.20047E+04 0.26744E-02 0.78098E-04 0.35301E-04 0.18493E+00 0.12682E-03 0.52703E-02 0.28285E-03 0.53955E-05 0.55950E-05 0.10865E-05 0.47146E-02 0.85329E-01 0.12626E-02 0.45189E-05 0.12845E-04 0.18834E-02 0.10233E-04 0.13928E-04 0.11002E-05 0.57942E-03 0.21019E-04 0.15307E-03 0.71260E+00 0.00000E+00
 0.24600E-04 0.20052E+04 0.27520E-02 0.80567E-04 0.36060E-04 0.18478E+00 0.13016E-03 0.54237E-02 0.28735E-03 0.54995E-05 0.58089E-05 0.11297E-05 0.47800E-02 0.85106E-01 0.13189E-02 0.48265E-05 0.13367E-04 0.19252E-02 0.10470E-04 0.14743E-04 0.11693E-05 0.59939E-03 0.21625E-04 0.15699E-03 0.71255E+00 0.00000E+00
 0.24800E-04 0.20057E+04 0.28319E-02 0.83118E-04 0.36837E-04 0.18463E+00 0.13359E-03 0.55815E-02 0.29193E-03 0.56053E-05 0.60310E-05 0.11746E-05 0.48459E-02 0.84877E-01 0.13775E-02 0.51542E-05 0.13909E-04 0.19676E-02 0.10712E-04 0.15605E-04 0.12424E-05 0.61991E-03 0.22244E-04 0.16095E-03 0.71248E+00 0.00000E+00
 0.25000E-04 0.20062E+04 0.29142E-02 0.85754E-04 0.37634E-04 0.18447E+00 0.13711E-03 0.57439E-02 0.29658E-03 0.57128E-05 0.62614E-05 0.12213E-05 0.49123E-02 0.84644E-01 0.14385E-02 0.55034E-05 0.14472E-04 0.20105E-02 0.10959E-04 0.16515E-04 0.13200E-05 0.64099E-03 0.22877E-04 0.16495E-03 0.71242E+00 0.00000E+00
 0.25200E-04 0.20068E+04 0.29989E-02 0.88478E-04 0.38450E-04 0.18431E+00 0.14074E-03 0.59109E-02 0.30129E-03 0.58222E-05 0.65005E-05 0.12697E-05 0.49792E-02 0.84405E-01 0.15020E-02 0.58754E-05 0.15055E-04 0.20540E-02 0.11211E-04 0.17478E-04 0.14023E-05 0.66264E-03 0.23524E-04 0.16898E-03 0.71235E+00 0.00000E+00
 0.25400E-04 0.20074E+04 0.30862E-02 0.91292E-04 0.39286E-04 0.18414E+00 0.14446E-03 0.60828E-02 0.30607E-03 0.59333E-05 0.67486E-05 0.13201E-05 0.50467E-02 0.84161E-01 0.15681E-02 0.62718E-05 0.15660E-04 0.20981E-02 0.11468E-04 0.18496E-04 0.14895E-05 0.68488E-03 0.24185E-04 0.17304E-03 0.71229E+00 0.00000E+00
 0.25600E-04 0.20080E+04 0.31761E-02 0.94200E-04 0.40144E-04 0.18397E+00 0.14830E-03 0.62596E-02 0.31092E-03 0.60462E-05 0.70062E-05 0.13723E-05 0.51146E-02 0.83911E-01 0.16369E-02 0.66939E-05 0.16288E-04 0.21427E-02 0.11730E-04 0.19572E-04 0.15819E-05 0.70771E-03 0.24860E-04 0.17713E-03 0.71222E+00 0.00000E+00
 0.25800E-04 0.20087E+04 0.32686E-02 0.97206E-04 0.41023E-04 0.18379E+00 0.15224E-03 0.64415E-02 0.31584E-03 0.61608E-05 0.72735E-05 0.14266E-05 0.51830E-02 0.83655E-01 0.17085E-02 0.71436E-05 0.16939E-04 0.21879E-02 0.11997E-04 0.20710E-04 0.16799E-05 0.73114E-03 0.25550E-04 0.18125E-03 0.71215E+00 0.00000E+00
 0.26000E-04 0.20093E+04 0.33639E-02 0.10031E-03 0.41924E-04 0.18361E+00 0.15629E-03 0.66287E-02 0.32083E-03 0.62771E-05 0.75509E-05 0.14831E-05 0.52519E-02 0.83394E-01 0.17830E-02 0.76225E-05 0.17614E-04 0.22336E-02 0.12269E-04 0.21913E-04 0.17838E-05 0.75520E-03 0.26254E-04 0.18538E-03 0.71207E+00 0.00000E+00
 0.26200E-04 0.20100E+04 0.34621E-02 0.10352E-03 0.42849E-04 0.18342E+00 0.16045E-03 0.68214E-02 0.32589E-03 0.63951E-05 0.78390E-05 0.15416E-05 0.53214E-02 0.83127E-01 0.18605E-02 0.81326E-05 0.18314E-04 0.22798E-02 0.12546E-04 0.23185E-04 0.18939E-05 0.77987E-03 0.26973E-04 0.18953E-03 0.71200E+00 0.00000E+00
 0.26400E-04 0.20108E+04 0.35632E-02 0.10684E-03 0.43797E-04 0.18323E+00 0.16474E-03 0.70197E-02 0.33101E-03 0.65147E-05 0.81380E-05 0.16025E-05 0.53913E-02 0.82854E-01 0.19411E-02 0.86758E-05 0.19040E-04 0.23265E-02 0.12828E-04 0.24530E-04 0.20107E-05 0.80519E-03 0.27707E-04 0.19370E-03 0.71192E+00 0.00000E+00
 0.26600E-04 0.20115E+04 0.36674E-02 0.11028E-03 0.44770E-04 0.18303E+00 0.16914E-03 0.72237E-02 0.33620E-03 0.66360E-05 0.84484E-05 0.16657E-05 0.54616E-02 0.82575E-01 0.20250E-02 0.92543E-05 0.19793E-04 0.23738E-02 0.13116E-04 0.25953E-04 0.21343E-05 0.83115E-03 0.28455E-04 0.19787E-03 0.71184E+00 0.00000E+00
 0.26800E-04 0.20123E+04 0.37746E-02 0.11382E-03 0.45768E-04 0.18283E+00 0.17368E-03 0.74337E-02 0.34147E-03 0.67587E-05 0.87707E-05 0.17314E-05 0.55325E-02 0.82290E-01 0.21123E-02 0.98702E-05 0.20573E-04 0.24215E-02 0.13408E-04 0.27458E-04 0.22654E-05 0.85776E-03 0.29218E-04 0.20204E-03 0.71175E+00 0.00000E+00
 0.27000E-04 0.20131E+04 0.38851E-02 0.11749E-03 0.46793E-04 0.18262E+00 0.17834E-03 0.76498E-02 0.34679E-03 0.68830E-05 0.91054E-05 0.17997E-05 0.56038E-02 0.81998E-01 0.22031E-02 0.10526E-04 0.21381E-04 0.24697E-02 0.13706E-04 0.29049E-04 0.24044E-05 0.88504E-03 0.29996E-04 0.20620E-03 0.71167E+00 0.00000E+00
 0.27200E-04 0.20140E+04 0.39988E-02 0.12129E-03 0.47845E-04 0.18240E+00 0.18313E-03 0.78723E-02 0.35219E-03 0.70087E-05 0.94529E-05 0.18705E-05 0.56756E-02 0.81700E-01 0.22975E-02 0.11224E-04 0.22219E-04 0.25184E-02 0.14009E-04 0.30732E-04 0.25516E-05 0.91300E-03 0.30789E-04 0.21036E-03 0.71158E+00 0.00000E+00
 0.27400E-04 0.20149E+04 0.41160E-02 0.12521E-03 0.48925E-04 0.18218E+00 0.18807E-03 0.81013E-02 0.35765E-03 0.71357E-05 0.98138E-05 0.19442E-05 0.57479E-02 0.81394E-01 0.23957E-02 0.11968E-04 0.23088E-04 0.25676E-02 0.14317E-04 0.32513E-04 0.27076E-05 0.94164E-03 0.31597E-04 0.21450E-03 0.71149E+00 0.00000E+00
 0.27600E-04 0.20158E+04 0.42367E-02 0.12927E-03 0.50034E-04 0.18195E+00 0.19314E-03 0.83370E-02 0.36317E-03 0.72639E-05 0.10189E-04 0.20207E-05 0.58206E-02 0.81082E-01 0.24978E-02 0.12759E-04 0.23987E-04 0.26172E-02 0.14630E-04 0.34396E-04 0.28729E-05 0.97097E-03 0.32420E-04 0.21862E-03 0.71139E+00 0.00000E+00
 0.27800E-04 0.20168E+04 0.43610E-02 0.13347E-03 0.51174E-04 0.18171E+00 0.19837E-03 0.85797E-02 0.36876E-03 0.73933E-05 0.10578E-04 0.21002E-05 0.58938E-02 0.80763E-01 0.26040E-02 0.13602E-04 0.24919E-04 0.26673E-02 0.14948E-04 0.36389E-04 0.30480E-05 0.10010E-02 0.33258E-04 0.22271E-03 0.71130E+00 0.00000E+00
 0.28000E-04 0.20178E+04 0.44890E-02 0.13781E-03 0.52345E-04 0.18147E+00 0.20374E-03 0.88295E-02 0.37440E-03 0.75238E-05 0.10983E-04 0.21827E-05 0.59675E-02 0.80437E-01 0.27144E-02 0.14499E-04 0.25885E-04 0.27177E-02 0.15271E-04 0.38498E-04 0.32336E-05 0.10317E-02 0.34110E-04 0.22676E-03 0.71119E+00 0.00000E+00
 0.28200E-04 0.20188E+04 0.46208E-02 0.14230E-03 0.53549E-04 0.18122E+00 0.20928E-03 0.90866E-02 0.38011E-03 0.76551E-05 0.11403E-04 0.22685E-05 0.60416E-02 0.80103E-01 0.28293E-02 0.15454E-04 0.26884E-04 0.27685E-02 0.15599E-04 0.40729E-04 0.34302E-05 0.10632E-02 0.34978E-04 0.23078E-03 0.71109E+00 0.00000E+00
 0.28400E-04 0.20199E+04 0.47566E-02 0.14695E-03 0.54786E-04 0.18096E+00 0.21497E-03 0.93514E-02 0.38587E-03 0.77873E-05 0.11839E-04 0.23576E-05 0.61161E-02 0.79761E-01 0.29486E-02 0.16470E-04 0.27920E-04 0.28197E-02 0.15931E-04 0.43089E-04 0.36385E-05 0.10954E-02 0.35860E-04 0.23474E-03 0.71098E+00 0.00000E+00
