  T(SEC)      TMP(K)       H          H2         O          O2         OH         H2O        HO2        H2O2       HCO        CH2O       CH3O       CH3        CH4        CO         CO2        N2        
 0.00000E+00 0.20000E+04 0.00000E+00 0.00000E+00 0.00000E+00 0.19011E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.95057E-01 0.00000E+00 0.00000E+00 0.71483E+00
 0.20000E-06 0.20000E+04 0.13434E-05 0.21679E-05 0.65748E-06 0.19011E+00 0.47346E-06 0.17648E-06 0.69054E-08 0.12187E-14 0.43208E-15 0.14566E-09 0.75902E-08 0.65047E-05 0.95050E-01 0.35495E-15 0.91901E-23 0.71483E+00
 0.40000E-06 0.19999E+04 0.14147E-05 0.53114E-05 0.16255E-05 0.19011E+00 0.83748E-06 0.75500E-06 0.16668E-07 0.71260E-14 0.89073E-14 0.15656E-08 0.33721E-07 0.14365E-04 0.95042E-01 0.16113E-13 0.16755E-20 0.71482E+00
 0.60000E-06 0.19999E+04 0.14192E-05 0.85066E-05 0.26273E-05 0.19011E+00 0.10013E-05 0.15494E-05 0.26287E-07 0.13475E-13 0.43065E-13 0.59829E-08 0.79527E-07 0.22467E-04 0.95033E-01 0.12506E-12 0.25497E-19 0.71482E+00
 0.80000E-06 0.19998E+04 0.14207E-05 0.11706E-04 0.36474E-05 0.19011E+00 0.10721E-05 0.24384E-05 0.35619E-07 0.17999E-13 0.12167E-12 0.15194E-07 0.14495E-06 0.30642E-04 0.95025E-01 0.49332E-12 0.15269E-18 0.71482E+00
 0.10000E-05 0.19998E+04 0.14227E-05 0.14908E-04 0.46843E-05 0.19011E+00 0.11031E-05 0.33684E-05 0.44670E-07 0.21119E-13 0.26259E-12 0.31025E-07 0.22967E-06 0.38832E-04 0.95016E-01 0.13733E-11 0.57035E-18 0.71481E+00
 0.12000E-05 0.19997E+04 0.14254E-05 0.18115E-04 0.57368E-05 0.19010E+00 0.11175E-05 0.43165E-05 0.53455E-07 0.23593E-13 0.48375E-12 0.55317E-07 0.33330E-06 0.47015E-04 0.95007E-01 0.31017E-11 0.16121E-17 0.71481E+00
 0.14000E-05 0.19997E+04 0.14287E-05 0.21327E-04 0.68037E-05 0.19010E+00 0.11252E-05 0.52736E-05 0.61989E-07 0.25903E-13 0.80363E-12 0.89925E-07 0.45539E-06 0.55182E-04 0.94999E-01 0.61007E-11 0.37995E-17 0.71481E+00
 0.16000E-05 0.19996E+04 0.14327E-05 0.24546E-04 0.78839E-05 0.19010E+00 0.11303E-05 0.62358E-05 0.70285E-07 0.28285E-13 0.12415E-11 0.13671E-06 0.59549E-06 0.63328E-04 0.94990E-01 0.10882E-10 0.78872E-17 0.71481E+00
 0.18000E-05 0.19996E+04 0.14373E-05 0.27773E-04 0.89763E-05 0.19010E+00 0.11347E-05 0.72019E-05 0.78358E-07 0.30842E-13 0.18173E-11 0.19755E-06 0.75317E-06 0.71452E-04 0.94981E-01 0.18049E-10 0.14912E-16 0.71480E+00
 0.20000E-05 0.19996E+04 0.14426E-05 0.31010E-04 0.10080E-04 0.19010E+00 0.11391E-05 0.81715E-05 0.86219E-07 0.33611E-13 0.25517E-11 0.27430E-06 0.92798E-06 0.79555E-04 0.94972E-01 0.28302E-10 0.26246E-16 0.71480E+00
 0.22000E-05 0.19995E+04 0.14486E-05 0.34259E-04 0.11192E-04 0.19009E+00 0.11438E-05 0.91448E-05 0.93883E-07 0.36602E-13 0.34663E-11 0.36885E-06 0.11195E-05 0.87636E-04 0.94964E-01 0.42440E-10 0.43654E-16 0.71480E+00
 0.24000E-05 0.19995E+04 0.14553E-05 0.37520E-04 0.12314E-04 0.19009E+00 0.11490E-05 0.10122E-04 0.10136E-06 0.39811E-13 0.45832E-11 0.48306E-06 0.13272E-05 0.95696E-04 0.94955E-01 0.61364E-10 0.69353E-16 0.71479E+00
 0.26000E-05 0.19994E+04 0.14626E-05 0.40795E-04 0.13443E-04 0.19009E+00 0.11547E-05 0.11104E-04 0.10866E-06 0.43232E-13 0.59253E-11 0.61879E-06 0.15509E-05 0.10373E-03 0.94946E-01 0.86084E-10 0.10608E-15 0.71479E+00
 0.28000E-05 0.19994E+04 0.14706E-05 0.44085E-04 0.14577E-04 0.19009E+00 0.11610E-05 0.12091E-04 0.11580E-06 0.46857E-13 0.75166E-11 0.77789E-06 0.17899E-05 0.11175E-03 0.94937E-01 0.11772E-09 0.15716E-15 0.71479E+00
 0.30000E-05 0.19993E+04 0.14792E-05 0.47392E-04 0.15717E-04 0.19009E+00 0.11678E-05 0.13084E-04 0.12279E-06 0.50681E-13 0.93821E-11 0.96221E-06 0.20439E-05 0.11975E-03 0.94928E-01 0.15750E-09 0.22658E-15 0.71478E+00
 0.32000E-05 0.19993E+04 0.14885E-05 0.50717E-04 0.16860E-04 0.19008E+00 0.11753E-05 0.14082E-04 0.12964E-06 0.54697E-13 0.11547E-10 0.11736E-05 0.23126E-05 0.12773E-03 0.94919E-01 0.20678E-09 0.31910E-15 0.71478E+00
 0.34000E-05 0.19993E+04 0.14985E-05 0.54062E-04 0.18005E-04 0.19008E+00 0.11833E-05 0.15087E-04 0.13635E-06 0.58898E-13 0.14039E-10 0.14138E-05 0.25955E-05 0.13569E-03 0.94911E-01 0.26704E-09 0.44030E-15 0.71478E+00
 0.36000E-05 0.19992E+04 0.15091E-05 0.57428E-04 0.19152E-04 0.19008E+00 0.11919E-05 0.16098E-04 0.14294E-06 0.63281E-13 0.16886E-10 0.16846E-05 0.28922E-05 0.14363E-03 0.94902E-01 0.33988E-09 0.59670E-15 0.71478E+00
 0.38000E-05 0.19992E+04 0.15203E-05 0.60816E-04 0.20298E-04 0.19008E+00 0.12010E-05 0.17117E-04 0.14942E-06 0.67843E-13 0.20116E-10 0.19879E-05 0.32023E-05 0.15156E-03 0.94893E-01 0.42704E-09 0.79589E-15 0.71477E+00
 0.40000E-05 0.19991E+04 0.15322E-05 0.64227E-04 0.21444E-04 0.19007E+00 0.12107E-05 0.18144E-04 0.15580E-06 0.72582E-13 0.23760E-10 0.23252E-05 0.35256E-05 0.15946E-03 0.94884E-01 0.53040E-09 0.10466E-14 0.71477E+00
 0.42000E-05 0.19991E+04 0.15446E-05 0.67664E-04 0.22586E-04 0.19007E+00 0.12210E-05 0.19180E-04 0.16208E-06 0.77495E-13 0.27848E-10 0.26984E-05 0.38615E-05 0.16735E-03 0.94875E-01 0.65198E-09 0.13589E-14 0.71477E+00
 0.44000E-05 0.19990E+04 0.15577E-05 0.71126E-04 0.23725E-04 0.19007E+00 0.12318E-05 0.20224E-04 0.16828E-06 0.82583E-13 0.32415E-10 0.31092E-05 0.42098E-05 0.17523E-03 0.94866E-01 0.79396E-09 0.17441E-14 0.71476E+00
 0.46000E-05 0.19990E+04 0.15714E-05 0.74616E-04 0.24860E-04 0.19007E+00 0.12432E-05 0.21277E-04 0.17439E-06 0.87844E-13 0.37492E-10 0.35590E-05 0.45700E-05 0.18308E-03 0.94857E-01 0.95865E-09 0.22154E-14 0.71476E+00
 0.48000E-05 0.19990E+04 0.15857E-05 0.78134E-04 0.25988E-04 0.19007E+00 0.12551E-05 0.22340E-04 0.18043E-06 0.93280E-13 0.43115E-10 0.40497E-05 0.49420E-05 0.19092E-03 0.94848E-01 0.11485E-08 0.27875E-14 0.71476E+00
 0.50000E-05 0.19989E+04 0.16006E-05 0.81683E-04 0.27110E-04 0.19006E+00 0.12675E-05 0.23413E-04 0.18641E-06 0.98893E-13 0.49319E-10 0.45826E-05 0.53252E-05 0.19875E-03 0.94838E-01 0.13663E-08 0.34769E-14 0.71475E+00
 0.52000E-05 0.19989E+04 0.16160E-05 0.85262E-04 0.28223E-04 0.19006E+00 0.12804E-05 0.24497E-04 0.19233E-06 0.10468E-12 0.56141E-10 0.51594E-05 0.57194E-05 0.20656E-03 0.94829E-01 0.16148E-08 0.43025E-14 0.71475E+00
 0.54000E-05 0.19988E+04 0.16319E-05 0.88873E-04 0.29327E-04 0.19006E+00 0.12938E-05 0.25592E-04 0.19820E-06 0.11065E-12 0.63621E-10 0.57815E-05 0.61242E-05 0.21436E-03 0.94820E-01 0.18969E-08 0.52853E-14 0.71475E+00
 0.56000E-05 0.19988E+04 0.16484E-05 0.92517E-04 0.30422E-04 0.19006E+00 0.13077E-05 0.26698E-04 0.20403E-06 0.11680E-12 0.71795E-10 0.64504E-05 0.65394E-05 0.22214E-03 0.94811E-01 0.22159E-08 0.64486E-14 0.71475E+00
 0.58000E-05 0.19988E+04 0.16654E-05 0.96196E-04 0.31505E-04 0.19005E+00 0.13221E-05 0.27816E-04 0.20982E-06 0.12314E-12 0.80706E-10 0.71674E-05 0.69646E-05 0.22991E-03 0.94801E-01 0.25751E-08 0.78186E-14 0.71474E+00
 0.60000E-05 0.19987E+04 0.16830E-05 0.99910E-04 0.32576E-04 0.19005E+00 0.13369E-05 0.28946E-04 0.21557E-06 0.12967E-12 0.90394E-10 0.79339E-05 0.73995E-05 0.23767E-03 0.94792E-01 0.29781E-08 0.94243E-14 0.71474E+00
 0.62000E-05 0.19987E+04 0.17010E-05 0.10366E-03 0.33634E-04 0.19005E+00 0.13522E-05 0.30089E-04 0.22129E-06 0.13639E-12 0.10090E-09 0.87511E-05 0.78439E-05 0.24541E-03 0.94783E-01 0.34287E-08 0.11298E-13 0.71474E+00
 0.64000E-05 0.19986E+04 0.17194E-05 0.10745E-03 0.34678E-04 0.19005E+00 0.13680E-05 0.31245E-04 0.22699E-06 0.14330E-12 0.11227E-09 0.96204E-05 0.82973E-05 0.25314E-03 0.94773E-01 0.39307E-08 0.13475E-13 0.71473E+00
 0.66000E-05 0.19986E+04 0.17383E-05 0.11127E-03 0.35707E-04 0.19004E+00 0.13841E-05 0.32414E-04 0.23267E-06 0.15042E-12 0.12454E-09 0.10543E-04 0.87597E-05 0.26086E-03 0.94764E-01 0.44884E-08 0.15995E-13 0.71473E+00
 0.68000E-05 0.19986E+04 0.17577E-05 0.11514E-03 0.36721E-04 0.19004E+00 0.14007E-05 0.33597E-04 0.23834E-06 0.15774E-12 0.13776E-09 0.11520E-04 0.92306E-05 0.26857E-03 0.94754E-01 0.51061E-08 0.18902E-13 0.71473E+00
 0.70000E-05 0.19985E+04 0.17774E-05 0.11904E-03 0.37719E-04 0.19004E+00 0.14177E-05 0.34794E-04 0.24400E-06 0.16527E-12 0.15198E-09 0.12552E-04 0.97098E-05 0.27627E-03 0.94745E-01 0.57883E-08 0.22242E-13 0.71472E+00
 0.72000E-05 0.19985E+04 0.17976E-05 0.12299E-03 0.38700E-04 0.19004E+00 0.14350E-05 0.36005E-04 0.24965E-06 0.17302E-12 0.16724E-09 0.13641E-04 0.10197E-04 0.28396E-03 0.94735E-01 0.65399E-08 0.26068E-13 0.71472E+00
 0.74000E-05 0.19984E+04 0.18181E-05 0.12697E-03 0.39663E-04 0.19003E+00 0.14527E-05 0.37231E-04 0.25529E-06 0.18098E-12 0.18358E-09 0.14787E-04 0.10692E-04 0.29164E-03 0.94725E-01 0.73659E-08 0.30437E-13 0.71472E+00
 0.76000E-05 0.19984E+04 0.18390E-05 0.13100E-03 0.40607E-04 0.19003E+00 0.14708E-05 0.38472E-04 0.26094E-06 0.18917E-12 0.20105E-09 0.15991E-04 0.11195E-04 0.29930E-03 0.94715E-01 0.82714E-08 0.35411E-13 0.71471E+00
 0.78000E-05 0.19984E+04 0.18603E-05 0.13507E-03 0.41533E-04 0.19003E+00 0.14892E-05 0.39728E-04 0.26659E-06 0.19759E-12 0.21970E-09 0.17255E-04 0.11705E-04 0.30696E-03 0.94706E-01 0.92618E-08 0.41057E-13 0.71471E+00
 0.80000E-05 0.19983E+04 0.18818E-05 0.13918E-03 0.42439E-04 0.19002E+00 0.15079E-05 0.41000E-04 0.27224E-06 0.20624E-12 0.23958E-09 0.18578E-04 0.12222E-04 0.31461E-03 0.94696E-01 0.10343E-07 0.47450E-13 0.71471E+00
 0.82000E-05 0.19983E+04 0.19037E-05 0.14334E-03 0.43325E-04 0.19002E+00 0.15269E-05 0.42287E-04 0.27791E-06 0.21513E-12 0.26072E-09 0.19962E-04 0.12746E-04 0.32225E-03 0.94686E-01 0.11520E-07 0.54670E-13 0.71471E+00
 0.84000E-05 0.19982E+04 0.19258E-05 0.14754E-03 0.44191E-04 0.19002E+00 0.15462E-05 0.43591E-04 0.28358E-06 0.22427E-12 0.28318E-09 0.21408E-04 0.13276E-04 0.32988E-03 0.94676E-01 0.12801E-07 0.62802E-13 0.71470E+00
 0.86000E-05 0.19982E+04 0.19482E-05 0.15179E-03 0.45036E-04 0.19002E+00 0.15658E-05 0.44911E-04 0.28927E-06 0.23365E-12 0.30700E-09 0.22916E-04 0.13813E-04 0.33751E-03 0.94666E-01 0.14189E-07 0.71942E-13 0.71470E+00
 0.88000E-05 0.19982E+04 0.19709E-05 0.15608E-03 0.45859E-04 0.19001E+00 0.15856E-05 0.46247E-04 0.29498E-06 0.24329E-12 0.33224E-09 0.24486E-04 0.14356E-04 0.34512E-03 0.94655E-01 0.15694E-07 0.82190E-13 0.71470E+00
 0.90000E-05 0.19981E+04 0.19938E-05 0.16042E-03 0.46660E-04 0.19001E+00 0.16056E-05 0.47600E-04 0.30070E-06 0.25319E-12 0.35892E-09 0.26120E-04 0.14905E-04 0.35273E-03 0.94645E-01 0.17320E-07 0.93654E-13 0.71469E+00
 0.92000E-05 0.19981E+04 0.20169E-05 0.16481E-03 0.47440E-04 0.19001E+00 0.16259E-05 0.48970E-04 0.30644E-06 0.26336E-12 0.38710E-09 0.27817E-04 0.15460E-04 0.36033E-03 0.94635E-01 0.19075E-07 0.10645E-12 0.71469E+00
 0.94000E-05 0.19981E+04 0.20401E-05 0.16924E-03 0.48197E-04 0.19000E+00 0.16464E-05 0.50357E-04 0.31219E-06 0.27379E-12 0.41683E-09 0.29578E-04 0.16021E-04 0.36793E-03 0.94625E-01 0.20966E-07 0.12071E-12 0.71469E+00
 0.96000E-05 0.19980E+04 0.20636E-05 0.17371E-03 0.48932E-04 0.19000E+00 0.16671E-05 0.51761E-04 0.31797E-06 0.28450E-12 0.44814E-09 0.31403E-04 0.16587E-04 0.37551E-03 0.94614E-01 0.23001E-07 0.13657E-12 0.71468E+00
 0.98000E-05 0.19980E+04 0.20872E-05 0.17824E-03 0.49644E-04 0.19000E+00 0.16879E-05 0.53183E-04 0.32377E-06 0.29548E-12 0.48108E-09 0.33293E-04 0.17159E-04 0.38309E-03 0.94604E-01 0.25187E-07 0.15416E-12 0.71468E+00
 0.10000E-04 0.19980E+04 0.21109E-05 0.18281E-03 0.50333E-04 0.18999E+00 0.17089E-05 0.54622E-04 0.32960E-06 0.30675E-12 0.51568E-09 0.35248E-04 0.17736E-04 0.39067E-03 0.94593E-01 0.27531E-07 0.17365E-12 0.71468E+00
 0.10200E-04 0.19979E+04 0.21348E-05 0.18743E-03 0.50999E-04 0.18999E+00 0.17300E-05 0.56079E-04 0.33545E-06 0.31831E-12 0.55200E-09 0.37268E-04 0.18317E-04 0.39824E-03 0.94583E-01 0.30042E-07 0.19520E-12 0.71467E+00
 0.10400E-04 0.19979E+04 0.21588E-05 0.19209E-03 0.51643E-04 0.18999E+00 0.17513E-05 0.57553E-04 0.34132E-06 0.33015E-12 0.59007E-09 0.39353E-04 0.18904E-04 0.40580E-03 0.94572E-01 0.32728E-07 0.21898E-12 0.71467E+00
 0.10600E-04 0.19978E+04 0.21828E-05 0.19681E-03 0.52263E-04 0.18998E+00 0.17727E-05 0.59046E-04 0.34721E-06 0.34230E-12 0.62993E-09 0.41504E-04 0.19495E-04 0.41336E-03 0.94561E-01 0.35597E-07 0.24518E-12 0.71467E+00
 0.10800E-04 0.19978E+04 0.22070E-05 0.20157E-03 0.52860E-04 0.18998E+00 0.17941E-05 0.60556E-04 0.35313E-06 0.35474E-12 0.67161E-09 0.43720E-04 0.20091E-04 0.42092E-03 0.94550E-01 0.38657E-07 0.27401E-12 0.71466E+00
 0.11000E-04 0.19978E+04 0.22311E-05 0.20638E-03 0.53434E-04 0.18998E+00 0.18157E-05 0.62084E-04 0.35908E-06 0.36749E-12 0.71515E-09 0.46001E-04 0.20691E-04 0.42847E-03 0.94540E-01 0.41917E-07 0.30566E-12 0.71466E+00
 0.11200E-04 0.19977E+04 0.22554E-05 0.21123E-03 0.53986E-04 0.18997E+00 0.18373E-05 0.63631E-04 0.36505E-06 0.38054E-12 0.76059E-09 0.48348E-04 0.21296E-04 0.43601E-03 0.94529E-01 0.45386E-07 0.34038E-12 0.71466E+00
 0.11400E-04 0.19977E+04 0.22796E-05 0.21614E-03 0.54514E-04 0.18997E+00 0.18590E-05 0.65195E-04 0.37105E-06 0.39390E-12 0.80795E-09 0.50760E-04 0.21905E-04 0.44355E-03 0.94518E-01 0.49073E-07 0.37838E-12 0.71466E+00
 0.11600E-04 0.19977E+04 0.23039E-05 0.22109E-03 0.55020E-04 0.18997E+00 0.18807E-05 0.66778E-04 0.37707E-06 0.40758E-12 0.85728E-09 0.53238E-04 0.22517E-04 0.45109E-03 0.94507E-01 0.52987E-07 0.41992E-12 0.71465E+00
 0.11800E-04 0.19977E+04 0.23281E-05 0.22609E-03 0.55503E-04 0.18996E+00 0.19025E-05 0.68379E-04 0.38311E-06 0.42158E-12 0.90860E-09 0.55780E-04 0.23134E-04 0.45862E-03 0.94496E-01 0.57137E-07 0.46526E-12 0.71465E+00
 0.12000E-04 0.19976E+04 0.23524E-05 0.23113E-03 0.55964E-04 0.18996E+00 0.19242E-05 0.69998E-04 0.38918E-06 0.43590E-12 0.96194E-09 0.58387E-04 0.23755E-04 0.46614E-03 0.94484E-01 0.61533E-07 0.51469E-12 0.71465E+00
 0.12200E-04 0.19976E+04 0.23766E-05 0.23622E-03 0.56404E-04 0.18996E+00 0.19460E-05 0.71636E-04 0.39528E-06 0.45054E-12 0.10173E-08 0.61059E-04 0.24379E-04 0.47367E-03 0.94473E-01 0.66184E-07 0.56849E-12 0.71464E+00
 0.12400E-04 0.19976E+04 0.24008E-05 0.24136E-03 0.56821E-04 0.18995E+00 0.19678E-05 0.73291E-04 0.40139E-06 0.46551E-12 0.10748E-08 0.63796E-04 0.25007E-04 0.48119E-03 0.94462E-01 0.71099E-07 0.62697E-12 0.71464E+00
 0.12600E-04 0.19975E+04 0.24250E-05 0.24655E-03 0.57217E-04 0.18995E+00 0.19895E-05 0.74965E-04 0.40753E-06 0.48080E-12 0.11343E-08 0.66596E-04 0.25639E-04 0.48871E-03 0.94450E-01 0.76289E-07 0.69046E-12 0.71464E+00
 0.12800E-04 0.19975E+04 0.24491E-05 0.25178E-03 0.57591E-04 0.18995E+00 0.20112E-05 0.76657E-04 0.41370E-06 0.49643E-12 0.11960E-08 0.69460E-04 0.26274E-04 0.49622E-03 0.94439E-01 0.81764E-07 0.75928E-12 0.71463E+00
 0.13000E-04 0.19975E+04 0.24731E-05 0.25706E-03 0.57945E-04 0.18994E+00 0.20329E-05 0.78367E-04 0.41988E-06 0.51239E-12 0.12598E-08 0.72388E-04 0.26912E-04 0.50373E-03 0.94427E-01 0.87533E-07 0.83381E-12 0.71463E+00
 0.13200E-04 0.19974E+04 0.24970E-05 0.26238E-03 0.58279E-04 0.18994E+00 0.20545E-05 0.80096E-04 0.42609E-06 0.52869E-12 0.13258E-08 0.75378E-04 0.27554E-04 0.51124E-03 0.94416E-01 0.93606E-07 0.91440E-12 0.71463E+00
 0.13400E-04 0.19974E+04 0.25209E-05 0.26775E-03 0.58592E-04 0.18993E+00 0.20761E-05 0.81842E-04 0.43231E-06 0.54532E-12 0.13940E-08 0.78432E-04 0.28199E-04 0.51874E-03 0.94404E-01 0.99993E-07 0.10014E-11 0.71462E+00
 0.13600E-04 0.19974E+04 0.25447E-05 0.27316E-03 0.58886E-04 0.18993E+00 0.20977E-05 0.83607E-04 0.43856E-06 0.56229E-12 0.14643E-08 0.81547E-04 0.28847E-04 0.52625E-03 0.94392E-01 0.10671E-06 0.10953E-11 0.71462E+00
 0.13800E-04 0.19973E+04 0.25683E-05 0.27862E-03 0.59160E-04 0.18993E+00 0.21191E-05 0.85389E-04 0.44482E-06 0.57960E-12 0.15369E-08 0.84724E-04 0.29498E-04 0.53375E-03 0.94381E-01 0.11375E-06 0.11965E-11 0.71462E+00
 0.14000E-04 0.19973E+04 0.25919E-05 0.28412E-03 0.59415E-04 0.18992E+00 0.21405E-05 0.87190E-04 0.45110E-06 0.59726E-12 0.16117E-08 0.87963E-04 0.30152E-04 0.54124E-03 0.94369E-01 0.12115E-06 0.13054E-11 0.71461E+00
 0.14200E-04 0.19973E+04 0.26154E-05 0.28967E-03 0.59652E-04 0.18992E+00 0.21618E-05 0.89008E-04 0.45740E-06 0.61526E-12 0.16887E-08 0.91262E-04 0.30809E-04 0.54874E-03 0.94357E-01 0.12889E-06 0.14225E-11 0.71461E+00
 0.14400E-04 0.19973E+04 0.26387E-05 0.29526E-03 0.59871E-04 0.18991E+00 0.21830E-05 0.90845E-04 0.46371E-06 0.63360E-12 0.17680E-08 0.94622E-04 0.31469E-04 0.55623E-03 0.94345E-01 0.13701E-06 0.15483E-11 0.71461E+00
 0.14600E-04 0.19972E+04 0.26619E-05 0.30089E-03 0.60073E-04 0.18991E+00 0.22041E-05 0.92699E-04 0.47004E-06 0.65229E-12 0.18496E-08 0.98042E-04 0.32132E-04 0.56372E-03 0.94333E-01 0.14550E-06 0.16832E-11 0.71460E+00
 0.14800E-04 0.19972E+04 0.26850E-05 0.30657E-03 0.60258E-04 0.18991E+00 0.22251E-05 0.94570E-04 0.47639E-06 0.67133E-12 0.19335E-08 0.10152E-03 0.32797E-04 0.57121E-03 0.94321E-01 0.15438E-06 0.18278E-11 0.71460E+00
 0.15000E-04 0.19972E+04 0.27080E-05 0.31229E-03 0.60426E-04 0.18990E+00 0.22460E-05 0.96459E-04 0.48274E-06 0.69071E-12 0.20196E-08 0.10506E-03 0.33465E-04 0.57869E-03 0.94309E-01 0.16366E-06 0.19826E-11 0.71460E+00
 0.15200E-04 0.19971E+04 0.27309E-05 0.31805E-03 0.60578E-04 0.18990E+00 0.22668E-05 0.98366E-04 0.48911E-06 0.71045E-12 0.21080E-08 0.10865E-03 0.34136E-04 0.58618E-03 0.94297E-01 0.17334E-06 0.21481E-11 0.71459E+00
 0.15400E-04 0.19971E+04 0.27536E-05 0.32385E-03 0.60714E-04 0.18989E+00 0.22875E-05 0.10029E-03 0.49550E-06 0.73053E-12 0.21987E-08 0.11231E-03 0.34810E-04 0.59366E-03 0.94284E-01 0.18345E-06 0.23250E-11 0.71459E+00
 0.15600E-04 0.19971E+04 0.27761E-05 0.32970E-03 0.60836E-04 0.18989E+00 0.23081E-05 0.10223E-03 0.50189E-06 0.75097E-12 0.22918E-08 0.11602E-03 0.35486E-04 0.60114E-03 0.94272E-01 0.19399E-06 0.25138E-11 0.71459E+00
 0.15800E-04 0.19971E+04 0.27986E-05 0.33558E-03 0.60942E-04 0.18989E+00 0.23285E-05 0.10419E-03 0.50829E-06 0.77175E-12 0.23871E-08 0.11979E-03 0.36164E-04 0.60862E-03 0.94260E-01 0.20496E-06 0.27151E-11 0.71458E+00
 0.16000E-04 0.19970E+04 0.28209E-05 0.34151E-03 0.61035E-04 0.18988E+00 0.23489E-05 0.10617E-03 0.51471E-06 0.79289E-12 0.24848E-08 0.12361E-03 0.36846E-04 0.61609E-03 0.94247E-01 0.21639E-06 0.29297E-11 0.71458E+00
 0.16200E-04 0.19970E+04 0.28430E-05 0.34747E-03 0.61115E-04 0.18988E+00 0.23691E-05 0.10816E-03 0.52113E-06 0.81438E-12 0.25848E-08 0.12749E-03 0.37529E-04 0.62357E-03 0.94235E-01 0.22828E-06 0.31580E-11 0.71458E+00
 0.16400E-04 0.19970E+04 0.28651E-05 0.35348E-03 0.61181E-04 0.18987E+00 0.23892E-05 0.11017E-03 0.52756E-06 0.83622E-12 0.26871E-08 0.13142E-03 0.38215E-04 0.63104E-03 0.94222E-01 0.24065E-06 0.34009E-11 0.71457E+00
 0.16600E-04 0.19970E+04 0.28869E-05 0.35952E-03 0.61235E-04 0.18987E+00 0.24092E-05 0.11219E-03 0.53399E-06 0.85842E-12 0.27917E-08 0.13541E-03 0.38903E-04 0.63851E-03 0.94209E-01 0.25350E-06 0.36590E-11 0.71457E+00
 0.16800E-04 0.19969E+04 0.29087E-05 0.36560E-03 0.61277E-04 0.18986E+00 0.24290E-05 0.11424E-03 0.54043E-06 0.88097E-12 0.28987E-08 0.13945E-03 0.39594E-04 0.64598E-03 0.94197E-01 0.26684E-06 0.39331E-11 0.71457E+00
 0.17000E-04 0.19969E+04 0.29303E-05 0.37172E-03 0.61307E-04 0.18986E+00 0.24488E-05 0.11630E-03 0.54688E-06 0.90387E-12 0.30081E-08 0.14355E-03 0.40287E-04 0.65345E-03 0.94184E-01 0.28069E-06 0.42238E-11 0.71456E+00
 0.17200E-04 0.19969E+04 0.29518E-05 0.37788E-03 0.61327E-04 0.18986E+00 0.24684E-05 0.11837E-03 0.55333E-06 0.92713E-12 0.31198E-08 0.14770E-03 0.40982E-04 0.66092E-03 0.94171E-01 0.29506E-06 0.45320E-11 0.71456E+00
 0.17400E-04 0.19969E+04 0.29731E-05 0.38408E-03 0.61336E-04 0.18985E+00 0.24879E-05 0.12047E-03 0.55979E-06 0.95074E-12 0.32338E-08 0.15190E-03 0.41679E-04 0.66838E-03 0.94158E-01 0.30995E-06 0.48584E-11 0.71456E+00
 0.17600E-04 0.19968E+04 0.29944E-05 0.39031E-03 0.61335E-04 0.18985E+00 0.25073E-05 0.12258E-03 0.56625E-06 0.97471E-12 0.33502E-08 0.15615E-03 0.42379E-04 0.67584E-03 0.94146E-01 0.32539E-06 0.52038E-11 0.71455E+00
 0.17800E-04 0.19968E+04 0.30155E-05 0.39658E-03 0.61324E-04 0.18984E+00 0.25265E-05 0.12470E-03 0.57271E-06 0.99903E-12 0.34690E-08 0.16045E-03 0.43081E-04 0.68331E-03 0.94133E-01 0.34137E-06 0.55692E-11 0.71455E+00
 0.18000E-04 0.19968E+04 0.30365E-05 0.40288E-03 0.61305E-04 0.18984E+00 0.25457E-05 0.12684E-03 0.57918E-06 0.10237E-11 0.35901E-08 0.16481E-03 0.43785E-04 0.69077E-03 0.94120E-01 0.35792E-06 0.59553E-11 0.71455E+00
 0.18200E-04 0.19968E+04 0.30573E-05 0.40922E-03 0.61276E-04 0.18983E+00 0.25647E-05 0.12900E-03 0.58565E-06 0.10488E-11 0.37136E-08 0.16921E-03 0.44490E-04 0.69823E-03 0.94107E-01 0.37504E-06 0.63630E-11 0.71454E+00
 0.18400E-04 0.19967E+04 0.30781E-05 0.41560E-03 0.61240E-04 0.18983E+00 0.25837E-05 0.13117E-03 0.59212E-06 0.10741E-11 0.38395E-08 0.17366E-03 0.45198E-04 0.70568E-03 0.94093E-01 0.39273E-06 0.67933E-11 0.71454E+00
 0.18600E-04 0.19967E+04 0.30987E-05 0.42201E-03 0.61196E-04 0.18982E+00 0.26025E-05 0.13336E-03 0.59859E-06 0.10999E-11 0.39678E-08 0.17817E-03 0.45909E-04 0.71314E-03 0.94080E-01 0.41103E-06 0.72471E-11 0.71453E+00
 0.18800E-04 0.19967E+04 0.31192E-05 0.42845E-03 0.61145E-04 0.18982E+00 0.26212E-05 0.13557E-03 0.60506E-06 0.11260E-11 0.40984E-08 0.18272E-03 0.46621E-04 0.72059E-03 0.94067E-01 0.42993E-06 0.77252E-11 0.71453E+00
 0.19000E-04 0.19967E+04 0.31396E-05 0.43493E-03 0.61087E-04 0.18982E+00 0.26398E-05 0.13779E-03 0.61153E-06 0.11525E-11 0.42315E-08 0.18732E-03 0.47335E-04 0.72805E-03 0.94054E-01 0.44944E-06 0.82288E-11 0.71453E+00
