# T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        H2O2       HO2        CH2        CH3        CH4        CO         HCO        CH2O       CH3O       C2H6       N2        
0.14770E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14780E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14790E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14800E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14810E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14820E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14830E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14840E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14850E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14860E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14870E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14880E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14890E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14900E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14910E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14920E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14930E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14940E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14950E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14960E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14970E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14980E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.14990E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15000E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15010E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15020E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15030E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15040E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15050E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15060E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15070E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15080E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15090E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15100E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15110E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15120E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15130E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15140E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15150E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15160E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15170E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15180E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15190E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15200E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15210E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15220E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15230E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15240E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15250E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15260E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15270E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15280E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15290E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15300E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15310E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15320E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15330E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15340E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15350E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15360E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15370E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15380E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15390E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15400E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15410E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15420E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15430E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15440E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15450E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15460E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15470E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15480E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15490E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15500E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15510E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15520E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15530E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15540E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15550E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15560E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15570E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15580E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15590E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15600E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15610E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15620E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15630E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15640E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15650E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15660E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.15670E-03 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
