# T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        H2O2       HO2        CH2        CH3        CH4        CO         HCO        CH2O       CH3O       C2H6       N2        
0.83200E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84171E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.83300E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84171E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.83400E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84171E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.83500E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84171E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.83600E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84171E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.83700E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84171E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.83800E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84171E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.83900E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84171E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.84000E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84171E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.84100E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84171E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.84200E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.84300E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.84400E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.84500E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.84600E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.84700E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.84800E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.84900E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.85000E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.85100E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.85200E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.85300E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.85400E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.85500E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.85600E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.85700E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.85800E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.85900E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.86000E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.86100E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.86200E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.86300E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.86400E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.86500E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.86600E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.86700E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.86800E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.86900E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.87000E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.87100E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.87200E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.87300E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.87400E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.87500E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.87600E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.87700E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.87800E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.87900E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.88000E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.88100E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.88200E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.88300E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.88400E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.88500E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.88600E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.88700E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.88800E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.88900E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.89000E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.89100E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.89200E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.89300E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.89400E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.89500E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.89600E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.89700E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.89800E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.89900E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.90000E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.90100E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.90200E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.90300E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.90400E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.90500E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.90600E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.90700E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.90800E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.90900E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.91000E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.91100E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.91200E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.91300E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.91400E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.91500E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.91600E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.91700E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.91800E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.91900E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.92000E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.92100E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
0.92200E-04 0.25338E+04 0.24068E-01 0.27137E-01 0.21451E-01 0.43843E-01 0.29108E-01 0.12012E+00 0.11507E-05 0.77832E-04 0.00000E+00 0.19483E-13 0.16353E-14 0.86173E-01 0.32002E-06 0.84172E-09 0.64927E-15 0.49329E-28 0.64802E+00
