# Spectral intensities against wavelength averaged over spatial strips 139 to 141
# Wavel (nm); 	 Intens (W/cm**2-sr-um)
3.099390e+02 	 1.345353e+01
3.102160e+02 	 1.284834e+01
3.104930e+02 	 1.174327e+01
3.107690e+02 	 8.573347e+00
3.110460e+02 	 1.137717e+01
3.113230e+02 	 1.996440e+01
3.116000e+02 	 1.905677e+01
3.118770e+02 	 1.291505e+01
3.121540e+02 	 1.066123e+01
3.124300e+02 	 1.340070e+01
3.127070e+02 	 1.826429e+01
3.129840e+02 	 1.562608e+01
3.132610e+02 	 1.457960e+01
3.135370e+02 	 1.004316e+01
3.138140e+02 	 5.509091e+00
3.140910e+02 	 5.334677e+00
3.143680e+02 	 7.469971e+00
3.146440e+02 	 8.537109e+00
3.149210e+02 	 7.413075e+00
3.151980e+02 	 4.643797e+00
3.154740e+02 	 1.096298e+01
3.157510e+02 	 9.326541e+00
3.160280e+02 	 6.858339e+00
3.163040e+02 	 1.099718e+01
3.165810e+02 	 6.129867e+00
3.168580e+02 	 6.238579e+00
3.171340e+02 	 8.436187e+00
3.174110e+02 	 7.092357e+00
3.176870e+02 	 8.425011e+00
3.179640e+02 	 1.702477e+01
3.182400e+02 	 9.159240e+00
3.185170e+02 	 4.903216e+00
3.187940e+02 	 7.205472e+00
3.190700e+02 	 7.358211e+00
3.193470e+02 	 4.021667e+00
3.196230e+02 	 6.362531e+00
3.199000e+02 	 9.448800e+00
3.201760e+02 	 8.745389e+00
3.204530e+02 	 8.977037e+00
3.207290e+02 	 1.272709e+01
3.210060e+02 	 1.389075e+01
3.212820e+02 	 1.016745e+01
3.215580e+02 	 5.660136e+00
3.218350e+02 	 1.476079e+01
3.221110e+02 	 7.025979e+00
3.223880e+02 	 1.277281e+01
3.226640e+02 	 1.668441e+01
3.229410e+02 	 1.503341e+01
3.232170e+02 	 1.231527e+01
3.234930e+02 	 1.129284e+01
3.237700e+02 	 1.364861e+01
3.240460e+02 	 1.109607e+01
3.243220e+02 	 1.755919e+01
3.245990e+02 	 2.251117e+01
3.248750e+02 	 1.295400e+01
3.251510e+02 	 1.309861e+01
3.254270e+02 	 6.588760e+00
3.257040e+02 	 5.644896e+00
3.259800e+02 	 6.707632e+00
3.262560e+02 	 8.817187e+00
3.265330e+02 	 2.268220e+01
3.268090e+02 	 8.770789e+00
3.270850e+02 	 9.302496e+00
3.273610e+02 	 1.048918e+01
3.276370e+02 	 1.077637e+01
3.279140e+02 	 9.330605e+00
3.281900e+02 	 6.893221e+00
3.284660e+02 	 1.297093e+01
3.287420e+02 	 6.185069e+00
3.290180e+02 	 6.889835e+00
3.292940e+02 	 1.277959e+01
3.295700e+02 	 1.963657e+01
3.298470e+02 	 1.789515e+01
3.301230e+02 	 2.026581e+01
3.303990e+02 	 1.977475e+01
3.306750e+02 	 8.913368e+00
3.309510e+02 	 5.920232e+00
3.312270e+02 	 1.477603e+01
3.315030e+02 	 1.872827e+01
3.317790e+02 	 1.987296e+01
3.320550e+02 	 1.052339e+01
3.323310e+02 	 1.071948e+01
3.326070e+02 	 1.180626e+01
3.328830e+02 	 1.145642e+01
3.331590e+02 	 1.190278e+01
3.334350e+02 	 1.000150e+01
3.337110e+02 	 1.494062e+01
3.339870e+02 	 9.238827e+00
3.342630e+02 	 1.642330e+01
3.345390e+02 	 2.081784e+01
3.348150e+02 	 1.333602e+01
3.350910e+02 	 1.010649e+01
3.353670e+02 	 9.519243e+00
3.356430e+02 	 1.351415e+01
3.359180e+02 	 1.418878e+01
3.361940e+02 	 2.239941e+01
3.364700e+02 	 1.940662e+01
3.367460e+02 	 2.005923e+01
3.370220e+02 	 1.546691e+01
3.372980e+02 	 1.475232e+01
3.375730e+02 	 1.249240e+01
3.378490e+02 	 1.336379e+01
3.381250e+02 	 1.936157e+01
3.384010e+02 	 1.714331e+01
3.386770e+02 	 3.473365e+01
