# Intensities integrated over 425.18 nm to 479.82 nm against X
# x (cm); 	 Intens (W/cm**2-sr)
9.635860e+00 	 2.929869e-02
9.676180e+00 	 2.542506e-02
9.716500e+00 	 2.654966e-02
9.756820e+00 	 2.850305e-02
9.797130e+00 	 2.091865e-02
9.837450e+00 	 2.107356e-02
9.877770e+00 	 2.768812e-02
9.918090e+00 	 2.637817e-02
9.958400e+00 	 2.633022e-02
9.998720e+00 	 3.228548e-02
1.003900e+01 	 2.508439e-02
1.007940e+01 	 2.500515e-02
1.011970e+01 	 2.791516e-02
1.016000e+01 	 3.205017e-02
1.020030e+01 	 2.424458e-02
1.024060e+01 	 4.789607e-02
1.028090e+01 	 0.000000e+00
