# Intensities integrated over 485.06 nm to 569.75 nm against X
# x (cm); 	 Intens (W/cm**2-sr)
7.318620e+00 	 1.460009e+00
7.340860e+00 	 1.487156e+00
7.363110e+00 	 1.567483e+00
7.385350e+00 	 1.640278e+00
7.407600e+00 	 1.675619e+00
7.429840e+00 	 1.717250e+00
7.452090e+00 	 1.796389e+00
7.474330e+00 	 1.835120e+00
7.496580e+00 	 1.876571e+00
7.518820e+00 	 1.949001e+00
7.541070e+00 	 2.040845e+00
7.563310e+00 	 2.132418e+00
7.585560e+00 	 2.242706e+00
7.607800e+00 	 2.345891e+00
7.630050e+00 	 2.475762e+00
7.652290e+00 	 2.589734e+00
7.674540e+00 	 2.718774e+00
7.696780e+00 	 2.881787e+00
7.719030e+00 	 3.036606e+00
7.741270e+00 	 3.187210e+00
7.763520e+00 	 3.372952e+00
7.785760e+00 	 3.563805e+00
7.808010e+00 	 3.648194e+00
7.830250e+00 	 3.802242e+00
7.852500e+00 	 3.871599e+00
7.874740e+00 	 3.849540e+00
7.896990e+00 	 3.863846e+00
7.919230e+00 	 3.742941e+00
7.941480e+00 	 3.496145e+00
7.963720e+00 	 3.218236e+00
7.985970e+00 	 2.850076e+00
8.008210e+00 	 2.497715e+00
8.030460e+00 	 2.140863e+00
8.052700e+00 	 1.818799e+00
8.074950e+00 	 1.464254e+00
8.097190e+00 	 1.174104e+00
8.119440e+00 	 9.246611e-01
8.141680e+00 	 7.187931e-01
8.163930e+00 	 5.610404e-01
8.186170e+00 	 4.455043e-01
8.208420e+00 	 3.681182e-01
8.230660e+00 	 3.126914e-01
8.252910e+00 	 2.731859e-01
8.275150e+00 	 2.358959e-01
8.297400e+00 	 2.092836e-01
8.319640e+00 	 1.765583e-01
8.341890e+00 	 1.520118e-01
8.364140e+00 	 1.320642e-01
8.386380e+00 	 1.100647e-01
8.408630e+00 	 1.012617e-01
8.430870e+00 	 9.035057e-02
8.453120e+00 	 7.547931e-02
8.475360e+00 	 6.398909e-02
8.497610e+00 	 5.478703e-02
8.519850e+00 	 4.680784e-02
8.542100e+00 	 3.982957e-02
8.564340e+00 	 3.296638e-02
8.586590e+00 	 3.047474e-02
8.608830e+00 	 2.865188e-02
8.631080e+00 	 2.680682e-02
8.653320e+00 	 1.712303e-02
8.675570e+00 	 1.437753e-02
8.697810e+00 	 1.000760e-02
8.720060e+00 	 6.511336e-03
8.742300e+00 	 8.916739e-03
8.764550e+00 	 3.626365e-03
8.786790e+00 	 -2.892121e-03
8.809040e+00 	 -2.887535e-03
8.831280e+00 	 -3.703518e-03
8.853530e+00 	 -3.863529e-03
8.875770e+00 	 -7.925697e-03
8.898020e+00 	 -1.264575e-02
8.920260e+00 	 -1.510249e-02
8.942510e+00 	 -1.434165e-02
8.964750e+00 	 -1.375515e-02
8.987000e+00 	 -1.570330e-02
9.009240e+00 	 -1.896070e-02
9.031490e+00 	 -1.886656e-02
9.053730e+00 	 -2.104661e-02
9.075980e+00 	 -2.014859e-02
9.098220e+00 	 -2.461839e-02
9.120470e+00 	 -2.542581e-02
9.142710e+00 	 -2.535306e-02
9.164960e+00 	 -2.489785e-02
9.187200e+00 	 -2.745229e-02
9.209450e+00 	 -2.954182e-02
9.231690e+00 	 -2.997428e-02
9.253940e+00 	 -3.218944e-02
9.276180e+00 	 -2.904694e-02
9.298430e+00 	 -2.881849e-02
9.320670e+00 	 -3.093375e-02
9.342920e+00 	 -3.034271e-02
9.365160e+00 	 -3.049750e-02
9.387410e+00 	 -3.258076e-02
9.409650e+00 	 -3.384092e-02
9.431900e+00 	 -3.503349e-02
9.454140e+00 	 -3.589471e-02
9.476390e+00 	 -3.318619e-02
9.498630e+00 	 -3.761946e-02
9.520880e+00 	 -4.061254e-02
9.543120e+00 	 -3.869774e-02
9.565370e+00 	 -3.743753e-02
9.587610e+00 	 -3.635134e-02
9.609860e+00 	 -3.970351e-02
9.632100e+00 	 -3.994179e-02
9.654350e+00 	 -4.039390e-02
9.676590e+00 	 -4.104799e-02
9.698840e+00 	 -4.138074e-02
9.721080e+00 	 -4.133094e-02
9.743330e+00 	 -4.149629e-02
9.765570e+00 	 -4.230099e-02
9.787820e+00 	 -4.156332e-02
9.810060e+00 	 -4.241939e-02
9.832310e+00 	 -4.181294e-02
9.854550e+00 	 -4.013541e-02
9.876800e+00 	 -4.169080e-02
9.899040e+00 	 -4.191483e-02
9.921290e+00 	 -4.485856e-02
9.943530e+00 	 -4.475290e-02
9.965780e+00 	 -4.442648e-02
9.988020e+00 	 -4.219994e-02
1.001030e+01 	 -4.255708e-02
1.003250e+01 	 -4.390022e-02
1.005480e+01 	 -4.438104e-02
1.007700e+01 	 -4.563652e-02
1.009920e+01 	 -4.498234e-02
1.012150e+01 	 -4.248074e-02
1.014370e+01 	 -4.713036e-02
1.016600e+01 	 -4.707812e-02
1.018820e+01 	 -4.603438e-02
1.021050e+01 	 -4.656334e-02
1.023270e+01 	 -4.775016e-02
1.025500e+01 	 -4.919516e-02
1.027720e+01 	 -4.729820e-02
1.029950e+01 	 -4.573852e-02
1.032170e+01 	 -4.631676e-02
1.034390e+01 	 -4.676738e-02
1.036620e+01 	 -4.700380e-02
1.038840e+01 	 -4.843512e-02
1.041070e+01 	 -4.685144e-02
1.043290e+01 	 -4.557650e-02
1.045520e+01 	 -4.787088e-02
1.047740e+01 	 -4.809606e-02
1.049970e+01 	 -4.866444e-02
1.052190e+01 	 -5.023865e-02
1.054410e+01 	 -4.980836e-02
1.056640e+01 	 -4.936677e-02
1.058860e+01 	 -4.961210e-02
1.061090e+01 	 -4.934805e-02
1.063310e+01 	 -4.895014e-02
1.065540e+01 	 -4.824665e-02
1.067760e+01 	 -4.775271e-02
1.069990e+01 	 -4.818565e-02
1.072210e+01 	 -4.927383e-02
1.074440e+01 	 -4.880341e-02
1.076660e+01 	 -4.657863e-02
1.078880e+01 	 -4.529606e-02
1.081110e+01 	 -4.556975e-02
1.083330e+01 	 -4.381997e-02
1.085560e+01 	 -4.181702e-02
1.087780e+01 	 -4.502487e-02
1.090010e+01 	 -4.849168e-02
1.092230e+01 	 -4.539921e-02
1.094460e+01 	 -4.465882e-02
1.096680e+01 	 -4.665365e-02
1.098900e+01 	 -4.586957e-02
1.101130e+01 	 -4.664256e-02
1.103350e+01 	 -4.664483e-02
1.105580e+01 	 -4.629128e-02
1.107800e+01 	 -4.628246e-02
1.110030e+01 	 -4.615810e-02
1.112250e+01 	 -4.604906e-02
1.114480e+01 	 -4.622032e-02
1.116700e+01 	 -4.436948e-02
1.118930e+01 	 -4.192298e-02
1.121150e+01 	 -4.085512e-02
1.123370e+01 	 -3.142678e-02
1.125600e+01 	 -2.643093e-02
1.127820e+01 	 -1.909577e-02
1.130050e+01 	 -1.857656e-02
1.132270e+01 	 -5.821478e-03
1.134500e+01 	 6.289018e-04
1.136720e+01 	 0.000000e+00
