# Intensities integrated over 757.15 nm to 797.07 nm against X
# x (cm); 	 Intens (W/cm**2-sr)
6.273100e+00 	 1.138339e-01
6.295350e+00 	 1.126556e-01
6.317590e+00 	 1.158419e-01
6.339840e+00 	 1.220404e-01
6.362080e+00 	 1.272370e-01
6.384330e+00 	 1.292386e-01
6.406570e+00 	 1.356610e-01
6.428820e+00 	 1.510420e-01
6.451060e+00 	 1.566875e-01
6.473310e+00 	 1.559922e-01
6.495550e+00 	 1.623668e-01
6.517800e+00 	 1.721554e-01
6.540040e+00 	 1.888241e-01
6.562290e+00 	 1.971280e-01
6.584530e+00 	 2.084297e-01
6.606780e+00 	 2.240053e-01
6.629020e+00 	 2.417037e-01
6.651270e+00 	 2.609197e-01
6.673510e+00 	 2.843996e-01
6.695760e+00 	 2.916757e-01
6.718000e+00 	 3.142605e-01
6.740250e+00 	 3.460947e-01
6.762490e+00 	 3.773769e-01
6.784740e+00 	 3.968684e-01
6.806980e+00 	 4.005828e-01
6.829230e+00 	 4.308603e-01
6.851470e+00 	 4.429850e-01
6.873720e+00 	 4.325363e-01
6.895960e+00 	 4.288905e-01
6.918210e+00 	 4.088934e-01
6.940450e+00 	 3.699285e-01
6.962700e+00 	 3.348039e-01
6.984940e+00 	 2.973793e-01
7.007190e+00 	 2.686243e-01
7.029430e+00 	 2.297160e-01
7.051680e+00 	 1.878688e-01
7.073920e+00 	 1.517686e-01
7.096170e+00 	 1.230776e-01
7.118410e+00 	 1.079846e-01
7.140660e+00 	 8.610621e-02
7.162900e+00 	 6.533898e-02
7.185150e+00 	 5.181690e-02
7.207390e+00 	 4.368864e-02
7.229640e+00 	 3.607029e-02
7.251880e+00 	 2.781703e-02
7.274130e+00 	 2.516296e-02
7.296370e+00 	 2.269627e-02
7.318620e+00 	 1.858840e-02
7.340860e+00 	 1.712592e-02
7.363110e+00 	 1.525172e-02
7.385350e+00 	 1.357708e-02
7.407600e+00 	 1.138847e-02
7.429840e+00 	 9.863202e-03
7.452090e+00 	 8.945521e-03
7.474330e+00 	 8.348087e-03
7.496580e+00 	 6.940219e-03
7.518820e+00 	 5.370576e-03
7.541070e+00 	 5.048788e-03
7.563310e+00 	 3.805390e-03
7.585560e+00 	 5.056094e-03
7.607800e+00 	 4.220861e-03
7.630050e+00 	 3.800532e-03
7.652290e+00 	 2.754517e-03
7.674540e+00 	 1.547218e-03
7.696780e+00 	 2.808888e-03
7.719030e+00 	 2.769892e-03
7.741270e+00 	 2.427201e-03
7.763520e+00 	 2.064784e-03
7.785760e+00 	 2.576086e-03
7.808010e+00 	 1.438160e-03
7.830250e+00 	 2.315541e-03
7.852500e+00 	 1.799067e-03
7.874740e+00 	 1.429542e-03
7.896990e+00 	 1.183559e-03
7.919230e+00 	 8.261111e-04
7.941480e+00 	 1.044771e-03
7.963720e+00 	 1.325360e-03
7.985970e+00 	 8.582179e-04
