# Spectral intensities against wavelength averaged over spatial strips 174 to 176
# Wavel (nm); 	 Intens (W/cm**2-sr-um)
3.978450e+02 	 4.091771e+01
3.981210e+02 	 2.837688e+01
3.983980e+02 	 3.109637e+01
3.986750e+02 	 4.201160e+01
3.989510e+02 	 5.070856e+01
3.992280e+02 	 4.356269e+01
3.995050e+02 	 3.946144e+01
3.997810e+02 	 3.660648e+01
4.000580e+02 	 3.103880e+01
4.003340e+02 	 2.426208e+01
4.006110e+02 	 4.009813e+01
4.008880e+02 	 4.704757e+01
4.011640e+02 	 4.162891e+01
4.014410e+02 	 4.607560e+01
4.017170e+02 	 4.837853e+01
4.019940e+02 	 4.141893e+01
4.022700e+02 	 3.888909e+01
4.025470e+02 	 3.084576e+01
4.028230e+02 	 3.454739e+01
4.031000e+02 	 3.692821e+01
4.033760e+02 	 4.648539e+01
4.036530e+02 	 4.336965e+01
4.039290e+02 	 4.816856e+01
4.042060e+02 	 4.686131e+01
4.044820e+02 	 3.687064e+01
4.047590e+02 	 4.022683e+01
4.050350e+02 	 4.595368e+01
4.053110e+02 	 4.915747e+01
4.055880e+02 	 4.372187e+01
4.058640e+02 	 4.663440e+01
4.061410e+02 	 5.452195e+01
4.064170e+02 	 5.277781e+01
4.066930e+02 	 5.027507e+01
4.069700e+02 	 3.890264e+01
4.072460e+02 	 4.420616e+01
4.075220e+02 	 5.199549e+01
4.077990e+02 	 4.602819e+01
4.080750e+02 	 5.574115e+01
4.083510e+02 	 4.399619e+01
4.086270e+02 	 4.164923e+01
4.089040e+02 	 5.721773e+01
4.091800e+02 	 5.963581e+01
4.094560e+02 	 6.171184e+01
4.097320e+02 	 5.459645e+01
4.100090e+02 	 4.336965e+01
4.102850e+02 	 6.464808e+01
4.105610e+02 	 6.101419e+01
4.108370e+02 	 7.082197e+01
4.111130e+02 	 6.971115e+01
4.113900e+02 	 7.856389e+01
4.116660e+02 	 6.300555e+01
4.119420e+02 	 7.229517e+01
4.122180e+02 	 5.900251e+01
4.124940e+02 	 5.944955e+01
4.127700e+02 	 6.761819e+01
4.130460e+02 	 5.005155e+01
4.133220e+02 	 4.711192e+01
4.135990e+02 	 6.987032e+01
4.138750e+02 	 8.207925e+01
4.141510e+02 	 8.076523e+01
4.144270e+02 	 1.064158e+02
4.147030e+02 	 1.163997e+02
4.149790e+02 	 1.485392e+02
4.152550e+02 	 1.430189e+02
4.155310e+02 	 1.268645e+02
4.158070e+02 	 1.020132e+02
4.160830e+02 	 9.442027e+01
4.163590e+02 	 9.303512e+01
4.166350e+02 	 9.719056e+01
4.169110e+02 	 7.891949e+01
4.171870e+02 	 7.432040e+01
4.174630e+02 	 8.637355e+01
4.177390e+02 	 7.958328e+01
4.180140e+02 	 8.206909e+01
4.182900e+02 	 6.499352e+01
4.185660e+02 	 4.807373e+01
4.188420e+02 	 4.689856e+01
4.191180e+02 	 5.711613e+01
4.193940e+02 	 6.706616e+01
4.196700e+02 	 6.066875e+01
4.199460e+02 	 4.393319e+01
4.202210e+02 	 4.446693e+01
4.204970e+02 	 3.981704e+01
4.207730e+02 	 4.616704e+01
4.210490e+02 	 4.350512e+01
4.213250e+02 	 5.695357e+01
4.216000e+02 	 3.511296e+01
4.218760e+02 	 2.546435e+01
4.221520e+02 	 3.256280e+01
4.224280e+02 	 2.918629e+01
4.227030e+02 	 2.890520e+01
4.229790e+02 	 2.428579e+01
4.232550e+02 	 2.643293e+01
4.235310e+02 	 3.083221e+01
4.238060e+02 	 1.997117e+01
4.240820e+02 	 2.908808e+01
4.243580e+02 	 1.991021e+01
4.246330e+02 	 1.645920e+01
4.249090e+02 	 2.528824e+01
4.251840e+02 	 2.773003e+01
4.254600e+02 	 2.749635e+01
4.257360e+02 	 2.066883e+01
4.260110e+02 	 2.720171e+01
4.262870e+02 	 1.427988e+01
4.265630e+02 	 1.638131e+01
4.268380e+02 	 2.573155e+01
4.271140e+02 	 2.608072e+01
4.273890e+02 	 1.773428e+01
4.276650e+02 	 2.009309e+01
4.279400e+02 	 2.436368e+01
4.282160e+02 	 2.512568e+01
4.284910e+02 	 2.362200e+01
4.287670e+02 	 2.251456e+01
4.290420e+02 	 2.026581e+01
4.293180e+02 	 2.459397e+01
4.295930e+02 	 3.023277e+01
4.298690e+02 	 2.861733e+01
4.301440e+02 	 2.095331e+01
4.304200e+02 	 2.407243e+01
4.306950e+02 	 3.941064e+01
4.309700e+02 	 4.028779e+01
4.312460e+02 	 2.721864e+01
4.315210e+02 	 3.592915e+01
4.317970e+02 	 2.601976e+01
4.320720e+02 	 2.485136e+01
4.323470e+02 	 3.434757e+01
4.326230e+02 	 3.995251e+01
4.328980e+02 	 3.190579e+01
4.331730e+02 	 2.572851e+01
4.334490e+02 	 2.734395e+01
4.337240e+02 	 3.442208e+01
4.339990e+02 	 4.476157e+01
4.342750e+02 	 3.578691e+01
4.345500e+02 	 3.878411e+01
4.348250e+02 	 4.369816e+01
4.351000e+02 	 4.183211e+01
4.353760e+02 	 3.416131e+01
4.356510e+02 	 3.622040e+01
4.359260e+02 	 5.778331e+01
4.362010e+02 	 4.610269e+01
4.364760e+02 	 4.089061e+01
4.367520e+02 	 4.131056e+01
4.370270e+02 	 4.826000e+01
4.373020e+02 	 6.813973e+01
4.375770e+02 	 5.467096e+01
4.378520e+02 	 3.767667e+01
4.381270e+02 	 3.323336e+01
4.384030e+02 	 3.345688e+01
4.386780e+02 	 3.015149e+01
4.389530e+02 	 3.457787e+01
4.392280e+02 	 2.187787e+01
4.395030e+02 	 1.990005e+01
4.397780e+02 	 2.297853e+01
4.400530e+02 	 1.760728e+01
4.403280e+02 	 1.719072e+01
4.406030e+02 	 1.491149e+01
4.408780e+02 	 2.320544e+01
4.411530e+02 	 2.491571e+01
4.414280e+02 	 2.472944e+01
4.417030e+02 	 2.018115e+01
4.419780e+02 	 1.781048e+01
4.422530e+02 	 1.821349e+01
4.425280e+02 	 2.347299e+01
4.428030e+02 	 2.276179e+01
4.430780e+02 	 1.730587e+01
4.433530e+02 	 1.924981e+01
4.436280e+02 	 1.580456e+01
4.439030e+02 	 2.833624e+01
4.441780e+02 	 2.554224e+01
4.444530e+02 	 2.586059e+01
4.447270e+02 	 2.863088e+01
4.450020e+02 	 2.486152e+01
4.452770e+02 	 2.209461e+01
4.455520e+02 	 1.831171e+01
4.458270e+02 	 1.571413e+01
4.461020e+02 	 2.252133e+01
4.463770e+02 	 2.868845e+01
4.466510e+02 	 2.970107e+01
4.469260e+02 	 3.664712e+01
4.472010e+02 	 3.723301e+01
4.474760e+02 	 3.948515e+01
4.477500e+02 	 3.606123e+01
4.480250e+02 	 3.851656e+01
4.483000e+02 	 4.390813e+01
4.485750e+02 	 4.654973e+01
4.488490e+02 	 3.067643e+01
4.491240e+02 	 3.385989e+01
4.493990e+02 	 3.803565e+01
4.496730e+02 	 4.598755e+01
4.499480e+02 	 4.897120e+01
4.502230e+02 	 3.709077e+01
4.504970e+02 	 3.952579e+01
4.507720e+02 	 4.818549e+01
4.510470e+02 	 3.496056e+01
4.513210e+02 	 4.119880e+01
4.515960e+02 	 3.815419e+01
4.518710e+02 	 5.119963e+01
4.521450e+02 	 4.422309e+01
4.524200e+02 	 4.512395e+01
4.526940e+02 	 5.301488e+01
4.529690e+02 	 6.874256e+01
4.532430e+02 	 5.430181e+01
4.535180e+02 	 4.953000e+01
4.537930e+02 	 6.852920e+01
4.540670e+02 	 6.140365e+01
4.543420e+02 	 5.438987e+01
4.546160e+02 	 6.529832e+01
4.548910e+02 	 6.380819e+01
4.551650e+02 	 5.824051e+01
4.554390e+02 	 5.338403e+01
4.557140e+02 	 5.177875e+01
4.559880e+02 	 6.890851e+01
4.562630e+02 	 6.157637e+01
4.565370e+02 	 5.964936e+01
4.568120e+02 	 5.684859e+01
