# Spectral intensities against wavelength averaged over spatial strips 306 to 308
# Wavel (nm); 	 Intens (W/cm**2-sr-um)
6.582500e+02 	 8.752840e+00
6.586940e+02 	 8.929624e+00
6.591370e+02 	 8.363035e+00
6.595810e+02 	 8.401981e+00
6.600240e+02 	 8.385048e+00
6.604680e+02 	 7.971536e+00
6.609110e+02 	 7.445925e+00
6.613540e+02 	 6.099725e+00
6.617980e+02 	 6.967389e+00
6.622410e+02 	 7.301992e+00
6.626850e+02 	 8.736923e+00
6.631280e+02 	 7.645061e+00
6.635720e+02 	 7.934960e+00
6.640150e+02 	 7.382595e+00
6.644590e+02 	 7.065603e+00
6.649020e+02 	 8.062299e+00
6.653450e+02 	 8.229600e+00
6.657890e+02 	 6.745901e+00
6.662320e+02 	 7.424589e+00
6.666760e+02 	 7.298605e+00
6.671190e+02 	 7.285397e+00
6.675630e+02 	 7.701280e+00
6.680060e+02 	 6.261608e+00
6.684490e+02 	 6.949101e+00
6.688930e+02 	 7.316216e+00
6.693360e+02 	 8.060944e+00
6.697800e+02 	 7.249499e+00
6.702230e+02 	 6.856645e+00
6.706670e+02 	 6.661573e+00
6.711100e+02 	 6.657171e+00
6.715540e+02 	 6.171523e+00
6.719970e+02 	 7.080843e+00
6.724400e+02 	 6.842083e+00
6.728840e+02 	 6.310715e+00
6.733270e+02 	 6.320197e+00
6.737710e+02 	 7.279979e+00
6.742140e+02 	 7.351776e+00
6.746580e+02 	 7.166187e+00
6.751010e+02 	 6.973485e+00
6.755450e+02 	 7.087616e+00
6.759880e+02 	 6.993128e+00
6.764320e+02 	 6.180328e+00
6.768750e+02 	 6.501384e+00
6.773180e+02 	 6.245691e+00
6.777620e+02 	 6.947069e+00
6.782050e+02 	 6.142059e+00
6.786490e+02 	 6.752675e+00
6.790920e+02 	 6.109885e+00
6.795360e+02 	 5.856901e+00
6.799790e+02 	 6.116320e+00
6.804230e+02 	 6.160008e+00
6.808660e+02 	 5.876544e+00
6.813100e+02 	 6.339501e+00
6.817530e+02 	 6.314101e+00
6.821960e+02 	 7.777141e+00
6.826400e+02 	 7.071699e+00
6.830830e+02 	 6.337469e+00
6.835270e+02 	 6.746240e+00
6.839700e+02 	 6.275155e+00
6.844140e+02 	 5.902960e+00
6.848570e+02 	 5.378704e+00
6.853010e+02 	 5.811181e+00
6.857440e+02 	 5.801360e+00
6.861880e+02 	 5.539571e+00
6.866310e+02 	 6.043507e+00
6.870750e+02 	 5.557181e+00
6.875180e+02 	 5.949696e+00
6.879610e+02 	 6.903043e+00
6.884050e+02 	 5.789168e+00
6.888480e+02 	 6.297168e+00
6.892920e+02 	 5.513832e+00
6.897350e+02 	 6.202003e+00
6.901790e+02 	 5.619157e+00
6.906220e+02 	 6.766899e+00
6.910660e+02 	 7.126224e+00
6.915090e+02 	 6.670379e+00
6.919530e+02 	 6.865451e+00
6.923960e+02 	 5.933101e+00
6.928400e+02 	 5.369899e+00
6.932830e+02 	 6.070600e+00
6.937270e+02 	 5.974080e+00
6.941700e+02 	 6.567424e+00
6.946140e+02 	 6.943344e+00
6.950570e+02 	 5.972048e+00
6.955000e+02 	 7.067296e+00
6.959440e+02 	 6.601968e+00
6.963870e+02 	 6.239933e+00
6.968310e+02 	 6.995837e+00
6.972740e+02 	 6.529832e+00
6.977180e+02 	 6.783155e+00
6.981610e+02 	 7.107259e+00
6.986050e+02 	 7.657931e+00
6.990480e+02 	 8.025723e+00
6.994920e+02 	 8.127323e+00
6.999350e+02 	 6.845131e+00
7.003790e+02 	 7.706021e+00
7.008220e+02 	 7.290816e+00
7.012660e+02 	 6.513576e+00
7.017090e+02 	 7.883144e+00
7.021530e+02 	 6.871885e+00
7.025960e+02 	 6.458035e+00
7.030400e+02 	 7.790688e+00
7.034830e+02 	 7.410365e+00
7.039270e+02 	 6.458712e+00
7.043700e+02 	 7.117080e+00
7.048140e+02 	 6.707293e+00
7.052570e+02 	 6.757416e+00
7.057010e+02 	 6.528816e+00
7.061440e+02 	 6.435683e+00
7.065870e+02 	 5.846741e+00
7.070310e+02 	 6.194552e+00
7.074740e+02 	 6.360837e+00
7.079180e+02 	 5.936488e+00
7.083610e+02 	 6.038765e+00
7.088050e+02 	 6.274477e+00
7.092480e+02 	 6.410283e+00
7.096920e+02 	 6.951811e+00
