# Spectral intensities against wavelength averaged over spatial strips 306 to 308
# Wavel (nm); 	 Intens (W/cm**2-sr-um)
7.101350e+02 	 7.157043e+00
7.105790e+02 	 7.634224e+00
7.110220e+02 	 7.535333e+00
7.114660e+02 	 7.937331e+00
7.119090e+02 	 6.934877e+00
7.123530e+02 	 6.040120e+00
7.127960e+02 	 5.719741e+00
7.132400e+02 	 5.364480e+00
7.136830e+02 	 6.719485e+00
7.141270e+02 	 5.785781e+00
7.145700e+02 	 5.507736e+00
7.150140e+02 	 5.449824e+00
7.154570e+02 	 6.335776e+00
7.159010e+02 	 6.580293e+00
7.163440e+02 	 6.334083e+00
7.167880e+02 	 6.704245e+00
7.172310e+02 	 6.689683e+00
7.176750e+02 	 5.875189e+00
7.181180e+02 	 5.458968e+00
7.185620e+02 	 5.862320e+00
7.190050e+02 	 6.140365e+00
7.194490e+02 	 5.476917e+00
7.198920e+02 	 5.565648e+00
7.203360e+02 	 5.853515e+00
7.207790e+02 	 5.346192e+00
7.212230e+02 	 5.204968e+00
7.216660e+02 	 6.192520e+00
7.221100e+02 	 5.922264e+00
7.225530e+02 	 5.861304e+00
7.229970e+02 	 6.461421e+00
7.234400e+02 	 5.362109e+00
7.238840e+02 	 5.100659e+00
7.243270e+02 	 6.533896e+00
7.247710e+02 	 6.177280e+00
7.252140e+02 	 6.169491e+00
7.256580e+02 	 5.741755e+00
7.261010e+02 	 5.271685e+00
7.265450e+02 	 6.008624e+00
7.269890e+02 	 5.844709e+00
7.274320e+02 	 5.565309e+00
7.278760e+02 	 5.984917e+00
7.283190e+02 	 6.177957e+00
7.287630e+02 	 6.371336e+00
7.292060e+02 	 6.242643e+00
7.296500e+02 	 5.543973e+00
7.300930e+02 	 5.417312e+00
7.305370e+02 	 5.904992e+00
7.309800e+02 	 5.900589e+00
7.314240e+02 	 5.922941e+00
7.318670e+02 	 5.398008e+00
7.323110e+02 	 6.588760e+00
7.327540e+02 	 5.956469e+00
7.331980e+02 	 5.429504e+00
7.336410e+02 	 5.186341e+00
7.340850e+02 	 6.024203e+00
7.345280e+02 	 6.659880e+00
7.349720e+02 	 6.506464e+00
7.354150e+02 	 6.352032e+00
7.358590e+02 	 6.108192e+00
7.363020e+02 	 5.182955e+00
7.367460e+02 	 4.438904e+00
7.371890e+02 	 4.448048e+00
7.376330e+02 	 5.174488e+00
7.380760e+02 	 5.308939e+00
7.385200e+02 	 5.015992e+00
7.389640e+02 	 5.239173e+00
7.394070e+02 	 5.959517e+00
7.398510e+02 	 6.355080e+00
7.402940e+02 	 6.153235e+00
7.407380e+02 	 5.472853e+00
7.411810e+02 	 4.790101e+00
7.416250e+02 	 5.598837e+00
7.420680e+02 	 5.510107e+00
7.425120e+02 	 4.995333e+00
7.429550e+02 	 6.131560e+00
7.433990e+02 	 6.409605e+00
7.438420e+02 	 5.193792e+00
7.442860e+02 	 5.638123e+00
7.447290e+02 	 5.887381e+00
7.451730e+02 	 5.710259e+00
7.456170e+02 	 5.292344e+00
7.460600e+02 	 4.960789e+00
7.465040e+02 	 5.388525e+00
7.469470e+02 	 7.041219e+00
7.473910e+02 	 6.377093e+00
7.478340e+02 	 5.761059e+00
7.482780e+02 	 6.083469e+00
7.487210e+02 	 5.980515e+00
7.491650e+02 	 6.078728e+00
7.496080e+02 	 5.339080e+00
7.500520e+02 	 5.451179e+00
7.504950e+02 	 5.987627e+00
7.509390e+02 	 5.418328e+00
7.513820e+02 	 5.736336e+00
7.518260e+02 	 5.553117e+00
7.522700e+02 	 4.942163e+00
7.527130e+02 	 4.991608e+00
7.531570e+02 	 4.590288e+00
7.536000e+02 	 4.485640e+00
7.540440e+02 	 4.827016e+00
7.544870e+02 	 5.118947e+00
7.549310e+02 	 4.442629e+00
7.553740e+02 	 4.478867e+00
7.558180e+02 	 4.938776e+00
7.562610e+02 	 4.739301e+00
7.567050e+02 	 4.215723e+00
7.571490e+02 	 4.812453e+00
7.575920e+02 	 4.842256e+00
7.580360e+02 	 4.940131e+00
7.584790e+02 	 4.001685e+00
7.589230e+02 	 4.768088e+00
7.593660e+02 	 5.398347e+00
7.598100e+02 	 5.601885e+00
7.602530e+02 	 5.588000e+00
7.606970e+02 	 5.305552e+00
7.611410e+02 	 4.248235e+00
7.615840e+02 	 5.134525e+00
7.620280e+02 	 4.728803e+00
7.624710e+02 	 4.695613e+00
7.629150e+02 	 4.970611e+00
7.633580e+02 	 4.915069e+00
7.638020e+02 	 3.430355e+00
7.642450e+02 	 4.921165e+00
7.646890e+02 	 5.365157e+00
7.651330e+02 	 5.138589e+00
7.655760e+02 	 5.735320e+00
7.660200e+02 	 5.355336e+00
7.664630e+02 	 6.057053e+00
7.669070e+02 	 5.358723e+00
7.673500e+02 	 6.141720e+00
7.677940e+02 	 6.663944e+00
7.682370e+02 	 5.568696e+00
7.686810e+02 	 5.482675e+00
7.691250e+02 	 6.014381e+00
7.695680e+02 	 6.040797e+00
7.700120e+02 	 5.925651e+00
7.704550e+02 	 5.349240e+00
7.708990e+02 	 6.764528e+00
7.713420e+02 	 5.597144e+00
7.717860e+02 	 5.199888e+00
7.722300e+02 	 7.021576e+00
7.726730e+02 	 7.284381e+00
7.731170e+02 	 8.145611e+00
7.735600e+02 	 9.545659e+00
7.740040e+02 	 9.082363e+00
7.744470e+02 	 1.272032e+01
7.748910e+02 	 2.017776e+01
7.753350e+02 	 3.180080e+01
7.757780e+02 	 4.800939e+01
7.762220e+02 	 6.653784e+01
7.766650e+02 	 9.486731e+01
7.771090e+02 	 1.092302e+02
7.775520e+02 	 9.124357e+01
7.779960e+02 	 5.303181e+01
7.784400e+02 	 1.911096e+01
7.788830e+02 	 1.039571e+01
7.793270e+02 	 8.626517e+00
7.797700e+02 	 7.310797e+00
7.802140e+02 	 6.159331e+00
7.806570e+02 	 6.759448e+00
7.811010e+02 	 6.511883e+00
7.815450e+02 	 6.255173e+00
7.819880e+02 	 5.487416e+00
7.824320e+02 	 5.506720e+00
7.828750e+02 	 5.859949e+00
7.833190e+02 	 6.056037e+00
7.837620e+02 	 6.294797e+00
7.842060e+02 	 6.222661e+00
7.846500e+02 	 5.539232e+00
7.850930e+02 	 5.325872e+00
7.855370e+02 	 3.932936e+00
7.859800e+02 	 3.826933e+00
7.864240e+02 	 4.033181e+00
7.868680e+02 	 3.976285e+00
7.873110e+02 	 4.689856e+00
7.877550e+02 	 6.308683e+00
7.881980e+02 	 5.009896e+00
7.886420e+02 	 3.996605e+00
7.890850e+02 	 4.332901e+00
7.895290e+02 	 5.379720e+00
7.899730e+02 	 5.029200e+00
7.904160e+02 	 4.673939e+00
7.908600e+02 	 4.320371e+00
7.913030e+02 	 5.206661e+00
7.917470e+02 	 5.944277e+00
7.921910e+02 	 5.229691e+00
7.926340e+02 	 5.125043e+00
7.930780e+02 	 5.985933e+00
7.935210e+02 	 5.069163e+00
7.939650e+02 	 4.457869e+00
7.944090e+02 	 5.229013e+00
7.948520e+02 	 5.622883e+00
7.952960e+02 	 5.848773e+00
7.957390e+02 	 5.088467e+00
7.961830e+02 	 4.851739e+00
7.966260e+02 	 4.277021e+00
7.970700e+02 	 4.601803e+00
7.975140e+02 	 4.622123e+00
7.979570e+02 	 4.863592e+00
7.984010e+02 	 4.942840e+00
7.988440e+02 	 3.580723e+00
7.992880e+02 	 3.452707e+00
7.997320e+02 	 4.527973e+00
8.001750e+02 	 3.875701e+00
8.006190e+02 	 4.481915e+00
8.010620e+02 	 4.948597e+00
8.015060e+02 	 4.723384e+00
8.019500e+02 	 4.049099e+00
8.023930e+02 	 3.617637e+00
8.028370e+02 	 3.901101e+00
8.032800e+02 	 4.022005e+00
8.037240e+02 	 4.472432e+00
8.041680e+02 	 4.052485e+00
8.046110e+02 	 4.526619e+00
8.050550e+02 	 4.990253e+00
8.054980e+02 	 4.260427e+00
8.059420e+02 	 4.199467e+00
8.063860e+02 	 5.305552e+00
8.068290e+02 	 4.519168e+00
8.072730e+02 	 4.184227e+00
8.077170e+02 	 4.343400e+00
8.081600e+02 	 4.046728e+00
8.086040e+02 	 5.428488e+00
8.090470e+02 	 4.067048e+00
8.094910e+02 	 4.645829e+00
8.099350e+02 	 5.300472e+00
8.103780e+02 	 3.965787e+00
8.108220e+02 	 4.912021e+00
8.112650e+02 	 5.351611e+00
8.117090e+02 	 5.270669e+00
8.121530e+02 	 4.821597e+00
8.125960e+02 	 4.018619e+00
8.130400e+02 	 4.071451e+00
8.134830e+02 	 4.572677e+00
8.139270e+02 	 5.129107e+00
8.143710e+02 	 4.184904e+00
8.148140e+02 	 4.491397e+00
8.152580e+02 	 5.105400e+00
8.157020e+02 	 4.331885e+00
8.161450e+02 	 3.969173e+00
8.165890e+02 	 4.116155e+00
8.170320e+02 	 4.202176e+00
8.174760e+02 	 5.185325e+00
8.179200e+02 	 6.090581e+00
8.183630e+02 	 6.111579e+00
8.188070e+02 	 5.614755e+00
8.192510e+02 	 5.446099e+00
8.196940e+02 	 5.015653e+00
8.201380e+02 	 5.458291e+00
8.205810e+02 	 5.731256e+00
8.210250e+02 	 6.351016e+00
8.214690e+02 	 7.121144e+00
8.219120e+02 	 5.980853e+00
8.223560e+02 	 5.455243e+00
8.228000e+02 	 4.752509e+00
8.232430e+02 	 4.373541e+00
8.236870e+02 	 4.451773e+00
8.241300e+02 	 4.868672e+00
8.245740e+02 	 4.134781e+00
8.250180e+02 	 4.659376e+00
8.254610e+02 	 4.388781e+00
8.259050e+02 	 3.828288e+00
8.263490e+02 	 4.361349e+00
8.267920e+02 	 4.262120e+00
8.272360e+02 	 4.148667e+00
8.276790e+02 	 5.121656e+00
8.281230e+02 	 3.491315e+00
8.285670e+02 	 4.134104e+00
8.290100e+02 	 4.481237e+00
8.294540e+02 	 4.677664e+00
8.298980e+02 	 4.911683e+00
8.303410e+02 	 4.013877e+00
8.307850e+02 	 5.163312e+00
8.312290e+02 	 6.043845e+00
8.316720e+02 	 5.557181e+00
8.321160e+02 	 6.702552e+00
8.325590e+02 	 9.424416e+00
8.330030e+02 	 1.342813e+01
8.334470e+02 	 1.602909e+01
8.338900e+02 	 1.546013e+01
8.343340e+02 	 1.008515e+01
8.347780e+02 	 6.667669e+00
8.352210e+02 	 5.108109e+00
8.356650e+02 	 5.118947e+00
8.361090e+02 	 4.564549e+00
8.365520e+02 	 4.599093e+00
8.369960e+02 	 4.133427e+00
8.374390e+02 	 4.841240e+00
8.378830e+02 	 4.276683e+00
8.383270e+02 	 4.173389e+00
8.387700e+02 	 5.119624e+00
8.392140e+02 	 4.224189e+00
8.396580e+02 	 4.363381e+00
8.401010e+02 	 4.916085e+00
8.405450e+02 	 4.618736e+00
8.409890e+02 	 4.861899e+00
8.414320e+02 	 5.583597e+00
8.418760e+02 	 5.720080e+00
8.423200e+02 	 6.174571e+00
8.427630e+02 	 9.744795e+00
8.432070e+02 	 1.431205e+01
8.436510e+02 	 2.112603e+01
8.440940e+02 	 3.656923e+01
8.445380e+02 	 4.451435e+01
8.449820e+02 	 4.363043e+01
8.454250e+02 	 2.907453e+01
8.458690e+02 	 1.300480e+01
8.463120e+02 	 7.516029e+00
8.467560e+02 	 5.761397e+00
8.472000e+02 	 5.539571e+00
8.476430e+02 	 4.821936e+00
8.480870e+02 	 4.770797e+00
8.485310e+02 	 5.744803e+00
8.489740e+02 	 4.229947e+00
8.494180e+02 	 3.907875e+00
8.498620e+02 	 4.344755e+00
8.503050e+02 	 4.254669e+00
8.507490e+02 	 3.729736e+00
8.511930e+02 	 3.567853e+00
8.516360e+02 	 3.772408e+00
8.520800e+02 	 4.183549e+00
8.525240e+02 	 4.325451e+00
8.529670e+02 	 3.878411e+00
8.534110e+02 	 3.165856e+00
8.538550e+02 	 3.802549e+00
8.542980e+02 	 3.930565e+00
8.547420e+02 	 3.408680e+00
8.551860e+02 	 3.624749e+00
8.556290e+02 	 4.049099e+00
8.560730e+02 	 3.454739e+00
8.565170e+02 	 3.218011e+00
8.569600e+02 	 3.510619e+00
8.574040e+02 	 3.576997e+00
8.578480e+02 	 3.999315e+00
8.582910e+02 	 3.643376e+00
8.587350e+02 	 3.748363e+00
8.591790e+02 	 3.174323e+00
8.596220e+02 	 3.268472e+00
8.600660e+02 	 3.514344e+00
8.605100e+02 	 2.849880e+00
8.609530e+02 	 3.006344e+00
8.613970e+02 	 3.177709e+00
8.618410e+02 	 2.590461e+00
8.622840e+02 	 2.905421e+00
8.627280e+02 	 5.047488e+00
8.631720e+02 	 3.971544e+00
8.636150e+02 	 3.357880e+00
8.640590e+02 	 3.662341e+00
8.645030e+02 	 3.609509e+00
8.649460e+02 	 3.809661e+00
8.653900e+02 	 3.626104e+00
8.658340e+02 	 3.095075e+00
8.662770e+02 	 3.746669e+00
8.667210e+02 	 4.436195e+00
8.671650e+02 	 4.430776e+00
8.676090e+02 	 5.998125e+00
8.680520e+02 	 5.185325e+00
8.684960e+02 	 5.853853e+00
8.689400e+02 	 5.732611e+00
8.693830e+02 	 5.785104e+00
8.698270e+02 	 5.720080e+00
8.702710e+02 	 6.379464e+00
8.707140e+02 	 5.155523e+00
8.711580e+02 	 5.236125e+00
8.716020e+02 	 4.177115e+00
8.720450e+02 	 4.684099e+00
8.724890e+02 	 5.042408e+00
8.729330e+02 	 4.220125e+00
8.733760e+02 	 3.663357e+00
8.738200e+02 	 3.859445e+00
8.742640e+02 	 4.176437e+00
8.747070e+02 	 3.254925e+00
8.751510e+02 	 2.786211e+00
8.755950e+02 	 3.426291e+00
8.760390e+02 	 3.208528e+00
8.764820e+02 	 3.263053e+00
8.769260e+02 	 3.209205e+00
8.773700e+02 	 2.944029e+00
8.778130e+02 	 2.532549e+00
8.782570e+02 	 2.508843e+00
8.787010e+02 	 2.877989e+00
8.791440e+02 	 2.950803e+00
8.795880e+02 	 3.090333e+00
8.800320e+02 	 3.608832e+00
8.804750e+02 	 3.999315e+00
8.809190e+02 	 4.644136e+00
8.813630e+02 	 3.430355e+00
8.818070e+02 	 3.844544e+00
8.822500e+02 	 3.442547e+00
8.826940e+02 	 4.433824e+00
8.831380e+02 	 3.460496e+00
8.835810e+02 	 3.787987e+00
8.840250e+02 	 3.222413e+00
8.844690e+02 	 2.568448e+00
8.849120e+02 	 3.248491e+00
